obs;delta;resp;error;theta;rt;study;experiment;stimulus
1;-180;225.07;-19.93;245;1.2164;Fischer et al. (2020);Experiment 1;Motion
1;110;128.98;-6.02000000000001;135;1.383;Fischer et al. (2020);Experiment 1;Motion
1;-170;305.86;0.860000000000014;305;1.4497;Fischer et al. (2020);Experiment 1;Motion
1;160;131.53;-13.47;145;1.2997;Fischer et al. (2020);Experiment 1;Motion
1;10;132.09;-2.91;135;2.9158;Fischer et al. (2020);Experiment 1;Motion
1;-10;145.98;0.97999999999999;145;1.8662;Fischer et al. (2020);Experiment 1;Motion
1;70;104.6;29.6;75;3.199;Fischer et al. (2020);Experiment 1;Motion
1;160;262.2;-12.8;275;1.6995;Fischer et al. (2020);Experiment 1;Motion
1;170;132.94;27.94;105;1.3997;Fischer et al. (2020);Experiment 1;Motion
1;-170;281.76;6.75999999999999;275;2.1327;Fischer et al. (2020);Experiment 1;Motion
1;90;216;31;185;1.7495;Fischer et al. (2020);Experiment 1;Motion
1;40;151.65;6.65000000000001;145;1.9494;Fischer et al. (2020);Experiment 1;Motion
1;-10;147.12;-7.88;155;0.69995;Fischer et al. (2020);Experiment 1;Motion
1;50;113.39;8.39;105;1.9162;Fischer et al. (2020);Experiment 1;Motion
1;-140;230.17;-14.83;245;1.7496;Fischer et al. (2020);Experiment 1;Motion
1;-50;310.96;15.96;295;1.7995;Fischer et al. (2020);Experiment 1;Motion
1;20;304.16;29.16;275;1.5996;Fischer et al. (2020);Experiment 1;Motion
1;-90;15.591;10.591;5;1.2997;Fischer et al. (2020);Experiment 1;Motion
1;130;231.59;-3.41;235;1.8829;Fischer et al. (2020);Experiment 1;Motion
1;-120;335.62;-19.38;355;1.6662;Fischer et al. (2020);Experiment 1;Motion
1;50;315.21;10.21;305;1.7329;Fischer et al. (2020);Experiment 1;Motion
1;-40;334.2;-10.8;345;0.66662;Fischer et al. (2020);Experiment 1;Motion
1;-30;0;-15;15;1.2164;Fischer et al. (2020);Experiment 1;Motion
1;-180;211.46;16.46;195;1.4163;Fischer et al. (2020);Experiment 1;Motion
1;180;40.252;25.252;15;2.7158;Fischer et al. (2020);Experiment 1;Motion
1;-40;36.85;-18.15;55;1.5996;Fischer et al. (2020);Experiment 1;Motion
1;-160;208.91;-6.09;215;2.0161;Fischer et al. (2020);Experiment 1;Motion
1;-50;246.61;-18.39;265;1.8828;Fischer et al. (2020);Experiment 1;Motion
1;-80;331.37;-13.63;345;2.7825;Fischer et al. (2020);Experiment 1;Motion
1;80;241.23;-23.77;265;2.2827;Fischer et al. (2020);Experiment 1;Motion
1;140;136.35;11.35;125;2.6992;Fischer et al. (2020);Experiment 1;Motion
1;-110;225.07;-9.93000000000001;235;1.6496;Fischer et al. (2020);Experiment 1;Motion
1;-70;311.81;6.81;305;1.3663;Fischer et al. (2020);Experiment 1;Motion
1;20;293.67;8.67000000000002;285;1.483;Fischer et al. (2020);Experiment 1;Motion
1;100;176.31;-8.69;185;1.7995;Fischer et al. (2020);Experiment 1;Motion
1;70;121.32;6.31999999999999;115;2.2494;Fischer et al. (2020);Experiment 1;Motion
1;-180;303.02;8.01999999999998;295;1.7496;Fischer et al. (2020);Experiment 1;Motion
1;110;176.31;-8.69;185;1.6329;Fischer et al. (2020);Experiment 1;Motion
1;90;88.157;-6.843;95;2.2661;Fischer et al. (2020);Experiment 1;Motion
1;110;321.45;-23.55;345;1.3164;Fischer et al. (2020);Experiment 1;Motion
1;-100;45.354;-39.646;85;1.0665;Fischer et al. (2020);Experiment 1;Motion
1;120;333.92;8.92000000000002;325;1.333;Fischer et al. (2020);Experiment 1;Motion
1;-140;79.087;-25.913;105;1.2997;Fischer et al. (2020);Experiment 1;Motion
1;-150;236.41;-18.59;255;1.1165;Fischer et al. (2020);Experiment 1;Motion
1;100;131.81;-23.19;155;2.366;Fischer et al. (2020);Experiment 1;Motion
1;-140;311.53;16.53;295;1.6496;Fischer et al. (2020);Experiment 1;Motion
1;-150;64.63;-20.37;85;0.96654;Fischer et al. (2020);Experiment 1;Motion
1;40;54.142;9.142;45;0.98318;Fischer et al. (2020);Experiment 1;Motion
1;-140;176.6;-8.40000000000001;185;1.9994;Fischer et al. (2020);Experiment 1;Motion
1;170;43.937;28.937;15;1.383;Fischer et al. (2020);Experiment 1;Motion
1;90;278.93;-6.06999999999999;285;1.4831;Fischer et al. (2020);Experiment 1;Motion
1;10;273.54;-1.45999999999998;275;1.5329;Fischer et al. (2020);Experiment 1;Motion
1;130;146.27;1.27000000000001;145;1.8662;Fischer et al. (2020);Experiment 1;Motion
1;170;306.14;-28.86;335;1.383;Fischer et al. (2020);Experiment 1;Motion
1;40;304.72;9.72000000000003;295;1.5996;Fischer et al. (2020);Experiment 1;Motion
1;-170;83.055;-21.945;105;1.233;Fischer et al. (2020);Experiment 1;Motion
1;-180;290.27;5.26999999999998;285;0.96647;Fischer et al. (2020);Experiment 1;Motion
1;-150;49.039;-25.961;75;1.8328;Fischer et al. (2020);Experiment 1;Motion
1;110;318.61;-6.38999999999999;325;1.8494;Fischer et al. (2020);Experiment 1;Motion
1;-30;340.44;-14.56;355;1.483;Fischer et al. (2020);Experiment 1;Motion
1;160;210.33;15.33;195;0.98315;Fischer et al. (2020);Experiment 1;Motion
1;-50;214.58;-30.42;245;1.8328;Fischer et al. (2020);Experiment 1;Motion
1;-30;313.51;38.51;275;1.6329;Fischer et al. (2020);Experiment 1;Motion
1;0;273.83;-1.17000000000002;275;1.333;Fischer et al. (2020);Experiment 1;Motion
1;-60;314.36;-20.64;335;1.0831;Fischer et al. (2020);Experiment 1;Motion
1;-70;45.071;0.070999999999998;45;1.5329;Fischer et al. (2020);Experiment 1;Motion
1;10;42.803;7.803;35;1.7828;Fischer et al. (2020);Experiment 1;Motion
1;80;317.2;2.19999999999999;315;0.66663;Fischer et al. (2020);Experiment 1;Motion
1;-160;132.09;17.09;115;1.9495;Fischer et al. (2020);Experiment 1;Motion
1;100;34.016;19.016;15;1.0166;Fischer et al. (2020);Experiment 1;Motion
1;-60;48.756;-26.244;75;1.2664;Fischer et al. (2020);Experiment 1;Motion
1;120;312.09;-2.91000000000003;315;1.333;Fischer et al. (2020);Experiment 1;Motion
1;150;144.85;-20.15;165;1.4164;Fischer et al. (2020);Experiment 1;Motion
1;-160;316.91;-8.08999999999997;325;1.1665;Fischer et al. (2020);Experiment 1;Motion
1;-50;55.276;40.276;15;0.94982;Fischer et al. (2020);Experiment 1;Motion
1;20;357.45;2.44999999999999;355;1.4163;Fischer et al. (2020);Experiment 1;Motion
1;40;302.74;-12.26;315;1.2997;Fischer et al. (2020);Experiment 1;Motion
1;60;230.17;-24.83;255;1.2331;Fischer et al. (2020);Experiment 1;Motion
1;-160;63.213;8.213;55;1.8828;Fischer et al. (2020);Experiment 1;Motion
1;20;48.189;13.189;35;1.3497;Fischer et al. (2020);Experiment 1;Motion
1;130;231.87;-33.13;265;1.8496;Fischer et al. (2020);Experiment 1;Motion
1;-170;62.362;-12.638;75;1.2832;Fischer et al. (2020);Experiment 1;Motion
1;-70;150.24;5.24000000000001;145;1.8495;Fischer et al. (2020);Experiment 1;Motion
1;-180;296.5;-28.5;325;1.1997;Fischer et al. (2020);Experiment 1;Motion
1;10;287.72;-27.28;315;1.3331;Fischer et al. (2020);Experiment 1;Motion
1;-140;109.7;14.7;95;1.2331;Fischer et al. (2020);Experiment 1;Motion
1;-50;132.38;-12.62;145;0.79984;Fischer et al. (2020);Experiment 1;Motion
1;130;6.2362;-8.7638;15;0.78337;Fischer et al. (2020);Experiment 1;Motion
1;90;284.6;-0.399999999999977;285;1.7495;Fischer et al. (2020);Experiment 1;Motion
1;60;236.98;11.98;225;1.7996;Fischer et al. (2020);Experiment 1;Motion
1;120;115.94;10.94;105;1.6329;Fischer et al. (2020);Experiment 1;Motion
1;0;114.24;9.23999999999999;105;1.9828;Fischer et al. (2020);Experiment 1;Motion
1;150;306.71;-8.29000000000002;315;2.3494;Fischer et al. (2020);Experiment 1;Motion
1;120;211.18;16.18;195;1.3163;Fischer et al. (2020);Experiment 1;Motion
1;160;51.024;16.024;35;1.8995;Fischer et al. (2020);Experiment 1;Motion
1;-170;225.35;20.35;205;1.4497;Fischer et al. (2020);Experiment 1;Motion
1;130;50.74;-24.26;75;2.6992;Fischer et al. (2020);Experiment 1;Motion
1;-180;225.92;-29.08;255;1.683;Fischer et al. (2020);Experiment 1;Motion
1;150;121.61;16.61;105;1.7329;Fischer et al. (2020);Experiment 1;Motion
1;-120;213.17;-11.83;225;1.433;Fischer et al. (2020);Experiment 1;Motion
1;70;133.51;-21.49;155;1.4496;Fischer et al. (2020);Experiment 1;Motion
1;-130;272.41;-12.59;285;1.2331;Fischer et al. (2020);Experiment 1;Motion
1;180;128.98;23.98;105;1.4497;Fischer et al. (2020);Experiment 1;Motion
1;-20;133.23;8.22999999999999;125;2.2994;Fischer et al. (2020);Experiment 1;Motion
1;-70;176.03;-18.97;195;2.0328;Fischer et al. (2020);Experiment 1;Motion
1;-30;207.5;-17.5;225;1.1497;Fischer et al. (2020);Experiment 1;Motion
1;140;76.535;-8.465;85;1.383;Fischer et al. (2020);Experiment 1;Motion
1;-170;230.74;-24.26;255;1.7996;Fischer et al. (2020);Experiment 1;Motion
1;-90;315.21;-29.79;345;1.1498;Fischer et al. (2020);Experiment 1;Motion
1;-10;4.5354;9.53539999999998;355;1.8494;Fischer et al. (2020);Experiment 1;Motion
1;-30;28.346;3.346;25;2.7825;Fischer et al. (2020);Experiment 1;Motion
1;-110;180;45;135;2.0329;Fischer et al. (2020);Experiment 1;Motion
1;-140;307.84;32.84;275;2.4826;Fischer et al. (2020);Experiment 1;Motion
1;-40;320.88;5.88;315;1.4997;Fischer et al. (2020);Experiment 1;Motion
1;80;229.04;-5.96000000000001;235;1.2497;Fischer et al. (2020);Experiment 1;Motion
1;-120;1.1339;6.13389999999998;355;1.5163;Fischer et al. (2020);Experiment 1;Motion
1;180;181.7;6.69999999999999;175;1.5163;Fischer et al. (2020);Experiment 1;Motion
1;70;120.76;15.76;105;2.3327;Fischer et al. (2020);Experiment 1;Motion
1;140;311.24;-13.76;325;1.6496;Fischer et al. (2020);Experiment 1;Motion
1;90;218.55;-16.45;235;1.9995;Fischer et al. (2020);Experiment 1;Motion
1;-40;269.57;-5.43000000000001;275;1.4497;Fischer et al. (2020);Experiment 1;Motion
1;0;293.39;18.39;275;1.533;Fischer et al. (2020);Experiment 1;Motion
1;-170;80.787;-4.21299999999999;85;1.6662;Fischer et al. (2020);Experiment 1;Motion
1;20;136.63;71.63;65;2.5492;Fischer et al. (2020);Experiment 1;Motion
1;-110;180.85;5.84999999999999;175;2.0994;Fischer et al. (2020);Experiment 1;Motion
1;-140;312.09;-2.91000000000003;315;1.0665;Fischer et al. (2020);Experiment 1;Motion
1;100;163.56;-51.44;215;1.533;Fischer et al. (2020);Experiment 1;Motion
1;-160;0.56693;-14.43307;15;1.5496;Fischer et al. (2020);Experiment 1;Motion
1;-90;108.28;3.28;105;2.4326;Fischer et al. (2020);Experiment 1;Motion
1;10;103.75;8.75;95;1.2498;Fischer et al. (2020);Experiment 1;Motion
1;-120;216.85;1.84999999999999;215;1.2998;Fischer et al. (2020);Experiment 1;Motion
1;80;128.98;-6.02000000000001;135;1.7329;Fischer et al. (2020);Experiment 1;Motion
1;-70;233.86;28.86;205;1.7663;Fischer et al. (2020);Experiment 1;Motion
1;-150;1.1339;6.13389999999998;355;2.9158;Fischer et al. (2020);Experiment 1;Motion
1;110;225.35;-19.65;245;1.433;Fischer et al. (2020);Experiment 1;Motion
1;120;129.83;4.83000000000001;125;0.9999;Fischer et al. (2020);Experiment 1;Motion
1;140;1.4173;16.4173;345;1.2498;Fischer et al. (2020);Experiment 1;Motion
1;-40;51.307;26.307;25;1.8328;Fischer et al. (2020);Experiment 1;Motion
1;60;291.97;-33.03;325;1.5996;Fischer et al. (2020);Experiment 1;Motion
1;-110;46.205;-28.795;75;1.2664;Fischer et al. (2020);Experiment 1;Motion
1;-90;162.99;-2.00999999999999;165;1.4163;Fischer et al. (2020);Experiment 1;Motion
1;60;134.93;29.93;105;1.5996;Fischer et al. (2020);Experiment 1;Motion
1;-10;136.06;21.06;115;1.0165;Fischer et al. (2020);Experiment 1;Motion
1;160;323.72;8.72000000000003;315;1.633;Fischer et al. (2020);Experiment 1;Motion
1;-90;52.724;7.724;45;1.483;Fischer et al. (2020);Experiment 1;Motion
1;100;307.28;2.27999999999997;305;1.8829;Fischer et al. (2020);Experiment 1;Motion
1;-40;325.7;-19.3;345;2.6992;Fischer et al. (2020);Experiment 1;Motion
1;-40;43.654;18.654;25;1.1331;Fischer et al. (2020);Experiment 1;Motion
1;110;293.1;18.1;275;2.416;Fischer et al. (2020);Experiment 1;Motion
1;-140;55.559;0.558999999999997;55;0.99983;Fischer et al. (2020);Experiment 1;Motion
1;30;21.26;-3.74;25;1.9162;Fischer et al. (2020);Experiment 1;Motion
1;-120;156.47;11.47;145;0.96651;Fischer et al. (2020);Experiment 1;Motion
1;-70;221.95;6.94999999999999;215;1.8662;Fischer et al. (2020);Experiment 1;Motion
1;90;138.61;13.61;125;1.5996;Fischer et al. (2020);Experiment 1;Motion
1;60;42.803;-22.197;65;1.6496;Fischer et al. (2020);Experiment 1;Motion
1;90;337.61;2.61000000000001;335;1.383;Fischer et al. (2020);Experiment 1;Motion
1;80;241.51;-13.49;255;1.8496;Fischer et al. (2020);Experiment 1;Motion
1;120;146.55;11.55;135;2.3326;Fischer et al. (2020);Experiment 1;Motion
1;50;64.063;-20.937;85;1.8661;Fischer et al. (2020);Experiment 1;Motion
1;-130;220.25;5.25;215;2.5325;Fischer et al. (2020);Experiment 1;Motion
1;0;209.48;-5.52000000000001;215;1.1832;Fischer et al. (2020);Experiment 1;Motion
1;50;135.78;-29.22;165;1.5163;Fischer et al. (2020);Experiment 1;Motion
1;40;286.02;161.02;125;1.233;Fischer et al. (2020);Experiment 1;Motion
1;40;67.465;-17.535;85;1.2498;Fischer et al. (2020);Experiment 1;Motion
1;0;58.961;-26.039;85;1.2664;Fischer et al. (2020);Experiment 1;Motion
1;140;293.1;-11.9;305;1.9328;Fischer et al. (2020);Experiment 1;Motion
1;180;124.16;-0.840000000000003;125;1.0665;Fischer et al. (2020);Experiment 1;Motion
1;-180;313.8;8.80000000000001;305;1.2997;Fischer et al. (2020);Experiment 1;Motion
1;-140;79.654;-5.346;85;2.6659;Fischer et al. (2020);Experiment 1;Motion
1;-110;197.01;2.00999999999999;195;2.5326;Fischer et al. (2020);Experiment 1;Motion
1;-60;237.83;-17.17;255;2.7492;Fischer et al. (2020);Experiment 1;Motion
1;-150;39.969;-5.031;45;1.3497;Fischer et al. (2020);Experiment 1;Motion
1;20;18.709;-6.291;25;1.3664;Fischer et al. (2020);Experiment 1;Motion
1;130;250.02;-4.97999999999999;255;0.69997;Fischer et al. (2020);Experiment 1;Motion
1;-40;298.2;3.19999999999999;295;0.60002;Fischer et al. (2020);Experiment 1;Motion
1;-110;53.575;8.575;45;1.6663;Fischer et al. (2020);Experiment 1;Motion
1;30;32.882;17.882;15;0.89999;Fischer et al. (2020);Experiment 1;Motion
1;-140;154.2;-0.800000000000011;155;1.9661;Fischer et al. (2020);Experiment 1;Motion
1;-10;153.64;-11.36;165;1.3664;Fischer et al. (2020);Experiment 1;Motion
1;110;47.906;-7.094;55;1.2664;Fischer et al. (2020);Experiment 1;Motion
1;40;15.591;0.590999999999999;15;1.3997;Fischer et al. (2020);Experiment 1;Motion
1;170;208.06;3.06;205;1.8162;Fischer et al. (2020);Experiment 1;Motion
1;-20;201.83;-23.17;225;1.1331;Fischer et al. (2020);Experiment 1;Motion
1;-140;19.276;14.276;5;1.433;Fischer et al. (2020);Experiment 1;Motion
1;40;304.16;-20.84;325;1.1165;Fischer et al. (2020);Experiment 1;Motion
1;100;225.64;0.639999999999986;225;1.383;Fischer et al. (2020);Experiment 1;Motion
1;-150;20.126;5.126;15;1.7329;Fischer et al. (2020);Experiment 1;Motion
1;170;207.5;2.5;205;1.4997;Fischer et al. (2020);Experiment 1;Motion
1;170;54.425;19.425;35;1.8662;Fischer et al. (2020);Experiment 1;Motion
1;20;39.685;24.685;15;1.2831;Fischer et al. (2020);Experiment 1;Motion
1;-60;56.126;-18.874;75;1.383;Fischer et al. (2020);Experiment 1;Motion
1;-30;161.01;56.01;105;1.383;Fischer et al. (2020);Experiment 1;Motion
1;-100;196.16;-8.84;205;1.8995;Fischer et al. (2020);Experiment 1;Motion
1;150;283.75;-131.25;55;1.9162;Fischer et al. (2020);Experiment 1;Motion
1;20;39.685;4.685;35;1.1831;Fischer et al. (2020);Experiment 1;Motion
1;0;56.409;21.409;35;1.4663;Fischer et al. (2020);Experiment 1;Motion
1;-20;54.425;-0.575000000000003;55;2.316;Fischer et al. (2020);Experiment 1;Motion
1;120;292.82;-2.18000000000001;295;1.2664;Fischer et al. (2020);Experiment 1;Motion
1;50;217.13;-27.87;245;0.78326;Fischer et al. (2020);Experiment 1;Motion
1;20;211.18;-13.82;225;2.6825;Fischer et al. (2020);Experiment 1;Motion
1;-70;289.98;-5.01999999999998;295;1.433;Fischer et al. (2020);Experiment 1;Motion
1;-110;45.921;0.920999999999999;45;1.6495;Fischer et al. (2020);Experiment 1;Motion
1;-170;236.13;21.13;215;0.60004;Fischer et al. (2020);Experiment 1;Motion
1;20;212.88;17.88;195;1.1498;Fischer et al. (2020);Experiment 1;Motion
1;-50;194.17;-50.83;245;1.2664;Fischer et al. (2020);Experiment 1;Motion
1;-20;338.17;73.17;265;1.9161;Fischer et al. (2020);Experiment 1;Motion
1;-80;358.02;13.02;345;1.2498;Fischer et al. (2020);Experiment 1;Motion
1;30;287.15;-27.85;315;0.66664;Fischer et al. (2020);Experiment 1;Motion
1;-20;306.43;-28.57;335;1.1498;Fischer et al. (2020);Experiment 1;Motion
1;100;207.78;-27.22;235;1.483;Fischer et al. (2020);Experiment 1;Motion
1;-40;308.41;33.41;275;1.1331;Fischer et al. (2020);Experiment 1;Motion
1;-170;66.898;-18.102;85;1.9828;Fischer et al. (2020);Experiment 1;Motion
1;-120;211.75;6.75;205;1.2331;Fischer et al. (2020);Experiment 1;Motion
1;-20;206.93;-18.07;225;1.8662;Fischer et al. (2020);Experiment 1;Motion
1;140;69.165;-15.835;85;1.9829;Fischer et al. (2020);Experiment 1;Motion
1;-30;115.09;0.0900000000000034;115;2.1161;Fischer et al. (2020);Experiment 1;Motion
1;50;76.819;11.819;65;1.4663;Fischer et al. (2020);Experiment 1;Motion
1;-10;58.11;-16.89;75;1.6496;Fischer et al. (2020);Experiment 1;Motion
1;90;0.56693;15.56693;345;1.9162;Fischer et al. (2020);Experiment 1;Motion
1;-80;48.472;-16.528;65;1.8495;Fischer et al. (2020);Experiment 1;Motion
1;60;359.43;-5.56999999999999;5;1.3664;Fischer et al. (2020);Experiment 1;Motion
