obs;delta;resp;error;theta;rt;study;experiment;stimulus
4;140;53.575;8.575;45;1.9324;Fischer et al. (2020);Experiment 1;Motion
4;120;293.1;8.10000000000002;285;2.5489;Fischer et al. (2020);Experiment 1;Motion
4;20;276.94;11.94;265;2.2157;Fischer et al. (2020);Experiment 1;Motion
4;60;203.24;-1.75999999999999;205;1.4659;Fischer et al. (2020);Experiment 1;Motion
4;90;119.62;4.62;115;1.9157;Fischer et al. (2020);Experiment 1;Motion
4;-130;218.55;-26.45;245;3.3987;Fischer et al. (2020);Experiment 1;Motion
4;-100;334.2;-10.8;345;1.7158;Fischer et al. (2020);Experiment 1;Motion
4;-20;0;-5;5;1.7491;Fischer et al. (2020);Experiment 1;Motion
4;-160;180.28;15.28;165;1.5825;Fischer et al. (2020);Experiment 1;Motion
4;-150;307.28;-7.72000000000003;315;1.7158;Fischer et al. (2020);Experiment 1;Motion
4;-160;126.99;11.99;115;2.7488;Fischer et al. (2020);Experiment 1;Motion
4;100;10.488;-4.512;15;1.7991;Fischer et al. (2020);Experiment 1;Motion
4;140;217.13;-17.87;235;3.1987;Fischer et al. (2020);Experiment 1;Motion
4;0;223.94;-11.06;235;1.5492;Fischer et al. (2020);Experiment 1;Motion
4;100;128.13;-6.87;135;2.5155;Fischer et al. (2020);Experiment 1;Motion
4;160;315.78;-19.22;335;1.9657;Fischer et al. (2020);Experiment 1;Motion
4;110;211.18;-13.82;225;1.7491;Fischer et al. (2020);Experiment 1;Motion
4;140;91.559;6.559;85;1.8491;Fischer et al. (2020);Experiment 1;Motion
4;50;58.394;23.394;35;2.2323;Fischer et al. (2020);Experiment 1;Motion
4;10;210.05;-174.95;25;6.0144;Fischer et al. (2020);Experiment 1;Motion
4;20;0.28346;-4.71654;5;1.3326;Fischer et al. (2020);Experiment 1;Motion
4;-170;171.78;-3.22;175;1.4826;Fischer et al. (2020);Experiment 1;Motion
4;-140;299.91;-15.09;315;1.6492;Fischer et al. (2020);Experiment 1;Motion
4;-80;49.89;14.89;35;1.7658;Fischer et al. (2020);Experiment 1;Motion
4;-80;70.583;-44.417;115;1.7824;Fischer et al. (2020);Experiment 1;Motion
4;90;45.921;20.921;25;0.79946;Fischer et al. (2020);Experiment 1;Motion
4;150;216;-19;235;1.6658;Fischer et al. (2020);Experiment 1;Motion
4;-160;60.094;25.094;35;0.59952;Fischer et al. (2020);Experiment 1;Motion
4;160;222.24;-12.76;235;2.2656;Fischer et al. (2020);Experiment 1;Motion
4;150;92.126;7.126;85;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;-30;111.4;-3.59999999999999;115;1.2493;Fischer et al. (2020);Experiment 1;Motion
4;90;15.591;-9.409;25;2.4322;Fischer et al. (2020);Experiment 1;Motion
4;90;303.31;8.31;295;1.5825;Fischer et al. (2020);Experiment 1;Motion
4;-130;84.756;19.756;65;2.4989;Fischer et al. (2020);Experiment 1;Motion
4;-50;135.21;20.21;115;2.2823;Fischer et al. (2020);Experiment 1;Motion
4;-180;303.02;8.01999999999998;295;1.9491;Fischer et al. (2020);Experiment 1;Motion
4;-90;28.063;3.063;25;1.9158;Fischer et al. (2020);Experiment 1;Motion
4;80;298.49;-6.50999999999999;305;1.3493;Fischer et al. (2020);Experiment 1;Motion
4;-140;95.244;10.244;85;1.6658;Fischer et al. (2020);Experiment 1;Motion
4;160;272.13;-12.87;285;1.6992;Fischer et al. (2020);Experiment 1;Motion
4;110;163.56;-11.44;175;1.6825;Fischer et al. (2020);Experiment 1;Motion
4;-100;272.98;-2.01999999999998;275;1.3993;Fischer et al. (2020);Experiment 1;Motion
4;180;114.8;19.8;95;1.3493;Fischer et al. (2020);Experiment 1;Motion
4;60;50.457;15.457;35;1.8158;Fischer et al. (2020);Experiment 1;Motion
4;-30;63.213;-1.787;65;2.0157;Fischer et al. (2020);Experiment 1;Motion
4;-40;132.94;27.94;105;1.6159;Fischer et al. (2020);Experiment 1;Motion
4;-160;270.99;5.99000000000001;265;1.5992;Fischer et al. (2020);Experiment 1;Motion
4;-90;358.87;3.87;355;1.416;Fischer et al. (2020);Experiment 1;Motion
4;80;271.28;-3.72000000000003;275;0.66619;Fischer et al. (2020);Experiment 1;Motion
4;90;176.31;-8.69;185;1.8658;Fischer et al. (2020);Experiment 1;Motion
4;130;56.976;1.976;55;1.3326;Fischer et al. (2020);Experiment 1;Motion
4;130;301.32;16.32;285;1.3826;Fischer et al. (2020);Experiment 1;Motion
4;90;204.66;9.66;195;2.1657;Fischer et al. (2020);Experiment 1;Motion
4;-130;319.46;-5.54000000000002;325;1.8324;Fischer et al. (2020);Experiment 1;Motion
4;50;289.42;14.42;275;1.4659;Fischer et al. (2020);Experiment 1;Motion
4;40;209.48;-25.52;235;2.099;Fischer et al. (2020);Experiment 1;Motion
4;110;141.73;16.73;125;1.6325;Fischer et al. (2020);Experiment 1;Motion
4;-150;289.13;14.13;275;1.5325;Fischer et al. (2020);Experiment 1;Motion
4;140;157.32;22.32;135;1.316;Fischer et al. (2020);Experiment 1;Motion
4;150;345.26;0.259999999999991;345;1.4159;Fischer et al. (2020);Experiment 1;Motion
4;40;320.6;15.6;305;1.7491;Fischer et al. (2020);Experiment 1;Motion
4;-150;95.528;0.528000000000006;95;0.74947;Fischer et al. (2020);Experiment 1;Motion
4;-160;261.07;6.06999999999999;255;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;0;255.12;0.120000000000005;255;1.9657;Fischer et al. (2020);Experiment 1;Motion
4;0;225.07;-29.93;255;1.6824;Fischer et al. (2020);Experiment 1;Motion
4;-50;285.17;-19.83;305;1.7992;Fischer et al. (2020);Experiment 1;Motion
4;-10;313.8;-1.19999999999999;315;1.7991;Fischer et al. (2020);Experiment 1;Motion
4;120;187.09;-7.91;195;1.7657;Fischer et al. (2020);Experiment 1;Motion
4;110;91.276;6.276;85;2.9321;Fischer et al. (2020);Experiment 1;Motion
4;100;336.47;-8.52999999999997;345;1.6159;Fischer et al. (2020);Experiment 1;Motion
4;20;322.87;-2.13;325;1.5492;Fischer et al. (2020);Experiment 1;Motion
4;-50;52.157;37.157;15;1.4659;Fischer et al. (2020);Experiment 1;Motion
4;80;294.52;-0.480000000000018;295;1.7158;Fischer et al. (2020);Experiment 1;Motion
4;50;221.95;-23.05;245;2.2656;Fischer et al. (2020);Experiment 1;Motion
4;-100;321.45;-23.55;345;1.4325;Fischer et al. (2020);Experiment 1;Motion
4;-50;54.142;19.142;35;1.8158;Fischer et al. (2020);Experiment 1;Motion
4;-70;130.11;25.11;105;3.3819;Fischer et al. (2020);Experiment 1;Motion
4;-140;223.65;-21.35;245;2.5988;Fischer et al. (2020);Experiment 1;Motion
4;-160;58.961;13.961;45;1.6158;Fischer et al. (2020);Experiment 1;Motion
4;-70;134.93;19.93;115;1.8324;Fischer et al. (2020);Experiment 1;Motion
4;-180;293.1;-1.89999999999998;295;2.3823;Fischer et al. (2020);Experiment 1;Motion
4;70;217.7;-7.30000000000001;225;1.8325;Fischer et al. (2020);Experiment 1;Motion
4;80;155.62;10.62;145;1.3326;Fischer et al. (2020);Experiment 1;Motion
4;-10;160.44;5.44;155;1.5992;Fischer et al. (2020);Experiment 1;Motion
4;-40;214.3;19.3;195;1.8991;Fischer et al. (2020);Experiment 1;Motion
4;20;178.02;3.02000000000001;175;2.1157;Fischer et al. (2020);Experiment 1;Motion
4;80;114.52;19.52;95;1.0994;Fischer et al. (2020);Experiment 1;Motion
4;-160;244.06;-10.94;255;1.9158;Fischer et al. (2020);Experiment 1;Motion
4;-30;300.47;15.47;285;2.0158;Fischer et al. (2020);Experiment 1;Motion
4;-10;301.04;6.04000000000002;295;1.4493;Fischer et al. (2020);Experiment 1;Motion
4;150;150.8;5.80000000000001;145;1.8658;Fischer et al. (2020);Experiment 1;Motion
4;-30;177.17;2.16999999999999;175;1.8324;Fischer et al. (2020);Experiment 1;Motion
4;-80;237.83;-17.17;255;1.5659;Fischer et al. (2020);Experiment 1;Motion
4;-160;56.693;1.693;55;1.3659;Fischer et al. (2020);Experiment 1;Motion
4;-180;229.61;-5.38999999999999;235;1.2826;Fischer et al. (2020);Experiment 1;Motion
4;130;127.56;22.56;105;1.5492;Fischer et al. (2020);Experiment 1;Motion
4;60;58.11;13.11;45;1.5658;Fischer et al. (2020);Experiment 1;Motion
4;160;242.93;-2.06999999999999;245;1.1493;Fischer et al. (2020);Experiment 1;Motion
4;110;134.65;-0.349999999999994;135;1.2327;Fischer et al. (2020);Experiment 1;Motion
4;40;124.72;29.72;95;1.6158;Fischer et al. (2020);Experiment 1;Motion
4;-180;295.37;20.37;275;1.7325;Fischer et al. (2020);Experiment 1;Motion
4;-140;45.071;-9.929;55;1.6325;Fischer et al. (2020);Experiment 1;Motion
4;140;273.26;-1.74000000000001;275;1.4826;Fischer et al. (2020);Experiment 1;Motion
4;160;132.38;17.38;115;1.1826;Fischer et al. (2020);Experiment 1;Motion
4;100;19.843;4.843;15;0.7328;Fischer et al. (2020);Experiment 1;Motion
4;130;234.43;-10.57;245;1.166;Fischer et al. (2020);Experiment 1;Motion
4;-140;43.087;18.087;25;1.6325;Fischer et al. (2020);Experiment 1;Motion
4;10;22.961;7.961;15;0.99939;Fischer et al. (2020);Experiment 1;Motion
4;170;218.27;13.27;205;0.58286;Fischer et al. (2020);Experiment 1;Motion
4;-80;301.04;16.04;285;1.6325;Fischer et al. (2020);Experiment 1;Motion
4;40;225.92;-19.08;245;1.5159;Fischer et al. (2020);Experiment 1;Motion
4;110;141.73;6.72999999999999;135;2.0491;Fischer et al. (2020);Experiment 1;Motion
4;-50;211.46;26.46;185;1.5659;Fischer et al. (2020);Experiment 1;Motion
4;50;134.08;-0.919999999999987;135;1.316;Fischer et al. (2020);Experiment 1;Motion
4;170;316.35;-8.64999999999998;325;1.316;Fischer et al. (2020);Experiment 1;Motion
4;60;266.46;1.45999999999998;265;2.6156;Fischer et al. (2020);Experiment 1;Motion
4;10;248.6;-6.40000000000001;255;2.2823;Fischer et al. (2020);Experiment 1;Motion
4;-130;48.472;23.472;25;1.216;Fischer et al. (2020);Experiment 1;Motion
4;-50;89.575;14.575;75;1.5825;Fischer et al. (2020);Experiment 1;Motion
4;-50;132.38;7.38;125;1.4659;Fischer et al. (2020);Experiment 1;Motion
4;140;358.3;13.3;345;1.9491;Fischer et al. (2020);Experiment 1;Motion
4;80;293.95;28.95;265;1.6325;Fischer et al. (2020);Experiment 1;Motion
4;-160;87.024;22.024;65;3.2986;Fischer et al. (2020);Experiment 1;Motion
4;30;22.11;-12.89;35;1.3493;Fischer et al. (2020);Experiment 1;Motion
4;50;348.94;3.94;345;1.216;Fischer et al. (2020);Experiment 1;Motion
4;-90;98.646;23.646;75;1.5325;Fischer et al. (2020);Experiment 1;Motion
4;-160;234.71;-0.289999999999992;235;1.6825;Fischer et al. (2020);Experiment 1;Motion
4;-100;344.98;9.98000000000002;335;0.8994;Fischer et al. (2020);Experiment 1;Motion
4;40;307.84;12.84;295;1.3326;Fischer et al. (2020);Experiment 1;Motion
4;150;139.46;-5.53999999999999;145;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;110;53.858;18.858;35;1.2993;Fischer et al. (2020);Experiment 1;Motion
4;-80;118.77;3.77;115;1.1993;Fischer et al. (2020);Experiment 1;Motion
4;-150;238.39;-26.61;265;2.9321;Fischer et al. (2020);Experiment 1;Motion
4;-130;52.157;17.157;35;1.6159;Fischer et al. (2020);Experiment 1;Motion
4;-150;187.09;2.09;185;1.116;Fischer et al. (2020);Experiment 1;Motion
4;140;49.606;4.606;45;1.5492;Fischer et al. (2020);Experiment 1;Motion
4;110;296.22;1.22000000000003;295;2.0157;Fischer et al. (2020);Experiment 1;Motion
4;70;207.78;-17.22;225;1.3493;Fischer et al. (2020);Experiment 1;Motion
4;0;218.83;-6.16999999999999;225;1.066;Fischer et al. (2020);Experiment 1;Motion
4;-150;19.843;4.843;15;1.6659;Fischer et al. (2020);Experiment 1;Motion
4;120;235.28;-19.72;255;1.6991;Fischer et al. (2020);Experiment 1;Motion
4;-130;35.433;10.433;25;1.4992;Fischer et al. (2020);Experiment 1;Motion
4;160;227.62;2.62;225;3.9151;Fischer et al. (2020);Experiment 1;Motion
4;180;58.961;13.961;45;1.4326;Fischer et al. (2020);Experiment 1;Motion
4;-40;91.559;6.559;85;1.2993;Fischer et al. (2020);Experiment 1;Motion
4;120;327.12;2.12;325;2.2323;Fischer et al. (2020);Experiment 1;Motion
4;-40;8.7874;3.7874;5;0.79948;Fischer et al. (2020);Experiment 1;Motion
4;70;308.98;13.98;295;1.6992;Fischer et al. (2020);Experiment 1;Motion
4;90;205.8;0.800000000000011;205;1.7491;Fischer et al. (2020);Experiment 1;Motion
4;10;200.13;5.13;195;2.0657;Fischer et al. (2020);Experiment 1;Motion
4;60;155.06;20.06;135;2.3656;Fischer et al. (2020);Experiment 1;Motion
4;160;341.01;6.00999999999999;335;1.6825;Fischer et al. (2020);Experiment 1;Motion
4;-100;89.858;14.858;75;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;140;325.98;30.98;295;1.4159;Fischer et al. (2020);Experiment 1;Motion
4;10;287.15;2.14999999999998;285;2.0157;Fischer et al. (2020);Experiment 1;Motion
4;-80;8.7874;3.7874;5;4.2816;Fischer et al. (2020);Experiment 1;Motion
4;120;224.22;-20.78;245;0.58282;Fischer et al. (2020);Experiment 1;Motion
4;100;146.27;1.27000000000001;145;0.63287;Fischer et al. (2020);Experiment 1;Motion
4;-30;180.28;5.28;175;1.8158;Fischer et al. (2020);Experiment 1;Motion
4;-30;215.43;10.43;205;1.4159;Fischer et al. (2020);Experiment 1;Motion
4;-170;54.709;39.709;15;1.1493;Fischer et al. (2020);Experiment 1;Motion
4;-180;187.09;-7.91;195;1.5826;Fischer et al. (2020);Experiment 1;Motion
4;100;131.53;36.53;95;2.1157;Fischer et al. (2020);Experiment 1;Motion
4;-180;275.53;0.529999999999973;275;1.8825;Fischer et al. (2020);Experiment 1;Motion
4;-90;358.87;-6.13;5;2.2823;Fischer et al. (2020);Experiment 1;Motion
4;130;221.67;-13.33;235;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;-80;306.99;-8.00999999999999;315;2.149;Fischer et al. (2020);Experiment 1;Motion
4;60;216.28;-38.72;255;2.4323;Fischer et al. (2020);Experiment 1;Motion
4;90;153.07;-11.93;165;2.0157;Fischer et al. (2020);Experiment 1;Motion
4;-170;343.84;8.83999999999997;335;1.5325;Fischer et al. (2020);Experiment 1;Motion
4;130;198.14;-6.86000000000001;205;2.2656;Fischer et al. (2020);Experiment 1;Motion
4;-30;214.87;-20.13;235;1.5159;Fischer et al. (2020);Experiment 1;Motion
4;-140;24.094;9.094;15;1.9658;Fischer et al. (2020);Experiment 1;Motion
4;30;344.41;-0.589999999999975;345;2.249;Fischer et al. (2020);Experiment 1;Motion
4;180;165.54;0.539999999999992;165;1.6658;Fischer et al. (2020);Experiment 1;Motion
4;70;89.858;-5.142;95;2.7821;Fischer et al. (2020);Experiment 1;Motion
4;90;0.56693;-4.43307;5;1.0827;Fischer et al. (2020);Experiment 1;Motion
4;90;271.28;-3.72000000000003;275;1.8325;Fischer et al. (2020);Experiment 1;Motion
4;-100;0;-15;15;2.0824;Fischer et al. (2020);Experiment 1;Motion
4;110;272.69;7.69;265;1.6992;Fischer et al. (2020);Experiment 1;Motion
4;-170;92.126;17.126;75;3.5985;Fischer et al. (2020);Experiment 1;Motion
4;-80;166.11;11.11;155;2.2322;Fischer et al. (2020);Experiment 1;Motion
4;160;350.36;-4.63999999999999;355;1.316;Fischer et al. (2020);Experiment 1;Motion
4;100;230.17;-24.83;255;1.4326;Fischer et al. (2020);Experiment 1;Motion
4;140;150.52;35.52;115;1.8824;Fischer et al. (2020);Experiment 1;Motion
4;80;57.543;22.543;35;1.5658;Fischer et al. (2020);Experiment 1;Motion
4;-130;159.31;-5.69;165;2.6322;Fischer et al. (2020);Experiment 1;Motion
4;-140;307.28;2.27999999999997;305;1.4826;Fischer et al. (2020);Experiment 1;Motion
4;-120;79.087;14.087;65;2.3656;Fischer et al. (2020);Experiment 1;Motion
4;-160;214.3;-10.7;225;1.5325;Fischer et al. (2020);Experiment 1;Motion
4;-140;21.827;16.827;5;2.0823;Fischer et al. (2020);Experiment 1;Motion
4;110;221.67;-33.33;255;1.7658;Fischer et al. (2020);Experiment 1;Motion
4;110;138.33;-6.66999999999999;145;1.2826;Fischer et al. (2020);Experiment 1;Motion
4;130;359.15;-15.85;15;2.0991;Fischer et al. (2020);Experiment 1;Motion
4;-140;153.35;-1.65000000000001;155;1.6492;Fischer et al. (2020);Experiment 1;Motion
4;-30;186.24;1.24000000000001;185;0.63288;Fischer et al. (2020);Experiment 1;Motion
4;20;149.95;-15.05;165;1.4492;Fischer et al. (2020);Experiment 1;Motion
4;-140;314.08;9.07999999999998;305;1.6825;Fischer et al. (2020);Experiment 1;Motion
4;80;239.53;14.53;225;1.9324;Fischer et al. (2020);Experiment 1;Motion
4;-30;249.73;-5.27000000000001;255;1.9491;Fischer et al. (2020);Experiment 1;Motion
4;120;119.34;-15.66;135;1.6492;Fischer et al. (2020);Experiment 1;Motion
4;-110;231.59;-13.41;245;3.4153;Fischer et al. (2020);Experiment 1;Motion
4;-170;53.858;-1.142;55;1.2326;Fischer et al. (2020);Experiment 1;Motion
4;-110;161.57;-3.43000000000001;165;1.6825;Fischer et al. (2020);Experiment 1;Motion
4;70;114.8;19.8;95;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;20;100.63;25.63;75;1.6825;Fischer et al. (2020);Experiment 1;Motion
4;-90;164.98;-0.0200000000000102;165;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;130;51.307;16.307;35;1.2326;Fischer et al. (2020);Experiment 1;Motion
4;80;299.34;-15.66;315;2.9321;Fischer et al. (2020);Experiment 1;Motion
4;-140;106.3;11.3;95;1.4826;Fischer et al. (2020);Experiment 1;Motion
4;-140;219.97;-15.03;235;1.5493;Fischer et al. (2020);Experiment 1;Motion
4;-80;310.11;-4.88999999999999;315;2.0324;Fischer et al. (2020);Experiment 1;Motion
4;-150;116.79;11.79;105;1.7825;Fischer et al. (2020);Experiment 1;Motion
4;70;48.756;13.756;35;1.2659;Fischer et al. (2020);Experiment 1;Motion
4;-180;209.48;-5.52000000000001;215;2.0324;Fischer et al. (2020);Experiment 1;Motion
4;-110;315.21;-9.79000000000002;325;1.8658;Fischer et al. (2020);Experiment 1;Motion
4;-40;0.85039;-4.14961;5;1.7326;Fischer et al. (2020);Experiment 1;Motion
4;-40;46.205;1.205;45;1.7158;Fischer et al. (2020);Experiment 1;Motion
4;10;48.472;13.472;35;1.4326;Fischer et al. (2020);Experiment 1;Motion
4;120;270.99;-4.00999999999999;275;1.8325;Fischer et al. (2020);Experiment 1;Motion
4;-120;52.441;17.441;35;1.6825;Fischer et al. (2020);Experiment 1;Motion
4;70;323.72;-1.27999999999997;325;2.1157;Fischer et al. (2020);Experiment 1;Motion
4;130;193.89;-1.11000000000001;195;1.8491;Fischer et al. (2020);Experiment 1;Motion
4;-10;201.83;-3.16999999999999;205;3.2654;Fischer et al. (2020);Experiment 1;Motion
4;50;164.98;9.97999999999999;155;1.7992;Fischer et al. (2020);Experiment 1;Motion
4;-40;193.32;-1.68000000000001;195;1.4826;Fischer et al. (2020);Experiment 1;Motion
4;170;50.74;25.74;25;1.6158;Fischer et al. (2020);Experiment 1;Motion
4;-90;139.75;24.75;115;1.8491;Fischer et al. (2020);Experiment 1;Motion
4;60;48.472;-6.528;55;3.0654;Fischer et al. (2020);Experiment 1;Motion
4;-110;162.43;-2.56999999999999;165;2.5322;Fischer et al. (2020);Experiment 1;Motion
4;130;28.063;-6.937;35;1.4492;Fischer et al. (2020);Experiment 1;Motion
4;-100;142.58;7.58000000000001;135;1.8658;Fischer et al. (2020);Experiment 1;Motion
4;-170;302.17;-2.82999999999998;305;0.58289;Fischer et al. (2020);Experiment 1;Motion
4;-70;27.78;12.78;15;1.166;Fischer et al. (2020);Experiment 1;Motion
4;-160;181.13;6.13;175;1.2826;Fischer et al. (2020);Experiment 1;Motion
4;0;182.83;7.83000000000001;175;2.199;Fischer et al. (2020);Experiment 1;Motion
4;-60;217.98;-17.02;235;1.6492;Fischer et al. (2020);Experiment 1;Motion
4;-110;347.24;2.24000000000001;345;1.7824;Fischer et al. (2020);Experiment 1;Motion
4;-170;146.27;-8.72999999999999;155;1.7991;Fischer et al. (2020);Experiment 1;Motion
4;60;90.992;-4.008;95;1.7825;Fischer et al. (2020);Experiment 1;Motion
4;10;89.008;4.008;85;0.54963;Fischer et al. (2020);Experiment 1;Motion
4;-160;232.16;-12.84;245;1.0327;Fischer et al. (2020);Experiment 1;Motion
4;-120;9.9213;4.9213;5;1.9491;Fischer et al. (2020);Experiment 1;Motion
4;-40;59.811;14.811;45;2.049;Fischer et al. (2020);Experiment 1;Motion
4;50;337.89;-17.11;355;1.0327;Fischer et al. (2020);Experiment 1;Motion
4;50;297.64;-7.36000000000001;305;2.3323;Fischer et al. (2020);Experiment 1;Motion
4;-50;359.43;4.43000000000001;355;2.9654;Fischer et al. (2020);Experiment 1;Motion
4;120;214.58;-20.42;235;2.3156;Fischer et al. (2020);Experiment 1;Motion
4;-170;50.173;5.173;45;1.116;Fischer et al. (2020);Experiment 1;Motion
4;-160;225.92;20.92;205;1.6658;Fischer et al. (2020);Experiment 1;Motion
4;-90;293.67;-1.32999999999998;295;1.2826;Fischer et al. (2020);Experiment 1;Motion
4;-80;47.622;32.622;15;1.5492;Fischer et al. (2020);Experiment 1;Motion
4;-20;32.598;-2.402;35;2.5322;Fischer et al. (2020);Experiment 1;Motion
4;-160;200.13;5.13;195;2.0157;Fischer et al. (2020);Experiment 1;Motion
4;70;128.69;3.69;125;1.6325;Fischer et al. (2020);Experiment 1;Motion
4;30;90.142;-4.858;95;2.399;Fischer et al. (2020);Experiment 1;Motion
4;160;292.54;-2.45999999999998;295;1.3493;Fischer et al. (2020);Experiment 1;Motion
4;-90;33.449;8.449;25;2.0157;Fischer et al. (2020);Experiment 1;Motion
4;140;221.95;-23.05;245;2.0324;Fischer et al. (2020);Experiment 1;Motion
4;60;187.37;2.37;185;1.6159;Fischer et al. (2020);Experiment 1;Motion
4;-160;341.01;-3.99000000000001;345;1.2826;Fischer et al. (2020);Experiment 1;Motion
4;150;195.02;0.0200000000000102;195;1.7825;Fischer et al. (2020);Experiment 1;Motion
4;10;183.97;-1.03;185;1.6325;Fischer et al. (2020);Experiment 1;Motion
4;-50;223.09;-11.91;235;1.2493;Fischer et al. (2020);Experiment 1;Motion
4;-40;280.63;5.63;275;2.2323;Fischer et al. (2020);Experiment 1;Motion
4;120;164.98;9.97999999999999;155;1.6658;Fischer et al. (2020);Experiment 1;Motion
4;150;359.43;-5.56999999999999;5;2.0324;Fischer et al. (2020);Experiment 1;Motion
4;-140;144.57;-0.430000000000007;145;1.8991;Fischer et al. (2020);Experiment 1;Motion
4;-80;221.67;-3.33000000000001;225;1.8824;Fischer et al. (2020);Experiment 1;Motion
4;140;91.276;6.276;85;1.6492;Fischer et al. (2020);Experiment 1;Motion
4;-80;162.14;-2.86000000000001;165;1.4825;Fischer et al. (2020);Experiment 1;Motion
4;60;136.06;31.06;105;2.249;Fischer et al. (2020);Experiment 1;Motion
4;-30;141.73;6.72999999999999;135;2.149;Fischer et al. (2020);Experiment 1;Motion
4;150;335.62;-9.38;345;1.6658;Fischer et al. (2020);Experiment 1;Motion
4;-20;359.72;-5.27999999999997;5;1.6658;Fischer et al. (2020);Experiment 1;Motion
4;130;216.28;-18.72;235;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;60;179.15;4.15000000000001;175;1.7824;Fischer et al. (2020);Experiment 1;Motion
4;-30;183.12;-21.88;205;1.6159;Fischer et al. (2020);Experiment 1;Motion
4;30;158.17;-16.83;175;1.3659;Fischer et al. (2020);Experiment 1;Motion
4;150;31.181;6.181;25;1.316;Fischer et al. (2020);Experiment 1;Motion
4;40;326.55;-18.45;345;1.6492;Fischer et al. (2020);Experiment 1;Motion
4;-20;7.6535;2.6535;5;1.7325;Fischer et al. (2020);Experiment 1;Motion
4;50;352.91;37.91;315;2.0657;Fischer et al. (2020);Experiment 1;Motion
4;-160;111.97;-3.03;115;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;110;12.472;7.472;5;1.7825;Fischer et al. (2020);Experiment 1;Motion
4;170;180.57;-14.43;195;1.2827;Fischer et al. (2020);Experiment 1;Motion
4;70;140.6;15.6;125;1.6325;Fischer et al. (2020);Experiment 1;Motion
4;170;312.09;-2.91000000000003;315;1.8325;Fischer et al. (2020);Experiment 1;Motion
4;130;178.3;-6.69999999999999;185;1.5325;Fischer et al. (2020);Experiment 1;Motion
4;-120;310.68;5.68000000000001;305;2.2156;Fischer et al. (2020);Experiment 1;Motion
4;20;294.8;9.80000000000001;285;1.7991;Fischer et al. (2020);Experiment 1;Motion
4;-130;53.858;-1.142;55;1.6325;Fischer et al. (2020);Experiment 1;Motion
4;-20;93.827;18.827;75;1.9991;Fischer et al. (2020);Experiment 1;Motion
4;-70;160.16;15.16;145;1.166;Fischer et al. (2020);Experiment 1;Motion
4;-180;325.7;0.699999999999989;325;1.4659;Fischer et al. (2020);Experiment 1;Motion
4;-150;120.76;5.76000000000001;115;2.7155;Fischer et al. (2020);Experiment 1;Motion
4;-90;222.8;17.8;205;2.0823;Fischer et al. (2020);Experiment 1;Motion
4;80;120.19;-4.81;125;0.58286;Fischer et al. (2020);Experiment 1;Motion
4;140;354.61;9.61000000000001;345;1.8824;Fischer et al. (2020);Experiment 1;Motion
4;-90;103.18;28.18;75;1.3659;Fischer et al. (2020);Experiment 1;Motion
4;-30;110.55;5.55;105;1.4159;Fischer et al. (2020);Experiment 1;Motion
4;-40;158.17;13.17;145;1.7991;Fischer et al. (2020);Experiment 1;Motion
4;-170;336.47;21.47;315;1.2993;Fischer et al. (2020);Experiment 1;Motion
4;60;221.67;-33.33;255;1.7991;Fischer et al. (2020);Experiment 1;Motion
4;-140;46.488;11.488;35;2.5823;Fischer et al. (2020);Experiment 1;Motion
4;70;339.02;14.02;325;1.6492;Fischer et al. (2020);Experiment 1;Motion
4;-60;20.693;-4.307;25;1.3993;Fischer et al. (2020);Experiment 1;Motion
4;140;206.65;-38.35;245;1.8991;Fischer et al. (2020);Experiment 1;Motion
4;-160;52.724;7.724;45;1.3326;Fischer et al. (2020);Experiment 1;Motion
4;140;255.4;-9.59999999999999;265;2.0991;Fischer et al. (2020);Experiment 1;Motion
4;90;180.57;5.56999999999999;175;2.6655;Fischer et al. (2020);Experiment 1;Motion
4;70;128.98;23.98;105;1.8325;Fischer et al. (2020);Experiment 1;Motion
4;-160;271.56;6.56;265;2.199;Fischer et al. (2020);Experiment 1;Motion
4;90;176.6;1.59999999999999;175;1.3826;Fischer et al. (2020);Experiment 1;Motion
4;40;132.09;-2.91;135;1.0827;Fischer et al. (2020);Experiment 1;Motion
4;-100;251.15;16.15;235;1.9158;Fischer et al. (2020);Experiment 1;Motion
4;-150;28.063;3.063;25;0.59954;Fischer et al. (2020);Experiment 1;Motion
4;-110;139.75;4.75;135;2.6155;Fischer et al. (2020);Experiment 1;Motion
4;-100;214.58;-20.42;235;2.6655;Fischer et al. (2020);Experiment 1;Motion
4;120;141.17;26.17;115;2.0657;Fischer et al. (2020);Experiment 1;Motion
4;80;47.906;12.906;35;1.1993;Fischer et al. (2020);Experiment 1;Motion
4;-70;132.09;27.09;105;2.099;Fischer et al. (2020);Experiment 1;Motion
4;60;53.575;8.575;45;1.6159;Fischer et al. (2020);Experiment 1;Motion
4;60;331.37;-13.63;345;1.9324;Fischer et al. (2020);Experiment 1;Motion
