obs;age;delta;resp;error;errorc;rt;rtc;theta;block;stimtype;outliers;stimtype_bk;case;ntrials;study;experiment;stimulus;cond
6;20;-36;122;-7;-6.81587837837838;0.982988370426028;0.982988370426028;129;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;-28;153;-4;-3.81587837837838;1.55791195936945;1.55791195936945;157;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;34;119;-4;-3.81587837837838;1.26630532726631;1.26630532726631;123;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;-30;147;-6;-5.81587837837838;1.58290837465029;1.58290837465029;153;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;31;117;-5;-4.81587837837838;1.30794871214312;1.30794871214312;122;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;11;115;4;4.18412162162162;1.12463703804315;1.12463703804315;111;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;-8;124;5;5.18412162162162;0.674675300171657;0.674675300171657;119;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;32;80;-7;-6.81587837837838;0.966312119358918;0.966312119358918;87;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;15;56;-16;-15.8158783783784;1.21633634449609;1.21633634449609;72;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;46;23;-3;-2.81587837837838;1.29135396620586;1.29135396620586;26;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;58;67;-81;NaN;1.1996283969911;NaN;148;2;2;1;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;-70;44;6;NaN;1.22460549253992;NaN;38;2;2;1;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;-52;91;1;1.18412162162162;1.90791912880195;1.90791912880195;90;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
6;20;-23;109;-4;-3.81587837837838;1.56629159214208;1.56629159214208;113;2;2;0;2;NaN;592;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;NaN;140;-13;-11.6305084745763;1.50796682439432;1.50796682439432;153;2;2;0;1;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;15;136;-2;-0.630508474576271;1.55791226123984;1.55791226123984;138;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;6;138;6;7.36949152542373;1.3996220577028;1.3996220577028;132;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-52;9;5;6.36949152542373;1.64959888911471;1.64959888911471;4;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;86;98;0;1.36949152542373;2.80780728565333;2.80780728565333;98;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-36;128;-6;-4.63050847457627;1.83290452579968;1.83290452579968;134;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-76;34;4;5.36949152542373;1.46624646245073;1.46624646245073;30;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-42;72;0;1.36949152542373;2.49117616427793;2.49117616427793;72;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;82;160;-10;-8.63050847457627;3.54102138000235;3.54102138000235;170;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-15;8;3;4.36949152542373;1.95788599847583;1.95788599847583;5;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;76;107;-2;-0.630508474576271;4.00762344630857;4.00762344630857;109;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-62;163;-8;-6.63050847457627;6.33230636871849;6.33230636871849;171;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;28;149;6;7.36949152542373;3.24109669677819;3.24109669677819;143;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-46;18;9;10.3694915254237;1.49128030971951;1.49128030971951;9;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-83;82;-10;-8.63050847457627;1.56625416015777;1.56625416015777;92;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-48;147;7;8.36949152542373;1.59127381949656;1.59127381949656;140;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-53;20;7;8.36949152542373;2.38286339589649;2.38286339589649;13;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;64;122;-7;-5.63050847457627;1.77451908200965;1.77451908200965;129;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;42;89;2;3.36949152542373;3.7076543880703;3.7076543880703;87;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;69;19;1;2.36949152542373;2.32449938493846;2.32449938493846;18;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;54;145;1;2.36949152542373;2.29978370953904;2.29978370953904;144;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;38;106;0;1.36949152542373;2.29115171274134;2.29115171274134;106;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-60;151;-15;-13.6305084745763;2.42445365150525;2.42445365150525;166;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;39;134;7;8.36949152542373;1.324625566951;1.324625566951;127;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;77;47;-3;-1.63050847457627;2.1411840883884;2.1411840883884;50;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;40;12;2;3.36949152542373;1.20799806802643;1.20799806802643;10;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-88;101;3;4.36949152542373;1.21630857237687;1.21630857237687;98;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;19;74;-5;-3.63050847457627;1.50794207098443;1.50794207098443;79;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-39;119;1;2.36949152542373;2.55783588791564;2.55783588791564;118;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-81;26;7;8.36949152542373;2.01619144648976;2.01619144648976;19;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;0;24;5;6.36949152542373;2.08288739462841;2.08288739462841;19;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;85;109;-5;-3.63050847457627;2.86611062057091;2.86611062057091;114;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;63;61;10;11.3694915254237;1.40795429675381;1.40795429675381;51;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-77;112;-16;-14.6305084745763;1.70789829971181;1.70789829971181;128;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;55;70;-3;-1.63050847457627;1.72458300316248;1.72458300316248;73;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;31;63;21;22.3694915254237;2.19960424732199;2.19960424732199;42;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-23;71;6;7.36949152542373;2.62449349845701;2.62449349845701;65;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;68;156;-21;-19.6305084745763;2.23286105639818;2.23286105639818;177;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-28;32;7;8.36949152542373;1.63296459809499;1.63296459809499;25;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-37;73;11;12.3694915254237;4.20761378644238;4.20761378644238;62;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;86;147;-9;-7.63050847457627;3.53268159417894;3.53268159417894;156;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;20;133;-3;-1.63050847457627;1.94951783679244;1.94951783679244;136;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-17;144;-9;-7.63050847457627;1.94952025176099;1.94952025176099;153;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;55;108;10;11.3694915254237;4.83247375610335;4.83247375610335;98;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;29;64;-5;-3.63050847457627;1.00798267261416;1.00798267261416;69;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-73;133;-9;-7.63050847457627;1.79127864943075;1.79127864943075;142;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;56;77;-9;-7.63050847457627;2.07453825080847;2.07453825080847;86;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;80;16;10;11.3694915254237;2.86611243179505;2.86611243179505;6;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-61;68;1;2.36949152542373;3.48292573222534;3.48292573222534;67;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;5;64;2;3.36949152542373;2.44947391458481;2.44947391458481;62;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;27;30;-5;-3.63050847457627;2.31617408891543;2.31617408891543;35;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-72;114;7;8.36949152542373;2.54945233082071;2.54945233082071;107;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;50;61;4;5.36949152542373;1.63298240847689;1.63298240847689;57;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;32;27;2;3.36949152542373;1.19968092251838;1.19968092251838;25;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;3;28;6;7.36949152542373;2.29121238877997;2.29121238877997;22;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;67;128;-7;-5.63050847457627;1.36633506154431;1.36633506154431;135;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-60;18;3;4.36949152542373;5.1658279185267;5.1658279185267;15;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;75;109;-11;-9.63050847457627;3.02444187854235;3.02444187854235;120;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-57;158;-19;-17.6305084745763;1.68289463952897;1.68289463952897;177;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;54;110;-13;-11.6305084745763;3.26605205762644;3.26605205762644;123;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-13;139;3;4.36949152542373;2.49949180043222;2.49949180043222;136;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;70;77;11;12.3694915254237;3.24968522417657;3.24968522417657;66;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-42;106;-2;-0.630508474576271;2.93275193008594;2.93275193008594;108;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-25;120;-13;-11.6305084745763;2.48279351279598;2.48279351279598;133;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-62;19;4;5.36949152542373;2.6994486329022;2.6994486329022;15;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-35;42;-8;-6.63050847457627;1.99953119457859;1.99953119457859;50;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;83;144;-3;-1.63050847457627;2.11619340865036;2.11619340865036;147;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;34;102;-11;-9.63050847457627;2.43283630298902;2.43283630298902;113;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;78;41;6;7.36949152542373;1.4079446368869;1.4079446368869;35;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-66;110;9;10.3694915254237;2.31619703109936;2.31619703109936;101;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;76;31;6;7.36949152542373;2.04963360426336;2.04963360426336;25;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-82;26;-81;NaN;3.29108560302484;NaN;107;2;2;1;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-31;137;-1;NaN;1.4412621219999;NaN;138;2;2;1;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;69;64;-5;-3.63050847457627;1.83290512954045;1.83290512954045;69;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;46;23;0;1.36949152542373;1.73294693865137;1.73294693865137;23;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;51;146;-6;-4.63050847457627;2.566142769816;2.566142769816;152;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-17;160;-9;-7.63050847457627;1.73295569290713;1.73295569290713;169;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;4;149;-16;-14.6305084745763;2.64110665851695;2.64110665851695;165;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-85;69;-1;0.369491525423729;1.56626472563767;1.56626472563767;70;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-53;103;-20;-18.6305084745763;3.01607854679423;3.01607854679423;123;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-89;34;2;3.36949152542373;1.38298535171634;1.38298535171634;32;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;89;113;-10;-8.63050847457627;3.01610903574874;3.01610903574874;123;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;82;43;2;3.36949152542373;1.42458104100115;1.42458104100115;41;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;52;172;3;4.36949152542373;1.18297056004485;1.18297056004485;169;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;14;145;-10;-8.63050847457627;0.699686808999104;0.699686808999104;155;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-55;32;2;3.36949152542373;1.38295274966731;1.38295274966731;30;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;11;18;-1;0.369491525423729;1.05797429569793;1.05797429569793;19;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-46;70;5;6.36949152542373;2.29953406235109;2.29953406235109;65;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-34;105;6;7.36949152542373;3.4493477325741;3.4493477325741;99;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;23;76;0;1.36949152542373;2.29117495679384;2.29117495679384;76;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-63;130;-9;-7.63050847457627;1.82450979948226;1.82450979948226;139;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;67;67;-5;-3.63050847457627;1.14134860799822;1.14134860799822;72;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;7;75;10;11.3694915254237;2.03287252749033;2.03287252749033;65;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-30;104;9;10.3694915254237;1.30809693072842;1.30809693072842;95;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;57;33;-5;-3.63050847457627;1.36630427071759;1.36630427071759;38;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;38;176;-4;-2.63050847457627;3.61604745409568;3.61604745409568;0;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;88;93;1;2.36949152542373;1.38296542824173;1.38296542824173;92;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;21;74;3;4.36949152542373;2.29950055468726;2.29950055468726;71;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;67;12;8;9.36949152542373;2.21619205023126;2.21619205023126;4;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-79;82;-1;0.369491525423729;1.85790728036955;1.85790728036955;83;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-22;106;1;2.36949152542373;2.00791626102728;2.00791626102728;105;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-33;124;-14;-12.6305084745763;1.86621204917355;1.86621204917355;138;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-68;27;1;2.36949152542373;1.55795361754463;1.55795361754463;26;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;39;157;-10;-8.63050847457627;2.13289411125334;2.13289411125334;167;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;38;123;-6;-4.63050847457627;1.59127955504118;1.59127955504118;129;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-82;32;1;2.36949152542373;2.04122529375672;2.04122529375672;31;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-10;39;-2;-0.630508474576271;1.52459688922136;1.52459688922136;41;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-23;72;8;9.36949152542373;2.94943572792363;2.94943572792363;64;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;50;17;3;4.36949152542373;4.08262355951047;4.08262355951047;14;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;75;108;-11;-9.63050847457627;3.37439048503074;3.37439048503074;119;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;86;109;76;NaN;1.43300021885625;NaN;33;2;2;1;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-9;40;-2;NaN;1.67457689027833;NaN;42;2;2;1;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;49;157;-16;-14.6305084745763;0.858045235345344;0.858045235345344;173;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;80;94;1;2.36949152542373;1.57465552763279;1.57465552763279;93;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-71;155;-9;-7.63050847457627;2.20784290641313;2.20784290641313;164;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;77;92;5;6.36949152542373;2.42450859199744;2.42450859199744;87;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;27;66;6;7.36949152542373;1.32459960605956;1.32459960605956;60;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;55;10;5;6.36949152542373;3.79936788245141;3.79936788245141;5;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;46;139;0;1.36949152542373;2.94108899907224;2.94108899907224;139;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-71;37;7;8.36949152542373;1.84952010082452;1.84952010082452;30;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-59;96;7;8.36949152542373;1.40795097617593;1.40795097617593;89;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-5;96;2;3.36949152542373;0.791362267653312;0.791362267653312;94;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;55;33;-6;-4.63050847457627;1.49964364146763;1.49964364146763;39;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;63;151;-5;-3.63050847457627;0.933032066230226;0.933032066230226;156;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;72;83;-1;0.369491525423729;2.35784101971876;2.35784101971876;84;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-18;102;0;1.36949152542373;1.55796418302452;1.55796418302452;102;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-51;156;3;4.36949152542373;1.77459575720604;1.77459575720604;153;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;63;92;2;3.36949152542373;1.49134219324333;1.49134219324333;90;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;66;21;-3;-1.63050847457627;2.80781271932756;2.80781271932756;24;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-44;54;-14;-12.6305084745763;1.49991864580807;1.49991864580807;68;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;45;18;-5;-3.63050847457627;1.80788396084608;1.80788396084608;23;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-14;32;-5;-3.63050847457627;1.9829307130949;1.9829307130949;37;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;58;149;-10;-8.63050847457627;2.39955232553802;2.39955232553802;159;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;11;155;7;8.36949152542373;2.55787784796303;2.55787784796303;148;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-87;54;-1;0.369491525423729;1.49960137954986;1.49960137954986;55;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;10;43;-2;-0.630508474576271;2.13287599900468;2.13287599900468;45;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;18;42;15;16.3694915254237;1.92455402356063;1.92455402356063;27;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-63;90;0;1.36949152542373;1.88292422287122;1.88292422287122;90;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-5;94;-1;0.369491525423729;2.08291727984215;2.08291727984215;95;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-62;150;-7;-5.63050847457627;1.32461349211735;1.32461349211735;157;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;58;109;10;11.3694915254237;1.74123993449393;1.74123993449393;99;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;33;77;11;12.3694915254237;2.06624766993446;2.06624766993446;66;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
7;19;-48;106;-8;-6.63050847457627;1.57457734308446;1.57457734308446;114;2;2;0;2;NaN;590;Ceylan et al. (2021);Experiment 1;Orientation;1
