obs;group;theta;resp;error;delta;session;rt;respback;errorc;error_out_after;block_start_index;rtc;exclude
1;1;158;155.5;-2.5;NaN;1;1.103432699525;0;NaN;NaN;1;1.103432699525;0
1;1;179;15;16;-21;1;3.07953934108446;1;21.7828143038847;0;0;3.07953934108446;0
1;1;74;68;-6;-75;1;1.81570007797472;1;1.51676646844321;0;0;1.81570007797472;0
1;1;99;124;25;-25;1;1.93870605678785;1;10.3244448215306;0;0;1.93870605678785;0
1;1;165;146.5;-18.5;-66;1;1.33721094288376;1;-1.29263959238355;0;0;1.33721094288376;0
1;1;60;40.5;-19.5;-75;1;2.54363806471974;1;-20.5457568027629;0;0;2.54363806471974;0
1;1;22;53.5;31.5;38;1;1.30953002185379;1;14.4461829897313;0;0;1.30953002185379;0
1;1;53;38;-15;-31;1;2.22898093988715;1;-19.2733813426565;0;0;2.22898093988715;0
1;1;144;NaN;NaN;89;1;2.0087032651245;1;NaN;0;0;NaN;0
1;1;102;114.5;12.5;42;1;1.73914074895947;0;-2.09816943783543;1;0;1.73914074895947;0
1;1;89;105.5;16.5;13;1;0.986042207329774;1;9.68317287862592;0;0;0.986042207329774;0
1;1;93;112;19;-4;1;0.933966044171029;1;12.2209434522538;0;0;0.933966044171029;0
1;1;69;NaN;NaN;24;1;2.00872242360128;1;NaN;0;0;NaN;0
1;1;158;154.5;-3.5;-89;1;2.32772852284052;0;8.85683154371725;1;0;2.32772852284052;0
1;1;18;NaN;NaN;-40;1;2.00870360724002;1;NaN;0;0;NaN;0
1;1;87;62;-25;-69;1;2.33792288559471;0;-29.3963194944956;1;0;2.33792288559471;0
1;1;77;NaN;NaN;10;1;2.00870771262726;1;NaN;0;0;NaN;0
1;1;89;109.5;20.5;-12;1;1.63545198937481;0;13.6831728786259;1;0;1.63545198937481;0
1;1;89;108.5;19.5;0;1;1.52587199794198;1;12.6831728786259;0;0;1.52587199794198;0
1;1;120;119;-1;-31;1;1.21301953327202;1;-8.19811277995415;0;0;1.21301953327202;0
1;1;53;NaN;NaN;67;1;2.00869539646374;1;NaN;0;0;NaN;0
1;1;35;52.5;17.5;18;1;2.65943600846731;0;10.8478249473731;1;0;2.65943600846731;0
1;1;53;NaN;NaN;-18;1;2.00871113378435;1;NaN;0;0;NaN;0
1;1;143;141;-2;-90;1;1.13613485225324;0;-7.94327491488927;1;0;1.13613485225324;0
1;1;120;NaN;NaN;23;1;2.00869334376966;1;NaN;0;0;NaN;0
1;1;44;31;-13;76;1;1.22601650760043;0;-13.173155152033;1;0;1.22601650760043;0
1;1;57;NaN;NaN;-13;1;2.00869094896007;1;NaN;0;0;NaN;0
1;1;171;165.5;-5.5;66;1;1.02427910737879;0;1.21267071514112;1;0;1.02427910737879;0
1;1;164;NaN;NaN;7;1;2.00871421282591;1;NaN;0;0;NaN;0
1;1;154;150.5;-3.5;10;1;1.59832867583373;0;0.305697257585663;1;0;1.59832867583373;0
1;1;0;NaN;NaN;-26;1;2.00869676492675;1;NaN;0;0;NaN;0
1;1;93;114.5;21.5;87;1;2.85380252656432;0;14.7209434522538;1;0;2.85380252656432;0
1;1;5;NaN;NaN;88;1;2.00869710704228;1;NaN;0;0;NaN;0
1;1;136;136.5;0.5;49;1;3.27469238310823;0;-2.94184142395023;1;0;3.27469238310823;0
1;1;132;NaN;NaN;4;1;2.00870873897566;1;NaN;0;0;NaN;0
1;1;10;29.5;19.5;-58;1;1.83861566982796;0;7.41086514503051;1;0;1.83861566982796;0
1;1;100;NaN;NaN;-90;1;2.00869950185188;1;NaN;0;0;NaN;0
1;1;37;55.5;18.5;63;1;2.06832273670625;0;14.1539944204966;1;0;2.06832273670625;0
1;1;75;73.5;-1.5;-38;1;1.77375464405577;1;-0.697212011331088;0;0;1.77375464405577;0
1;1;12;41.5;29.5;63;1;2.23424883698499;1;16.2575999922921;0;0;2.23424883698499;0
1;1;115;133;18;77;1;1.22843971289603;1;3.47645337357355;0;0;1.22843971289603;0
1;1;92;121.5;29.5;23;1;3.39957041887283;1;20.4861513598332;0;0;3.39957041887283;0
1;1;27;48;21;65;1;1.5234227918545;1;8.93315450566936;0;0;1.5234227918545;0
1;1;122;136.5;14.5;85;1;1.90549209901565;1;7.28094237812571;0;0;1.90549209901565;0
1;1;53;NaN;NaN;69;1;2.00872310783325;1;NaN;0;0;NaN;0
1;1;105;114.5;9.5;-52;1;1.5725653131376;0;-9.32997909663363;1;0;1.5725653131376;0
1;1;101;122;21;4;1;2.36959390169159;1;1.8408412226803;0;0;2.36959390169159;0
1;1;90;101;11;11;1;1.51058182227189;1;5.73816799647229;0;0;1.51058182227189;0
1;1;103;NaN;NaN;-13;1;2.0086878699185;1;NaN;0;0;NaN;0
1;1;80;72.5;-7.5;23;1;1.28172457072014;0;-6.00466838795232;1;0;1.28172457072014;0
1;1;175;174.5;-0.5;NaN;1;0.930324907087197;0;NaN;0;1;NaN;0
1;1;5;15.5;10.5;-10;1;1.46546771301109;1;10.7823444697185;0;0;1.46546771301109;0
1;1;8;26;18;-3;1;2.53809989624278;1;9.65884924195463;0;0;2.53809989624278;0
1;1;72;65;-7;-64;1;1.94436772902191;1;0.234910484732032;0;0;1.94436772902191;0
1;1;103;NaN;NaN;-31;1;2.00870771262817;1;NaN;0;0;NaN;0
1;1;20;46;26;83;1;1.24192351782494;0;11.9481448469447;1;0;1.24192351782494;0
1;1;74;NaN;NaN;-54;1;2.00872242360219;1;NaN;0;0;NaN;0
1;1;19;44.5;25.5;55;1;1.29565312602062;0;12.3343995724436;1;0;1.29565312602062;0
1;1;50;41;-9;-31;1;3.18351513571724;1;-19.0977899542893;0;0;3.18351513571724;0
1;1;154;169;15;76;1;1.70757134121595;1;18.8056972575857;0;0;1.70757134121595;0
1;1;46;49.5;3.5;-72;1;1.63496926416337;1;2.16571178929306;0;0;1.63496926416337;0
1;1;11;28.5;17.5;35;1;2.68540771960761;1;8.67627537875895;0;0;2.68540771960761;0
1;1;105;136.5;31.5;86;1;0.893687397799113;1;12.6700209033664;0;0;0.893687397799113;0
1;1;53;38.5;-14.5;52;1;1.65383454859148;1;-18.7733813426565;0;0;1.65383454859148;0
1;1;75;65.5;-9.5;-22;1;1.96764254232949;1;-8.69721201133109;0;0;1.96764254232949;0
1;1;53;52;-1;22;1;1.30078554531156;1;-5.27338134265649;0;0;1.30078554531156;0
1;1;93;NaN;NaN;-40;1;2.00869402800163;1;NaN;0;0;NaN;0
1;1;120;115.5;-4.5;-27;1;1.80796689535509;0;-11.6981127799542;1;0;1.80796689535509;0
1;1;54;NaN;NaN;66;1;2.00868889626599;1;NaN;0;0;NaN;0
1;1;71;66;-5;-17;1;1.4308935033323;0;-1.82428732960085;1;0;1.4308935033323;0
1;1;68;NaN;NaN;3;1;2.00870771262817;1;NaN;0;0;NaN;0
1;1;22;37;15;46;1;1.2693800109746;0;-2.05381701026865;1;0;1.2693800109746;0
1;1;29;NaN;NaN;-7;1;2.00871797609852;1;NaN;0;0;NaN;0
1;1;129;130.5;1.5;80;1;2.21752690723315;0;-5.31673728047564;1;0;2.21752690723315;0
1;1;8;NaN;NaN;-59;1;2.00870429147108;1;NaN;0;0;NaN;0
1;1;142;116;-26;46;1;1.53557884586553;0;-28.4304814177061;1;0;1.53557884586553;0
1;1;172;159.5;-12.5;-30;1;2.43798692964901;1;-1.01811357438102;0;0;2.43798692964901;0
1;1;71;65;-6;-79;1;1.12873078490793;1;-2.82428732960085;0;0;1.12873078490793;0
1;1;45;NaN;NaN;26;1;2.00871763398209;1;NaN;0;0;NaN;0
1;1;108;122;14;-63;1;1.83457904702937;0;-3.89955932041206;1;0;1.83457904702937;0
1;1;151;NaN;NaN;-43;1;2.00869163319203;1;NaN;0;0;NaN;0
1;1;91;103;12;60;1;1.22435895717626;0;4.63590542027481;1;0;1.22435895717626;0
1;1;93;NaN;NaN;-2;1;2.00868923838152;1;NaN;0;0;NaN;0
1;1;88;107;19;5;1;1.51841592901474;0;19.508080797064;1;0;1.51841592901474;0
1;1;114;NaN;NaN;-26;1;2.00869231742217;1;NaN;0;0;NaN;0
1;1;24;65.5;41.5;90;1;1.32097071199769;0;23.1019886751983;1;0;1.32097071199769;0
1;1;0;NaN;NaN;24;1;2.00868855415047;1;NaN;0;0;NaN;0
1;1;107;117;10;73;1;1.18741764917286;0;-3.96674730188569;1;0;1.18741764917286;0
1;1;57;NaN;NaN;50;1;2.00867965914313;1;NaN;0;0;NaN;0
1;1;177;169.5;-7.5;60;1;1.85935848505687;0;-1.34414674297271;1;0;1.85935848505687;0
1;1;86;NaN;NaN;-89;1;2.00869950185188;1;NaN;0;0;NaN;0
1;1;115;115.5;0.5;-29;1;2.52795274545042;0;-14.0235466264264;1;0;2.52795274545042;0
1;1;40;55.5;15.5;75;1;1.60656408425893;1;8.34509371046151;0;0;1.60656408425893;0
1;1;71;101;30;-31;1;2.47427513883667;1;NaN;0;0;NaN;0
1;1;23;55;32;48;1;1.75568204163665;1;19.4072532021936;0;0;1.75568204163665;0
1;1;137;143;6;66;1;1.48090362995663;1;8.19917154523979;0;0;1.48090362995663;0
1;1;110;NaN;NaN;27;1;2.00870737051173;1;NaN;0;0;NaN;0
1;1;135;119.5;-15.5;-25;1;1.90081879895479;0;-14.5841525940279;1;0;1.90081879895479;0
1;1;56;61;5;79;1;1.38887211973542;1;1.33925980901667;0;0;1.38887211973542;0
1;1;47;56.5;9.5;9;1;1.41738951358002;1;2.43309300364232;0;0;1.41738951358002;0
1;1;78;84.5;6.5;NaN;1;1.49937103385946;0;NaN;0;1;NaN;0
1;1;0;0.5;0.5;78;1;2.17095299040557;1;6.75973585791755;0;0;2.17095299040557;0
1;1;113;NaN;NaN;67;1;2.00868102760614;1;NaN;0;0;NaN;0
1;1;76;72;-4;37;1;1.83575592493617;0;-0.220255582198498;1;0;1.83575592493617;0
1;1;56;60;4;20;1;1.1177382662936;1;0.339259809016668;0;0;1.1177382662936;0
1;1;28;44;16;28;1;1.0449056032794;1;7.41858040882773;0;0;1.0449056032794;0
1;1;136;152;16;72;1;2.45527677141217;1;12.5581585760498;0;0;2.45527677141217;0
1;1;170;174;4;-34;1;1.28103486552754;1;14.5886139217695;0;0;1.28103486552754;0
1;1;78;62.5;-15.5;-88;1;1.12151830233961;1;-14.3154750588055;0;0;1.12151830233961;0
1;1;29;35.5;6.5;49;1;0.928669067241572;1;-5.60351219775523;0;0;0.928669067241572;0
1;1;52;NaN;NaN;-23;1;2.00868615934087;1;NaN;0;0;NaN;0
1;1;125;132.5;7.5;-73;1;0.907112700947437;0;6.74612479471643;1;0;0.907112700947437;0
1;1;55;NaN;NaN;70;1;2.0087381609228;1;NaN;0;0;NaN;0
1;1;34;67.5;33.5;21;1;1.14180370891609;0;26.8981151881693;1;0;1.14180370891609;0
1;1;169;152;-17;45;1;1.18869887235905;1;-6.44129329685576;0;0;1.18869887235905;0
1;1;64;56;-8;-75;1;2.41688934046942;1;-15.0678226580473;0;0;2.41688934046942;0
1;1;1;NaN;NaN;63;1;2.00873371341913;1;NaN;0;0;NaN;0
1;1;123;129.5;6.5;58;1;3.74266659306159;0;7.11337670514855;1;0;3.74266659306159;0
1;1;30;NaN;NaN;-87;1;2.00867418529197;1;NaN;0;0;NaN;0
1;1;105;116.5;11.5;-75;1;0.936723154361061;0;-7.32997909663363;1;0;0.936723154361061;0
1;1;77;108;31;28;1;0.894632663397715;1;NaN;0;0;NaN;0
1;1;28;60;32;49;1;2.37457407950933;1;23.4185804088277;0;0;2.37457407950933;0
1;1;174;NaN;NaN;34;1;2.00870737051173;1;NaN;0;0;NaN;0
1;1;3;8.5;5.5;-9;1;1.134595331735;0;5.37879709558757;1;0;1.134595331735;0
1;1;60;NaN;NaN;-57;1;2.00869471223177;1;NaN;0;0;NaN;0
1;1;9;16.5;7.5;51;1;2.29635685795438;0;2.45608649071443;1;0;2.29635685795438;0
1;1;105;NaN;NaN;84;1;2.00872652899034;1;NaN;0;0;NaN;0
1;1;53;33;-20;52;1;1.21184539228943;0;-24.2733813426565;1;0;1.21184539228943;0
1;1;23;21;-2;30;1;1.42339774898846;1;-14.5927467978064;0;0;1.42339774898846;0
1;1;37;32.5;-4.5;-14;1;1.21049711443175;1;-8.84600557950342;0;0;1.21049711443175;0
1;1;47;NaN;NaN;-10;1;2.00870737051173;1;NaN;0;0;NaN;0
1;1;171;175;4;56;1;1.13743249699291;0;10.7126707151411;1;0;1.13743249699291;0
1;1;117;135;18;54;1;1.00766118079173;1;3.91319972247282;0;0;1.00766118079173;0
1;1;126;128;2;-9;1;0.867206960658223;1;-1.59218054105917;0;0;0.867206960658223;0
1;1;87;NaN;NaN;39;1;2.00870018608293;1;NaN;0;0;NaN;0
1;1;97;109;12;-10;1;1.44857609388691;0;3.63867858122025;1;0;1.44857609388691;0
1;1;0;157;-23;-83;1;1.10609128040142;1;-16.7402641420824;0;0;1.10609128040142;0
1;1;52;64;12;-52;1;0.978064069890024;1;0.654434623487634;0;0;0.978064069890024;0
1;1;73;NaN;NaN;-21;1;2.00868684357192;1;NaN;0;0;NaN;0
1;1;124;136;12;-51;1;2.44966949557056;0;6.83104813796988;1;0;2.44966949557056;0
1;1;54;NaN;NaN;70;1;2.00870429147108;1;NaN;0;0;NaN;0
1;1;15;22.5;7.5;39;1;1.37456039488279;0;-7.57127050694543;1;0;1.37456039488279;0
1;1;139;NaN;NaN;56;1;2.00867007990382;1;NaN;0;0;NaN;0
1;1;94;106.5;12.5;45;1;1.99878259490561;0;0.870904254622665;1;0;1.99878259490561;0
1;1;104;NaN;NaN;-10;1;2.0087213972547;1;NaN;0;0;NaN;0
1;1;87;100;13;17;1;2.76588461516712;0;8.60368050550441;1;0;2.76588461516712;0
1;1;106;96;-10;-19;1;1.23483077574019;1;-27.2962157067312;0;0;1.23483077574019;0
1;1;8;6.5;-1.5;-82;1;2.41361939888884;1;-9.84115075804537;0;0;2.41361939888884;0
1;1;116;NaN;NaN;72;1;2.00871626551907;1;NaN;0;0;NaN;0
1;1;28;31.5;3.5;88;1;1.31588687313069;0;-5.08141959117227;1;0;1.31588687313069;0
1;1;86;70.5;-15.5;NaN;1;1.3187815138208;0;NaN;0;1;NaN;0
1;1;33;54;21;53;1;1.66950652534979;1;13.1703266178939;0;0;1.66950652534979;0
1;1;29;38.5;9.5;4;1;2.57452392535288;1;-2.60351219775523;0;0;2.57452392535288;0
1;1;140;146;6;69;1;0.971258704968932;1;1.99472960506016;0;0;0.971258704968932;0
1;1;91;NaN;NaN;49;1;2.00869881762083;1;NaN;0;0;NaN;0
1;1;47;34.5;-12.5;44;1;1.27577620555348;0;-19.5669069963577;1;0;1.27577620555348;0
1;1;77;NaN;NaN;-30;1;2.00872481841179;1;NaN;0;0;NaN;0
1;1;158;149.5;-8.5;-81;1;1.61612074340337;0;3.85683154371725;1;0;1.61612074340337;0
1;1;22;22.5;0.5;-44;1;1.77114909110787;1;-16.5538170102687;0;0;1.77114909110787;0
1;1;105;134;29;-83;1;2.16015992522625;1;10.1700209033664;0;0;2.16015992522625;0
1;1;148;154;6;-43;1;1.30155462133916;1;8.59299964043375;0;0;1.30155462133916;0
1;1;173;151.5;-21.5;-25;1;0.925255094964086;1;-15.3633261668859;0;0;0.925255094964086;0
1;1;149;NaN;NaN;24;1;2.00872823956888;1;NaN;0;0;NaN;0
1;1;70;48;-22;79;1;1.15178767053385;0;-18.4257462901333;1;0;1.15178767053385;0
1;1;12;27;15;58;1;0.917374802605991;1;1.75759999229213;0;0;0.917374802605991;0
1;1;23;33.5;10.5;-11;1;1.10910703003901;1;-2.09274679780636;0;0;1.10910703003901;0
1;1;153;147.5;-5.5;50;1;1.32389956425322;1;3.73283917438178;0;0;1.32389956425322;0
1;1;153;144;-9;0;1;2.58670187476582;1;0.232839174381776;0;0;2.58670187476582;0
1;1;89;NaN;NaN;64;1;2.00871284436289;1;NaN;0;0;NaN;0
1;1;170;149;-21;-81;1;2.0824309027339;0;-10.4113860782305;1;0;2.0824309027339;0
1;1;117;137.5;20.5;53;1;1.03527778407533;1;6.41319972247282;0;0;1.03527778407533;0
1;1;23;36;13;-86;1;1.78178375673087;1;0.407253202193639;0;0;1.78178375673087;0
1;1;116;149.5;33.5;87;1;0.978208784818889;1;24.3748814155521;0;0;0.978208784818889;0
1;1;161;146;-15;-45;1;0.95882006341435;1;-3.03320725502241;0;0;0.95882006341435;0
1;1;31;NaN;NaN;-50;1;2.00873337130361;1;NaN;0;0;NaN;0
1;1;78;65;-13;-47;1;1.19163969866349;0;-11.8154750588055;1;0;1.19163969866349;0
1;1;178;NaN;NaN;80;1;2.00853289152019;1;NaN;0;0;NaN;0
1;1;15;56;41;-17;1;1.0794510752421;0;25.9287294930546;1;0;1.0794510752421;0
1;1;133;NaN;NaN;62;1;2.00869779127333;1;NaN;0;0;NaN;0
1;1;71;69.5;-1.5;62;1;1.7795370831218;0;1.67571267039915;1;0;1.7795370831218;0
1;1;39;NaN;NaN;32;1;2.0087200287926;1;NaN;0;0;NaN;0
1;1;27;48;21;12;1;1.17950759275027;0;8.93315450566936;1;0;1.17950759275027;0
1;1;108;137;29;-81;1;3.71229048477744;1;11.1004406795879;0;0;3.71229048477744;0
1;1;129;134.5;5.5;-21;1;1.83161461474265;1;-1.31673728047564;0;0;1.83161461474265;0
1;1;1;NaN;NaN;-52;1;2.008742950542;1;NaN;0;0;NaN;0
1;1;33;33;0;-32;1;2.04543622468464;0;-7.82967338210611;1;0;2.04543622468464;0
1;1;108;NaN;NaN;-75;1;2.00874329265753;1;NaN;0;0;NaN;0
1;1;172;168;-4;-64;1;0.923079581413731;0;7.48188642561898;1;0;0.923079581413731;0
1;1;140;NaN;NaN;32;1;2.00871523917249;1;NaN;0;0;NaN;0
1;1;101;121;20;39;1;1.6213838508811;0;0.840841222680303;1;0;1.6213838508811;0
1;1;93;108.5;15.5;8;1;1.00868752780389;1;8.72094345225385;0;0;1.00868752780389;0
1;1;55;80;25;38;1;1.42074737888743;1;19.9438341307088;0;0;1.42074737888743;0
1;1;90;NaN;NaN;-35;1;2.00869676492675;1;NaN;0;0;NaN;0
1;1;143;133.5;-9.5;-53;1;1.09849699674396;0;-15.4432749148893;1;0;1.09849699674396;0
1;1;68;NaN;NaN;75;1;2.00868615934087;1;NaN;0;0;NaN;0
1;1;104;117;13;-36;1;1.52566809700147;0;-3.50957374621391;1;0;1.52566809700147;0
1;1;26;NaN;NaN;78;1;2.00870018608293;1;NaN;0;0;NaN;0
1;1;146;147.5;1.5;60;1;1.10400916442995;0;3.82924668588188;1;0;1.10400916442995;0
1;1;142;NaN;NaN;4;1;2.00869060684454;1;NaN;0;0;NaN;0
1;1;129;126;-3;13;1;1.0751708660855;0;-9.81673728047564;1;0;1.0751708660855;0
1;1;98;106.5;8.5;NaN;2;0.754858226791839;0;NaN;0;1;NaN;0
1;1;36;58.5;22.5;62;2;1.14454816051602;1;12.8584567926474;0;0;1.14454816051602;0
1;1;34;38.5;4.5;2;2;0.958735902649096;1;-2.10188481183074;0;0;0.958735902649096;0
1;1;150;156;6;64;2;0.885008265039687;1;9.33172726017879;0;0;0.885008265039687;0
1;1;90;NaN;NaN;60;2;2.0086882117248;1;NaN;0;0;NaN;0
1;1;50;74;24;40;2;1.78415838129149;0;13.9022100457107;1;0;1.78415838129149;0
1;1;51;NaN;NaN;-1;2;2.00869368557505;1;NaN;0;0;NaN;0
1;1;160;147.5;-12.5;71;2;1.16789002849509;0;1.77558551566811;1;0;1.16789002849509;0
1;1;0;NaN;NaN;-20;2;2.00868136941062;1;NaN;0;0;NaN;0
1;1;122;127;5;58;2;1.01662563739956;0;-2.21905762187429;1;0;1.01662563739956;0
1;1;154;NaN;NaN;-32;2;2.00869505403716;1;NaN;0;0;NaN;0
1;1;39;24;-15;-65;2;1.10311008413737;0;-18.3352967368468;1;0;1.10311008413737;0
1;1;54;NaN;NaN;-15;2;2.00874021330674;1;NaN;0;0;NaN;0
1;1;109;102.5;-6.5;-55;2;1.71427441324158;0;-16.1570533555869;1;0;1.71427441324158;0
1;1;89;NaN;NaN;20;2;2.00872276540576;1;NaN;0;0;NaN;0
1;1;12;13;1;77;2;4.35699104430569;0;NaN;1;0;NaN;0
1;1;9;22;13;3;2;2.71447968264511;1;7.95608649071443;1;0;2.71447968264511;0
1;1;90;108.5;18.5;-81;2;1.68948710655422;1;13.2381679964723;0;0;1.68948710655422;0
1;1;71;NaN;NaN;19;2;2.00874602927252;1;NaN;0;0;NaN;0
1;1;133;131.5;-1.5;-62;2;2.19768590860258;0;-5.6825405696486;1;0;2.19768590860258;0
1;1;58;74;16;75;2;2.5140758493053;1;14.5655637129189;0;0;2.5140758493053;0
1;1;36;40;4;22;2;2.36855147493407;1;-5.64154320735262;0;0;2.36855147493407;0
1;1;84;NaN;NaN;-48;2;2.00871113347421;1;NaN;0;0;NaN;0
1;1;108;109;1;-24;2;0.880904245454076;0;-16.8995593204121;1;0;0.880904245454076;0
1;1;13;42;29;-85;2;0.761961916578002;1;16.9601922602288;0;0;0.761961916578002;0
1;1;20;50;30;-7;2;1.94348267547139;1;15.9481448469447;0;0;1.94348267547139;0
1;1;28;35.5;7.5;-8;2;1.95747418005521;1;-1.08141959117227;0;0;1.95747418005521;0
1;1;63;71;8;-35;2;1.21069314640044;1;3.76983408273846;0;0;1.21069314640044;0
1;1;37;NaN;NaN;26;2;2.00873234464598;1;NaN;0;0;NaN;0
1;1;55;56;1;-18;2;1.45773658277358;0;-4.05616586929121;1;0;1.45773658277358;0
1;1;118;120.5;2.5;-63;2;1.76309979329744;1;-4.85669436148218;0;0;1.76309979329744;0
1;1;155;110;-45;-37;2;2.79237189431296;1;NaN;0;0;NaN;0
1;1;159;NaN;NaN;-4;2;2.00868547479877;1;NaN;0;0;NaN;0
1;1;153;137.5;-15.5;6;2;3.09591778639333;0;-6.26716082561822;1;0;3.09591778639333;0
1;1;161;142.5;-18.5;-8;2;0.919657055934294;1;-6.53320725502241;0;0;0.919657055934294;0
1;1;71;74.5;3.5;90;2;1.70272150915844;1;6.67571267039915;0;0;1.70272150915844;0
1;1;117;NaN;NaN;-46;2;2.00871866001944;1;NaN;0;0;NaN;0
1;1;22;28;6;-85;2;2.2098792532197;0;-11.0538170102687;1;0;2.2098792532197;0
1;1;67;NaN;NaN;-45;2;2.00872823925965;1;NaN;0;0;NaN;0
1;1;75;79.5;4.5;-8;2;1.5368624635521;0;5.30278798866891;1;0;1.5368624635521;0
1;1;37;NaN;NaN;38;2;2.00870873866552;1;NaN;0;0;NaN;0
1;1;25;42;17;12;2;1.56233879120009;0;5.36570165731879;1;0;1.56233879120009;0
1;1;5;28.5;23.5;20;2;1.83214797276378;1;23.7823444697185;0;0;1.83214797276378;0
1;1;86;82;-4;-81;2;0.898387040457237;1;0.267517498075823;0;0;0.898387040457237;0
1;1;60;75;15;26;2;1.25831222660236;1;13.9542431972371;0;0;1.25831222660236;0
1;1;64;57.5;-6.5;-4;2;1.54832162794082;1;-13.5678226580473;0;0;1.54832162794082;0
1;1;164;NaN;NaN;80;2;2.00868307999008;1;NaN;0;0;NaN;0
1;1;56;64.5;8.5;-72;2;1.78931132752223;0;4.83925980901667;1;0;1.78931132752223;0
1;1;4;NaN;NaN;52;2;2.00868136941062;1;NaN;0;0;NaN;0
1;1;155;159.5;4.5;29;2;1.30918893222042;0;11.5762136225733;1;0;1.30918893222042;0
1;1;51;64;13;NaN;2;1.15498918866979;0;NaN;0;1;NaN;0
1;1;166;160;-6;65;2;1.89754064628869;1;3.78056019142892;0;0;1.89754064628869;0
1;1;109;131;22;57;2;0.665403873917967;1;12.3429466444131;0;0;0.665403873917967;0
1;1;115;120.5;5.5;-6;2;0.970060615580223;1;-9.02354662642645;0;0;0.970060615580223;0
1;1;141;132;-9;-26;2;1.13570002292545;1;-11.3416757768547;0;0;1.13570002292545;0
1;1;134;133.5;-0.5;7;2;1.27771634321107;1;-3.02667343173315;0;0;1.27771634321107;0
1;1;157;NaN;NaN;-23;2;2.00870463327738;1;NaN;0;0;NaN;0
1;1;87;99;12;70;2;1.97791730195604;0;7.60368050550441;1;0;1.97791730195604;0
1;1;121;114;-7;-34;2;1.08713499289479;1;-9.99925041141393;0;0;1.08713499289479;0
1;1;20;29;9;-79;2;1.98321735792706;1;-5.05185515305529;0;0;1.98321735792706;0
1;1;25;NaN;NaN;-5;2;2.00871147558973;1;NaN;0;0;NaN;0
1;1;89;95;6;-64;2;2.38327065954945;0;-0.816827121374082;1;0;2.38327065954945;0
1;1;92;101.5;9.5;-3;2;2.35528525557129;1;0.486151359833221;0;0;2.35528525557129;0
1;1;4;9;5;88;2;1.34475185618794;1;9.75959252021059;0;0;1.34475185618794;0
1;1;114;NaN;NaN;70;2;2.00871900213497;1;NaN;0;0;NaN;0
1;1;179;3;4;-65;2;1.09822227755103;0;9.7828143038847;1;0;1.09822227755103;0
1;1;6;NaN;NaN;-7;2;2.00872379175416;1;NaN;0;0;NaN;0
1;1;139;155;16;47;2;2.26186954534751;0;16.6940536752785;1;0;2.26186954534751;0
1;1;31;NaN;NaN;-72;2;2.00870908078105;1;NaN;0;0;NaN;0
1;1;146;138.5;-7.5;65;2;1.06676097835953;0;-5.17075331411812;1;0;1.06676097835953;0
1;1;95;NaN;NaN;51;2;2.00874363446383;1;NaN;0;0;NaN;0
1;1;85;86;1;10;2;3.79943692502638;0;2.48508010024663;1;0;3.79943692502638;0
1;1;103;NaN;NaN;-18;2;2.00868958018691;1;NaN;0;0;NaN;0
1;1;3;14.5;11.5;-80;2;2.59773407848843;0;11.3787970955876;1;0;2.59773407848843;0
1;1;176;169.5;-6.5;7;2;1.27425515897266;1;2.49663344810988;0;0;1.27425515897266;0
1;1;158;163;5;18;2;1.41054412081394;1;17.3568315437173;0;0;1.41054412081394;0
1;1;103;NaN;NaN;55;2;2.00873610791859;1;NaN;0;0;NaN;0
1;1;36;70;34;67;2;0.761499034073495;0;24.3584567926474;1;0;0.761499034073495;0
1;1;25;NaN;NaN;11;2;2.00872584444733;1;NaN;0;0;NaN;0
1;1;14;27;13;11;2;1.8024047784711;0;2.48557412466804;1;0;1.8024047784711;0
1;1;157;NaN;NaN;37;2;2.00869265922847;1;NaN;0;0;NaN;0
1;1;158;150;-8;-1;2;1.91341891879529;0;4.35683154371725;1;0;1.91341891879529;0
1;1;36;48;12;-58;2;1.76922537438077;1;2.35845679264738;0;0;1.76922537438077;0
1;1;45;65;20;-9;2;1.5739775663169;1;14.2206470674053;0;0;1.5739775663169;0
1;1;76;77.5;1.5;-31;2;1.41872205380605;1;5.2797444178015;0;0;1.41872205380605;0
1;1;47;59;12;29;2;1.35783128039293;1;4.93309300364232;0;0;1.35783128039293;0
1;1;7;18.5;11.5;40;2;2.31503774172597;1;10.6125814257218;0;0;2.31503774172597;0
1;1;102;138.5;36.5;85;2;1.64242772759098;1;21.9018305621646;0;0;1.64242772759098;0
1;1;90;NaN;NaN;12;2;2.00869163288189;1;NaN;0;0;NaN;0
1;1;179;167;-12;-89;2;1.94433420137648;0;-6.2171856961153;1;0;1.94433420137648;0
1;1;86;NaN;NaN;-87;2;2.00879392546631;1;NaN;0;0;NaN;0
1;1;82;88;6;4;2;1.29769008241237;0;8.2834755845571;1;0;1.29769008241237;0
1;1;47;NaN;NaN;35;2;2.00871113347421;1;NaN;0;0;NaN;0
1;1;103;111;8;-56;2;2.25273710963302;0;-12.3408173049323;1;0;2.25273710963302;0
1;1;40;NaN;NaN;63;2;2.00867555344485;1;NaN;0;0;NaN;0
1;1;99;107;8;-59;2;1.02575362560856;0;-6.67555517846938;1;0;1.02575362560856;0
1;1;173;NaN;NaN;-74;2;2.00868410633666;1;NaN;0;0;NaN;0
1;1;61;79;18;-68;2;3.31993033793333;0;10.4577375764535;1;0;3.31993033793333;0
