obs;group;theta;resp;error;delta;session;rt;respback;errorc;error_out_after;block_start_index;rtc;exclude
17;1;8;51;43;78;4;1.47717012058456;1;NaN;0;0;NaN;0
17;1;65;NaN;NaN;-57;4;2.00872960697325;1;NaN;0;0;NaN;0
17;1;81;82;1;-16;4;2.05745474713876;0;8.58743299626624;1;0;2.05745474713876;0
17;1;107;NaN;NaN;-26;4;2.00871386965264;1;NaN;0;0;NaN;0
17;1;156;170;14;-49;4;2.2941731325709;0;23.4839933986277;1;0;2.2941731325709;0
17;1;95;NaN;NaN;61;4;2.00872208042802;1;NaN;0;0;NaN;0
17;1;165;165.5;0.5;-70;4;2.69752237656394;0;11.7933309337035;1;0;2.69752237656394;0
17;1;64;NaN;NaN;-79;4;2.00872071196591;1;NaN;0;0;NaN;0
17;1;42;64;22;22;4;0.980862575017454;0;15.6379339167296;1;0;0.980862575017454;0
17;1;62;54.5;-7.5;-20;4;0.8653550874742;1;-1.8860365825655;0;0;0.8653550874742;0
17;1;128;140;12;-66;4;0.723164972428094;1;11.6450484353492;0;0;0.723164972428094;0
17;1;67;NaN;NaN;61;4;2.00873713351757;1;NaN;0;0;NaN;0
17;1;53;70.5;17.5;14;4;1.01345730342655;0;16.3803809017589;1;0;1.01345730342655;0
17;1;35;NaN;NaN;18;4;2.00870326406675;1;NaN;0;0;NaN;0
17;1;147;150.5;3.5;68;4;2.10833179487145;0;11.348052491226;1;0;2.10833179487145;0
17;1;117;142;25;30;4;0.787604169578117;1;14.8713595869862;0;0;0.787604169578117;0
17;1;170;178;8;-53;4;1.53624049651535;1;17.2428652343225;0;0;1.53624049651535;0
17;1;28;NaN;NaN;-38;4;2.00871421176817;1;NaN;0;0;NaN;0
17;1;169;175;6;39;4;2.7618144639755;0;14.141863633722;1;0;2.7618144639755;0
17;1;41;NaN;NaN;-52;4;2.00870702733846;1;NaN;0;0;NaN;0
17;1;27;34;7;14;4;1.97062852684576;0;-7.34207626655716;1;0;1.97062852684576;0
17;1;169;22;33;NaN;4;0.781093024133952;0;NaN;0;1;NaN;0
17;1;122;122.5;0.5;47;4;1.12997950604949;1;-5.63930556789673;0;0;1.12997950604949;0
17;1;124;125.5;1.5;-2;4;1.35280560044339;1;0.979299834004924;0;0;1.35280560044339;0
17;1;52;54.5;2.5;72;4;1.35084904092218;1;2.89472287436122;0;0;1.35084904092218;0
17;1;44;NaN;NaN;8;4;2.00871763292525;1;NaN;0;0;NaN;0
17;1;53;59;6;-9;4;2.01587571910204;0;4.88038090175893;1;0;2.01587571910204;0
17;1;115;NaN;NaN;-62;4;2.00872071196591;1;NaN;0;0;NaN;0
17;1;169;179;10;-54;4;2.06228336771346;0;18.141863633722;1;0;2.06228336771346;0
17;1;24;NaN;NaN;-35;4;2.00871010638002;1;NaN;0;0;NaN;0
17;1;125;137.5;12.5;79;4;1.55502093625728;0;9.59491759605472;1;0;1.55502093625728;0
17;1;122;134;12;3;4;2.37670614331182;1;5.86069443210327;0;0;2.37670614331182;0
17;1;163;136.5;-26.5;-41;4;1.20525692764659;1;-14.6955162044116;0;0;1.20525692764659;0
17;1;17;32.5;15.5;-34;4;1.92950074937926;1;-2.03497905844536;0;0;1.92950074937926;0
17;1;5;15;10;12;4;2.19189149474005;1;6.06860907314;0;0;2.19189149474005;0
17;1;162;NaN;NaN;23;4;2.00871592234671;1;NaN;0;0;NaN;0
17;1;52;40;-12;-70;4;0.879149191316174;0;-11.6052771256388;1;0;0.879149191316174;0
17;1;151;NaN;NaN;81;4;2.00869642175348;1;NaN;0;0;NaN;0
17;1;119;120.5;1.5;32;4;1.51534646615983;0;-4.05275422052553;1;0;1.51534646615983;0
17;1;101;NaN;NaN;18;4;2.00867315788764;1;NaN;0;0;NaN;0
17;1;3;8.5;5.5;-82;4;2.32582841134808;0;2.23505976498424;1;0;2.32582841134808;0
17;1;2;11;9;1;4;1.96462302836244;1;6.63928615827491;0;0;1.96462302836244;0
17;1;67;56.5;-10.5;-65;4;1.48985508542137;1;-3.66658955169678;0;0;1.48985508542137;0
17;1;19;21.5;2.5;48;4;1.25829169891495;1;-12.7622489162353;0;0;1.25829169891495;0
17;1;164;131;-33;35;4;1.34778642143829;1;-20.2782096788291;0;0;1.34778642143829;0
17;1;76;NaN;NaN;88;4;2.00873063331983;1;NaN;0;0;NaN;0
17;1;70;64.5;-5.5;6;4;1.29335342342347;0;4.86128101729129;1;0;1.29335342342347;0
17;1;35;NaN;NaN;35;4;2.00871421176817;1;NaN;0;0;NaN;0
17;1;112;138;26;-77;4;1.43272108418751;0;13.107223574037;1;0;1.43272108418751;0
17;1;96;76;-20;16;4;0.651168440112087;1;-25.5720378765067;0;0;0.651168440112087;0
17;1;73;81.5;8.5;23;4;1.73330391244326;1;19.9065784274887;0;0;1.73330391244326;0
17;1;48;71;23;25;4;1.51596022167269;1;20.2947654397037;0;0;1.51596022167269;0
17;1;100;125.5;25.5;-52;4;2.25854315393281;1;14.8511089767285;0;0;2.25854315393281;0
17;1;94;NaN;NaN;6;4;2.00873542293903;1;NaN;0;0;NaN;0
17;1;41;36.5;-4.5;53;4;1.43938276052631;0;-9.23342009568191;1;0;1.43938276052631;0
17;1;179;165.5;-13.5;42;4;1.98589235960844;1;-14.8891779170938;0;0;1.98589235960844;0
17;1;149;138.5;-10.5;30;4;2.80626418460452;1;-0.53121131852978;0;0;2.80626418460452;0
17;1;140;NaN;NaN;9;4;2.00873371236139;1;NaN;0;0;NaN;0
17;1;22;49;27;-62;4;1.09305154055619;0;10.6509178635392;1;0;1.09305154055619;0
17;1;1;177.5;-3.5;21;4;3.14138940578232;1;-2.93723543016178;0;0;3.14138940578232;0
17;1;47;35.5;-11.5;-46;4;1.05916737818552;1;-15.8909428632402;0;0;1.05916737818552;0
17;1;126;NaN;NaN;-79;4;2.00869950079414;1;NaN;0;0;NaN;0
17;1;81;70;-11;45;4;1.97656115468999;0;-3.41256700373376;1;0;1.97656115468999;0
17;1;148;NaN;NaN;-67;4;2.0087159223458;1;NaN;0;0;NaN;0
17;1;51;31.5;-19.5;-83;4;1.6241830402405;0;-21.4593506275522;1;0;1.6241830402405;0
17;1;177;NaN;NaN;54;4;2.00870839580148;1;NaN;0;0;NaN;0
17;1;104;124;20;73;4;0.550534089235043;0;8.19109433291669;1;0;0.550534089235043;0
17;1;13;NaN;NaN;-89;4;2.00872515946958;1;NaN;0;0;NaN;0
17;1;162;164.5;2.5;31;4;2.42331871921033;0;13.0412197865055;1;0;2.42331871921033;0
17;1;27;NaN;NaN;-45;4;2.0087159223458;1;NaN;0;0;NaN;0
17;1;52;44;-8;-25;4;2.51776317125768;0;-7.60527712563878;1;0;2.51776317125768;0
18;1;160;131;-29;NaN;1;1.88051211399943;0;NaN;NaN;1;1.88051211399943;0
18;1;2;123.5;-58.5;-22;1;2.6862988835237;1;NaN;0;0;NaN;0
18;1;159;141.5;-17.5;23;1;2.69183809729657;1;-10.9163912959255;1;0;2.69183809729657;0
18;1;139;134.5;-4.5;20;1;1.39145164211368;1;-5.87378374966453;0;0;1.39145164211368;0
18;1;40;NaN;NaN;-81;1;2.00871663692305;1;NaN;0;0;NaN;0
18;1;48;47.5;-0.5;-8;1;2.76874185777706;0;-4.65070193240979;1;0;2.76874185777706;0
18;1;52;39;-13;-4;1;3.54758111007322;1;-24.7723758961001;0;0;3.54758111007322;0
18;1;72;56;-16;-20;1;2.69443100083663;1;-12.3979591921015;0;0;2.69443100083663;0
18;1;56;63.5;7.5;16;1;1.4103299915223;1;5.13208738969794;0;0;1.4103299915223;0
18;1;34;47;13;22;1;2.77887296379413;1;5.16444755664549;0;0;2.77887296379413;0
18;1;4;178.5;-5.5;30;1;4.02192268910949;1;NaN;0;0;NaN;0
18;1;45;47;2;-41;1;2.07718003281843;1;-2.37500723496257;1;0;2.07718003281843;0
18;1;144;NaN;NaN;81;1;2.00871561057284;1;NaN;0;0;NaN;0
18;1;93;88;-5;51;1;1.75392340891995;0;-11.7952722617546;1;0;1.75392340891995;0
18;1;60;90.5;30.5;33;1;3.35745925489755;1;27.0797010177375;0;0;3.35745925489755;0
18;1;33;39.5;6.5;27;1;1.69481348746558;1;-0.831362225874006;0;0;1.69481348746558;0
18;1;0;NaN;NaN;33;1;2.00870945246788;1;NaN;0;0;NaN;0
18;1;143;141.5;-1.5;37;1;1.56248029850394;0;1.54658728126071;1;0;1.56248029850394;0
18;1;117;NaN;NaN;26;1;2.00869747837714;1;NaN;0;0;NaN;0
18;1;61;60;-1;56;1;1.26735217916939;0;-5.46570702060735;1;0;1.26735217916939;0
18;1;34;NaN;NaN;27;1;2.00871766327327;1;NaN;0;0;NaN;0
18;1;30;58.5;28.5;4;1;3.41029133231859;0;21.0587054197835;1;0;3.41029133231859;0
18;1;139;135;-4;71;1;1.54531492811657;1;-5.37378374966453;0;0;1.54531492811657;0
18;1;19;55.5;36.5;-60;1;1.97979100012526;1;20.1910026559452;0;0;1.97979100012526;0
18;1;70;NaN;NaN;-51;1;2.00870021531591;1;NaN;0;0;NaN;0
18;1;103;116;13;-33;1;2.38119087381347;0;3.31813610595363;1;0;2.38119087381347;0
18;1;45;NaN;NaN;58;1;2.00870739976745;1;NaN;0;0;NaN;0
18;1;119;131;12;-74;1;2.10209127060079;0;7.0404752664724;1;0;2.10209127060079;0
18;1;154;NaN;NaN;-35;1;2.00872245291248;1;NaN;0;0;NaN;0
18;1;0;167;-13;-26;1;2.47441668666579;0;-14.0103432430346;1;0;2.47441668666579;0
18;1;105;NaN;NaN;75;1;2.00872211078968;1;NaN;0;0;NaN;0
18;1;73;71.5;-1.5;32;1;2.13548905874632;0;2.6413873741085;1;0;2.13548905874632;0
18;1;104;NaN;NaN;-31;1;2.00871082093727;1;NaN;0;0;NaN;0
18;1;93;91.5;-1.5;11;1;3.11513310670125;0;-8.29527226175461;1;0;3.11513310670125;0
18;1;147;157;10;-54;1;3.37629655028286;1;14.4346645400971;0;0;3.37629655028286;0
18;1;110;121;11;37;1;1.96108199855007;1;-0.977382946420937;0;0;1.96108199855007;0
18;1;92;NaN;NaN;18;1;2.00871868962713;1;NaN;0;0;NaN;0
18;1;87;79;-8;5;1;2.48317624626725;0;-9.41917650348321;1;0;2.48317624626725;0
18;1;165;NaN;NaN;-78;1;2.00871697904222;1;NaN;0;0;NaN;0
18;1;66;63;-3;-81;1;2.32075764441834;0;-3.08539460820209;1;0;2.32075764441834;0
18;1;18;24.5;6.5;48;1;3.38896958443001;1;-4.77965341735912;0;0;3.38896958443001;0
18;1;49;32.5;-16.5;-31;1;2.98236132394959;1;-18.9158788438984;0;0;2.98236132394959;0
18;1;175;NaN;NaN;54;1;2.00872655830972;1;NaN;0;0;NaN;0
18;1;83;79.5;-3.5;-88;1;1.95876278848664;0;-10.2246582889761;1;0;1.95876278848664;0
18;1;63;NaN;NaN;20;1;2.00869337297627;1;NaN;0;0;NaN;0
18;1;76;71;-5;-13;1;2.36875424240498;0;-13.4005931038193;1;0;2.36875424240498;0
18;1;5;1;-4;71;1;5.59819079649606;1;NaN;0;0;NaN;0
18;1;7;178;-9;-2;1;1.90984213290722;1;-5.77861919715571;1;0;1.90984213290722;0
18;1;117;NaN;NaN;70;1;2.00870261013188;1;NaN;0;0;NaN;0
18;1;102;105;3;15;1;1.70498154209781;0;-5.20862482041754;1;0;1.70498154209781;0
18;1;35;150.5;-64.5;NaN;1;3.37756477741641;0;NaN;0;1;NaN;0
18;1;43;57.5;14.5;-8;1;2.1625221051836;1;5.52142795795727;1;0;2.1625221051836;0
18;1;171;NaN;NaN;52;1;2.00871766327327;1;NaN;0;0;NaN;0
18;1;175;175;0;-4;1;2.46065503673526;0;2.9930576945573;1;0;2.46065503673526;0
18;1;112;NaN;NaN;63;1;2.00870945246788;1;NaN;0;0;NaN;0
18;1;138;139;1;-26;1;3.41156742813473;0;0.846867179302514;1;0;3.41156742813473;0
18;1;34;NaN;NaN;-76;1;2.00869371509543;1;NaN;0;0;NaN;0
18;1;64;59;-5;-30;1;4.46941391209839;0;NaN;1;0;NaN;0
18;1;73;NaN;NaN;-9;1;2.00872690042888;1;NaN;1;0;NaN;0
18;1;15;41.5;26.5;58;1;2.6030553558594;0;20.1540852162861;1;0;2.6030553558594;0
18;1;169;NaN;NaN;26;1;2.00868482005899;1;NaN;0;0;NaN;0
18;1;57;80;23;-68;1;2.53939562253436;0;19.6824037517355;1;0;2.53939562253436;0
18;1;137;NaN;NaN;-80;1;2.00873511123064;1;NaN;0;0;NaN;0
18;1;140;139.5;-0.5;-3;1;5.24923298702925;0;NaN;1;0;NaN;0
18;1;58;NaN;NaN;82;1;2.00872484772844;1;NaN;1;0;NaN;0
18;1;125;131.5;6.5;-67;1;2.98355907501173;0;2.53153788543823;1;0;2.98355907501173;0
18;1;131;145.5;14.5;-6;1;3.66612870091922;1;8.68585704055257;0;0;3.66612870091922;0
18;1;93;103.5;10.5;38;1;2.91209941982379;1;3.70472773824539;0;0;2.91209941982379;0
18;1;163;171.5;8.5;-70;1;3.29317378986889;1;14.1972504643934;0;0;3.29317378986889;0
18;1;70;71.5;1.5;-87;1;2.52203182438097;1;1.25199245604194;0;0;2.52203182438097;0
18;1;147;NaN;NaN;-77;1;2.00871082093727;1;NaN;0;0;NaN;0
18;1;113;138;25;34;1;5.28047749177858;0;NaN;1;0;NaN;0
18;1;109;129;20;4;1;2.43770481268075;1;3.14905632469462;1;0;2.43770481268075;0
18;1;1;0;-1;-72;1;2.54883291559599;1;-3.49715696961133;0;0;2.54883291559599;0
18;1;80;110;30;-79;1;4.32936633048666;1;NaN;0;0;NaN;0
18;1;64;63;-1;16;1;4.61468390728987;1;NaN;1;0;NaN;0
18;1;93;115.5;22.5;-29;1;3.11136640028053;1;15.7047277382454;1;0;3.11136640028053;0
18;1;54;77.5;23.5;39;1;2.41932184845791;1;20.775342014066;0;0;2.41932184845791;0
18;1;1;1;0;53;1;2.62736754705838;1;-2.49715696961133;0;0;2.62736754705838;0
18;1;80;117;37;-79;1;3.05155137601469;1;31.7224179729128;0;0;3.05155137601469;0
18;1;145;NaN;NaN;-65;1;2.0087204002084;1;NaN;0;0;NaN;0
18;1;36;41;5;-71;1;1.6809888880307;0;-0.667263592186334;1;0;1.6809888880307;0
18;1;151;NaN;NaN;65;1;2.00871526845731;1;NaN;0;0;NaN;0
18;1;76;76;0;75;1;4.31219685470205;0;NaN;1;0;NaN;0
18;1;136;69.5;-66.5;-60;1;3.23707004909375;1;NaN;1;0;NaN;0
18;1;81;97;16;55;1;2.74833048280198;1;11.3578523547584;1;0;2.74833048280198;0
18;1;83;NaN;NaN;-2;1;2.00868618852473;1;NaN;0;0;NaN;0
18;1;145;136.5;-8.5;-62;1;3.25591076564888;0;-4.39640660289024;1;0;3.25591076564888;0
18;1;166;NaN;NaN;-21;1;2.00870329436657;1;NaN;0;0;NaN;0
18;1;122;143;21;44;1;1.70930658320503;0;15.503943207631;1;0;1.70930658320503;0
18;1;34;NaN;NaN;88;1;2.00869953108122;1;NaN;0;0;NaN;0
18;1;46;32.5;-13.5;-12;1;2.04097278117115;0;-18.0111535461671;1;0;2.04097278117115;0
18;1;58;NaN;NaN;-12;1;2.00872587407866;1;NaN;0;0;NaN;0
18;1;173;177.5;4.5;65;1;2.39963610330233;0;2.87807267277944;1;0;2.39963610330233;0
18;1;119;NaN;NaN;54;1;2.0087029522474;1;NaN;0;0;NaN;0
18;1;100;104;4;19;1;1.39074380237071;0;-5.94727698896853;1;0;1.39074380237071;0
18;1;136;158;22;-36;1;4.63392558478517;1;NaN;0;0;NaN;0
18;1;14;40.5;26.5;-58;1;2.56106256631392;1;19.2059251576423;1;0;2.56106256631392;0
18;1;66;77.5;11.5;-52;1;1.97079709048558;1;11.4146053917979;0;0;1.97079709048558;0
18;1;117;132;15;-51;1;3.88611359304196;1;1.45977271217948;0;0;3.88611359304196;0
18;1;155;141.5;-13.5;NaN;1;3.94303252634199;0;NaN;0;1;NaN;0
18;1;7;1.5;-5.5;-32;1;1.69722438484678;1;-2.27861919715571;0;0;1.69722438484678;0
18;1;71;NaN;NaN;-64;1;2.00869337297627;1;NaN;0;0;NaN;0
18;1;160;144;-16;-89;1;1.40492317696771;0;-8.98195336883859;1;0;1.40492317696771;0
18;1;152;NaN;NaN;8;1;2.00871732115775;1;NaN;0;0;NaN;0
18;1;127;128.5;1.5;25;1;3.06192093746722;0;-2.80481513697072;1;0;3.06192093746722;0
18;1;58;NaN;NaN;69;1;2.00870466283595;1;NaN;0;0;NaN;0
18;1;101;115;14;-43;1;4.22147533712632;0;NaN;1;0;NaN;0
18;1;143;NaN;NaN;-42;1;2.00875563824229;1;NaN;1;0;NaN;0
18;1;72;89;17;71;1;3.38993743297397;0;20.6020408078985;1;0;3.38993743297397;0
18;1;67;NaN;NaN;5;1;2.00872176867779;1;NaN;0;0;NaN;0
18;1;41;63.5;22.5;26;1;1.91833005173248;0;22.0264857476337;1;0;1.91833005173248;0
18;1;154;NaN;NaN;67;1;2.00871834750797;1;NaN;0;0;NaN;0
18;1;142;146;4;12;1;1.80133875039974;0;0.784371690354955;1;0;1.80133875039974;0
18;1;21;143.5;-57.5;-59;1;3.96318635924035;1;NaN;0;0;NaN;0
18;1;50;51;1;-29;1;3.7667661330197;1;-3.34352165030587;1;0;3.7667661330197;0
18;1;64;NaN;NaN;-14;1;2.00871800539244;1;NaN;0;0;NaN;0
18;1;139;142;3;-75;1;3.00083905454085;0;1.62621625033547;1;0;3.00083905454085;0
18;1;11;34;23;-52;1;2.32907689964122;1;16.2696719756216;0;0;2.32907689964122;0
18;1;85;87;2;-74;1;4.86313805234386;1;NaN;0;0;NaN;0
18;1;178;NaN;NaN;87;1;2.00871971597735;1;NaN;1;0;NaN;0
18;1;55;72.5;17.5;-57;1;2.51687749205303;0;16.7781508097315;1;0;2.51687749205303;0
18;1;145;NaN;NaN;-90;1;2.00871150516832;1;NaN;0;0;NaN;0
18;1;68;73;5;77;1;1.74381659319988;0;6.15237853369807;1;0;1.74381659319988;0
18;1;87;88;1;-19;1;2.42672662536643;1;-0.419176503483214;0;0;2.42672662536643;0
18;1;110;121.5;11.5;-23;1;2.14595714985262;1;-0.477382946420937;0;0;2.14595714985262;0
18;1;137;NaN;NaN;-27;1;2.00867968830426;1;NaN;0;0;NaN;0
18;1;69;81.5;12.5;68;1;2.32430779087736;0;13.6407069994593;1;0;2.32430779087736;0
18;1;160;147;-13;89;1;2.88847419924423;1;-5.98195336883859;0;0;2.88847419924423;0
18;1;134;146;12;26;1;3.54268268114538;1;9.01747283444077;0;0;3.54268268114538;0
18;1;102;117;15;32;1;1.62457826844911;1;6.79137517958246;0;0;1.62457826844911;0
18;1;160;149.5;-10.5;-58;1;2.15182445367827;1;-3.48195336883859;0;0;2.15182445367827;0
18;1;105;124.5;19.5;55;1;1.99383763338847;1;12.5082388351906;0;0;1.99383763338847;0
18;1;177;2.5;5.5;-72;1;2.75519574145437;1;13.386756822502;0;0;2.75519574145437;0
18;1;103;NaN;NaN;74;1;2.00870945247152;1;NaN;0;0;NaN;0
18;1;170;178.5;8.5;-67;1;2.19733044106397;0;12.0984225846946;1;0;2.19733044106397;0
18;1;43;NaN;NaN;-53;1;2.00868653064026;1;NaN;0;0;NaN;0
18;1;43;30.5;-12.5;0;1;2.86224957490413;0;-21.4785720420427;1;0;2.86224957490413;0
18;1;156;NaN;NaN;67;1;2.0087255319595;1;NaN;0;0;NaN;0
18;1;116;137.5;21.5;40;1;2.34814033425937;0;10.1950868319671;1;0;2.34814033425937;0
18;1;1;172;-9;-65;1;1.80617046654515;1;-11.4971569696113;0;0;1.80617046654515;0
18;1;48;46;-2;-47;1;2.08640692401968;1;-6.15070193240979;0;0;2.08640692401968;0
18;1;18;NaN;NaN;30;1;2.00871458422262;1;NaN;0;0;NaN;0
18;1;79;71.5;-7.5;-61;1;2.00309942050808;0;-11.2716155090069;1;0;2.00309942050808;0
18;1;149;147.5;-1.5;-70;1;2.35556495394849;1;2.59790342565438;0;0;2.35556495394849;0
18;1;57;60.5;3.5;-88;1;2.44598301388396;1;0.182403751735475;0;0;2.44598301388396;0
18;1;74;NaN;NaN;-17;1;2.00870979458705;1;NaN;0;0;NaN;0
18;1;51;60.5;9.5;23;1;2.42854600272767;0;0.132531497260809;1;0;2.42854600272767;0
18;1;12;21.5;9.5;39;1;3.13303984428421;1;4.32060405632614;0;0;3.13303984428421;0
18;1;146;141;-5;46;1;1.84732814888048;1;-1.98224644582336;0;0;1.84732814888048;0
18;1;15;21;6;NaN;1;3.43324497753929;0;NaN;0;1;NaN;0
18;1;109;131.5;22.5;86;1;2.95276034850758;1;5.64905632469462;0;0;2.95276034850758;0
18;1;117;NaN;NaN;-8;1;2.00871971597735;1;NaN;0;0;NaN;0
18;1;113;141.5;28.5;4;1;3.00354246181814;0;17.1647459625611;1;0;3.00354246181814;0
18;1;110;136;26;3;1;3.26080474706396;1;14.0226170535791;0;0;3.26080474706396;0
18;1;70;61;-9;40;1;1.954491117609;1;-9.24800754395806;0;0;1.954491117609;0
18;1;20;32.5;12.5;50;1;3.22158105122799;1;-3.23192323556814;0;0;3.22158105122799;0
18;1;109;133.5;24.5;-89;1;3.95089820654175;1;7.64905632469462;0;0;3.95089820654175;0
18;1;34;NaN;NaN;75;1;2.00870911035236;1;NaN;0;0;NaN;0
18;1;61;59;-2;-27;1;2.28095645535723;0;-6.46570702060735;1;0;2.28095645535723;0
18;1;83;NaN;NaN;-22;1;2.00870979458705;1;NaN;0;0;NaN;0
18;1;159;146;-13;-76;1;1.40528547870053;0;-6.41639129592547;1;0;1.40528547870053;0
18;1;136;143;7;23;1;4.10355997820079;1;NaN;0;0;NaN;0
18;1;22;47;25;-66;1;3.61299145527664;1;15.56378582533;1;0;3.61299145527664;0
18;1;1;NaN;NaN;21;1;2.00870979458705;1;NaN;0;0;NaN;0
18;1;30;179;-31;-29;1;1.58797963514007;0;NaN;1;0;NaN;0
18;1;67;NaN;NaN;-37;1;2.00871082093727;1;NaN;0;0;NaN;0
18;1;47;83;36;20;1;2.22074799672191;0;30.5680354220848;1;0;2.22074799672191;0
18;1;109;NaN;NaN;-62;1;2.00873750605024;1;NaN;0;0;NaN;0
18;1;122;117.5;-4.5;-13;1;2.55634648566047;0;-9.99605679236904;1;0;2.55634648566047;0
18;1;144;138.5;-5.5;-22;1;3.28784976758834;1;0.110421743218195;0;0;3.28784976758834;0
18;1;157;152;-5;-13;1;3.57404247926752;1;2.54281917391227;0;0;3.57404247926752;0
18;1;110;NaN;NaN;47;1;2.00871116305279;1;NaN;0;0;NaN;0
18;1;56;129.5;73.5;54;1;2.11101025664902;0;NaN;1;0;NaN;0
18;1;86;NaN;NaN;-30;1;2.00870739977108;1;NaN;1;0;NaN;0
18;1;71;87;16;15;1;3.17963068417521;0;16.5457891293758;1;0;3.17963068417521;0
18;1;35;NaN;NaN;36;1;2.00872005809288;1;NaN;0;0;NaN;0
18;1;142;149;7;73;1;2.22871076619776;0;3.78437169035496;1;0;2.22871076619776;0
18;1;13;38;25;-51;1;2.66058743444592;1;19.1851148404373;0;0;2.66058743444592;0
18;1;148;132;-16;45;1;1.77789245692838;1;-10.5047894146224;0;0;1.77789245692838;0
18;1;125;NaN;NaN;23;1;2.00871047882174;1;NaN;0;0;NaN;0
18;1;72;64.5;-7.5;53;1;2.55554866918465;0;-3.89795919210153;1;0;2.55554866918465;0
18;1;131;NaN;NaN;-59;1;2.00871218940665;1;NaN;0;0;NaN;0
18;1;80;70.5;-9.5;51;1;1.97330412270094;0;-14.7775820270872;1;0;1.97330412270094;0
18;1;59;72.5;13.5;21;1;1.47021788667553;1;12.0647407627095;0;0;1.47021788667553;0
18;1;80;83;3;-21;1;3.37310220533982;1;-2.27758202708722;0;0;3.37310220533982;0
18;1;74;76.5;2.5;6;1;1.52586113818325;1;1.84564879798653;0;0;1.52586113818325;0
18;1;48;42;-6;26;1;2.46555928165253;1;-10.1507019324098;0;0;2.46555928165253;0
18;1;0;NaN;NaN;48;1;2.00870158378166;1;NaN;0;0;NaN;0
18;1;161;170.5;9.5;19;1;3.52831993192012;0;19.2150824142951;1;0;3.52831993192012;0
18;1;70;NaN;NaN;-89;1;2.00869884684653;1;NaN;0;0;NaN;0
18;1;123;144.5;21.5;-53;1;1.94685199066225;0;15.0715074939192;1;0;1.94685199066225;0
18;1;32;NaN;NaN;-89;1;2.00869645203056;1;NaN;0;0;NaN;0
18;1;36;38.5;2.5;-4;1;1.77286983958038;0;-3.16726359218633;1;0;1.77286983958038;0
18;1;160;NaN;NaN;56;1;2.00867626713443;1;NaN;0;0;NaN;0
18;1;85;86.5;1.5;75;1;2.49477845470028;0;-9.92442259993535;1;0;2.49477845470028;0
18;1;115;130;15;-30;1;3.34834902553484;1;5.65283052548392;0;0;3.34834902553484;0
18;1;160;150;-10;-45;1;3.52030687126535;1;-2.98195336883859;0;0;3.52030687126535;0
18;1;19;25.5;6.5;-39;1;2.98841097605327;1;-9.80899734405481;0;0;2.98841097605327;0
18;1;85;89.5;4.5;-66;1;3.69477551249292;1;-6.92442259993535;0;0;3.69477551249292;0
18;1;43;67.5;24.5;NaN;2;1.86671899267458;0;NaN;0;1;NaN;0
18;1;147;139.5;-7.5;76;2;2.16036437762159;1;-3.06533545990291;0;0;2.16036437762159;0
18;1;54;NaN;NaN;-87;2;2.00874400962857;1;NaN;0;0;NaN;0
18;1;87;92;5;-33;2;2.64237347929884;0;3.58082349651679;1;0;2.64237347929884;0
18;1;174;NaN;NaN;-87;2;2.00875085196458;1;NaN;0;0;NaN;0
18;1;20;18;-2;-26;2;1.19173614983447;0;-17.7319232355681;1;0;1.19173614983447;0
18;1;39;NaN;NaN;-19;2;2.0087173245156;1;NaN;0;0;NaN;0
18;1;9;21;12;30;2;2.69682069032933;0;9.29890104573053;1;0;2.69682069032933;0
18;1;88;100;12;-79;2;2.50976078088206;1;10.7778940058682;0;0;2.50976078088206;0
18;1;48;39;-9;40;2;2.93829633605856;1;-13.1507019324098;0;0;2.93829633605856;0
18;1;99;NaN;NaN;-51;2;2.00869953443907;1;NaN;0;0;NaN;0
18;1;144;128;-16;-45;2;1.38829151221216;0;-10.3895782567818;1;0;1.38829151221216;0
18;1;136;134;-2;8;2;2.91796399007217;1;-5.37104299741036;0;0;2.91796399007217;0
18;1;24;25;1;-68;2;1.56088672161786;1;-10.9058842018393;0;0;1.56088672161786;0
18;1;86;96;10;-62;2;2.61954675942616;1;3.51485741868679;0;0;2.61954675942616;0
18;1;85;89;4;1;2;1.78652269971644;1;-7.42442259993535;0;0;1.78652269971644;0
18;1;114;NaN;NaN;-29;2;2.00871048217959;1;NaN;0;0;NaN;0
18;1;31;35;4;83;2;1.6107851471279;0;0.918844619868149;1;0;1.6107851471279;0
18;1;156;NaN;NaN;55;2;2.00870671889425;1;NaN;0;0;NaN;0
18;1;43;46;3;-67;2;1.36184109075839;0;-5.97857204204273;1;0;1.36184109075839;0
18;1;177;80.5;83.5;46;2;2.58812948567356;1;NaN;0;0;NaN;0
18;1;131;146.5;15.5;46;2;2.79783102978399;1;9.68585704055257;1;0;2.79783102978399;0
18;1;8;177.5;-10.5;-57;2;2.31030871521216;1;-7.89947470980966;0;0;2.31030871521216;0
18;1;143;136;-7;45;2;1.16923820424927;1;-3.95341271873929;0;0;1.16923820424927;0
18;1;138;NaN;NaN;5;2;2.00871185064534;1;NaN;0;0;NaN;0
18;1;23;31;8;-65;2;2.53925193681789;0;-2.75601008710145;1;0;2.53925193681789;0
18;1;68;NaN;NaN;-45;2;2.00871766663113;1;NaN;0;0;NaN;0
18;1;35;24.5;-10.5;33;2;3.3351850570798;0;-16.5665868376556;1;0;3.3351850570798;0
