obs;theta;resp;trial;block;rt;error;delta;study;experiment;stimulus;expnum
3;150;144;36;1;9;-6;30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;99;104;37;1;9;5;51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;37;42;38;1;9;5;62;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;98;109;39;1;9;11;-61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;163;157;40;1;9;-6;-65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;21;29;41;1;9;8;-38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;23;34;42;1;9;11;-2;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;69;73;43;1;9;4;-46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;112;138;44;1;9;26;-43;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;64;60;45;1;9;-4;48;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;33;49;46;1;9;16;31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;3;23;47;1;9;20;30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;28;34;48;1;9;6;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;57;57;49;1;9;0;-29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;147;159;50;1;9;12;-90;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;103;109;51;1;9;6;44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;119;110;52;1;9;-9;-16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;165;118;53;1;9;-47;-46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;52;54;54;1;9;2;-67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;16;27;55;1;9;11;36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;25;51;56;1;9;26;-9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;114;120;57;1;9;6;-89;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;108;108;58;1;9;0;6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;178;167;59;1;9;-11;-70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;46;55;60;1;9;9;-48;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;55;62;61;1;9;7;-9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;0;8;62;1;9;8;55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;163;161;63;1;9;-2;17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;39;58;64;1;9;19;-56;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;108;110;65;1;9;2;-69;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;134;127;66;1;9;-7;-26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;65;67;67;1;9;2;69;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;62;61;68;1;9;-1;3;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;111;115;69;1;9;4;-49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;50;66;70;1;9;16;61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;20;31;71;1;9;11;30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;17;20;72;1;9;3;3;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;147;143;73;1;9;-4;50;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;18;13;74;1;9;-5;-51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;92;99;75;1;9;7;-74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;66;76;76;1;9;10;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;179;11;77;1;9;12;67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;119;112;78;1;9;-7;60;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;81;73;79;1;9;-8;38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;92;85;80;1;9;-7;-11;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;160;154;81;1;9;-6;-68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;56;65;82;1;9;9;-76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;131;133;83;1;9;2;-75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;138;133;84;1;9;-5;-7;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;47;57;85;1;9;10;-89;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;144;141;86;1;9;-3;83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;161;151;87;1;9;-10;-17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;96;95;88;1;9;-1;65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;66;71;89;1;9;5;30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;44;47;90;1;9;3;22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;159;154;91;1;9;-5;65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;145;132;92;1;9;-13;14;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;165;161;93;1;9;-4;-20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;129;127;94;1;9;-2;36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;53;63;95;1;9;10;76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;73;76;96;1;9;3;-20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;93;91;97;1;9;-2;-20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;28;54;98;1;9;26;65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;103;102;99;1;9;-1;-75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;101;112;100;1;9;11;2;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;115;121;101;1;9;6;-14;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;146;129;102;1;9;-17;-31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;90;87;103;1;9;-3;56;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;158;151;104;1;9;-7;-68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;114;124;1;2;9;10;44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;12;39;2;2;9;27;-78;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;121;126;3;2;9;5;71;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;29;61;4;2;9;32;-88;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;135;124;5;2;9;-11;74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;46;60;6;2;9;14;89;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;33;44;7;2;9;11;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;59;71;8;2;9;12;-26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;107;114;9;2;9;7;-48;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;27;57;10;2;9;30;80;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;165;151;11;2;9;-14;42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;108;115;12;2;9;7;57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;109;111;13;2;9;2;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;122;116;14;2;9;-6;-13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;167;161;15;2;9;-6;-45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;120;138;16;2;9;18;47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;65;72;17;2;9;7;55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;74;73;18;2;9;-1;-9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;68;74;19;2;9;6;6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;103;102;20;2;9;-1;-35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;33;50;21;2;9;17;70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;178;20;22;2;9;22;35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;179;4;23;2;9;5;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;130;131;24;2;9;1;49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;140;136;25;2;9;-4;-10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;165;161;26;2;9;-4;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;8;20;27;2;9;12;-23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;167;159;28;2;9;-8;21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;47;57;29;2;9;10;-60;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;111;113;30;2;9;2;-64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;3;32;31;2;9;29;-72;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;113;116;32;2;9;3;70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;64;62;33;2;9;-2;49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;106;118;34;2;9;12;-42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;137;151;35;2;9;14;-31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;46;54;36;2;9;8;-89;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;173;168;37;2;9;-5;53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;48;53;38;2;9;5;-55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;33;53;39;2;9;20;15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;76;72;40;2;9;-4;-43;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;105;102;41;2;9;-3;-29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;156;143;42;2;9;-13;-51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;150;146;43;2;9;-4;6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;175;170;44;2;9;-5;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;116;110;45;2;9;-6;59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;11;23;46;2;9;12;-75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;60;58;47;2;9;-2;-49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;118;117;48;2;9;-1;-58;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;36;52;49;2;9;16;82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;133;139;50;2;9;6;83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;106;113;51;2;9;7;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;58;65;52;2;9;7;48;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;177;8;53;2;9;11;61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;170;169;54;2;9;-1;7;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;36;34;55;2;9;-2;-46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;15;15;56;2;9;0;21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;47;46;57;2;9;-1;-32;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;148;152;58;2;9;4;79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;135;138;59;2;9;3;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;99;100;60;2;9;1;36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;74;82;61;2;9;8;25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;128;109;62;2;9;-19;-54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;54;68;63;2;9;14;74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;90;88;64;2;9;-2;-36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;144;143;65;2;9;-1;-54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;9;26;66;2;9;17;-45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;140;128;67;2;9;-12;49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;141;139;68;2;9;-2;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;129;133;69;2;9;4;12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;46;65;70;2;9;19;83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;31;58;71;2;9;27;15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;64;67;72;2;9;3;-33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;56;64;73;2;9;8;8;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;100;106;74;2;9;6;-44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;43;64;75;2;9;21;57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;119;125;76;2;9;6;-76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;100;113;77;2;9;13;19;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;71;81;78;2;9;10;29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;151;140;79;2;9;-11;-80;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;115;126;80;2;9;11;36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;72;78;81;2;9;6;43;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;148;147;82;2;9;-1;-76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;159;162;83;2;9;3;-11;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;41;47;84;2;9;6;-62;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;47;47;85;2;9;0;-6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;111;121;86;2;9;10;-64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;141;131;87;2;9;-10;-30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;169;175;88;2;9;6;-28;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;110;109;89;2;9;-1;59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;83;78;90;2;9;-5;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;148;122;91;2;9;-26;-65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;139;129;92;2;9;-10;9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;24;42;93;2;9;18;-65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;156;85;94;2;9;-71;48;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;49;71;95;2;9;22;-73;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;114;108;96;2;9;-6;-65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;116;111;97;2;9;-5;-2;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;58;61;98;2;9;3;58;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;65;55;99;2;9;-10;-7;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;50;64;100;2;9;14;15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;75;73;101;2;9;-2;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;127;116;102;2;9;-11;-52;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;45;72;103;2;9;27;82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;151;153;104;2;9;2;74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;96;98;1;3;9;2;55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;69;76;2;3;9;7;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;156;154;3;3;9;-2;-87;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;72;71;4;3;9;-1;84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;51;75;5;3;9;24;21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;105;103;6;3;9;-2;-54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;46;59;7;3;9;13;59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;127;116;8;3;9;-11;-81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;116;120;9;3;9;4;11;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;159;164;10;3;9;5;-43;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;69;73;11;3;9;4;90;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;149;128;12;3;9;-21;-80;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;80;83;13;3;9;3;69;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;168;149;14;3;9;-19;-88;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;114;98;15;3;9;-16;54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;38;58;16;3;9;20;76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;142;116;17;3;9;-26;76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;62;70;18;3;9;8;80;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;28;30;19;3;9;2;34;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;178;6;20;3;9;8;30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;53;57;21;3;9;4;-55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;54;41;22;3;9;-13;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;109;117;23;3;9;8;-55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;6;14;24;3;9;8;-77;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;113;105;25;3;9;-8;73;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;87;85;26;3;9;-2;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;172;169;27;3;9;-3;-85;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;11;69;28;3;9;58;-19;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;142;120;29;3;9;-22;49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;144;116;30;3;9;-28;-2;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;131;133;31;3;9;2;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;62;66;32;3;9;4;69;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;72;59;33;3;9;-13;-10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;92;80;34;3;9;-12;-20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;155;137;35;3;9;-18;-63;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;178;28;36;3;9;30;-23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;27;21;37;3;9;-6;-29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;58;53;38;3;9;-5;-31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;31;37;39;3;9;6;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;134;117;40;3;9;-17;77;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;11;24;41;3;9;13;-57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;97;102;42;3;9;5;-86;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;118;113;43;3;9;-5;-21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;99;102;44;3;9;3;19;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;50;72;45;3;9;22;49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;131;123;46;3;9;-8;-81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;150;123;47;3;9;-27;-19;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;58;61;48;3;9;3;-88;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;115;113;49;3;9;-2;-57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;86;80;50;3;9;-6;29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;104;98;51;3;9;-6;-18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;52;63;52;3;9;11;52;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;126;111;53;3;9;-15;-74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;105;106;54;3;9;1;21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;158;162;55;3;9;4;-53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;64;77;56;3;9;13;-86;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;6;14;57;3;9;8;58;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;72;81;58;3;9;9;-66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;153;145;59;3;9;-8;-81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;72;80;60;3;9;8;81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;117;117;61;3;9;0;-45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;74;75;62;3;9;1;43;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;111;109;63;3;9;-2;-37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;65;64;64;3;9;-1;46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;32;40;65;3;9;8;33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;0;18;66;3;9;18;32;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;73;75;67;3;9;2;-73;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;110;107;68;3;9;-3;-37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;53;75;69;3;9;22;57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;90;81;70;3;9;-9;-37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;81;80;71;3;9;-1;9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;42;55;72;3;9;13;39;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;117;108;73;3;9;-9;-75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;7;26;74;3;9;19;-70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;6;14;75;3;9;8;1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;52;46;76;3;9;-6;-46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;10;25;77;3;9;15;42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;174;1;78;3;9;7;16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;9;27;79;3;9;18;-15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;114;107;80;3;9;-7;75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;130;117;81;3;9;-13;-16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;46;65;82;3;9;19;84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;114;115;83;3;9;1;-68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;67;68;84;3;9;1;47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;127;112;85;3;9;-15;-60;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;100;103;86;3;9;3;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;19;31;87;3;9;12;81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;24;30;88;3;9;6;-5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;151;152;89;3;9;1;53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;129;143;90;3;9;14;22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;98;99;91;3;9;1;31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;164;160;92;3;9;-4;-66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;9;10;93;3;9;1;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;112;109;94;3;9;-3;77;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;92;91;95;3;9;-1;20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;117;104;96;3;9;-13;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;116;101;97;3;9;-15;1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;71;77;98;3;9;6;45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;99;99;99;3;9;0;-28;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;156;154;100;3;9;-2;-57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;70;75;101;3;9;5;86;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;44;64;102;3;9;20;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;45;53;103;3;9;8;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;137;137;104;3;9;0;88;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;146;150;1;4;9;4;-9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;100;99;2;4;9;-1;46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;164;150;3;4;9;-14;-64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;141;125;4;4;9;-16;23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;164;158;5;4;9;-6;-23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;94;100;6;4;9;6;70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;51;69;7;4;9;18;43;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;68;72;8;4;9;4;-17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;66;71;9;4;9;5;2;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;56;74;10;4;9;18;10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;21;47;11;4;9;26;35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;147;137;12;4;9;-10;54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;177;175;13;4;9;-2;-30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;132;114;14;4;9;-18;45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;69;76;15;4;9;7;63;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;156;145;16;4;9;-11;-87;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;37;32;17;4;9;-5;-61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;126;122;18;4;9;-4;-89;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;32;46;19;4;9;14;-86;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;45;53;20;4;9;8;-13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;29;44;21;4;9;15;16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;104;102;22;4;9;-2;-75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;119;104;23;4;9;-15;-15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;103;99;24;4;9;-4;16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;170;151;25;4;9;-19;-67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;145;154;26;4;9;9;25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;138;150;27;4;9;12;7;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;18;29;28;4;9;11;-60;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;165;163;29;4;9;-2;33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;170;162;30;4;9;-8;-5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;66;80;31;4;9;14;-76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;65;83;32;4;9;18;1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
3;66;77;33;4;9;11;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
