obs;theta;resp;trial;block;rt;error;delta;study;experiment;stimulus;expnum
1;114;118;1;1;9;4;NaN;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;19;21;2;1;9;2;-85;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;1;12;3;1;9;11;18;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;82;73;4;1;9;-9;-81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;151;157;5;1;9;6;-69;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;107;125;6;1;9;18;44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;119;120;7;1;9;1;-12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;51;63;8;1;9;12;68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;35;60;9;1;9;25;16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;151;149;10;1;9;-2;64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;76;66;11;1;9;-10;75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;39;54;12;1;9;15;37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;171;169;13;1;9;-2;48;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;123;129;14;1;9;6;48;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;22;23;15;1;9;1;-79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;148;146;16;1;9;-2;54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;173;170;17;1;9;-3;-25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;105;109;18;1;9;4;68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;141;134;19;1;9;-7;-36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;42;64;20;1;9;22;-81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;20;37;21;1;9;17;22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;156;157;22;1;9;1;44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;42;47;23;1;9;5;-66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;66;56;24;1;9;-10;-24;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;79;68;25;1;9;-11;-13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;98;113;26;1;9;15;-19;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;110;111;27;1;9;1;-12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;150;156;28;1;9;6;-40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;151;159;29;1;9;8;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;139;153;30;1;9;14;12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;65;69;31;1;9;4;74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;110;114;32;1;9;4;-45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;125;120;33;1;9;-5;-15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;152;147;34;1;9;-5;-27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;23;21;35;1;9;-2;-51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;15;15;36;1;9;0;8;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;93;110;37;1;9;17;-78;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;122;114;38;1;9;-8;-29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;137;144;39;1;9;7;-15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;154;156;40;1;9;2;-17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;163;150;41;1;9;-13;-9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;119;118;42;1;9;-1;44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;40;39;43;1;9;-1;79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;141;141;44;1;9;0;79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;129;138;45;1;9;9;12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;166;161;46;1;9;-5;-37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;114;121;47;1;9;7;52;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;30;33;48;1;9;3;84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;127;118;49;1;9;-9;83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;15;28;50;1;9;13;-68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;94;109;51;1;9;15;-79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;143;142;52;1;9;-1;-49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;64;67;53;1;9;3;79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;81;72;54;1;9;-9;-17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;72;71;55;1;9;-1;9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;119;119;56;1;9;0;-47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;96;111;57;1;9;15;23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;95;110;58;1;9;15;1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;22;24;59;1;9;2;73;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;169;161;60;1;9;-8;33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;172;163;61;1;9;-9;-3;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;113;114;62;1;9;1;59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;109;109;63;1;9;0;4;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;168;166;64;1;9;-2;-59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;50;62;65;1;9;12;-62;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;11;13;66;1;9;2;39;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;174;176;67;1;9;2;17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;38;29;68;1;9;-9;-44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;51;57;69;1;9;6;-13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;125;124;70;1;9;-1;-74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;163;156;71;1;9;-7;-38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;162;151;72;1;9;-11;1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;150;150;73;1;9;0;12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;162;151;74;1;9;-11;-12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;136;143;75;1;9;7;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;129;132;76;1;9;3;7;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;23;23;77;1;9;0;-74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;98;104;78;1;9;6;-75;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;88;101;79;1;9;13;10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;136;123;80;1;9;-13;-48;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;153;153;81;1;9;0;-17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;172;159;82;1;9;-13;-19;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;101;108;83;1;9;7;71;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;102;111;84;1;9;9;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;170;170;85;1;9;0;-68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;14;14;86;1;9;0;-24;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;108;107;87;1;9;-1;86;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;92;86;88;1;9;-6;16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;39;47;89;1;9;8;53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;34;39;90;1;9;5;5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;18;29;91;1;9;11;16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;104;106;92;1;9;2;-86;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;154;154;93;1;9;0;-50;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;100;104;94;1;9;4;54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;126;130;95;1;9;4;-26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;176;164;96;1;9;-12;-50;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;136;133;97;1;9;-3;40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;165;165;98;1;9;0;-29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;49;52;99;1;9;3;-64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;93;100;100;1;9;7;-44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;7;16;101;1;9;9;86;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;149;164;102;1;9;15;38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;0;176;103;1;9;-4;-31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;62;74;104;1;9;12;-62;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;54;61;1;2;9;7;8;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;17;25;2;2;9;8;37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;101;110;3;2;9;9;-84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;124;122;4;2;9;-2;-23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;86;100;5;2;9;14;38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;147;139;6;2;9;-8;-61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;31;36;7;2;9;5;-64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;54;40;8;2;9;-14;-23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;179;179;9;2;9;0;55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;50;49;10;2;9;-1;-51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;166;167;11;2;9;1;64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;62;61;12;2;9;-1;-76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;150;159;13;2;9;9;-88;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;2;7;14;2;9;5;-32;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;130;123;15;2;9;-7;52;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;78;75;16;2;9;-3;52;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;137;126;17;2;9;-11;-59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;35;41;18;2;9;6;-78;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;117;117;19;2;9;0;-82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;122;117;20;2;9;-5;-5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;144;136;21;2;9;-8;-22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;44;51;22;2;9;7;-80;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;88;80;23;2;9;-8;-44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;87;77;24;2;9;-10;1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;99;106;25;2;9;7;-12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;1;14;26;2;9;13;-82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;136;148;27;2;9;12;45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;156;150;28;2;9;-6;-20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;177;168;29;2;9;-9;-21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;129;141;30;2;9;12;48;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;104;110;31;2;9;6;25;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;171;172;32;2;9;1;-67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;45;45;33;2;9;0;-54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;17;39;34;2;9;22;28;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;61;59;35;2;9;-2;-44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;26;35;36;2;9;9;35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;59;44;37;2;9;-15;-33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;37;47;38;2;9;10;22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;163;161;39;2;9;-2;54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;128;152;40;2;9;24;35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;24;21;41;2;9;-3;-76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;11;15;42;2;9;4;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;137;134;43;2;9;-3;54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;152;138;44;2;9;-14;-15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;125;138;45;2;9;13;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;174;161;46;2;9;-13;-49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;36;46;47;2;9;10;-42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;59;60;48;2;9;1;-23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;157;162;49;2;9;5;82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;114;126;50;2;9;12;43;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;98;112;51;2;9;14;16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;174;159;52;2;9;-15;-76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;102;107;53;2;9;5;72;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;51;63;54;2;9;12;51;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;120;124;55;2;9;4;-69;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;84;68;56;2;9;-16;36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;140;146;57;2;9;6;-56;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;172;163;58;2;9;-9;-32;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;60;58;59;2;9;-2;-68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;146;156;60;2;9;10;-86;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;79;73;61;2;9;-6;67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;178;171;62;2;9;-7;81;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;150;166;63;2;9;16;28;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;142;157;64;2;9;15;8;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;141;156;65;2;9;15;1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;70;74;66;2;9;4;71;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;103;111;67;2;9;8;-33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;132;115;68;2;9;-17;-29;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;17;22;69;2;9;5;-65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;99;100;70;2;9;1;-82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;59;72;71;2;9;13;40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;129;142;72;2;9;13;-70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;119;124;73;2;9;5;10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;22;21;74;2;9;-1;-83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;105;115;75;2;9;10;-83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;126;118;76;2;9;-8;-21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;168;170;77;2;9;2;-42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;89;80;78;2;9;-9;79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;49;68;79;2;9;19;40;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;69;66;80;2;9;-3;-20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;126;119;81;2;9;-7;-57;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;44;52;82;2;9;8;82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;60;67;83;2;9;7;-16;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;82;70;84;2;9;-12;-22;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;129;121;85;2;9;-8;-47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;166;164;86;2;9;-2;-37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;59;65;87;2;9;6;-73;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;58;65;88;2;9;7;1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;63;64;89;2;9;1;-5;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;50;64;90;2;9;14;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;121;123;91;2;9;2;-71;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;176;172;92;2;9;-4;-55;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;111;113;93;2;9;2;65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;59;65;94;2;9;6;52;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;100;109;95;2;9;9;-41;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;35;43;96;2;9;8;65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;70;51;97;2;9;-19;-35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;9;22;98;2;9;13;61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;174;1;99;2;9;7;15;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;79;69;100;2;9;-10;-85;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;149;144;101;2;9;-5;-70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;82;72;102;2;9;-10;67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;135;139;103;2;9;4;-53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;152;159;104;2;9;7;-17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;179;176;1;3;9;-3;-27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;0;5;2;3;9;5;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;147;147;3;3;9;0;33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;21;20;4;3;9;-1;-54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;177;172;5;3;9;-5;24;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;82;76;6;3;9;-6;-85;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;164;167;7;3;9;3;-82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;85;78;8;3;9;-7;79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;96;99;9;3;9;3;-11;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;141;141;10;3;9;0;-45;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;145;147;11;3;9;2;-4;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;75;73;12;3;9;-2;70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;2;13;13;3;9;11;73;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;140;142;14;3;9;2;42;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;117;123;15;3;9;6;23;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;164;157;16;3;9;-7;-47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;81;76;17;3;9;-5;83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;147;160;18;3;9;13;-66;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;103;105;19;3;9;2;44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;49;47;20;3;9;-2;54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;39;43;21;3;9;4;10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;52;48;22;3;9;-4;-13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;16;23;23;3;9;7;36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;140;142;24;3;9;2;56;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;81;78;25;3;9;-3;59;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;12;16;26;3;9;4;69;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;166;169;27;3;9;3;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;65;72;28;3;9;7;-79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;178;3;29;3;9;5;67;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;22;24;30;3;9;2;-24;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;66;70;31;3;9;4;-44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;20;35;32;3;9;15;46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;7;17;33;3;9;10;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;110;116;34;3;9;6;77;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;49;58;35;3;9;9;61;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;93;93;36;3;9;0;-44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;63;71;37;3;9;8;30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;175;176;38;3;9;1;68;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;53;65;39;3;9;12;-58;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;43;51;40;3;9;8;10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;43;49;41;3;9;6;0;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;53;50;42;3;9;-3;-10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;151;146;43;3;9;-5;82;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;138;143;44;3;9;5;13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;92;94;45;3;9;2;46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;18;23;46;3;9;5;74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;71;74;47;3;9;3;-53;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;149;141;48;3;9;-8;-78;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;122;120;49;3;9;-2;27;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;90;98;50;3;9;8;32;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;103;101;51;3;9;-2;-13;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;73;80;52;3;9;7;30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;62;74;53;3;9;12;11;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;126;126;54;3;9;0;-64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;92;106;55;3;9;14;34;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;127;119;56;3;9;-8;-35;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;148;149;57;3;9;1;-21;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;179;171;58;3;9;-8;-31;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;48;51;59;3;9;3;-49;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;174;166;60;3;9;-8;54;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;111;115;61;3;9;4;63;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;32;38;62;3;9;6;79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;88;88;63;3;9;0;-56;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;167;159;64;3;9;-8;-79;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;80;82;65;3;9;2;87;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;42;63;66;3;9;21;38;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;48;59;67;3;9;11;-6;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;144;145;68;3;9;1;84;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;47;60;69;3;9;13;-83;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;151;152;70;3;9;1;76;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;77;78;71;3;9;1;74;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;147;156;72;3;9;9;-70;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;27;22;73;3;9;-5;-60;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;39;37;74;3;9;-2;-12;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;83;76;75;3;9;-7;-44;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;94;95;76;3;9;1;-11;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;156;161;77;3;9;5;-62;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;10;10;78;3;9;0;-34;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;46;45;79;3;9;-1;-36;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;47;52;80;3;9;5;-1;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;39;54;81;3;9;15;8;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;76;76;82;3;9;0;-37;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;165;162;83;3;9;-3;-89;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;100;111;84;3;9;11;65;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;68;80;85;3;9;12;32;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;51;68;86;3;9;17;17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;85;79;87;3;9;-6;-34;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;59;73;88;3;9;14;26;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;76;77;89;3;9;1;-17;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;56;68;90;3;9;12;20;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;102;108;91;3;9;6;-46;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;106;108;92;3;9;2;-4;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;116;111;93;3;9;-5;-10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;163;164;94;3;9;1;-47;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;154;157;95;3;9;3;9;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;164;165;96;3;9;1;-10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;48;71;97;3;9;23;-64;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;121;118;98;3;9;-3;-73;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;111;115;99;3;9;4;10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;173;169;100;3;9;-4;-62;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;23;19;101;3;9;-4;-30;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;170;175;102;3;9;5;33;Fischer & Whitney (2014);Experiment 1b;Orientation;1
1;0;175;103;3;9;-5;-10;Fischer & Whitney (2014);Experiment 1b;Orientation;1
