obs;theta;resp;error;block;cond;rt;trials;delta;study;experiment;stimulus;expnum
26;276.513;269.868;-6.64499999999998;16;1;9;3;108.768;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;13.391;11.258;-2.13299999999995;16;1;9;4;-96.8779999999999;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;304.543;286.605;-17.938;16;1;9;5;68.848;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;206.387;196.182;-10.205;16;1;9;6;98.156;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;170.52946;167.6629;-2.86655999999999;16;1;9;7;35.85754;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;92.6966;0.085000000000008;-92.6116;16;1;9;8;77.83286;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;290.499;277.349;-13.15;16;1;9;9;162.1976;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;129.214;353.547;-135.667;16;1;9;10;161.285;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;332.34;345.674;13.334;16;1;9;11;156.874;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;56.101;76.196;20.095;16;1;9;12;-83.761;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;197.672;189.116;-8.5560000000001;16;1;9;13;-141.571;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;232.637;253.858;21.221;16;1;9;14;-34.9649999999999;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;248.646;262.179;13.5329999999999;16;1;9;15;-16.009;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;101.4362;99.3523;-2.0839;16;1;9;16;147.2098;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;351.649;354.238;2.58899999999997;16;1;9;17;109.7872;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;79.759;82.6526;2.89360000000002;16;1;9;18;-88.11;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;25.706;91.9945;66.2885;17;1;9;1;54.053;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;215.421;207.054;-8.36700000000005;17;1;9;2;170.285;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;242.297;257.09;14.793;17;1;9;3;-26.876;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;187.852;181.184;-6.66799999999992;17;1;9;4;54.4450000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;267.005;272.462;5.45699999999997;17;1;9;5;-79.153;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;164.1747;167.3059;3.13120000000001;17;1;9;6;102.8303;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;125.971;126.8387;0.867700000000014;17;1;9;7;38.2037;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;228.425;234.421;5.99599999999998;17;1;9;8;-102.454;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;15.392;12.925;-2.46699999999998;17;1;9;9;-146.967;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;85.5171;83.8538;-1.66329999999999;17;1;9;10;-70.1251;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;156.3967;156.9715;0.57480000000001;17;1;9;11;-70.8796;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;72.829;77.346;4.517;17;1;9;12;83.5677;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;300.695;286.862;-13.833;17;1;9;13;132.134;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;292.25;282.767;-9.48300000000003;17;1;9;14;8.44499999999999;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;357.473;0.343999999999994;2.87099999999992;17;1;9;15;-65.223;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;51.966;185.361;133.395;17;1;9;16;-54.493;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;326.104;317.563;-8.54099999999997;17;1;9;17;85.862;Chetverikov & Jehee (2023);Experiment 1;Motion;1
26;113.8712;94.4431;-19.4281;17;1;9;18;-147.7672;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;81.3767;338.695;-102.6817;1;1;9;1;NaN;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;76.304;200.852;124.548;1;1;9;2;5.0727;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;330.329;322.674;-7.65500000000003;1;1;9;3;105.975;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;252.438;238.431;-14.007;1;1;9;4;77.891;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;274.654;274.9;0.245999999999953;1;1;9;5;-22.216;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;125.2531;259.474;134.2209;1;1;9;6;149.4009;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;6.52500000000001;20.079;13.554;1;1;9;7;118.7281;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;359.928;2.40899999999999;2.48099999999994;1;1;9;8;6.59699999999998;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;318.798;310.318;-8.47999999999996;1;1;9;9;41.13;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;189.421;191.051;1.62999999999994;1;1;9;10;129.377;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;40.206;60.504;20.2980000000001;1;1;9;11;149.215;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;234.442;242.666;8.22399999999993;1;1;9;12;165.764;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;141.0271;247.609;106.5819;1;1;9;13;93.4149000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;203.812;194.664;-9.14800000000002;1;1;9;14;-62.7849;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;105.2586;192.509;87.2504;1;1;9;15;98.5534;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;285.881;293.137;7.25600000000003;1;1;9;16;179.3776;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;39.351;76.707;37.356;1;1;9;17;-113.47;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;163.6064;143.8188;-19.7876;1;1;9;18;-124.2554;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;65.653;71.62;5.96700000000001;2;1;9;1;97.9534;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;45.774;72.83;27.056;2;1;9;2;19.879;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;146.3126;140.6577;-5.6549;2;1;9;3;-100.5386;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;324.971;179.63068;-145.34032;2;1;9;4;-178.6584;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;102.0272;113.0705;11.0433;2;1;9;5;-137.0562;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;177.14163;182.871;5.72936999999996;2;1;9;6;-75.11443;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;223.148;221.254;-1.89399999999998;2;1;9;7;-46.00637;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;25.632;40.287;14.655;2;1;9;8;-162.484;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;289.921;302.918;12.997;2;1;9;9;95.711;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;190.215;188.875;-1.33999999999998;2;1;9;10;99.706;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;273.95;274.117;0.167000000000087;2;1;9;11;-83.735;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;352.501;166.5447;174.0437;2;1;9;12;-78.551;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;120.4942;145.0019;24.5077;2;1;9;13;-127.9932;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;94.8051;175.90393;81.09883;2;1;9;14;25.6891;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;205.026;206.31;1.28400000000005;2;1;9;15;-110.2209;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;10.122;188.506;178.384;2;1;9;16;-165.096;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;304.441;114.23;169.789;2;1;9;17;65.681;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;255.514;248.403;-7.11099999999999;2;1;9;18;48.9269999999999;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;225.489;247.492;22.003;3;1;9;1;30.0250000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;357.582;179.276832;-178.305168;3;1;9;2;-132.093;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;303.572;139.3137;-164.2583;3;1;9;3;54.01;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;241.831;237.853;-3.97800000000004;3;1;9;4;61.741;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;83.4857;227.604;144.1183;3;1;9;5;158.3453;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;162.5772;154.4615;-8.1157;3;1;9;6;-79.0915;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;19.39;160.1898;140.7998;3;1;9;7;143.1872;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;77.811;165.3638;87.5528;3;1;9;8;-58.421;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;196.144;195.393;-0.751000000000033;3;1;9;9;-118.333;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;124.9275;142.8802;17.9527;3;1;9;10;71.2165;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;32.236;117.014;84.778;3;1;9;11;92.6915;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;328.473;263.124;-65.349;3;1;9;12;63.763;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;106.2958;0.242999999999995;-106.0528;3;1;9;13;-137.8228;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;269.955;168.6029;-101.3521;3;1;9;14;-163.6592;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;203.627;227.833;24.206;3;1;9;15;66.3279999999999;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;149.1064;144.5213;-4.58510000000001;3;1;9;16;54.5206000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;289.392;148.5395;-140.8525;3;1;9;17;-140.2856;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;43.026;47.811;4.785;3;1;9;18;-113.634;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;309.154;309.867;0.712999999999994;4;1;9;1;93.872;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;127.929;116.0277;-11.9013;4;1;9;2;-178.775;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;91.7824;15.532;-76.2504;4;1;9;3;36.1466;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;280.236;194.309;-85.9269999999999;4;1;9;4;171.5464;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;0.224999999999994;211.54;-148.685;4;1;9;5;-79.989;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;31.314;199.073;167.759;4;1;9;6;-31.089;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;182.941;180.537;-2.404;4;1;9;7;-151.627;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;351.205;342.307;-8.89800000000005;4;1;9;8;-168.264;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;231.062;245.128;14.0659999999999;4;1;9;9;120.143;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;79.629;156.0034;76.3744;4;1;9;10;151.433;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;165.029;170.6547;5.6257;4;1;9;11;-85.4;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;107.4417;167.4319;59.9902;4;1;9;12;57.5873;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;148.3909;145.1475;-3.24340000000001;4;1;9;13;-40.9492;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;275.908;161.7757;-114.1323;4;1;9;14;-127.5171;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;249.795;136.1374;-113.6576;4;1;9;15;26.113;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;204.002;212.015;8.01299999999998;4;1;9;16;45.793;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;53.806;63.644;9.83799999999999;4;1;9;17;150.196;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;328.847;203.968;-124.879;4;1;9;18;84.959;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;297.444;315.258;17.8140000000001;5;1;9;1;31.403;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;328.493;296.204;-32.289;5;1;9;2;-31.049;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;217.924;235.538;17.6140000000001;5;1;9;3;110.569;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;315.983;220.496;-95.487;5;1;9;4;-98.059;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;107.5846;165.7498;58.1652;5;1;9;5;-151.6016;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;275.928;173.55451;-102.37349;5;1;9;6;-168.3434;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;193.338;193.96;0.621999999999929;5;1;9;7;82.59;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;26.95;198.967;172.017;5;1;9;8;166.388;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;232.353;257.704;25.351;5;1;9;9;154.597;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;46.329;242.523;-163.806;5;1;9;10;-173.976;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;64.608;143.9341;79.3261;5;1;9;11;-18.279;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;172.55202;179.375272;6.823252;5;1;9;12;-107.94402;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;93.5891;193.223;99.6339;5;1;9;13;78.96292;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;138.1386;143.0555;4.9169;5;1;9;14;-44.5495;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;1.95699999999999;261.67;-100.287;5;1;9;15;136.1816;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;153.2214;158.0868;4.86539999999999;5;1;9;16;-151.2644;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;354.379;212.233;-142.146;5;1;9;17;158.8424;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;253.877;264.158;10.281;5;1;9;18;100.502;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;196.505;192.109;-4.39600000000004;6;1;9;1;57.372;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;358.704;15.237;16.5329999999999;6;1;9;2;-162.199;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;98.7988;274.743;175.9442;6;1;9;3;-100.0948;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;10.956;229.051;-141.905;6;1;9;4;87.8428;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;153.0908;149.836;-3.25480000000002;6;1;9;5;-142.1348;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;236.54;158.8469;-77.6931000000001;6;1;9;6;-83.4492000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;41.937;93.3068;51.3698;6;1;9;7;-165.397;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;24.747;223.985;-160.762;6;1;9;8;17.19;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;262.118;266.897;4.779;6;1;9;9;122.629;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;251.617;267.356;15.739;6;1;9;10;10.501;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;129.5768;336.057;-153.5198;6;1;9;11;122.0402;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;293.078;179.509522;-113.568478;6;1;9;12;-163.5012;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;215.325;226.166;10.841;6;1;9;13;77.753;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;327.655;244.401;-83.254;6;1;9;14;-112.33;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;119.6709;221.116;101.4451;6;1;9;15;-152.0159;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;68.51;215.105;146.595;6;1;9;16;51.1609;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;161.3993;190.277;28.8777;6;1;9;17;-92.8893;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;314.267;180.791;-133.476;6;1;9;18;-152.8677;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;176.68491;179.17545;2.49054000000001;7;1;9;1;137.58209;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;8.78399999999999;4.19999999999999;-4.58399999999998;7;1;9;2;167.90091;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;260.219;207.551;-52.668;7;1;9;3;108.565;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;45.424;206.544;161.12;7;1;9;4;-145.205;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;146.7441;149.425;2.68090000000001;7;1;9;5;-101.3201;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;114.3066;292.917;178.6104;7;1;9;6;32.4375;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;77.64;211.54;133.9;7;1;9;7;36.6666;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;39.941;208.532;168.591;7;1;9;8;37.699;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;293.104;260.55;-32.554;7;1;9;9;106.837;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;88.3515;83.7424;-4.60910000000001;7;1;9;10;-155.2475;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;129.3562;160.299;30.9428;7;1;9;11;-41.0047;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;327.022;253.156;-73.866;7;1;9;12;162.3342;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;248.703;92.025;-156.678;7;1;9;13;78.319;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;200.984;212.059;11.0750000000001;7;1;9;14;47.719;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;233.636;243.976;10.34;7;1;9;15;-32.6520000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;352.565;224.567;-127.998;7;1;9;16;-118.929;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;181.511;188.587;7.07599999999994;7;1;9;17;171.054;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;305.717;183.007;-122.71;7;1;9;18;-124.206;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;87.9537;259.379;171.4253;8;1;9;1;-142.2367;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;213.25;241.38;28.13;8;1;9;2;-125.2963;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;242.112;251.793;9.68099999999993;8;1;9;3;-28.862;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;315.711;312.883;-2.828;8;1;9;4;-73.599;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;9.81700000000001;217.102;-152.715;8;1;9;5;-54.106;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;234.674;244.779;10.105;8;1;9;6;135.143;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;130.2138;127.5143;-2.6995;8;1;9;7;104.4602;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;296.694;235.603;-61.091;8;1;9;8;-166.4802;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;329.743;201.411;-128.332;8;1;9;9;-33.049;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;197.51;202.419;4.90900000000002;8;1;9;10;132.233;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;36.185;76.296;40.111;8;1;9;11;161.325;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;77.988;253.154;175.166;8;1;9;12;-41.803;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;165.9052;158.9518;-6.95339999999999;8;1;9;13;-87.9172;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;117.7591;194.169;76.4099;8;1;9;14;48.1461;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;59.91;202.966;143.056;8;1;9;15;57.8491;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;278.886;204.777;-74.109;8;1;9;16;141.024;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;340.978;253.508;-87.47;8;1;9;17;-62.092;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;146.858;195.443;48.585;8;1;9;18;-165.88;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;180.926;185.577;4.65100000000001;9;1;9;1;-34.068;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;238.264;252.537;14.2729999999999;9;1;9;2;-57.3380000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;42.872;63.264;20.392;9;1;9;3;-164.608;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;205.899;216.499;10.6000000000001;9;1;9;4;-163.027;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;252.97;273.338;20.368;9;1;9;5;-47.0710000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;94.1097;322.218;-131.8917;9;1;9;6;158.8603;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;145.4875;251.266;105.7785;9;1;9;7;-51.3778;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;109.4668;231.109;121.6422;9;1;9;8;36.0207;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;332.202;225.456;-106.746;9;1;9;9;137.2648;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;77.469;258.853;-178.616;9;1;9;10;-105.267;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;173.02874;151.6512;-21.37754;9;1;9;11;-95.55974;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;306.508;319.022;12.514;9;1;9;12;-133.47926;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;11.383;355.363;-16.02;9;1;9;13;-64.875;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;357.188;226.382;-130.806;9;1;9;14;14.1950000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;298.332;246.817;-51.5149999999999;9;1;9;15;58.856;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;132.3728;148.1913;15.8185;9;1;9;16;165.9592;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;276.653;246.44;-30.213;9;1;9;17;-144.2802;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;23.124;225.109;-158.015;9;1;9;18;-106.471;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;354.832;246.045;-108.787;10;1;9;1;28.292;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;142.3751;129.6879;-12.6872;10;1;9;2;-147.5431;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;66.119;252.959;-173.16;10;1;9;3;76.2561;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;337.392;331.165;-6.22699999999998;10;1;9;4;88.727;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;281.163;291.242;10.079;10;1;9;5;56.229;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;18.645;201.982;-176.663;10;1;9;6;-97.482;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;255.829;240.891;-14.938;10;1;9;7;122.816;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;188.432;205.508;17.076;10;1;9;8;67.397;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;80.8434;207.662;126.8186;10;1;9;9;107.5886;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;233.936;147.2291;-86.7069;10;1;9;10;-153.0926;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;210.291;239.779;29.488;10;1;9;11;23.645;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;268.616;207.215;-61.4009999999999;10;1;9;12;-58.325;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;318.482;235.613;-82.8689999999999;10;1;9;13;-49.866;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;38.71;214.662;175.952;10;1;9;14;-80.2280000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;109.1103;257.602;148.4917;10;1;9;15;-70.4003;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;123.5512;149.4044;25.8532;10;1;9;16;-14.4409;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;175.86063;176.14247;0.281839999999988;10;1;9;17;-52.30943;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;42.536;229.793;-172.743;10;1;9;18;133.32463;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;36.038;212.227;176.189;11;1;9;1;6.49799999999999;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;273.853;262.72;-11.133;11;1;9;2;122.185;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;259.375;261.962;2.58699999999993;11;1;9;3;14.478;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;144.9899;318.045;173.0551;11;1;9;4;114.3851;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;294.359;206.07;-88.289;11;1;9;5;-149.3691;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;305.433;263.31;-42.123;11;1;9;6;-11.074;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;336.104;174.83032;-161.27368;11;1;9;7;-30.671;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;233.139;250.787;17.6479999999999;11;1;9;8;102.965;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;77.263;231.834;154.571;11;1;9;9;155.876;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;4.33199999999999;211.674;-152.658;11;1;9;10;72.931;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;111.5083;118.6903;7.18199999999999;11;1;9;11;-107.1763;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;178.06506;177.06032;-1.00474;11;1;9;12;-66.55676;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;342.547;258.761;-83.786;11;1;9;13;-164.48194;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;180.137;194.286;14.1489999999999;11;1;9;14;162.41;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;85.0745;225.036;139.9615;11;1;9;15;95.0625000000001;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;49.149;241.972;-167.177;11;1;9;16;35.9255;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;212.282;249.892;37.61;11;1;9;17;-163.133;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;139.0344;118.8169;-20.2175;11;1;9;18;73.2476;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;278.867;179.63589;-99.23111;12;1;9;1;-139.8326;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;75.57;206.457;130.887;12;1;9;2;-156.703;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;15.094;213.047;-162.047;12;1;9;3;60.476;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;35.497;61.045;25.548;12;1;9;4;-20.403;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;170.959;157.2686;-13.6904;12;1;9;5;-135.462;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;97.4344;201.982;104.5476;12;1;9;6;73.5246;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;347.949;332.079;-15.87;12;1;9;7;109.4854;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;256.5;314.664;58.164;12;1;9;8;91.4489999999999;Chetverikov & Jehee (2023);Experiment 1;Motion;1
27;44.527;260.894;-143.633;12;1;9;9;-148.027;Chetverikov & Jehee (2023);Experiment 1;Motion;1
