obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus;expnum
6;24;21;-3;2.8251018000301;4;-33;99;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;48;41;-7;2.03317089984193;4;-24;100;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;160;167;7;2.12485230015591;4;68;101;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;157;152;-5;1.17512929998338;4;3;102;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;69;55;-14;1.92429149989039;4;88;103;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;122;131;9;5.65666269999929;4;-53;104;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;135;123;-12;2.18347080005333;4;-13;105;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;102;119;17;3.00829640007578;4;33;106;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;105;118;13;3.43215489992872;4;-3;107;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;101;116;15;1.63142749993131;4;4;108;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;85;78;-7;2.08309219987132;4;16;109;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;138;132;-6;2.82443820009939;4;-53;110;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;75;67;-8;1.95797850005329;4;63;111;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;16;35;19;5.08252990012988;4;59;112;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;45;42;-3;6.79918249999173;4;-29;113;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;119;128;9;2.52462959988043;4;-74;114;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;40;45;5;4.70772509998642;4;79;115;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;121;135;14;1.74119569989853;4;-81;116;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;75;65;-10;2.01628390001133;4;46;117;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;156;166;10;5.25755870016292;4;-81;118;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;63;68;5;2.24116520001553;4;-87;119;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;71;68;-3;2.52455050009303;4;-8;120;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;22;55;33;1.4078488999512;5;49;121;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;168;163;-5;1.17479900014587;5;34;122;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;155;155;0;2.35862970002927;5;13;123;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;179;5;6;2.81676519988105;5;-24;124;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;55;35;-20;5.54980270005763;5;-56;125;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;23;27;4;2.76548719988205;5;32;126;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;57;46;-11;7.87410510005429;5;-34;127;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;78;80;2;1.45867939991876;5;-21;128;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;8;20;12;5.52366569987498;5;70;129;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;66;44;-22;7.88120469986461;5;-58;130;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;180;172;-8;5.14931360003538;5;66;131;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;162;152;-10;7.00795260001905;5;18;132;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;60;57;-3;2.3502324000001;5;-78;133;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;108;110;2;4.75670719984919;5;-48;134;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;160;157;-3;8.92398609989323;5;-52;135;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;70;87;17;4.82501180004328;5;90;136;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;165;164;-1;4.20680789998733;5;85;137;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;162;164;2;3.38337870012037;5;3;138;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;160;160;0;1.3753437998239;5;2;139;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;31;39;8;4.69944760017097;5;-51;140;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;113;127;14;7.90789229981601;5;-82;141;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;88;68;-20;3.3245753000956;5;25;142;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;161;162;1;2.4656118999701;5;-73;143;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;120;144;24;2.08311669994146;5;41;144;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;158;150;-8;5.65804819995537;5;-38;145;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;108;132;24;2.27483280003071;5;50;146;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;17;24;7;1.85021870001219;5;-89;147;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;178;7;9;3.34956500004046;5;19;148;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;60;54;-6;2.49146109982394;5;-62;149;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;60;54;-6;1.89987349999137;5;0;150;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;84;83;-1;1.79981369990855;6;-24;151;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;130;121;-9;2.73221509996802;6;-46;152;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;10;24;14;2.28110349993221;6;-60;153;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;35;33;-2;3.78314249985851;6;-25;154;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;22;30;8;2.75845679990016;6;13;155;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;123;128;5;4.02385610016063;6;79;156;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;102;103;1;1.96593780000694;6;21;157;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;98;105;7;2.05809119995683;6;4;158;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;50;50;0;1.32493629981764;6;48;159;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;179;0;1;1.50852250005119;6;51;160;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;6;1;-5;3.63289060001262;6;-7;161;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;87;75;-12;1.42455450003035;6;-81;162;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;146;145;-1;2.00011730007827;6;-59;163;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;107;121;14;2.62478250009008;6;39;164;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;163;160;-3;2.30858870013617;6;-56;165;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;71;78;7;8.99126829998568;6;-88;166;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;169;163;-6;3.3151650999207;6;82;167;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;136;138;2;2.58246960001998;6;33;168;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;73;71;-2;1.78296760004014;6;63;169;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;20;35;15;1.74139610002749;6;53;170;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;100;123;23;3.57491449988447;6;-80;171;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;148;158;10;2.05839439993724;6;-48;172;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;68;45;-23;6.63184079993516;6;80;173;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;161;167;6;2.73353199986741;6;87;174;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;136;149;13;2.4906909998972;6;25;175;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;126;144;18;2.0750802999828;6;10;176;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;137;140;3;11.6902908999473;6;-11;177;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;151;157;6;1.6247401998844;6;-14;178;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;111;113;2;1.97516489983536;6;40;179;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;105;116;11;3.62379340012558;6;6;180;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;2;9;7;1.8829411000479;7;-77;181;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;112;114;2;1.7409871998243;7;70;182;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;100;115;15;3.81637130002491;7;12;183;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;4;20;16;3.19127439986914;7;-84;184;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;75;66;-9;2.09142729989253;7;-71;185;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;83;70;-13;2.1001830000896;7;-8;186;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;15;15;0;1.60850390000269;7;68;187;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;155;152;-3;3.04055679985322;7;40;188;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;149;147;-2;2.12512840004638;7;6;189;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;62;58;-4;3.19960750010796;7;87;190;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;86;80;-6;1.49885939992964;7;-24;191;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;47;49;2;1.3414982999675;7;39;192;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;12;22;10;2.21688439999707;7;35;193;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;8;13;5;1.45851269993;7;4;194;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;50;51;1;3.67497079982422;7;-42;195;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;148;137;-11;3.14047669991851;7;82;196;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;139;135;-4;1.77478799992241;7;9;197;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;9;14;5;7.29958730004728;7;-50;198;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;101;130;29;3.38314869999886;7;88;199;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;25;18;-7;2.24981910013594;7;76;200;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;162;154;-8;0.999874399974942;7;43;201;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;87;122;35;6.88258250011131;7;75;202;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;103;100;-3;0.716647099936381;7;-16;203;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;69;55;-14;2.4151312999893;7;34;204;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;87;91;4;2.99999079992995;7;-18;205;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;149;151;2;2.31555970013142;7;-62;206;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;78;74;-4;2.07473050011322;7;71;207;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;85;91;6;1.07549010007642;7;-7;208;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;103;111;8;2.67517679999582;7;-18;209;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;37;27;-10;1.75733179994859;7;66;210;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;137;135;-2;1.6153191998601;8;80;211;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;111;125;14;2.25726280012168;8;26;212;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;171;165;-6;2.46579469996504;8;-60;213;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;107;130;23;1.11699120001867;8;64;214;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;115;129;14;1.45798869989812;8;-8;215;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;105;108;3;1.85017760004848;8;10;216;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;11;18;7;12.8897957000881;8;-86;217;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;93;90;-3;2.65802339999937;8;-82;218;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;43;44;1;1.64148550014943;8;50;219;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;91;84;-7;2.183150799945;8;-48;220;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;16;25;9;1.70823630015366;8;75;221;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;180;4;4;2.5167127000168;8;16;222;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;79;72;-7;4.2833349998109;8;-79;223;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;50;56;6;3.38272450002842;8;29;224;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;111;122;11;1.58307520020753;8;-61;225;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;62;58;-4;2.09977909992449;8;49;226;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;174;172;-2;2.43342879996635;8;68;227;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;17;14;-3;3.29075179994106;8;-23;228;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;133;145;12;2.26535489992239;8;64;229;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;165;156;-9;11.7320260000415;8;-32;230;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;45;51;6;3.79163590003736;8;-60;231;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;45;48;3;3.40835739998147;8;0;232;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;127;125;-2;2.13257079990581;8;-82;233;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;173;168;-5;1.39965709997341;8;-46;234;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;57;43;-14;1.35805499996059;8;-64;235;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;180;4;4;2.96673229988664;8;57;236;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;143;146;3;1.49430259992369;8;37;237;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;22;30;8;2.14156270003878;8;-59;238;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;163;162;-1;1.40859830006957;8;39;239;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;88;77;-11;1.68359280005097;8;75;240;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;74;69;-5;1.15860239998437;9;14;241;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;177;165;-12;1.5585555001162;9;77;242;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;140;149;9;1.24990519997664;9;37;243;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;153;155;2;1.90702489996329;9;-13;244;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;162;162;0;1.23363339994103;9;-9;245;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;134;135;1;4.67448369995691;9;28;246;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;26;29;3;4.22513919998892;9;-72;247;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;60;55;-5;1.85824039997533;9;-34;248;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;123;128;5;1.44929679995403;9;-63;249;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;38;39;1;3.10793079994619;9;85;250;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;109;110;1;1.77487950003706;9;-71;251;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;161;167;6;1.50858470005915;9;-52;252;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;141;150;9;2.18255080003291;9;20;253;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;26;31;5;2.81596589996479;9;-65;254;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;3;2;-1;3.55710109998472;9;23;255;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;146;158;12;1.55036349990405;9;37;256;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;49;50;1;2.05030570016243;9;-83;257;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;93;93;0;1.70865459996276;9;-44;258;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;22;32;10;1.74988749995828;9;71;259;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;9;17;8;2.63341760006733;9;13;260;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;21;20;-1;8.566101500066;9;-12;261;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;128;136;8;0.999916499946266;9;73;262;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;152;136;-16;0.708220500033349;9;-24;263;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;112;116;4;1.44067460019141;9;40;264;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;8;31;23;1.4409825000912;9;-76;265;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;172;162;-10;2.89866059995256;9;16;266;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;130;140;10;1.90809949999675;9;42;267;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;98;106;8;3.04922359995544;9;32;268;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;163;158;-5;1.32479119999334;9;-65;269;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;36;38;2;2.54177639982663;9;-53;270;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;86;69;-17;0.983233199920505;10;-50;271;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;65;63;-2;2.01687730010599;10;21;272;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;179;0;1;1.21564680011943;10;66;273;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;88;83;-5;1.73275010008365;10;-89;274;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;147;146;-1;3.1080540001858;10;-59;275;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;3;1;-2;2.73249779990874;10;-36;276;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;88;88;0;4.21660710009746;10;-85;277;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;7;28;21;1.64896479994059;10;81;278;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;167;151;-16;3.11458069994114;10;20;279;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;144;133;-11;4.3569408999756;10;23;280;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;41;28;-13;3.86504750000313;10;-77;281;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;172;156;-16;1.8918732998427;10;49;282;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;102;114;12;1.35819289996289;10;70;283;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;36;50;14;2.02519330009818;10;66;284;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;3;12;9;4.68232430005446;10;33;285;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;23;27;4;2.94967290014029;10;-20;286;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;28;26;-2;3.36544699990191;10;-5;287;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;72;73;1;12.4727743999101;10;-44;288;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;175;164;-11;1.54100270010531;10;77;289;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;162;156;-6;1.59146010014229;10;13;290;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;134;152;18;2.74887509993277;10;28;291;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;90;87;-3;1.80818729987368;10;44;292;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;28;32;4;1.94139429996721;10;62;293;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;20;24;4;1.61693069990724;10;8;294;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;173;13;20;2.44003330008127;10;27;295;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;60;61;1;1.70846259989776;10;-67;296;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;171;162;-9;2.95760530000553;10;69;297;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;30;33;3;1.48226009984501;10;-39;298;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;122;123;1;1.64149029995315;10;88;299;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
6;178;170;-8;2.61670859996229;10;-56;300;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;2;4;2;2.53956620000008;1;NaN;1;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;177;3;6;2.66441610000038;1;5;2;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;146;137;-9;1.8812939999998;1;31;3;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;173;1;8;1.98114970000006;1;-27;4;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;50;53;3;2.32274599999982;1;-57;5;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;97;96;-1;4.08969509999997;1;-47;6;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;95;98;3;2.4318417999998;1;2;7;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;33;39;6;4.48900630000026;1;62;8;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;141;131;-10;4.35714179999968;1;72;9;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;107;113;6;3.17318300000034;1;34;10;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;159;171;12;3.85568890000013;1;-52;11;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;88;89;1;3.63095430000021;1;71;12;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;105;102;-3;3.73105840000017;1;-17;13;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;14;18;4;3.0557687999999;1;-89;14;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;155;146;-9;1.62403949999998;1;39;15;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;66;75;9;3.37285810000003;1;89;16;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;17;13;-4;3.44076769999992;1;49;17;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;154;154;0;3.33992040000021;1;43;18;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;115;106;-9;2.69043740000006;1;39;19;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;174;164;-10;2.63113030000022;1;-59;20;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;153;138;-15;1.89852029999975;1;21;21;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;68;73;5;1.77400769999986;1;85;22;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;143;117;-26;2.49882900000011;1;-75;23;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;24;36;12;2.12382610000031;1;-61;24;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;102;98;-4;2.20681100000002;1;-78;25;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;146;139;-7;1.9484238;1;-44;26;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;129;123;-6;3.33100819999981;1;17;27;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;51;44;-7;2.99045960000012;1;78;28;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;40;49;9;2.06507430000011;1;11;29;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;126;124;-2;2.11495439999999;1;-86;30;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;114;121;7;1.60620179999978;2;12;31;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
7;114;120;6;1.98160780000035;2;0;32;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
