obs;age;delta;resp;error;errorc;rt;rtc;theta;block;stimtype;outliers;stimtype_bk;case;ntrials;study;experiment;stimulus;cond;expnum
1;28;-78;149;-11;-7.91496598639456;1.18300045521437;1.18300045521437;160;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-38;29;11;14.0850340136054;1.78289498310187;1.78289498310187;18;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;80;123;5;8.08503401360544;1.39125535360017;1.39125535360017;118;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;64;57;3;6.08503401360544;0.941367285653541;0.941367285653541;54;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;45;12;3;6.08503401360544;0.891355875104637;0.891355875104637;9;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;0;22;13;16.0850340136054;1.39966474719904;1.39966474719904;9;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-70;68;-11;-7.91496598639456;1.57454650613818;1.57454650613818;79;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;65;19;5;8.08503401360544;2.64117113288057;2.64117113288057;14;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;42;144;-8;-4.91496598639456;2.03283491169213;2.03283491169213;152;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-37;3;-6;-2.91496598639456;1.35792507917949;1.35792507917949;9;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-12;18;-3;0.0850340136054424;1.09135744480955;1.09135744480955;21;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;10;22;11;14.0850340136054;1.10800205510623;1.10800205510623;11;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-35;50;4;7.08503401360544;1.5162666735896;1.5162666735896;46;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-4;59;9;12.0850340136054;1.28298735421367;1.28298735421367;50;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-22;61;-11;-7.91496598639456;1.17461521092628;1.17461521092628;72;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-39;118;7;10.0850340136054;1.84953198636504;1.84953198636504;111;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-31;125;-17;-13.9149659863946;1.80785842708292;1.80785842708292;142;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;47;94;-1;2.08503401360544;1.73290832559542;1.73290832559542;95;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-79;178;4;7.08503401360544;0.857978811395242;0.857978811395242;174;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-36;23;-7;-3.91496598639456;1.24958131133144;1.24958131133144;30;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;7;28;5;8.08503401360544;2.49114474975886;2.49114474975886;23;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-71;92;-2;1.08503401360544;0.799695658316523;0.799695658316523;94;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-39;118;-15;-11.9149659863946;3.05772651147527;3.05772651147527;133;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;14;122;3;6.08503401360544;2.07451541390083;2.07451541390083;119;2;2;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;-45;125;-39;NaN;1.71625103691076;NaN;164;2;2;1;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;15;142;-7;NaN;2.22448293307843;NaN;149;2;2;1;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;1;1
1;28;NaN;15;-10;-6.91496598639456;1.13299840252284;1.13299840252284;25;1;1;0;2;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-5;29;-1;2.08503401360544;1.13300987344564;1.13300987344564;30;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;58;129;-23;-19.9149659863946;1.5329073596231;1.5329073596231;152;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-79;52;1;4.08503401360544;2.34936807292115;2.34936807292115;51;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-54;111;6;9.08503401360544;2.03283219489458;2.03283219489458;105;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;71;49;15;18.0850340136054;1.4579795962477;1.4579795962477;34;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;4;40;10;13.0850340136054;1.19961065274356;1.19961065274356;30;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-58;92;4;7.08503401360544;1.22462782894081;1.22462782894081;88;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;74;2;-12;-8.91496598639456;1.89955245290548;1.89955245290548;14;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-1;7;-8;-4.91496598639456;1.64962731576816;1.64962731576816;15;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;72;116;-7;-3.91496598639456;0.73304839159573;0.73304839159573;123;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;83;32;-8;-4.91496598639456;1.7829013222954;1.7829013222954;40;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;29;7;-4;-0.914965986394558;1.39131874554005;1.39131874554005;11;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-53;53;-11;-7.91496598639456;3.34095867932228;3.34095867932228;64;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;68;176;0;3.08503401360544;2.72444459604822;2.72444459604822;176;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-76;73;1;4.08503401360544;1.64120403631568;1.64120403631568;72;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;50;64;42;NaN;2.4827573924058;NaN;22;1;1;1;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;34;152;-16;NaN;2.22451221411757;NaN;168;1;1;1;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-27;7;-8;-4.91496598639456;1.6329642916221;1.6329642916221;15;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;54;157;16;19.0850340136054;3.02440348184791;3.02440348184791;141;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-70;37;6;9.08503401360544;1.79126271913992;1.79126271913992;31;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-72;81;-22;-18.9149659863946;0.891346215380509;0.891346215380509;103;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;82;4;-17;-13.9149659863946;1.72457922845388;1.72457922845388;21;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;52;131;-18;-14.9149659863946;2.12449663781217;2.12449663781217;149;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;49;114;14;17.0850340136054;1.35795768074877;1.35795768074877;100;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-82;10;8;11.0850340136054;1.61626896777398;1.61626896777398;2;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;23;153;-6;-2.91496598639456;1.63290905007489;1.63290905007489;159;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-15;168;-6;-2.91496598639456;1.24133824610817;1.24133824610817;174;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-33;19;-8;-4.91496598639456;1.99953633324094;1.99953633324094;27;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;22;176;-9;-5.91496598639456;1.72462601774259;1.72462601774259;5;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;49;117;-19;-15.9149659863946;1.47461092442381;1.47461092442381;136;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;55;88;7;10.0850340136054;1.55793781794091;1.55793781794091;81;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;63;70;52;NaN;1.61625176139069;NaN;18;1;1;1;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-83;94;-7;NaN;8.79862735319966;NaN;101;1;1;1;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-26;111;-16;-12.9149659863946;2.02453509558927;2.02453509558927;127;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-86;54;21;24.0850340136054;1.94120427780899;1.94120427780899;33;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-42;53;-22;-18.9149659863946;2.05787140733719;2.05787140733719;75;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-67;134;-8;-4.91496598639456;1.54130498043287;1.54130498043287;142;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;27;114;-1;2.08503401360544;2.19948568006248;2.19948568006248;115;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;12;130;27;30.0850340136054;1.68290144304183;1.68290144304183;103;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-50;169;16;19.0850340136054;1.93289842437844;1.93289842437844;153;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;56;105;8;11.0850340136054;1.84956458793431;1.84956458793431;97;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;54;72;29;32.0850340136054;1.74957617960308;1.74957617960308;43;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;24;20;1;4.08503401360544;1.08299061437037;1.08299061437037;19;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;52;116;-31;-27.9149659863946;2.15788788924192;2.15788788924192;147;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-21;155;-13;-9.91496598639456;1.157950375582;1.157950375582;168;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-56;22;-22;-18.9149659863946;3.14937374800911;3.14937374800911;44;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;57;160;-7;-3.91496598639456;1.16631207429282;1.16631207429282;167;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-7;173;-1;2.08503401360544;1.1246892285626;1.1246892285626;174;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-24;14;-4;-0.914965986394558;2.83275727165892;2.83275727165892;18;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;40;150;-8;-4.91496598639456;1.98287179976342;1.98287179976342;158;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;16;126;-16;-12.9149659863946;2.21615806206592;2.21615806206592;142;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;18;131;7;10.0850340136054;1.44128366866698;1.44128366866698;124;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;9;117;2;5.08503401360544;1.0246658037313;1.0246658037313;115;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;53;65;3;6.08503401360544;1.1080231857527;1.1080231857527;62;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-30;87;-5;-1.91496598639456;1.89958958247053;1.89958958247053;92;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-29;118;-3;0.0850340136054424;1.36630579547227;1.36630579547227;121;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-88;60;31;34.0850340136054;2.06622887991898;2.06622887991898;29;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;9;40;20;23.0850340136054;1.25793968951211;1.25793968951211;20;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;45;130;-25;-21.9149659863946;1.78288109724826;1.78288109724826;155;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-59;41;7;10.0850340136054;1.52457192328757;1.52457192328757;34;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;30;2;-2;1.08503401360544;1.37467081471323;1.37467081471323;4;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-59;68;5;8.08503401360544;1.61624934645943;1.61624934645943;63;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;31;44;12;15.0850340136054;1.48294937942319;1.48294937942319;32;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;43;138;-31;-27.9149659863946;1.5245981856624;1.5245981856624;169;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;86;84;1;4.08503401360544;1.24133975544009;1.24133975544009;83;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-7;85;-5;-1.91496598639456;2.38286497758327;2.38286497758327;90;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;88;6;4;7.08503401360544;1.64959380859955;1.64959380859955;2;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;82;90;-10;-6.91496598639456;1.36630066374391;1.36630066374391;100;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;8;91;-1;2.08503401360544;2.30789404731559;2.30789404731559;92;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;16;74;-2;1.08503401360544;1.19132834489074;1.19132834489074;76;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;51;16;-9;-5.91496598639456;1.28296924223105;1.28296924223105;25;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;29;168;-8;-4.91496598639456;1.24964379767243;1.24964379767243;176;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;69;100;-7;-3.91496598639456;1.65792683000427;1.65792683000427;107;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;44;74;11;14.0850340136054;2.25783131948219;2.25783131948219;63;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;4;73;14;17.0850340136054;2.94105575955018;2.94105575955018;59;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;41;31;13;16.0850340136054;1.74125070485798;1.74125070485798;18;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-28;64;18;21.0850340136054;2.37444562239398;2.37444562239398;46;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;43;3;0;3.08503401360544;1.3079634765827;1.3079634765827;3;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-69;77;5;8.08503401360544;2.19115929971849;2.19115929971849;72;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;2;76;6;9.08503401360544;1.24959700838326;1.24959700838326;70;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-21;90;-1;2.08503401360544;0.883011986510155;0.883011986510155;91;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-81;156;-16;-12.9149659863946;1.56627234867756;1.56627234867756;172;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-38;18;-12;-8.91496598639456;1.39126199466045;1.39126199466045;30;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;30;177;-3;0.0850340136054424;1.14129670929424;1.14129670929424;0;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;48;135;3;6.08503401360544;2.59950813892146;2.59950813892146;132;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-17;139;-10;-6.91496598639456;2.24116376734082;2.24116376734082;149;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-57;37;11;14.0850340136054;1.39132629219921;1.39132629219921;26;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;82;122;-2;1.08503401360544;1.42464630316317;1.42464630316317;124;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-56;3;3;6.08503401360544;1.7829182268124;1.7829182268124;0;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-1;9;8;11.0850340136054;2.24117282333236;2.24117282333236;1;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-49;32;-18;-14.9149659863946;1.40795943157354;1.40795943157354;50;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-50;85;-15;-11.9149659863946;1.88287946716991;1.88287946716991;100;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;0;87;-13;-9.91496598639456;1.41624475809022;1.41624475809022;100;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;37;34;-29;-25.9149659863946;2.05787744466488;2.05787744466488;63;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;65;175;-3;0.0850340136054424;1.341320918978;1.341320918978;178;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-39;36;-1;2.08503401360544;1.94125197269659;1.94125197269659;37;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-89;108;-18;-14.9149659863946;1.5746687620217;1.5746687620217;126;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;58;71;3;6.08503401360544;1.54967845193278;1.54967845193278;68;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-50;107;-11;-7.91496598639456;1.41634346839646;1.41634346839646;118;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-81;7;-12;-8.91496598639456;4.2826199828296;4.2826199828296;19;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-71;92;2;5.08503401360544;1.2746516160114;1.2746516160114;90;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-15;97;-8;-4.91496598639456;1.24970900081007;1.24970900081007;105;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-60;112;-53;NaN;1.73295752981539;NaN;165;1;1;1;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-16;4;3;NaN;1.68293464834369;NaN;1;1;1;1;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;11;164;-6;-2.91496598639456;1.233024846018;1.233024846018;170;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;27;145;2;5.08503401360544;1.1829539677924;1.1829539677924;143;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-53;18;2;5.08503401360544;1.40795520544407;1.40795520544407;16;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-62;81;3;6.08503401360544;2.06621680526359;2.06621680526359;78;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;42;32;-4;-0.914965986394558;1.70791046884688;1.70791046884688;36;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-23;79;20;23.0850340136054;2.54113925579077;2.54113925579077;59;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;2;80;23;26.0850340136054;2.25783433814604;2.25783433814604;57;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-5;79;17;20.0850340136054;1.77457162142082;1.77457162142082;62;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;26;66;30;33.0850340136054;2.30779805380735;2.30779805380735;36;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;17;30;11;14.0850340136054;1.9828784408237;1.9828784408237;19;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;23;177;1;4.08503401360544;1.7496145166333;1.7496145166333;176;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;44;137;5;8.08503401360544;1.45792163790293;1.45792163790293;132;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;73;70;11;14.0850340136054;2.14953011479383;2.14953011479383;59;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-34;87;-6;-2.91496598639456;2.88278588859203;2.88278588859203;93;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;35;29;-29;-25.9149659863946;2.16619676133587;2.16619676133587;58;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;18;26;-14;-10.9149659863946;3.29939409380313;3.29939409380313;40;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-40;75;-5;-1.91496598639456;1.43297509843887;1.43297509843887;80;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-46;129;3;6.08503401360544;1.77457705501547;1.77457705501547;126;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-24;153;3;6.08503401360544;2.34119805936143;2.34119805936143;150;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;57;83;-10;-6.91496598639456;1.84122975533137;1.84122975533137;93;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;13;85;5;8.08503401360544;1.89957267795307;1.89957267795307;80;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;76;179;-5;-1.91496598639456;0.866376130338722;0.866376130338722;4;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;3;1;0;3.08503401360544;1.61629915441199;1.61629915441199;1;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-66;72;5;8.08503401360544;1.28293452759726;1.28293452759726;67;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-33;105;5;8.08503401360544;1.99125372352182;1.99125372352182;100;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-63;147;-16;-12.9149659863946;1.58296042773236;1.58296042773236;163;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-18;178;-3;0.0850340136054424;1.57463344365533;1.57463344365533;1;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;-73;79;5;8.08503401360544;2.4828388963283;2.4828388963283;74;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
1;28;41;17;-16;-12.9149659863946;1.5412693602002;1.5412693602002;33;1;1;0;1;NaN;588;Ceylan et al. (2021);Experiment 1;Orientation;0;1
