obs;block;trial;theta;delta;rt;resp;error;cond;study;experiment;stimulus;expnum
13;4;33;68;90;1.5343111940806;58.9630038671012;-9.0369961328988;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;4;34;37;-80;1.71760392739543;46.1861853442307;9.18618534423069;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;4;35;129;-20;2.31759477809555;125.419030655655;-3.58096934434454;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;4;36;114;-30;2.01794347785426;109.403766676713;-4.596233323287;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;1;36;50;4.16766942406593;32.7803700664958;-3.21962993350419;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;2;127;60;2.11760046708332;126.410464445623;-0.589535554377107;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;3;76;80;2.4509247097667;69.9729450067266;-6.02705499327342;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;4;11;10;1.85094910789894;10.3357035416948;-0.664296458305188;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;5;140;30;1.80099569015192;142.551274359563;2.55127435956322;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;6;98;-70;2.28427754401127;98.6513864789668;0.651386478966756;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;7;32;40;1.25097702499352;25.8736861803636;-6.12631381963641;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;8;8;30;1.96759886888822;7.07804710721381;-0.921952892786194;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;9;70;10;2.03430635550831;67.8397727803114;-2.16022721968864;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;10;93;30;3.18430091578057;85.7453021421012;-7.25469785789883;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;11;75;-80;1.58433851001928;77.4109614875637;2.4109614875637;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;12;138;0;1.65095362390002;139.145353565925;1.14535356592532;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;13;45;70;3.26769443801777;49.0265315153854;4.02653151538539;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;14;135;80;1.90096586695381;141.454117037065;6.45411703706549;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;15;138;-70;2.3176364191404;145.487263348641;7.48726334864116;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;16;165;-90;2.25096177616069;157.337966845905;-7.66203315409501;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;17;11;30;2.35125716365292;16.7567287317486;5.75672873174855;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;18;168;-90;1.9343080270155;170.246614246309;2.24661424630887;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;19;101;-50;1.20093885892402;105.8993597652;4.89935976520013;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;20;8;-20;1.81762923459337;10.5612474570061;2.56124745700612;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;21;24;-80;1.36757517454771;24.8316075393982;0.831607539398178;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;22;82;40;1.61805192051725;71.9316050890402;-10.0683949109598;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;23;164;-80;1.73428615080502;78.2072948409797;-85.7927051590203;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;24;17;-60;1.95098819769646;14.7563364844696;-2.24366351553036;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;25;13;30;1.01759480742021;24.6511625317006;11.6511625317006;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;26;127;-70;1.25099461980062;132.51572844417;5.51572844417012;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;27;13;-50;2.15118895444903;15.765744080567;2.765744080567;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;28;2;-60;2.13430175153371;179.512965019188;-2.48703498081187;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;29;106;-50;1.46756998408;120.174695713775;14.1746957137749;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;30;102;-60;2.11762158085185;103.230741754698;1.23074175469797;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;31;152;-10;2.51762046651402;156.953134338716;4.9531343387161;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;32;2;80;1.25090781875133;2.90471821062053;0.90471821062053;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;33;124;50;1.617633750594;128.96003342252;4.96003342252033;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;34;80;10;1.33427993397254;73.9468941835253;-6.05310581647473;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;35;87;50;1.00088824452814;93.4882150228599;6.48821502285988;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;5;36;91;40;2.40108653800689;88.1708437135028;-2.82915628649718;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;1;68;50;2.03426823342579;77.5046219575421;9.50462195754207;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;2;151;60;1.21757211011936;156.467448675873;5.4674486758725;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;3;64;40;1.28432299726319;71.6671176062408;7.66711760624075;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;4;88;40;2.45094904924918;81.1450497754147;-6.85495022458532;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;5;79;-40;1.11762070111126;79.9541250066032;0.954125006603235;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;6;102;30;1.21762489454159;102.264398403701;0.264398403701406;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;7;57;-20;2.06759397166752;51.371939551741;-5.62806044825903;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;8;76;0;1.60115592019793;70.6131652429762;-5.38683475702385;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;9;134;-80;1.93426667921813;141.451464654062;7.45146465406245;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;10;71;-80;1.11760955773389;68.485632022148;-2.51436797785202;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;11;2;40;1.93421741375641;12.025977476221;10.025977476221;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;12;20;-10;1.1842686586333;13.1750584552206;-6.82494154477938;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;13;20;60;2.06765350076512;19.7125936923738;-0.287406307626242;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;14;57;-40;2.00095217232774;70.4934830497896;13.4934830497896;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;15;167;30;1.45092207054586;163.676034010289;-3.32396598971076;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;16;32;20;1.11754856240077;38.6898639515472;6.68986395154721;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;17;105;-70;2.80096959118782;82.1833803388624;-22.8166196611376;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;18;81;-10;2.3509601046535;83.725435922204;2.72543592220399;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;19;156;-20;2.50096991375904;155.564714578056;-0.435285421944059;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;20;101;60;2.15095435701642;108.192168360217;7.19216836021681;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;21;50;-20;2.18427745603731;54.1837591165591;4.18375911655912;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;22;176;0;2.30094363884655;162.934219134707;-13.065780865293;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;23;111;10;1.26762288579994;108.822042322797;-2.17795767720318;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;24;29;-40;1.33427377579028;35.0896599531807;6.08965995318069;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;25;86;-30;2.11766204890955;75.9223206944135;-10.0776793055865;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;26;29;50;1.30100756664706;23.2740140997496;-5.72598590025041;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;27;52;-10;1.48428563762263;52.6412710360928;0.641271036092832;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;28;82;70;2.6176630752725;77.9226116431017;-4.07738835689827;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;29;169;-90;2.21765070025867;160.254519341397;-8.74548065860313;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;30;149;70;1.70097712763072;144.742858922585;-4.2571410774145;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;31;99;20;1.1176300850093;99.0825500249991;0.0825500249990796;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;32;135;60;1.20099457581455;136.135758880512;1.13575888051173;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;33;75;-50;1.16760989496834;66.3302834045482;-8.66971659545177;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;34;89;0;1.73426679651584;86.2238619676643;-2.77613803233568;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;35;33;-50;1.7342914292467;32.7056799666289;-0.294320033371093;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;6;36;39;70;1.21756213972731;37.721793192224;-1.27820680777597;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;1;57;30;2.80094525170443;48.0898631541713;-8.91013684582872;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;2;116;-40;2.03430459602714;123.676558451825;7.67655845182463;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;3;117;80;1.08460932343041;111.877410333477;-5.12258966652337;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;4;55;-80;2.68431689773115;39.858132722293;-15.141867277707;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;5;60;-50;2.40096630682365;67.1410369078993;7.14103690789931;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;6;13;0;1.70095366788701;21.2362150507032;8.23621505070324;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;7;53;50;1.4176391463352;58.3937447018679;5.39374470186787;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;8;125;-70;1.95095623379621;133.576626932577;8.57662693257748;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;9;165;-50;1.98424560943567;162.370123178941;-2.62987682105859;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;10;42;0;2.38431956627574;46.1621140297187;4.16211402971869;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;11;140;-20;1.05094488514533;146.667340837097;6.66734083709736;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;12;107;70;1.30097882846167;112.315761082528;5.31576108252816;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;13;78;20;1.48425601969666;66.3728124468304;-11.6271875531696;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;14;109;-80;2.01762911729475;117.960039740327;8.96003974032725;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;15;92;80;2.26762552502169;90.7389307084843;-1.26106929151574;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;16;12;-60;1.81764184420535;12.24427936679;0.244279366789968;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;17;120;-30;2.26763901437425;123.399993645521;3.3999936455206;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;18;113;40;2.40094577954733;125.014534695493;12.0145346954935;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;19;104;0;1.13430233802774;107.022068396323;3.02206839632265;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;20;164;70;1.30092545754542;166.060291218321;2.06029121832086;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;21;66;-10;2.48428417138894;69.186559618143;3.18655961814299;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;22;42;50;1.4342638933731;46.750744219484;4.75074421948398;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;23;135;10;2.3176437503098;141.529775362418;6.52977536241801;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;24;33;-40;2.23427867301143;40.1139467291806;7.11394672918065;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;25;30;60;2.73428966976553;22.6292909892855;-7.37070901071451;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;26;149;60;1.93430978649576;144.952284002712;-4.04771599728792;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;27;93;-20;2.35098033868235;60.4167836839066;-32.5832163160934;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;28;154;20;1.98428226528449;157.945218788064;3.94521878806415;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;29;177;0;2.50097489895506;172.979865833484;-4.02013416651607;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;30;9;30;1.0675948514081;22.6898127767005;13.6898127767005;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;31;53;-20;2.53434139849924;64.4412964560892;11.4412964560892;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;32;157;-70;1.58431856923744;158.564740327222;1.56474032722193;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;33;0;-40;2.234292162364;171.821286862445;-8.17871313755518;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;34;154;50;2.26761555463054;144.960515016911;-9.03948498308895;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;35;152;-80;1.83428741176522;151.511718662229;-0.488281337770644;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;7;36;111;-80;1.96763171252951;107.240630294236;-3.75936970576402;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;1;106;0;1.66762382419074;105.655250909933;-0.34474909006704;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;2;154;-40;1.4343131588339;156.536782697753;2.53678269775281;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;3;176;-60;2.10100181900998;170.660417128657;-5.33958287134308;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;4;140;80;2.03420518536586;149.171440324536;9.17144032453569;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;5;103;-20;1.51751489766957;112.90328166814;9.90328166814049;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;6;69;-60;2.11762334033301;80.8857880269243;11.8857880269243;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;7;34;50;2.60088496016397;45.5136527084709;11.5136527084709;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;8;120;70;1.50099337350275;117.37724574717;-2.62275425283021;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;9;39;-30;1.80092619066272;37.6953064730948;-1.30469352690524;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;10;55;90;1.85095643906971;53.0202920471493;-1.97970795285068;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;11;91;-90;2.93431506493835;83.4259252287905;-7.57407477120952;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;12;142;60;2.35091641088275;145.105367869857;3.10536786985736;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;13;42;-60;1.317594484849;51.2967784469114;9.29677844691137;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;14;25;80;2.71761536402028;25.116233747093;0.11623374709302;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;15;108;20;1.2176020212919;116.40493021708;8.40493021707996;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;16;86;30;1.36761652234509;104.468364991323;18.4683649913226;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;17;73;90;1.76765118411549;82.2757035797711;9.27570357977115;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;18;62;-70;1.88432088588706;68.7446173641918;6.74461736419177;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;19;138;80;1.33429254358452;153.189336849684;15.1893368496841;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;20;58;30;1.38429845250812;51.2114814623657;-6.78851853763427;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;21;133;50;1.73425799911274;138.572404353401;5.57240435340137;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;22;43;10;1.83426835072441;62.9181926796208;19.9181926796208;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;23;134;-60;1.81758231510776;141.586746653473;7.58674665347274;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;24;64;60;1.03429257290918;65.7396770433608;1.73967704336084;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;25;142;20;2.11760486578532;149.365302909307;7.36530290930696;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;26;127;-50;2.40096132162853;105.586629194312;-21.4133708056884;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;27;172;-10;1.90094182071607;173.642747506313;1.6427475063131;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;28;87;0;1.1842803885047;90.4982813408813;3.49828134088129;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;29;129;10;1.26758241774314;122.325028007041;-6.674971992959;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;30;127;-50;2.05092875657192;108.481005365133;-18.5189946348668;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;31;148;10;1.40096249461567;156.96634645206;8.96634645206035;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;32;16;-10;1.00132342276447;4.65367508099297;-11.346324919007;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;33;170;0;1.46763801733505;166.119669945738;-3.88033005426234;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;34;151;80;1.9009350760407;152.339643957916;1.3396439579156;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;35;81;-60;1.26755807826066;79.0976237228918;-1.9023762771082;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
13;8;36;79;-60;1.250964708629;74.5207528813644;-4.47924711863563;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;1;115;60;3.02441639986318;115.429990321767;0.429990321767107;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;2;106;-30;3.40052596297028;111.439078025928;5.43907802592827;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;3;44;-40;2.73379722626078;48.1936361041864;4.19363610418637;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;4;178;-30;3.00052432080224;167.099407810292;-10.9005921897084;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;5;68;-40;2.51511527726529;55.4445342301674;-12.5554657698326;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;6;56;60;2.93422061237607;59.7531063697426;3.75310636974262;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;7;150;10;3.36758289869636;134.925643564939;-15.0743564350613;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;8;54;-20;4.08428486220146;51.2492138613108;-2.75078613868923;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;9;137;-90;4.31757770827221;129.724202205244;-7.27579779475604;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;10;1;50;4.8176530720566;15.8458608505835;14.8458608505835;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;11;103;-20;4.45098626854269;108.088440778494;5.08844077849405;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;12;93;-30;2.55100016832239;107.506455493859;14.5064554938592;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;13;0;20;3.60099011004286;2.09558700739822;2.09558700739822;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;14;161;-20;2.70093333794694;160.711573888498;-0.288426111502076;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;15;160;-40;3.50097034537703;163.357788845705;3.35778884570482;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;16;31;30;3.95095987655577;42.3303699065584;11.3303699065584;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;17;6;-50;6.01793335495495;4.18535085091044;-1.81464914908956;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;18;22;-60;2.9676645379086;18.9164320140909;-3.0835679859091;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;19;177;30;2.75097811635123;178.095175405971;1.09517540597133;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;20;9;-80;3.85099113639762;3.47201170829852;-5.52798829170148;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;21;160;-10;3.31768005053164;130.985055859869;-29.0149441401308;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;22;55;80;3.58432972857872;36.7413646780963;-18.2586353219037;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;23;117;-30;2.95098421583225;103.658554485312;-13.3414455146876;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;24;94;-80;2.36760459877451;93.6205662220448;-0.3794337779552;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;25;147;0;3.2004380483304;137.474630987489;-9.52536901251116;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;26;44;-50;2.95098099014513;50.0702814729246;6.07028147292461;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;27;60;-30;2.48431524231046;53.3909683158306;-6.60903168416943;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;28;102;-50;3.93435169257646;108.541708497362;6.54170849736209;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;29;176;70;2.28425342641322;166.601985362171;-9.39801463782871;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;30;34;-80;2.91760157835824;40.0842925468145;6.08429254681452;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;31;123;-90;3.71761805868755;123.142452960546;0.142452960546194;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;32;9;70;3.06770629589619;28.0398851457688;19.0398851457688;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;33;144;30;2.08433236777728;148.334596650641;4.33459665064149;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;34;107;-90;2.76766166411426;114.994151839158;7.99415183915782;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;35;38;-40;1.78428978870534;35.0463579825409;-2.95364201745912;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;1;36;51;40;2.71763477361264;49.1370074090841;-1.86299259091594;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;1;2;-20;2.70100547604397;167.994268013585;-14.0057319864146;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;2;156;60;4.58428280949147;139.156654995986;-16.8433450040144;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;3;87;-30;2.55099606290196;71.0441781987162;-15.9558218012838;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;4;116;-40;2.86764389350992;117.911272421964;1.91127242196417;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;5;124;50;3.80092436467157;122.81137256479;-1.18862743520953;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;6;82;-50;4.03433978685825;64.7064184537458;-17.2935815462542;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;7;147;50;3.13426483361627;127.379861244287;-19.6201387557131;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;8;34;-70;2.78430122523332;55.7372083648931;21.7372083648931;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;9;165;0;3.18429876198161;146.990055374134;-18.0099446258655;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;10;171;-50;3.70101134093011;158.602801251484;-12.3971987485164;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;11;153;-10;3.01767354050844;141.136889851009;-11.8631101489912;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;12;42;-20;1.90098283758425;52.3705611195879;10.3705611195879;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;13;121;10;3.43431005188631;124.083143126141;3.08314312614121;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;14;50;-40;3.60101063714364;52.4432095100348;2.44320951003483;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;15;154;60;1.75102914085892;146.508958332929;-7.49104166707082;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;16;65;-70;3.41758955534169;66.4152662726391;1.41526627263909;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;17;88;30;2.65125980682251;85.2662647704167;-2.73373522958335;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;18;14;90;2.36764506648706;17.3244259124705;3.32442591247052;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;19;44;40;2.20101661932722;54.256035964194;10.256035964194;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;20;107;80;3.60099333572998;124.137476941929;17.1374769419289;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;21;54;70;3.0843247434259;48.6258027645742;-5.37419723542577;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;22;52;-60;3.2343851810756;50.5138334633067;-1.48616653669333;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;23;62;20;2.48426949620034;49.1715909151116;-12.8284090848884;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;24;101;60;2.13426483361582;104.551715326935;3.55171532693475;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;25;96;10;3.55099782236812;108.121978209408;12.1219782094084;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;26;126;70;2.06768782150584;116.093647079527;-9.90635292047308;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;27;67;0;2.83432576978112;64.3957591524508;-2.60424084754919;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;28;97;60;3.78431881989081;108.059569651238;11.0595696512385;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;29;157;-10;2.10099450870757;145.338682416901;-11.6613175830988;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;30;132;-20;2.2676323396845;117.99407178768;-14.0059282123203;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;31;118;-80;2.36763362995953;130.202288952868;12.2022889528682;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;32;57;80;1.91763060954372;56.9010691203224;-0.0989308796776101;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;33;139;20;3.06762946589106;141.368449292099;2.36844929209863;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;34;33;-30;2.68430022820303;49.2399420143153;16.2399420143153;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;35;89;-40;2.81763342468867;98.8997184907308;9.89971849073085;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
14;2;36;112;40;3.0676479402814;112.797322294113;0.79732229411259;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
