obs;block;trial;theta;delta;rt;resp;error;cond;study;experiment;stimulus;expnum
23;6;19;114;20;1.85092066296056;103.350383286137;-10.6496167138629;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;20;120;-70;2.55100016216602;114.633395293832;-5.36660470616783;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;21;149;-20;2.80100448755547;140.377330054871;-8.62266994512862;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;22;49;40;1.35098180491696;46.2762041878434;-2.72379581215661;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;23;52;10;2.61769855813509;47.5684832100562;-4.43151678994378;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;24;135;-70;2.06766141842854;144.827334692699;9.82733469269857;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;25;31;-70;1.93432005013346;15.1855721272999;-15.8144278727001;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;26;153;-50;3.70098504529415;147.136227930353;-5.86377206964747;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;27;163;80;3.2010177423108;166.828614288635;3.82861428863526;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;28;36;80;3.1176808167038;34.7313823928218;-1.26861760717825;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;29;148;-50;2.26764194684165;141.361284591658;-6.63871540834245;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;30;119;10;2.10095255354918;118.601745361277;-0.398254638722904;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;31;13;50;3.26767127152107;6.89011313940271;-6.10988686059729;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;32;127;70;3.9676361112306;120.44840352002;-6.55159647998019;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;33;70;50;1.50098310986414;57.2379828938294;-12.7620171061706;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;34;32;-50;2.08432722001726;5.58265926652153;-26.4173407334785;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;35;115;20;2.58433587079708;120.740639952557;5.74063995255725;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;6;36;84;50;2.40100677488044;95.3474164553214;11.3474164553214;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;1;167;60;2.0176103495005;172.919506216518;5.91950621651807;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;2;79;60;2.13461963105419;90.4066092853189;11.4066092853189;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;3;53;-80;2.03432483005599;55.2481030698747;2.24810306987474;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;4;2;60;2.83436101671032;9.16081257922832;7.16081257922832;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;5;72;80;1.4676611838313;83.9155667173981;11.9155667173981;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;6;123;-10;1.43428852610305;115.910410988929;-7.0895890110711;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;7;115;-90;1.91765982023389;115.77968408949;0.77968408949009;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;8;140;50;2.53434579720215;133.307994205178;-6.69200579482236;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;9;168;10;3.18434988799436;170.492541241272;2.49254124127154;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;10;153;80;1.91766891088446;168.925054073363;15.9250540733628;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;11;139;-70;2.75097599862966;153.900408832725;14.9004088327247;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;12;75;60;1.66765666783067;70.6748380239022;-4.32516197609783;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;13;100;-30;1.98431188320956;98.9544649812519;-1.0455350187481;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;14;6;70;1.48432317321203;7.27728540276097;1.27728540276097;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;15;86;-40;1.88461941111927;91.3725463563848;5.37254635638483;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;16;77;70;2.46764564175191;85.4485407588963;8.4485407588963;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;17;12;30;1.80099187794349;7.80515974879609;-4.19484025120391;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;18;87;-60;2.21766096389638;91.2622927482413;4.26229274824129;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;19;72;80;1.18431381863957;61.2820119593103;-10.7179880406897;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;20;174;-50;2.25095620447155;167.547605064851;-6.45239493514904;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;21;40;-70;1.10098803641085;46.0339331206668;6.03393312066676;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;22;54;-50;1.75100942876452;52.0092916060641;-1.99070839393588;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;23;101;60;2.2843317946672;115.075376839334;14.0753768393337;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;24;71;-30;2.75097775811082;72.3530489032608;1.3530489032608;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;25;79;-40;1.51766093457081;73.8485283676416;-5.15147163235842;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;26;112;60;1.30098938534593;98.9392649322054;-13.0607350677946;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;27;164;30;3.0843732597632;175.915724069353;11.9157240693531;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;28;30;-80;1.25098142369552;18.8043318617103;-11.1956681382897;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;29;86;40;2.28431126739179;92.7690458056243;6.76904580562433;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;30;20;-60;3.28436346532089;6.54602309399567;-13.4539769060043;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;31;168;-90;1.96765839798627;172.99516281168;4.99516281168025;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;32;140;0;2.76764707866096;157.285581140639;17.2855811406394;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;33;40;-30;3.25101749305031;43.1359217203633;3.13592172036333;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;34;93;-90;2.0838509872292;84.2586165080368;-8.74138349196321;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;35;110;-80;2.16766795783224;118.77735414822;8.77735414822038;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;7;36;22;10;1.63429984542927;22.1760292114114;0.176029211411389;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;1;149;40;1.8009631397581;151.82049031154;2.8204903115402;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;2;100;-10;2.51767676989857;116.306362509249;16.3063625092487;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;3;120;80;1.16762338432;121.010062916712;1.01006291671168;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;4;76;70;1.9176384132179;75.6779977390987;-0.322002260901272;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;5;171;80;1.78429411245543;175.011925164024;4.01192516402412;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;6;62;-30;2.51767002522229;61.710879946267;-0.289120053732994;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;7;165;-10;1.4510018336714;164.993228455558;-0.00677154444176153;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;8;75;-10;2.1009502075749;65.5259255160704;-9.4740744839296;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;9;135;-20;0.884300945104769;158.664228894626;23.6642288946262;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;10;51;-50;1.56766567050727;59.0037259655252;8.00372596552522;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;11;27;-80;1.20094443061316;15.2698709086335;-11.7301290913665;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;12;128;-70;2.55099107151545;132.617405936805;4.61740593680452;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;13;33;-20;1.83434958008547;21.3562270032459;-11.6437729967541;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;14;97;60;1.75097159992856;107.485957255594;10.4859572555943;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;15;78;50;1.76761599450128;79.2728661725998;1.27286617259976;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;16;53;40;1.91762111165735;58.406429762725;5.406429762725;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;17;24;-20;1.21766565584494;17.1660231319929;-6.83397686800708;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;18;1;-20;1.40094988500277;4.23089334835122;3.23089334835122;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;19;88;90;1.00098970791805;95.5860215854075;7.58602158540749;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;20;15;-70;3.06767373479397;9.36130294894457;-5.63869705105543;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;21;44;-40;1.60098495731927;38.2460086284275;-5.75399137157253;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;22;31;-50;2.9010233433246;38.264229314065;7.26422931406498;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;23;92;-20;1.78433135479736;93.5690773142957;1.56907731429568;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;24;149;-50;2.18434842176066;152.737613669887;3.73761366988705;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;25;83;50;1.95097793405876;82.3628924949872;-0.637107505012821;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;26;81;-70;1.1843437298121;72.961689506104;-8.03831049389603;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;27;86;-70;1.28427519803699;90.55036173548;4.55036173548;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;28;57;80;0.70098592503382;73.4287212899335;16.4287212899335;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;29;51;-60;1.85099632063248;61.6540805775191;10.6540805775191;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;30;40;-40;1.50097196648676;65.4878289770583;25.4878289770583;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;31;10;-60;1.06761010024002;2.86968934171522;-7.13031065828478;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;32;111;-40;1.25100048473723;116.177994077035;5.17799407703534;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;33;72;20;0.8176834852502;63.4528290117335;-8.54717098826649;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;34;62;40;1.58435053313679;80.1977087949401;18.1977087949401;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;35;86;-10;2.06763737219171;82.7365760154722;-3.26342398452778;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
23;8;36;65;60;2.83436893437374;75.4669178181583;10.4669178181583;0;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;1;175;-50;1.3384525425522;153.570979575129;-21.4290204248715;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;2;164;-60;1.96716545013237;147.337566254346;-16.6624337456538;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;3;85;-60;1.15051214085702;58.2518212121674;-26.7481787878326;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;4;77;60;4.01717546451027;67.3505674450921;-9.6494325549079;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;5;170;20;1.26517222237385;163.950470200917;-6.04952979908288;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;6;170;-40;1.95086591378504;161.014285006474;-8.98571499352607;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;7;49;70;2.41758753490012;40.0208857762063;-8.97911422379367;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;8;83;-40;1.21754982336279;62.1555226198746;-20.8444773801254;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;9;144;-20;2.08423426078502;134.940330063972;-9.05966993602777;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;10;33;30;2.23432881821236;33.3502514711798;0.350251471179803;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;11;86;-40;2.86768558196445;67.2833754039756;-18.7166245960244;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;12;139;-70;1.01769275184847;136.32469020723;-2.67530979277046;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;13;6;-50;2.03432189758837;19.7302320129821;13.7302320129821;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;14;168;-20;1.96769622682291;164.754922055748;-3.24507794425227;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;15;51;30;1.61761117059132;63.1901791444931;12.1901791444931;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;16;106;0;2.20097111607083;100.296201715457;-5.7037982845435;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;17;21;-30;2.33429019761002;16.7941157504873;-4.20588424951268;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;18;130;50;1.56766625700106;125.517547264362;-4.48245273563792;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;19;144;-70;2.1676480170504;137.654601255578;-6.34539874442245;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;20;166;50;1.95102162783064;147.343341035728;-18.6566589642725;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;21;163;-60;1.56762256322918;154.938451964995;-8.06154803500505;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;22;179;-70;1.71761125856528;11.6313310917372;12.6313310917372;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;23;80;-10;1.45093028145538;56.0101462283225;-23.9898537716775;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;24;155;80;2.41766143309133;156.040283406758;1.04028340675762;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;25;60;-80;1.43429351129907;47.1329883385865;-12.8670116614135;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;26;126;30;2.95094948912015;110.252508950579;-15.7474910494213;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;27;40;90;2.33428286644039;45.8698330020883;5.86983300208835;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;28;147;0;2.36764232806263;152.289378478659;5.28937847865905;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;29;114;70;2.30091959260994;120.669899820151;6.66989982015122;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;30;111;-20;2.7009519084063;98.5303875844765;-12.4696124155235;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;31;169;70;1.63427403971218;167.015743266901;-1.98425673309896;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;32;40;-70;2.08434422833125;49.1665523929495;9.16655239294946;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;33;178;-30;2.53428538836283;6.22558875006185;8.22558875006183;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;34;56;-80;1.98433416996636;49.7948996787011;-6.20510032129886;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;35;59;80;0.950955647302635;63.0116910663695;4.01169106636946;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;1;36;75;80;1.71763207908748;52.4926803579093;-22.5073196420907;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;1;180;20;2.13429383387029;176.127846613171;-3.87215338682904;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;2;4;0;1.81763803199738;166.749422613128;-17.2505773868716;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;3;142;-90;1.36762092104709;138.771333278817;-3.22866672118278;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;4;35;-10;1.70093020814329;45.6644166197454;10.6644166197454;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;5;90;-80;1.4842310937197;76.3636302220653;-13.6363697779347;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;6;17;30;1.73424568274731;37.846648740587;20.846648740587;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;7;116;80;1.61757480798951;131.384181410167;15.3841814101667;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;8;37;-30;2.03433040174514;37.4204934351607;0.420493435160708;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;9;58;40;1.35098033868235;75.8969517901267;17.8969517901267;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;10;25;90;2.81762542238539;33.3813706149182;8.38137061491821;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;11;95;40;2.08433572417425;124.26131248482;29.2613124848202;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;12;120;-40;2.88431355471721;145.035999299545;25.035999299545;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;13;36;10;1.51759642027764;47.6310521695502;11.6310521695502;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;14;19;70;2.73430873080724;32.4765770130151;13.4765770130151;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;15;49;10;2.46766089058474;49.3631689690036;0.363168969003624;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;16;123;-60;1.95096151223879;132.904480959745;9.90448095974546;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;17;35;80;1.76762332567114;32.9652962856999;-2.03470371430014;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;18;39;50;1.9176700838716;46.2757858286545;7.2757858286545;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;19;90;-50;2.21765773818152;87.7835467937222;-2.21645320627782;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;20;52;20;1.23433233717424;54.5260973500641;2.52609735006412;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;21;111;60;1.7176784120802;105.662899668871;-5.33710033112899;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;22;167;-60;2.10098744991728;157.684905374314;-9.31509462568636;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;23;62;-30;2.66765402860983;60.0773598747276;-1.92264012527236;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;24;91;-90;1.96765927772731;120.726158807997;29.7261588079966;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;25;118;20;0.784328129082496;109.090855881913;-8.90914411808663;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;26;134;-50;1.16767001055996;150.602753347406;16.6027533474063;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;27;142;10;1.70098533854025;145.731710642016;3.73171064201588;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;28;114;60;1.46760957239621;104.756663830627;-9.24333616937258;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;29;144;-90;1.56764660946601;147.60768338673;3.60768338673017;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;30;41;-50;1.46769197474441;46.1393820827581;5.13938208275806;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;31;180;-10;2.40098067591634;22.2803942673165;22.2803942673165;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;32;16;-50;1.80100771327034;32.5101843048866;16.5101843048866;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;33;177;-60;1.78420936413249;168.385030481792;-8.6149695182076;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;34;169;80;1.5676448499853;161.29066366367;-7.70933633632978;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;35;43;-80;1.40098771383964;49.4707920101063;6.47079201010629;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;2;36;59;-20;2.90098140903319;55.1572060256579;-3.84279397434209;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;1;100;70;1.58428895131146;105.209544594727;5.20954459472719;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;2;89;-50;1.40097774344849;82.1773200077897;-6.82267999221033;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;3;8;-10;3.15101711183024;17.1811001547041;9.18110015470405;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;4;99;-90;2.65097092546057;119.416070613992;20.4160706139923;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;5;9;40;1.73427383443959;12.8287527828077;3.82875278280765;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;6;109;70;1.9676100122665;101.725941638478;-7.27405836152219;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;7;140;60;1.2676434130758;128.673056392574;-11.3269436074256;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;8;68;30;1.8842540256187;58.9902903762228;-9.00970962377718;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;9;91;60;1.80098220079935;70.8381732219616;-20.1618267780384;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;10;118;-40;1.33435441865686;118.38112392566;0.381123925660376;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;11;55;40;1.45097661444788;43.8630918354212;-11.1369081645788;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;12;118;-60;1.25097614525339;120.840570229929;2.84057022992852;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;13;41;70;1.46762012928048;62.4117869261619;21.4117869261619;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;14;34;90;1.43458147964702;47.8119135290529;13.8119135290529;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;15;179;0;2.51761108261735;7.21070115700674;8.21070115700672;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;16;110;-80;1.71761096531873;113.768567020639;3.768567020639;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;17;125;80;2.38426414263313;130.716947532493;5.71694753249295;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;18;173;-90;1.45096341834233;169.074699235383;-3.92530076461682;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;19;150;70;2.11764122838758;143.695072233173;-6.30492776682729;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;20;26;-80;2.50098017739674;38.6581870052221;12.6581870052221;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;21;61;-20;1.40097627721434;39.539265672304;-21.460734327696;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;22;167;-90;1.35095629244552;168.854089245069;1.85408924506856;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;23;175;-80;0.917646624128338;165.8433210067;-9.15667899329958;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;24;138;-50;2.0509991358017;149.243603931217;11.2436039312172;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;25;125;-10;1.23429421509127;126.034480272439;1.0344802724392;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;26;114;-50;2.03432717603027;100.62311224614;-13.3768877538595;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;27;160;-40;2.51768468756154;164.264440699407;4.26444069940709;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;28;36;-80;2.06768135921038;41.4331966081415;5.43319660814145;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;29;75;-30;1.68426440655503;58.3193546321344;-16.6806453678656;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;30;117;0;1.55095118995177;126.265939018886;9.26593901888566;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;31;149;70;2.50101126155687;153.230385481677;4.23038548167702;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;32;105;70;1.084321061835;92.6803041919713;-12.3196958080287;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;33;79;-50;2.03427028615306;56.9044442401685;-22.0955557598315;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;34;22;20;2.80100566054261;23.890555493708;1.89055549370795;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;35;174;40;2.56761816452718;159.348759155175;-14.6512408448245;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;3;36;39;-70;1.48424311683812;46.4853911934007;7.48539119340071;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;1;59;0;1.25092570680545;49.7974715907768;-9.20252840922317;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;2;138;40;2.01763938093245;128.747470239364;-9.25252976063629;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;3;94;20;3.13438884583047;96.183768729494;2.18376872949401;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;4;160;30;1.70099501568438;159.708542198793;-0.291457801207343;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;5;168;-40;2.55099341748928;166.662897097241;-1.3371029027594;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;6;9;70;1.85128810118886;22.9606313683498;13.9606313683498;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;7;143;30;2.36767957040502;156.168440420597;13.1684404205965;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;8;6;30;2.46762834019091;30.5476915165369;24.5476915165369;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;9;19;50;2.36766989326088;37.1713805502336;18.1713805502336;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;10;33;-20;1.23428541768726;32.8610999962788;-0.138900003721183;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;11;61;-80;1.6176223139696;51.479037671006;-9.52096232899404;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;12;112;-20;1.56764719595958;107.491963452042;-4.50803654795814;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;13;97;-30;1.73431840795138;81.6517216338271;-15.3482783661729;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;14;54;30;2.28429396583124;46.9617238641802;-7.03827613581977;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;15;73;0;2.26763432242524;43.3484435137448;-29.6515564862552;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;16;16;10;1.03431251369102;21.9265829435706;5.92658294357062;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;17;43;-10;1.40099123280061;39.1980282005035;-3.80197179949651;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;18;149;20;1.93432708805676;137.303653585095;-11.6963464149054;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;19;32;-10;2.98430631152132;37.72871688644;5.72871688644004;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;20;35;-70;1.70092580944174;51.9919083317914;16.9919083317914;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
25;4;21;112;80;1.21761932285199;81.7459325120279;-30.2540674879721;1;Fritsche & deLange (2019);Experiment 1;Orientation;1
