delta;theta;resp;error;rt;obs;block;cond;study;experiment;stimulus;expnum
-69;81;76.5;-4.5;1.56637501716614;21;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-15;159;172.5;13.5;1.46650433540344;21;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
83;120;110.5;-9.5;1.76620817184448;21;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;160;160;0;1.58316612243652;21;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;134;147;13;1.69147229194641;21;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;117;129;12;1.99137926101685;21;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
56;109;102;-7;1.49972915649414;21;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;145;152;6.99999999999999;1.42482352256775;21;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-50;148;145;-2.99999999999999;1.65820550918579;21;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-43;32;32;-0;1.79573750495911;21;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-49;1;170;-11;1.61708998680115;21;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
57;92;132.5;40.5;1.32482600212097;21;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-53;135;129;-6.00000000000001;1.71651577949524;21;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;9;38;29;1.79970526695251;21;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-76;130;112.5;-17.5;1.83320951461792;21;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-13;14;162.5;-31.5;1.9245924949646;21;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
27;156;163;7.00000000000002;1.42485761642456;21;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
