obs;theta;resp;error;rt;block;delta;study;experiment;stimulus;expnum
9;74;NaN;NaN;NaN;8;-88;Lau & Maus (2019);Experiment 1;Orientation;1
9;23;27;4;4.83007884025574;8;51;Lau & Maus (2019);Experiment 1;Orientation;1
9;143;141;-2;0.496355056762695;8;60;Lau & Maus (2019);Experiment 1;Orientation;1
9;76;68;-8;0.854511976242065;8;67;Lau & Maus (2019);Experiment 1;Orientation;1
9;164;172;8;3.30806183815002;8;-88;Lau & Maus (2019);Experiment 1;Orientation;1
9;60;59;-1;1.15292596817017;8;-76;Lau & Maus (2019);Experiment 1;Orientation;1
9;2;160;-22;7.02646708488464;8;58;Lau & Maus (2019);Experiment 1;Orientation;1
9;76;NaN;NaN;NaN;8;-74;Lau & Maus (2019);Experiment 1;Orientation;1
9;41;40;-1;0.583317041397095;8;35;Lau & Maus (2019);Experiment 1;Orientation;1
9;37;35;-2;0.992988109588623;8;4;Lau & Maus (2019);Experiment 1;Orientation;1
9;102;127;25;1.02372789382935;8;-65;Lau & Maus (2019);Experiment 1;Orientation;1
9;149;NaN;NaN;NaN;8;-47;Lau & Maus (2019);Experiment 1;Orientation;1
9;74;179;-75;0.423210859298706;8;75;Lau & Maus (2019);Experiment 1;Orientation;1
9;119;119;0;0.823017835617065;9;NaN;Lau & Maus (2019);Experiment 1;Orientation;1
9;103;114;11;1.26303696632385;9;16;Lau & Maus (2019);Experiment 1;Orientation;1
9;61;NaN;NaN;NaN;9;42;Lau & Maus (2019);Experiment 1;Orientation;1
9;150;146;-4;0.743252992630005;9;-89;Lau & Maus (2019);Experiment 1;Orientation;1
9;112;115;3;1.66265797615051;9;38;Lau & Maus (2019);Experiment 1;Orientation;1
9;83;93;10;3.7617928981781;9;29;Lau & Maus (2019);Experiment 1;Orientation;1
9;66;NaN;NaN;NaN;9;17;Lau & Maus (2019);Experiment 1;Orientation;1
9;129;146;17;0.793156147003174;9;-63;Lau & Maus (2019);Experiment 1;Orientation;1
9;99;100;1;2.78097605705261;9;30;Lau & Maus (2019);Experiment 1;Orientation;1
9;175;173;-2;2.18860411643982;9;-76;Lau & Maus (2019);Experiment 1;Orientation;1
9;108;118;10;0.753298997879028;9;67;Lau & Maus (2019);Experiment 1;Orientation;1
9;62;NaN;NaN;NaN;9;46;Lau & Maus (2019);Experiment 1;Orientation;1
9;43;41;-2;1.30372905731201;9;19;Lau & Maus (2019);Experiment 1;Orientation;1
9;67;NaN;NaN;NaN;9;-24;Lau & Maus (2019);Experiment 1;Orientation;1
9;68;48;-20;3.03726005554199;9;-1;Lau & Maus (2019);Experiment 1;Orientation;1
9;87;78;-9;0.903069972991943;9;-19;Lau & Maus (2019);Experiment 1;Orientation;1
9;22;18;-4;0.773547887802124;9;65;Lau & Maus (2019);Experiment 1;Orientation;1
9;112;139;27;0.922920227050781;9;-90;Lau & Maus (2019);Experiment 1;Orientation;1
9;168;161;-7;0.923608064651489;9;-56;Lau & Maus (2019);Experiment 1;Orientation;1
9;55;NaN;NaN;NaN;9;-67;Lau & Maus (2019);Experiment 1;Orientation;1
9;53;37;-16;0.924227952957153;9;2;Lau & Maus (2019);Experiment 1;Orientation;1
9;82;NaN;NaN;NaN;9;-29;Lau & Maus (2019);Experiment 1;Orientation;1
9;115;143;28;1.94317698478699;9;-33;Lau & Maus (2019);Experiment 1;Orientation;1
9;103;111;8;0.853167057037354;9;12;Lau & Maus (2019);Experiment 1;Orientation;1
9;143;NaN;NaN;NaN;9;-40;Lau & Maus (2019);Experiment 1;Orientation;1
9;136;112;-24;2.23062896728516;9;7;Lau & Maus (2019);Experiment 1;Orientation;1
9;12;NaN;NaN;NaN;9;-56;Lau & Maus (2019);Experiment 1;Orientation;1
9;56;53;-3;0.952880859375;9;-44;Lau & Maus (2019);Experiment 1;Orientation;1
9;42;51;9;3.37796187400818;9;14;Lau & Maus (2019);Experiment 1;Orientation;1
9;9;NaN;NaN;NaN;9;33;Lau & Maus (2019);Experiment 1;Orientation;1
9;75;61;-14;0.803411960601807;9;-66;Lau & Maus (2019);Experiment 1;Orientation;1
9;53;74;21;1.07292914390564;9;22;Lau & Maus (2019);Experiment 1;Orientation;1
9;113;127;14;0.863162040710449;9;-60;Lau & Maus (2019);Experiment 1;Orientation;1
9;127;128;1;1.3034520149231;9;-14;Lau & Maus (2019);Experiment 1;Orientation;1
9;4;179;-5;1.15291881561279;9;-57;Lau & Maus (2019);Experiment 1;Orientation;1
9;114;120;6;2.71157503128052;9;70;Lau & Maus (2019);Experiment 1;Orientation;1
9;118;133;15;2.52955985069275;9;-4;Lau & Maus (2019);Experiment 1;Orientation;1
9;12;NaN;NaN;NaN;9;-74;Lau & Maus (2019);Experiment 1;Orientation;1
9;149;157;8;0.943026065826416;9;43;Lau & Maus (2019);Experiment 1;Orientation;1
9;160;165;5;1.66293811798096;9;-11;Lau & Maus (2019);Experiment 1;Orientation;1
9;109;123;14;1.15386390686035;9;51;Lau & Maus (2019);Experiment 1;Orientation;1
9;152;175;23;2.80060887336731;9;-43;Lau & Maus (2019);Experiment 1;Orientation;1
9;31;50;19;1.10932779312134;9;-59;Lau & Maus (2019);Experiment 1;Orientation;1
9;1;175;-6;2.64575409889221;9;30;Lau & Maus (2019);Experiment 1;Orientation;1
9;82;80;-2;2.13284301757812;9;-81;Lau & Maus (2019);Experiment 1;Orientation;1
9;164;NaN;NaN;NaN;9;-82;Lau & Maus (2019);Experiment 1;Orientation;1
9;56;42;-14;2.37140488624573;9;-72;Lau & Maus (2019);Experiment 1;Orientation;1
9;80;94;14;2.76199984550476;9;-24;Lau & Maus (2019);Experiment 1;Orientation;1
9;81;NaN;NaN;NaN;9;-1;Lau & Maus (2019);Experiment 1;Orientation;1
9;82;90;8;3.46258997917175;9;-1;Lau & Maus (2019);Experiment 1;Orientation;1
9;141;NaN;NaN;NaN;9;-59;Lau & Maus (2019);Experiment 1;Orientation;1
9;146;155;9;0.912976026535034;9;-5;Lau & Maus (2019);Experiment 1;Orientation;1
9;88;93;5;1.2130389213562;9;58;Lau & Maus (2019);Experiment 1;Orientation;1
9;29;80;51;4.50135397911072;9;59;Lau & Maus (2019);Experiment 1;Orientation;1
9;12;NaN;NaN;NaN;9;17;Lau & Maus (2019);Experiment 1;Orientation;1
9;119;135;16;0.743098020553589;9;73;Lau & Maus (2019);Experiment 1;Orientation;1
9;120;130;10;1.79541802406311;9;-1;Lau & Maus (2019);Experiment 1;Orientation;1
9;143;162;19;1.07535290718079;9;-23;Lau & Maus (2019);Experiment 1;Orientation;1
9;108;133;25;1.07298898696899;9;35;Lau & Maus (2019);Experiment 1;Orientation;1
9;14;20;6;0.98285698890686;9;-86;Lau & Maus (2019);Experiment 1;Orientation;1
9;60;60;0;2.71089482307434;9;-46;Lau & Maus (2019);Experiment 1;Orientation;1
9;61;65;4;1.5829451084137;9;-1;Lau & Maus (2019);Experiment 1;Orientation;1
9;12;159;-33;2.82197093963623;9;49;Lau & Maus (2019);Experiment 1;Orientation;1
9;143;116;-27;1.38264203071594;9;49;Lau & Maus (2019);Experiment 1;Orientation;1
9;98;93;-5;2.79463410377502;9;45;Lau & Maus (2019);Experiment 1;Orientation;1
9;76;92;16;3.51018500328064;9;22;Lau & Maus (2019);Experiment 1;Orientation;1
9;53;38;-15;1.6629490852356;9;23;Lau & Maus (2019);Experiment 1;Orientation;1
9;90;91;1;1.55888295173645;9;-37;Lau & Maus (2019);Experiment 1;Orientation;1
9;28;51;23;2.10297203063965;9;62;Lau & Maus (2019);Experiment 1;Orientation;1
9;128;128;0;0.693132877349854;9;80;Lau & Maus (2019);Experiment 1;Orientation;1
9;67;46;-21;1.0528781414032;9;61;Lau & Maus (2019);Experiment 1;Orientation;1
9;131;134;3;1.2860050201416;9;-64;Lau & Maus (2019);Experiment 1;Orientation;1
9;123;NaN;NaN;NaN;9;8;Lau & Maus (2019);Experiment 1;Orientation;1
9;39;66;27;1.98957920074463;9;84;Lau & Maus (2019);Experiment 1;Orientation;1
9;112;123;11;1.05995297431946;9;-73;Lau & Maus (2019);Experiment 1;Orientation;1
9;100;115;15;1.19296908378601;9;12;Lau & Maus (2019);Experiment 1;Orientation;1
9;83;84;1;1.10293078422546;9;17;Lau & Maus (2019);Experiment 1;Orientation;1
9;62;42;-20;2.61603593826294;9;21;Lau & Maus (2019);Experiment 1;Orientation;1
9;133;128;-5;1.04760503768921;9;-71;Lau & Maus (2019);Experiment 1;Orientation;1
9;14;10;-4;0.763262987136841;9;-61;Lau & Maus (2019);Experiment 1;Orientation;1
9;4;179;-5;1.06307697296143;9;10;Lau & Maus (2019);Experiment 1;Orientation;1
9;144;NaN;NaN;NaN;9;40;Lau & Maus (2019);Experiment 1;Orientation;1
9;128;135;7;2.65006518363953;9;16;Lau & Maus (2019);Experiment 1;Orientation;1
9;15;161;-34;0.406725883483887;9;-67;Lau & Maus (2019);Experiment 1;Orientation;1
9;53;53;0;0.633181095123291;9;-38;Lau & Maus (2019);Experiment 1;Orientation;1
9;56;58;2;0.545308113098145;9;-3;Lau & Maus (2019);Experiment 1;Orientation;1
9;30;71;41;3.3612380027771;9;26;Lau & Maus (2019);Experiment 1;Orientation;1
9;57;NaN;NaN;NaN;9;-27;Lau & Maus (2019);Experiment 1;Orientation;1
9;111;112;1;1.15283179283142;9;-54;Lau & Maus (2019);Experiment 1;Orientation;1
9;88;88;0;1.5127649307251;9;23;Lau & Maus (2019);Experiment 1;Orientation;1
9;68;NaN;NaN;NaN;9;20;Lau & Maus (2019);Experiment 1;Orientation;1
9;82;54;-28;2.78745889663696;9;-14;Lau & Maus (2019);Experiment 1;Orientation;1
9;110;120;10;0.403357028961182;9;-28;Lau & Maus (2019);Experiment 1;Orientation;1
9;72;NaN;NaN;NaN;9;38;Lau & Maus (2019);Experiment 1;Orientation;1
9;118;125;7;0.780663013458252;9;-46;Lau & Maus (2019);Experiment 1;Orientation;1
9;75;72;-3;2.17945003509521;9;43;Lau & Maus (2019);Experiment 1;Orientation;1
9;116;112;-4;1.70913100242615;9;-41;Lau & Maus (2019);Experiment 1;Orientation;1
9;70;NaN;NaN;NaN;9;46;Lau & Maus (2019);Experiment 1;Orientation;1
9;45;27;-18;0.863142013549805;9;25;Lau & Maus (2019);Experiment 1;Orientation;1
9;132;126;-6;0.958166122436523;9;-87;Lau & Maus (2019);Experiment 1;Orientation;1
9;14;1;-13;0.554381847381592;9;-62;Lau & Maus (2019);Experiment 1;Orientation;1
9;145;150;5;0.703139066696167;9;49;Lau & Maus (2019);Experiment 1;Orientation;1
10;108;97;-11;1.20267295837402;1;NaN;Lau & Maus (2019);Experiment 1;Orientation;1
10;25;40;15;1.10275506973267;1;83;Lau & Maus (2019);Experiment 1;Orientation;1
10;118;127;9;0.992771863937378;1;87;Lau & Maus (2019);Experiment 1;Orientation;1
10;95;96;1;0.782727003097534;1;23;Lau & Maus (2019);Experiment 1;Orientation;1
10;116;110;-6;1.40267610549927;1;-21;Lau & Maus (2019);Experiment 1;Orientation;1
10;30;42;12;1.17274785041809;1;86;Lau & Maus (2019);Experiment 1;Orientation;1
10;151;147;-4;1.10284399986267;1;59;Lau & Maus (2019);Experiment 1;Orientation;1
10;79;70;-9;1.04289197921753;1;72;Lau & Maus (2019);Experiment 1;Orientation;1
10;159;149;-10;1.03271579742432;1;-80;Lau & Maus (2019);Experiment 1;Orientation;1
10;83;83;0;1.81269097328186;1;76;Lau & Maus (2019);Experiment 1;Orientation;1
10;69;69;0;0.872788190841675;1;14;Lau & Maus (2019);Experiment 1;Orientation;1
10;88;92;4;2.61282396316528;1;-19;Lau & Maus (2019);Experiment 1;Orientation;1
10;166;168;2;0.982802867889404;1;-78;Lau & Maus (2019);Experiment 1;Orientation;1
10;60;68;8;1.59360098838806;1;-74;Lau & Maus (2019);Experiment 1;Orientation;1
10;85;85;0;1.1731960773468;1;-25;Lau & Maus (2019);Experiment 1;Orientation;1
10;159;146;-13;1.21318602561951;1;-74;Lau & Maus (2019);Experiment 1;Orientation;1
10;179;4;5;1.22284197807312;1;-20;Lau & Maus (2019);Experiment 1;Orientation;1
10;120;119;-1;1.03271484375;1;59;Lau & Maus (2019);Experiment 1;Orientation;1
10;4;8;4;0.992793083190918;1;-64;Lau & Maus (2019);Experiment 1;Orientation;1
10;100;98;-2;1.24337601661682;1;84;Lau & Maus (2019);Experiment 1;Orientation;1
10;11;8;-3;1.07286596298218;1;89;Lau & Maus (2019);Experiment 1;Orientation;1
10;113;109;-4;0.882897138595581;1;78;Lau & Maus (2019);Experiment 1;Orientation;1
10;113;117;4;0.912774085998535;1;0;Lau & Maus (2019);Experiment 1;Orientation;1
10;57;58;1;1.04279804229736;1;56;Lau & Maus (2019);Experiment 1;Orientation;1
10;109;98;-11;1.1027729511261;1;-52;Lau & Maus (2019);Experiment 1;Orientation;1
10;116;109;-7;1.19269418716431;1;-7;Lau & Maus (2019);Experiment 1;Orientation;1
10;16;19;3;0.702762126922607;1;-80;Lau & Maus (2019);Experiment 1;Orientation;1
10;151;147;-4;0.552764892578125;1;45;Lau & Maus (2019);Experiment 1;Orientation;1
10;42;46;4;0.702777147293091;1;-71;Lau & Maus (2019);Experiment 1;Orientation;1
10;166;157;-9;0.812858819961548;1;56;Lau & Maus (2019);Experiment 1;Orientation;1
10;117;121;4;1.02257490158081;1;49;Lau & Maus (2019);Experiment 1;Orientation;1
10;56;68;12;1.3027811050415;1;61;Lau & Maus (2019);Experiment 1;Orientation;1
10;7;11;4;0.892851114273071;1;49;Lau & Maus (2019);Experiment 1;Orientation;1
10;145;139;-6;2.17299604415894;1;42;Lau & Maus (2019);Experiment 1;Orientation;1
10;114;117;3;1.3827338218689;1;31;Lau & Maus (2019);Experiment 1;Orientation;1
10;135;127;-8;0.83277702331543;1;-21;Lau & Maus (2019);Experiment 1;Orientation;1
10;133;128;-5;0.792860984802246;1;2;Lau & Maus (2019);Experiment 1;Orientation;1
10;68;69;1;0.742780923843384;1;65;Lau & Maus (2019);Experiment 1;Orientation;1
10;25;26;1;0.812828063964844;1;43;Lau & Maus (2019);Experiment 1;Orientation;1
10;164;167;3;0.902889013290405;1;41;Lau & Maus (2019);Experiment 1;Orientation;1
10;155;148;-7;0.992876052856445;1;9;Lau & Maus (2019);Experiment 1;Orientation;1
10;108;111;3;0.732762098312378;1;47;Lau & Maus (2019);Experiment 1;Orientation;1
10;57;39;-18;1.18296885490417;1;51;Lau & Maus (2019);Experiment 1;Orientation;1
10;48;54;6;1.09282803535461;1;9;Lau & Maus (2019);Experiment 1;Orientation;1
10;123;116;-7;1.662761926651;1;-75;Lau & Maus (2019);Experiment 1;Orientation;1
10;117;122;5;0.742775917053223;1;6;Lau & Maus (2019);Experiment 1;Orientation;1
10;11;12;1;0.862793922424316;1;-74;Lau & Maus (2019);Experiment 1;Orientation;1
10;100;95;-5;1.69273900985718;1;-89;Lau & Maus (2019);Experiment 1;Orientation;1
10;16;18;2;1.5427041053772;1;84;Lau & Maus (2019);Experiment 1;Orientation;1
10;89;93;4;2.07282996177673;1;-73;Lau & Maus (2019);Experiment 1;Orientation;1
10;44;51;7;0.713733196258545;1;45;Lau & Maus (2019);Experiment 1;Orientation;1
10;113;112;-1;2.95282697677612;1;-69;Lau & Maus (2019);Experiment 1;Orientation;1
10;65;74;9;1.85283994674683;1;48;Lau & Maus (2019);Experiment 1;Orientation;1
10;70;72;2;0.892796993255615;1;-5;Lau & Maus (2019);Experiment 1;Orientation;1
10;139;120;-19;1.36273598670959;1;-69;Lau & Maus (2019);Experiment 1;Orientation;1
10;155;163;8;1.05274605751038;1;-16;Lau & Maus (2019);Experiment 1;Orientation;1
10;63;71;8;0.892752170562744;1;-88;Lau & Maus (2019);Experiment 1;Orientation;1
10;120;126;6;1.36275911331177;1;-57;Lau & Maus (2019);Experiment 1;Orientation;1
10;30;45;15;1.17282795906067;1;90;Lau & Maus (2019);Experiment 1;Orientation;1
10;143;161;18;0.752578973770142;1;67;Lau & Maus (2019);Experiment 1;Orientation;1
10;146;135;-11;0.882838010787964;1;-3;Lau & Maus (2019);Experiment 1;Orientation;1
10;160;151;-9;0.712787866592407;1;-14;Lau & Maus (2019);Experiment 1;Orientation;1
10;45;48;3;0.72280216217041;1;-65;Lau & Maus (2019);Experiment 1;Orientation;1
10;2;2;0;0.972809076309204;1;43;Lau & Maus (2019);Experiment 1;Orientation;1
10;46;34;-12;1.6827449798584;1;-44;Lau & Maus (2019);Experiment 1;Orientation;1
10;132;144;12;0.962741136550903;1;-86;Lau & Maus (2019);Experiment 1;Orientation;1
10;87;70;-17;1.00325083732605;1;45;Lau & Maus (2019);Experiment 1;Orientation;1
10;76;80;4;1.50274085998535;1;11;Lau & Maus (2019);Experiment 1;Orientation;1
10;36;30;-6;0.662812948226929;1;40;Lau & Maus (2019);Experiment 1;Orientation;1
10;71;70;-1;1.21344494819641;1;-35;Lau & Maus (2019);Experiment 1;Orientation;1
10;120;129;9;1.0327730178833;1;-49;Lau & Maus (2019);Experiment 1;Orientation;1
10;137;125;-12;0.802754163742065;1;-17;Lau & Maus (2019);Experiment 1;Orientation;1
10;72;65;-7;1.22294092178345;1;65;Lau & Maus (2019);Experiment 1;Orientation;1
10;82;78;-4;1.34300208091736;1;-10;Lau & Maus (2019);Experiment 1;Orientation;1
10;89;89;0;1.92299294471741;1;-7;Lau & Maus (2019);Experiment 1;Orientation;1
10;71;84;13;0.982831954956055;1;18;Lau & Maus (2019);Experiment 1;Orientation;1
10;85;90;5;1.62274813652039;1;-14;Lau & Maus (2019);Experiment 1;Orientation;1
10;14;25;11;1.24281406402588;1;71;Lau & Maus (2019);Experiment 1;Orientation;1
10;104;86;-18;1.13279294967651;1;-90;Lau & Maus (2019);Experiment 1;Orientation;1
10;150;173;23;1.28316593170166;1;-46;Lau & Maus (2019);Experiment 1;Orientation;1
10;132;148;16;1.48281502723694;1;18;Lau & Maus (2019);Experiment 1;Orientation;1
10;174;173;-1;1.20284509658813;1;-42;Lau & Maus (2019);Experiment 1;Orientation;1
10;10;9;-1;0.943016052246094;1;-16;Lau & Maus (2019);Experiment 1;Orientation;1
10;100;95;-5;0.96280312538147;1;-90;Lau & Maus (2019);Experiment 1;Orientation;1
10;37;26;-11;0.612894058227539;1;63;Lau & Maus (2019);Experiment 1;Orientation;1
10;43;35;-8;0.712833166122437;1;-6;Lau & Maus (2019);Experiment 1;Orientation;1
10;121;99;-22;1.12313294410706;1;-78;Lau & Maus (2019);Experiment 1;Orientation;1
10;40;42;2;0.722794055938721;1;81;Lau & Maus (2019);Experiment 1;Orientation;1
10;93;95;2;1.71279096603394;1;-53;Lau & Maus (2019);Experiment 1;Orientation;1
10;58;55;-3;1.39280009269714;1;35;Lau & Maus (2019);Experiment 1;Orientation;1
10;96;102;6;1.55270004272461;1;-38;Lau & Maus (2019);Experiment 1;Orientation;1
10;20;36;16;0.992820978164673;1;76;Lau & Maus (2019);Experiment 1;Orientation;1
10;109;101;-8;1.09277892112732;1;-89;Lau & Maus (2019);Experiment 1;Orientation;1
10;159;158;-1;1.11280083656311;1;-50;Lau & Maus (2019);Experiment 1;Orientation;1
10;176;8;12;0.952813148498535;1;-17;Lau & Maus (2019);Experiment 1;Orientation;1
10;143;136;-7;0.892879009246826;1;33;Lau & Maus (2019);Experiment 1;Orientation;1
10;146;141;-5;0.922795057296753;1;-3;Lau & Maus (2019);Experiment 1;Orientation;1
10;70;81;11;0.692694187164307;1;76;Lau & Maus (2019);Experiment 1;Orientation;1
10;61;59;-2;1.22271299362183;1;9;Lau & Maus (2019);Experiment 1;Orientation;1
10;87;88;1;0.803190946578979;1;-26;Lau & Maus (2019);Experiment 1;Orientation;1
10;109;104;-5;1.1727511882782;1;-22;Lau & Maus (2019);Experiment 1;Orientation;1
10;79;68;-11;0.782857894897461;1;30;Lau & Maus (2019);Experiment 1;Orientation;1
10;7;8;1;1.13278818130493;1;72;Lau & Maus (2019);Experiment 1;Orientation;1
10;20;25;5;0.892795085906982;1;-13;Lau & Maus (2019);Experiment 1;Orientation;1
10;17;22;5;0.743136167526245;2;NaN;Lau & Maus (2019);Experiment 1;Orientation;1
10;177;5;8;1.07279586791992;2;20;Lau & Maus (2019);Experiment 1;Orientation;1
10;136;106;-30;1.09281706809998;2;41;Lau & Maus (2019);Experiment 1;Orientation;1
10;144;135;-9;0.852822065353394;2;-8;Lau & Maus (2019);Experiment 1;Orientation;1
10;22;18;-4;0.802778005599976;2;-58;Lau & Maus (2019);Experiment 1;Orientation;1
10;72;72;0;0.882758855819702;2;-50;Lau & Maus (2019);Experiment 1;Orientation;1
10;101;95;-6;1.3527410030365;2;-29;Lau & Maus (2019);Experiment 1;Orientation;1
10;87;82;-5;0.803643941879272;2;14;Lau & Maus (2019);Experiment 1;Orientation;1
10;22;14;-8;0.882768154144287;2;65;Lau & Maus (2019);Experiment 1;Orientation;1
10;173;161;-12;0.812798976898193;2;29;Lau & Maus (2019);Experiment 1;Orientation;1
10;76;43;-33;1.8728129863739;2;-83;Lau & Maus (2019);Experiment 1;Orientation;1
10;138;131;-7;1.03280997276306;2;-62;Lau & Maus (2019);Experiment 1;Orientation;1
10;118;101;-17;1.35284113883972;2;20;Lau & Maus (2019);Experiment 1;Orientation;1
10;75;74;-1;1.1528480052948;2;43;Lau & Maus (2019);Experiment 1;Orientation;1
10;89;90;1;1.48314094543457;2;-14;Lau & Maus (2019);Experiment 1;Orientation;1
10;128;122;-6;1.12281179428101;2;-39;Lau & Maus (2019);Experiment 1;Orientation;1
10;164;151;-13;0.742806911468506;2;-36;Lau & Maus (2019);Experiment 1;Orientation;1
10;114;111;-3;0.942862033843994;2;50;Lau & Maus (2019);Experiment 1;Orientation;1
10;109;83;-26;1.01281690597534;2;5;Lau & Maus (2019);Experiment 1;Orientation;1
10;29;25;-4;1.09278893470764;2;80;Lau & Maus (2019);Experiment 1;Orientation;1
10;91;90;-1;1.08279800415039;2;-62;Lau & Maus (2019);Experiment 1;Orientation;1
10;118;125;7;1.2028489112854;2;-27;Lau & Maus (2019);Experiment 1;Orientation;1
10;91;94;3;1.84262490272522;2;27;Lau & Maus (2019);Experiment 1;Orientation;1
10;87;86;-1;1.11261510848999;2;4;Lau & Maus (2019);Experiment 1;Orientation;1
10;145;141;-4;0.862900972366333;2;-58;Lau & Maus (2019);Experiment 1;Orientation;1
10;174;175;1;1.15289497375488;2;-29;Lau & Maus (2019);Experiment 1;Orientation;1
10;86;94;8;1.1528902053833;2;88;Lau & Maus (2019);Experiment 1;Orientation;1
10;115;112;-3;1.26273608207703;2;-29;Lau & Maus (2019);Experiment 1;Orientation;1
10;44;54;10;1.21290802955627;2;71;Lau & Maus (2019);Experiment 1;Orientation;1
10;152;135;-17;0.633203983306885;2;72;Lau & Maus (2019);Experiment 1;Orientation;1
10;168;170;2;1.01270508766174;2;-16;Lau & Maus (2019);Experiment 1;Orientation;1
10;93;102;9;0.742591857910156;2;75;Lau & Maus (2019);Experiment 1;Orientation;1
10;94;95;1;0.772881031036377;2;-1;Lau & Maus (2019);Experiment 1;Orientation;1
10;168;12;24;1.19274520874023;2;-74;Lau & Maus (2019);Experiment 1;Orientation;1
10;5;179;-6;1.05279922485352;2;-17;Lau & Maus (2019);Experiment 1;Orientation;1
10;134;132;-2;0.882789850234985;2;51;Lau & Maus (2019);Experiment 1;Orientation;1
10;62;60;-2;1.14274787902832;2;72;Lau & Maus (2019);Experiment 1;Orientation;1
10;74;81;7;1.2128438949585;2;-12;Lau & Maus (2019);Experiment 1;Orientation;1
10;174;163;-11;0.662754058837891;2;80;Lau & Maus (2019);Experiment 1;Orientation;1
10;57;67;10;1.01281714439392;2;-63;Lau & Maus (2019);Experiment 1;Orientation;1
10;174;165;-9;0.552783012390137;2;63;Lau & Maus (2019);Experiment 1;Orientation;1
10;24;27;3;0.912791967391968;2;-30;Lau & Maus (2019);Experiment 1;Orientation;1
10;111;106;-5;0.873050928115845;2;-87;Lau & Maus (2019);Experiment 1;Orientation;1
10;167;159;-8;0.852861881256104;2;-56;Lau & Maus (2019);Experiment 1;Orientation;1
10;160;163;3;0.802742958068848;2;7;Lau & Maus (2019);Experiment 1;Orientation;1
10;158;142;-16;1.25273013114929;2;2;Lau & Maus (2019);Experiment 1;Orientation;1
10;175;166;-9;0.992738008499146;2;-17;Lau & Maus (2019);Experiment 1;Orientation;1
10;88;78;-10;0.982603788375854;2;87;Lau & Maus (2019);Experiment 1;Orientation;1
10;171;2;11;0.862746000289917;2;-83;Lau & Maus (2019);Experiment 1;Orientation;1
10;48;57;9;0.932874917984009;2;-57;Lau & Maus (2019);Experiment 1;Orientation;1
10;64;43;-21;0.793112993240356;2;-16;Lau & Maus (2019);Experiment 1;Orientation;1
10;83;86;3;0.672780990600586;2;-19;Lau & Maus (2019);Experiment 1;Orientation;1
10;27;18;-9;0.682800054550171;2;56;Lau & Maus (2019);Experiment 1;Orientation;1
10;81;69;-12;1.38279104232788;2;-54;Lau & Maus (2019);Experiment 1;Orientation;1
10;62;58;-4;1.07331204414368;2;19;Lau & Maus (2019);Experiment 1;Orientation;1
10;20;30;10;0.812859058380127;2;42;Lau & Maus (2019);Experiment 1;Orientation;1
10;52;45;-7;1.15270495414734;2;-32;Lau & Maus (2019);Experiment 1;Orientation;1
10;21;10;-11;0.68287992477417;2;31;Lau & Maus (2019);Experiment 1;Orientation;1
10;111;99;-12;0.872947216033936;2;-90;Lau & Maus (2019);Experiment 1;Orientation;1
10;58;60;2;1.88255095481873;2;53;Lau & Maus (2019);Experiment 1;Orientation;1
10;41;35;-6;1.17278409004211;2;17;Lau & Maus (2019);Experiment 1;Orientation;1
10;127;46;-81;0.702769041061401;2;-86;Lau & Maus (2019);Experiment 1;Orientation;1
10;36;23;-13;1.17288398742676;2;-89;Lau & Maus (2019);Experiment 1;Orientation;1
10;23;33;10;0.952739953994751;2;13;Lau & Maus (2019);Experiment 1;Orientation;1
10;143;140;-3;1.16266298294067;2;60;Lau & Maus (2019);Experiment 1;Orientation;1
10;34;31;-3;1.03275203704834;2;-71;Lau & Maus (2019);Experiment 1;Orientation;1
10;159;142;-17;0.90300178527832;2;55;Lau & Maus (2019);Experiment 1;Orientation;1
10;75;78;3;1.40271997451782;2;84;Lau & Maus (2019);Experiment 1;Orientation;1
10;127;119;-8;1.37264394760132;2;-52;Lau & Maus (2019);Experiment 1;Orientation;1
10;56;48;-8;1.24273800849915;2;71;Lau & Maus (2019);Experiment 1;Orientation;1
10;79;56;-23;0.782793998718262;2;-23;Lau & Maus (2019);Experiment 1;Orientation;1
10;86;86;0;0.813182830810547;2;-7;Lau & Maus (2019);Experiment 1;Orientation;1
10;71;54;-17;0.862913846969604;2;15;Lau & Maus (2019);Experiment 1;Orientation;1
10;35;48;13;1.60272598266602;2;36;Lau & Maus (2019);Experiment 1;Orientation;1
10;117;109;-8;1.32288694381714;2;-82;Lau & Maus (2019);Experiment 1;Orientation;1
10;168;166;-2;0.922968864440918;2;-51;Lau & Maus (2019);Experiment 1;Orientation;1
10;74;76;2;0.922889947891235;2;-86;Lau & Maus (2019);Experiment 1;Orientation;1
10;76;77;1;1.0828001499176;2;-2;Lau & Maus (2019);Experiment 1;Orientation;1
10;27;18;-9;0.732866048812866;2;49;Lau & Maus (2019);Experiment 1;Orientation;1
10;159;168;9;0.792865037918091;2;48;Lau & Maus (2019);Experiment 1;Orientation;1
10;150;152;2;0.812824964523315;2;9;Lau & Maus (2019);Experiment 1;Orientation;1
10;160;151;-9;0.952749967575073;2;-10;Lau & Maus (2019);Experiment 1;Orientation;1
10;27;42;15;0.95287299156189;2;-47;Lau & Maus (2019);Experiment 1;Orientation;1
10;147;32;65;0.74283504486084;2;60;Lau & Maus (2019);Experiment 1;Orientation;1
