obs;theta;resp;error;rt;block;delta;study;experiment;stimulus;expnum
18;56;60;4;3.74846196174622;3;68;Lau & Maus (2019);Experiment 1;Orientation;1
18;23;157;-46;5.9743869304657;3;33;Lau & Maus (2019);Experiment 1;Orientation;1
18;45;30;-15;1.78282403945923;3;-22;Lau & Maus (2019);Experiment 1;Orientation;1
18;166;32;46;3.88470482826233;3;59;Lau & Maus (2019);Experiment 1;Orientation;1
18;114;124;10;1.41327381134033;3;52;Lau & Maus (2019);Experiment 1;Orientation;1
18;159;133;-26;2.51346683502197;3;-45;Lau & Maus (2019);Experiment 1;Orientation;1
18;87;61;-26;3.01290488243103;3;72;Lau & Maus (2019);Experiment 1;Orientation;1
18;143;165;22;3.65311098098755;3;-56;Lau & Maus (2019);Experiment 1;Orientation;1
18;78;73;-5;4.96829700469971;3;65;Lau & Maus (2019);Experiment 1;Orientation;1
18;93;98;5;3.23751497268677;3;-15;Lau & Maus (2019);Experiment 1;Orientation;1
18;91;92;1;1.69270086288452;3;2;Lau & Maus (2019);Experiment 1;Orientation;1
18;41;38;-3;4.90683507919312;3;50;Lau & Maus (2019);Experiment 1;Orientation;1
18;14;179;-15;2.84447979927063;3;27;Lau & Maus (2019);Experiment 1;Orientation;1
18;41;44;3;4.07977700233459;3;-27;Lau & Maus (2019);Experiment 1;Orientation;1
18;18;17;-1;1.61253499984741;3;23;Lau & Maus (2019);Experiment 1;Orientation;1
18;111;108;-3;1.90513515472412;3;87;Lau & Maus (2019);Experiment 1;Orientation;1
18;34;33;-1;1.94273495674133;3;77;Lau & Maus (2019);Experiment 1;Orientation;1
18;114;110;-4;1.24273014068604;3;-80;Lau & Maus (2019);Experiment 1;Orientation;1
18;101;116;15;4.09280705451965;3;13;Lau & Maus (2019);Experiment 1;Orientation;1
18;3;5;2;2.19284510612488;3;-82;Lau & Maus (2019);Experiment 1;Orientation;1
18;159;142;-17;2.51284289360046;3;24;Lau & Maus (2019);Experiment 1;Orientation;1
18;65;44;-21;3.86281609535217;3;-86;Lau & Maus (2019);Experiment 1;Orientation;1
18;157;131;-26;2.72284889221191;3;88;Lau & Maus (2019);Experiment 1;Orientation;1
18;49;40;-9;2.01360011100769;3;-72;Lau & Maus (2019);Experiment 1;Orientation;1
18;171;135;-36;0.613194227218628;4;NaN;Lau & Maus (2019);Experiment 1;Orientation;1
18;42;49;7;0.602813005447388;4;-51;Lau & Maus (2019);Experiment 1;Orientation;1
18;20;10;-10;0.682823181152344;4;22;Lau & Maus (2019);Experiment 1;Orientation;1
18;107;135;28;0.802742958068848;4;-87;Lau & Maus (2019);Experiment 1;Orientation;1
18;162;158;-4;0.773077964782715;4;-55;Lau & Maus (2019);Experiment 1;Orientation;1
18;109;121;12;0.692831993103027;4;53;Lau & Maus (2019);Experiment 1;Orientation;1
18;115;125;10;0.813007831573486;4;-6;Lau & Maus (2019);Experiment 1;Orientation;1
18;27;18;-9;1.20275211334229;4;88;Lau & Maus (2019);Experiment 1;Orientation;1
18;156;140;-16;0.863243103027344;4;51;Lau & Maus (2019);Experiment 1;Orientation;1
18;7;5;-2;0.583045959472656;4;-31;Lau & Maus (2019);Experiment 1;Orientation;1
18;28;50;22;0.512931823730469;4;-21;Lau & Maus (2019);Experiment 1;Orientation;1
18;46;45;-1;0.923007011413574;4;-18;Lau & Maus (2019);Experiment 1;Orientation;1
18;5;176;-9;0.953215837478638;4;41;Lau & Maus (2019);Experiment 1;Orientation;1
18;108;114;6;0.622966051101685;4;77;Lau & Maus (2019);Experiment 1;Orientation;1
18;56;64;8;0.482911825180054;4;52;Lau & Maus (2019);Experiment 1;Orientation;1
18;70;44;-26;0.653084993362427;4;-14;Lau & Maus (2019);Experiment 1;Orientation;1
18;82;75;-7;1.04293084144592;4;-12;Lau & Maus (2019);Experiment 1;Orientation;1
18;145;122;-23;1.04281997680664;4;-63;Lau & Maus (2019);Experiment 1;Orientation;1
18;169;152;-17;0.672830104827881;4;-24;Lau & Maus (2019);Experiment 1;Orientation;1
18;108;128;20;0.922822952270508;4;61;Lau & Maus (2019);Experiment 1;Orientation;1
18;137;132;-5;0.852812051773071;4;-29;Lau & Maus (2019);Experiment 1;Orientation;1
18;156;131;-25;0.562803983688354;4;-19;Lau & Maus (2019);Experiment 1;Orientation;1
18;120;134;14;1.17279982566833;4;36;Lau & Maus (2019);Experiment 1;Orientation;1
18;126;121;-5;0.712690114974976;4;-6;Lau & Maus (2019);Experiment 1;Orientation;1
18;73;64;-9;0.652812004089355;4;53;Lau & Maus (2019);Experiment 1;Orientation;1
18;64;43;-21;0.692798137664795;4;9;Lau & Maus (2019);Experiment 1;Orientation;1
18;98;100;2;0.872838020324707;4;-34;Lau & Maus (2019);Experiment 1;Orientation;1
18;40;50;10;0.572767972946167;4;58;Lau & Maus (2019);Experiment 1;Orientation;1
18;45;35;-10;0.652866125106812;4;-5;Lau & Maus (2019);Experiment 1;Orientation;1
18;136;118;-18;0.562788009643555;4;89;Lau & Maus (2019);Experiment 1;Orientation;1
18;153;143;-10;0.462723970413208;4;-17;Lau & Maus (2019);Experiment 1;Orientation;1
18;78;54;-24;0.542649984359741;4;75;Lau & Maus (2019);Experiment 1;Orientation;1
18;87;98;11;1.55287408828735;4;-9;Lau & Maus (2019);Experiment 1;Orientation;1
18;87;63;-24;0.942816972732544;4;0;Lau & Maus (2019);Experiment 1;Orientation;1
18;3;1;-2;0.842757940292358;4;84;Lau & Maus (2019);Experiment 1;Orientation;1
18;112;100;-12;0.64276909828186;4;71;Lau & Maus (2019);Experiment 1;Orientation;1
18;140;109;-31;0.712862968444824;4;-28;Lau & Maus (2019);Experiment 1;Orientation;1
18;44;36;-8;0.65333080291748;4;-84;Lau & Maus (2019);Experiment 1;Orientation;1
18;121;125;4;0.463108062744141;4;-77;Lau & Maus (2019);Experiment 1;Orientation;1
18;176;167;-9;0.723101139068604;4;-55;Lau & Maus (2019);Experiment 1;Orientation;1
18;112;122;10;0.74292516708374;4;64;Lau & Maus (2019);Experiment 1;Orientation;1
18;33;21;-12;0.872851848602295;4;79;Lau & Maus (2019);Experiment 1;Orientation;1
18;19;25;6;0.853110790252686;4;14;Lau & Maus (2019);Experiment 1;Orientation;1
18;171;163;-8;0.672802925109863;4;28;Lau & Maus (2019);Experiment 1;Orientation;1
18;149;143;-6;0.682796955108643;4;22;Lau & Maus (2019);Experiment 1;Orientation;1
18;155;159;4;0.732805967330933;4;-6;Lau & Maus (2019);Experiment 1;Orientation;1
18;134;129;-5;0.873275995254517;4;21;Lau & Maus (2019);Experiment 1;Orientation;1
18;125;137;12;0.752753019332886;4;9;Lau & Maus (2019);Experiment 1;Orientation;1
18;142;137;-5;0.462646961212158;4;-17;Lau & Maus (2019);Experiment 1;Orientation;1
18;77;51;-26;0.72265887260437;4;65;Lau & Maus (2019);Experiment 1;Orientation;1
18;172;172;0;0.86298394203186;4;85;Lau & Maus (2019);Experiment 1;Orientation;1
18;80;56;-24;0.792762994766235;4;-88;Lau & Maus (2019);Experiment 1;Orientation;1
18;106;125;19;0.672850131988525;4;-26;Lau & Maus (2019);Experiment 1;Orientation;1
18;119;119;0;0.413182973861694;4;-13;Lau & Maus (2019);Experiment 1;Orientation;1
18;173;166;-7;0.963191032409668;4;-54;Lau & Maus (2019);Experiment 1;Orientation;1
18;127;114;-13;0.512773036956787;4;46;Lau & Maus (2019);Experiment 1;Orientation;1
18;37;38;1;0.502886772155762;4;90;Lau & Maus (2019);Experiment 1;Orientation;1
18;7;5;-2;0.642742872238159;4;30;Lau & Maus (2019);Experiment 1;Orientation;1
18;83;66;-17;0.622773885726929;4;-76;Lau & Maus (2019);Experiment 1;Orientation;1
18;175;179;4;0.532849073410034;4;88;Lau & Maus (2019);Experiment 1;Orientation;1
18;77;47;-30;0.682765007019043;4;-82;Lau & Maus (2019);Experiment 1;Orientation;1
18;33;26;-7;0.772998094558716;4;44;Lau & Maus (2019);Experiment 1;Orientation;1
18;25;12;-13;0.782819986343384;4;8;Lau & Maus (2019);Experiment 1;Orientation;1
18;77;47;-30;1.12290287017822;4;-52;Lau & Maus (2019);Experiment 1;Orientation;1
18;52;65;13;0.62279200553894;4;25;Lau & Maus (2019);Experiment 1;Orientation;1
18;150;134;-16;1.01272296905518;4;82;Lau & Maus (2019);Experiment 1;Orientation;1
18;2;25;23;1.12303709983826;4;-32;Lau & Maus (2019);Experiment 1;Orientation;1
18;37;50;13;0.702887058258057;4;-35;Lau & Maus (2019);Experiment 1;Orientation;1
18;62;45;-17;0.782777070999146;4;-25;Lau & Maus (2019);Experiment 1;Orientation;1
18;127;119;-8;0.792849063873291;4;-65;Lau & Maus (2019);Experiment 1;Orientation;1
18;128;113;-15;0.812868118286133;4;-1;Lau & Maus (2019);Experiment 1;Orientation;1
18;18;24;6;1.13288903236389;4;-70;Lau & Maus (2019);Experiment 1;Orientation;1
18;37;45;8;0.712839126586914;4;-19;Lau & Maus (2019);Experiment 1;Orientation;1
18;77;16;-61;0.582828044891357;4;-40;Lau & Maus (2019);Experiment 1;Orientation;1
18;47;39;-8;0.582874059677124;4;30;Lau & Maus (2019);Experiment 1;Orientation;1
18;123;122;-1;0.842916965484619;4;-76;Lau & Maus (2019);Experiment 1;Orientation;1
18;41;47;6;0.64289116859436;4;82;Lau & Maus (2019);Experiment 1;Orientation;1
18;49;62;13;0.593126058578491;4;-8;Lau & Maus (2019);Experiment 1;Orientation;1
18;33;36;3;0.662861824035645;4;16;Lau & Maus (2019);Experiment 1;Orientation;1
18;35;26;-9;0.902880907058716;4;-2;Lau & Maus (2019);Experiment 1;Orientation;1
18;115;135;20;0.79289698600769;4;-80;Lau & Maus (2019);Experiment 1;Orientation;1
18;28;48;20;0.394078016281128;4;87;Lau & Maus (2019);Experiment 1;Orientation;1
18;118;111;-7;0.402873992919922;4;-90;Lau & Maus (2019);Experiment 1;Orientation;1
18;84;58;-26;0.492861986160278;4;34;Lau & Maus (2019);Experiment 1;Orientation;1
18;51;21;-30;0.752856969833374;4;33;Lau & Maus (2019);Experiment 1;Orientation;1
18;91;68;-23;1.85419702529907;4;-40;Lau & Maus (2019);Experiment 1;Orientation;1
18;89;101;12;0.842900037765503;4;2;Lau & Maus (2019);Experiment 1;Orientation;1
18;2;174;-8;0.532932996749878;4;87;Lau & Maus (2019);Experiment 1;Orientation;1
18;29;18;-11;0.89294695854187;4;-27;Lau & Maus (2019);Experiment 1;Orientation;1
18;25;43;18;0.702892065048218;4;4;Lau & Maus (2019);Experiment 1;Orientation;1
18;120;133;13;0.653640985488892;4;85;Lau & Maus (2019);Experiment 1;Orientation;1
18;77;42;-35;0.672867059707642;4;43;Lau & Maus (2019);Experiment 1;Orientation;1
18;159;139;-20;0.572838068008423;4;-82;Lau & Maus (2019);Experiment 1;Orientation;1
18;78;61;-17;0.752884864807129;4;81;Lau & Maus (2019);Experiment 1;Orientation;1
18;127;129;2;0.962928056716919;4;-49;Lau & Maus (2019);Experiment 1;Orientation;1
18;116;135;19;0.992884159088135;4;11;Lau & Maus (2019);Experiment 1;Orientation;1
18;103;138;35;0.81289005279541;4;13;Lau & Maus (2019);Experiment 1;Orientation;1
18;155;136;-19;0.532874822616577;4;-52;Lau & Maus (2019);Experiment 1;Orientation;1
18;7;23;16;0.542832851409912;4;-32;Lau & Maus (2019);Experiment 1;Orientation;1
18;20;31;11;0.852879047393799;4;-13;Lau & Maus (2019);Experiment 1;Orientation;1
18;12;28;16;0.952772855758667;4;8;Lau & Maus (2019);Experiment 1;Orientation;1
18;72;57;-15;0.732756853103638;4;-60;Lau & Maus (2019);Experiment 1;Orientation;1
18;79;81;2;0.662726163864136;4;-7;Lau & Maus (2019);Experiment 1;Orientation;1
18;60;72;12;0.773208856582642;4;19;Lau & Maus (2019);Experiment 1;Orientation;1
18;140;140;0;1.37280416488647;4;NaN;Lau & Maus (2019);Experiment 1;Orientation;1
18;145;135;-10;1.72271800041199;4;-5;Lau & Maus (2019);Experiment 1;Orientation;1
18;142;111;-31;7.40212512016296;4;3;Lau & Maus (2019);Experiment 1;Orientation;1
18;133;106;-27;4.2041130065918;4;9;Lau & Maus (2019);Experiment 1;Orientation;1
18;101;99;-2;4.63271808624268;4;32;Lau & Maus (2019);Experiment 1;Orientation;1
18;36;39;3;3.01282095909119;4;65;Lau & Maus (2019);Experiment 1;Orientation;1
18;76;72;-4;2.45273685455322;4;-40;Lau & Maus (2019);Experiment 1;Orientation;1
18;134;132;-2;2.59339499473572;4;-58;Lau & Maus (2019);Experiment 1;Orientation;1
18;119;140;21;4.5941789150238;4;15;Lau & Maus (2019);Experiment 1;Orientation;1
18;70;40;-30;4.95216083526611;4;49;Lau & Maus (2019);Experiment 1;Orientation;1
18;45;41;-4;2.1628258228302;4;25;Lau & Maus (2019);Experiment 1;Orientation;1
18;137;117;-20;7.19667315483093;4;88;Lau & Maus (2019);Experiment 1;Orientation;1
18;178;179;1;1.70274591445923;4;-41;Lau & Maus (2019);Experiment 1;Orientation;1
18;17;70;53;5.24439215660095;4;-19;Lau & Maus (2019);Experiment 1;Orientation;1
18;74;81;7;5.44784784317017;4;-57;Lau & Maus (2019);Experiment 1;Orientation;1
18;13;81;68;6.4195020198822;4;61;Lau & Maus (2019);Experiment 1;Orientation;1
18;148;143;-5;3.03280687332153;4;45;Lau & Maus (2019);Experiment 1;Orientation;1
18;39;28;-11;3.94291996955872;4;-71;Lau & Maus (2019);Experiment 1;Orientation;1
18;147;68;-79;4.47107696533203;4;72;Lau & Maus (2019);Experiment 1;Orientation;1
18;170;169;-1;6.28690600395203;4;-23;Lau & Maus (2019);Experiment 1;Orientation;1
18;73;91;18;5.24803304672241;4;-83;Lau & Maus (2019);Experiment 1;Orientation;1
18;83;86;3;1.6826958656311;4;-10;Lau & Maus (2019);Experiment 1;Orientation;1
18;119;106;-13;1.84272909164429;4;-36;Lau & Maus (2019);Experiment 1;Orientation;1
18;31;45;14;3.18262815475464;4;88;Lau & Maus (2019);Experiment 1;Orientation;1
18;38;61;23;5.65227484703064;4;-7;Lau & Maus (2019);Experiment 1;Orientation;1
18;89;98;9;3.12281489372253;4;-51;Lau & Maus (2019);Experiment 1;Orientation;1
18;128;173;45;1.76290106773376;4;-39;Lau & Maus (2019);Experiment 1;Orientation;1
18;52;55;3;8.31428503990173;4;76;Lau & Maus (2019);Experiment 1;Orientation;1
18;108;103;-5;2.76273798942566;4;-56;Lau & Maus (2019);Experiment 1;Orientation;1
18;63;63;0;2.06280207633972;4;45;Lau & Maus (2019);Experiment 1;Orientation;1
18;33;25;-8;4.55952310562134;4;30;Lau & Maus (2019);Experiment 1;Orientation;1
18;96;134;38;3.25013399124146;4;-63;Lau & Maus (2019);Experiment 1;Orientation;1
18;148;136;-12;2.34301710128784;4;-52;Lau & Maus (2019);Experiment 1;Orientation;1
18;31;37;6;1.56270909309387;4;-63;Lau & Maus (2019);Experiment 1;Orientation;1
18;41;39;-2;2.41293215751648;4;-10;Lau & Maus (2019);Experiment 1;Orientation;1
18;103;107;4;2.79114389419556;4;-62;Lau & Maus (2019);Experiment 1;Orientation;1
18;2;1;-1;2.43066716194153;4;-79;Lau & Maus (2019);Experiment 1;Orientation;1
18;62;50;-12;2.0631160736084;4;-60;Lau & Maus (2019);Experiment 1;Orientation;1
18;123;124;1;1.73298215866089;4;-61;Lau & Maus (2019);Experiment 1;Orientation;1
18;96;101;5;1.76272702217102;4;27;Lau & Maus (2019);Experiment 1;Orientation;1
18;52;53;1;3.1027979850769;4;44;Lau & Maus (2019);Experiment 1;Orientation;1
18;58;60;2;3.10286712646484;4;-6;Lau & Maus (2019);Experiment 1;Orientation;1
18;110;133;23;1.93309783935547;4;-52;Lau & Maus (2019);Experiment 1;Orientation;1
18;135;122;-13;2.12808108329773;4;-25;Lau & Maus (2019);Experiment 1;Orientation;1
18;125;124;-1;2.00305414199829;4;10;Lau & Maus (2019);Experiment 1;Orientation;1
18;86;51;-35;2.18274402618408;4;39;Lau & Maus (2019);Experiment 1;Orientation;1
18;107;92;-15;3.20898604393005;4;-21;Lau & Maus (2019);Experiment 1;Orientation;1
18;49;38;-11;1.64325094223022;4;58;Lau & Maus (2019);Experiment 1;Orientation;1
18;96;131;35;2.59365510940552;4;-47;Lau & Maus (2019);Experiment 1;Orientation;1
18;13;17;4;2.52206611633301;4;83;Lau & Maus (2019);Experiment 1;Orientation;1
18;159;35;56;7.09510803222656;4;34;Lau & Maus (2019);Experiment 1;Orientation;1
18;17;59;42;3.8996160030365;4;-38;Lau & Maus (2019);Experiment 1;Orientation;1
18;102;144;42;7.07566404342651;4;-85;Lau & Maus (2019);Experiment 1;Orientation;1
18;84;68;-16;4.61288714408875;4;18;Lau & Maus (2019);Experiment 1;Orientation;1
18;45;41;-4;1.82280802726746;4;39;Lau & Maus (2019);Experiment 1;Orientation;1
18;46;56;10;9.74317717552185;4;-1;Lau & Maus (2019);Experiment 1;Orientation;1
18;98;116;18;2.55292987823486;4;-52;Lau & Maus (2019);Experiment 1;Orientation;1
18;53;45;-8;4.85283017158508;4;45;Lau & Maus (2019);Experiment 1;Orientation;1
18;44;40;-4;26.4610681533813;4;9;Lau & Maus (2019);Experiment 1;Orientation;1
18;34;61;27;2.4527280330658;4;10;Lau & Maus (2019);Experiment 1;Orientation;1
18;174;18;24;13.8743300437927;4;40;Lau & Maus (2019);Experiment 1;Orientation;1
18;147;133;-14;1.29271578788757;4;27;Lau & Maus (2019);Experiment 1;Orientation;1
18;126;118;-8;1.69385194778442;4;21;Lau & Maus (2019);Experiment 1;Orientation;1
18;145;130;-15;2.960608959198;4;-19;Lau & Maus (2019);Experiment 1;Orientation;1
18;147;115;-32;1.42934608459473;4;-2;Lau & Maus (2019);Experiment 1;Orientation;1
18;75;67;-8;3.47266721725464;4;72;Lau & Maus (2019);Experiment 1;Orientation;1
18;78;49;-29;7.98868298530579;4;-3;Lau & Maus (2019);Experiment 1;Orientation;1
18;52;55;3;4.69290995597839;4;26;Lau & Maus (2019);Experiment 1;Orientation;1
18;13;157;-36;4.65923285484314;4;39;Lau & Maus (2019);Experiment 1;Orientation;1
18;143;70;-73;6.86033582687378;4;50;Lau & Maus (2019);Experiment 1;Orientation;1
18;161;64;83;6.22059416770935;4;-18;Lau & Maus (2019);Experiment 1;Orientation;1
18;78;63;-15;3.45293498039246;4;83;Lau & Maus (2019);Experiment 1;Orientation;1
18;103;109;6;18.0814089775085;4;-25;Lau & Maus (2019);Experiment 1;Orientation;1
18;137;124;-13;3.94279909133911;4;-34;Lau & Maus (2019);Experiment 1;Orientation;1
18;5;7;2;9.59929800033569;4;-48;Lau & Maus (2019);Experiment 1;Orientation;1
18;16;13;-3;3.55366897583008;4;-11;Lau & Maus (2019);Experiment 1;Orientation;1
18;107;131;24;3.51547002792358;4;89;Lau & Maus (2019);Experiment 1;Orientation;1
18;127;134;7;9.69429206848145;4;-20;Lau & Maus (2019);Experiment 1;Orientation;1
18;36;42;6;1.78335905075073;4;-89;Lau & Maus (2019);Experiment 1;Orientation;1
18;93;142;49;11.4686818122864;4;-57;Lau & Maus (2019);Experiment 1;Orientation;1
18;134;123;-11;1.56265807151794;4;-41;Lau & Maus (2019);Experiment 1;Orientation;1
18;166;43;57;11.4388098716736;4;-32;Lau & Maus (2019);Experiment 1;Orientation;1
18;109;120;11;2.86281704902649;4;57;Lau & Maus (2019);Experiment 1;Orientation;1
18;68;45;-23;4.28758716583252;4;41;Lau & Maus (2019);Experiment 1;Orientation;1
18;132;131;-1;5.30833196640015;4;-64;Lau & Maus (2019);Experiment 1;Orientation;1
18;14;64;50;5.42753887176514;4;-62;Lau & Maus (2019);Experiment 1;Orientation;1
18;57;28;-29;1.6527087688446;4;-43;Lau & Maus (2019);Experiment 1;Orientation;1
18;21;15;-6;3.61722803115845;4;36;Lau & Maus (2019);Experiment 1;Orientation;1
18;167;148;-19;2.18274307250977;4;34;Lau & Maus (2019);Experiment 1;Orientation;1
18;120;126;6;3.93746209144592;4;47;Lau & Maus (2019);Experiment 1;Orientation;1
18;116;111;-5;5.96382689476013;4;4;Lau & Maus (2019);Experiment 1;Orientation;1
18;76;83;7;4.05732703208923;4;40;Lau & Maus (2019);Experiment 1;Orientation;1
18;103;148;45;2.66111016273499;4;-27;Lau & Maus (2019);Experiment 1;Orientation;1
18;27;159;-48;4.64574289321899;4;76;Lau & Maus (2019);Experiment 1;Orientation;1
18;126;137;11;2.81247591972351;4;81;Lau & Maus (2019);Experiment 1;Orientation;1
18;117;115;-2;3.70424103736877;4;9;Lau & Maus (2019);Experiment 1;Orientation;1
18;70;73;3;4.6976170539856;4;47;Lau & Maus (2019);Experiment 1;Orientation;1
18;54;57;3;1.60270500183105;4;16;Lau & Maus (2019);Experiment 1;Orientation;1
18;177;171;-6;1.64277911186218;4;57;Lau & Maus (2019);Experiment 1;Orientation;1
18;93;93;0;1.80271410942078;4;84;Lau & Maus (2019);Experiment 1;Orientation;1
18;176;167;-9;1.99272394180298;4;-83;Lau & Maus (2019);Experiment 1;Orientation;1
18;178;160;-18;2.1526927947998;4;-2;Lau & Maus (2019);Experiment 1;Orientation;1
18;59;63;4;6.99035596847534;4;-61;Lau & Maus (2019);Experiment 1;Orientation;1
18;139;110;-29;8.49292922019958;4;-80;Lau & Maus (2019);Experiment 1;Orientation;1
18;79;42;-37;1.53269696235657;5;NaN;Lau & Maus (2019);Experiment 1;Orientation;1
18;161;159;-2;2.15512800216675;5;-82;Lau & Maus (2019);Experiment 1;Orientation;1
18;26;24;-2;4.59929203987122;5;-45;Lau & Maus (2019);Experiment 1;Orientation;1
18;61;34;-27;3.2228832244873;5;-35;Lau & Maus (2019);Experiment 1;Orientation;1
18;65;52;-13;1.40268492698669;5;-4;Lau & Maus (2019);Experiment 1;Orientation;1
18;74;55;-19;0.742758989334106;5;-9;Lau & Maus (2019);Experiment 1;Orientation;1
18;48;42;-6;0.752763986587524;5;26;Lau & Maus (2019);Experiment 1;Orientation;1
18;91;92;1;1.04275703430176;5;-43;Lau & Maus (2019);Experiment 1;Orientation;1
18;60;35;-25;0.712761163711548;5;31;Lau & Maus (2019);Experiment 1;Orientation;1
18;58;39;-19;1.11276912689209;5;2;Lau & Maus (2019);Experiment 1;Orientation;1
18;55;44;-11;1.55302977561951;5;3;Lau & Maus (2019);Experiment 1;Orientation;1
18;5;172;-13;1.64399695396423;5;50;Lau & Maus (2019);Experiment 1;Orientation;1
18;133;134;1;0.772718906402588;5;52;Lau & Maus (2019);Experiment 1;Orientation;1
18;77;40;-37;0.912757873535156;5;56;Lau & Maus (2019);Experiment 1;Orientation;1
18;143;115;-28;1.39441704750061;5;-66;Lau & Maus (2019);Experiment 1;Orientation;1
18;79;37;-42;3.0126519203186;5;64;Lau & Maus (2019);Experiment 1;Orientation;1
18;8;11;3;5.73306703567505;5;71;Lau & Maus (2019);Experiment 1;Orientation;1
18;124;133;9;2.72558283805847;5;64;Lau & Maus (2019);Experiment 1;Orientation;1
18;65;57;-8;0.668673992156982;5;59;Lau & Maus (2019);Experiment 1;Orientation;1
18;120;127;7;1.23270297050476;5;-55;Lau & Maus (2019);Experiment 1;Orientation;1
18;86;84;-2;1.00731611251831;5;34;Lau & Maus (2019);Experiment 1;Orientation;1
18;138;135;-3;1.78270220756531;5;-52;Lau & Maus (2019);Experiment 1;Orientation;1
18;140;136;-4;0.682738065719604;5;-2;Lau & Maus (2019);Experiment 1;Orientation;1
18;144;116;-28;0.945641040802002;5;-4;Lau & Maus (2019);Experiment 1;Orientation;1
18;157;166;9;0.712751865386963;5;-13;Lau & Maus (2019);Experiment 1;Orientation;1
18;13;162;-31;2.1273980140686;5;-36;Lau & Maus (2019);Experiment 1;Orientation;1
18;155;159;4;0.742600917816162;5;38;Lau & Maus (2019);Experiment 1;Orientation;1
18;7;2;-5;1.1631760597229;5;-32;Lau & Maus (2019);Experiment 1;Orientation;1
18;26;12;-14;1.21664690971375;5;-19;Lau & Maus (2019);Experiment 1;Orientation;1
18;60;64;4;0.762794017791748;5;-34;Lau & Maus (2019);Experiment 1;Orientation;1
18;163;22;39;3.71532011032104;5;77;Lau & Maus (2019);Experiment 1;Orientation;1
18;89;72;-17;3.84624004364014;5;74;Lau & Maus (2019);Experiment 1;Orientation;1
18;141;148;7;0.762805938720703;5;-52;Lau & Maus (2019);Experiment 1;Orientation;1
18;134;130;-4;2.3149151802063;5;7;Lau & Maus (2019);Experiment 1;Orientation;1
18;173;171;-2;3.42334508895874;5;-39;Lau & Maus (2019);Experiment 1;Orientation;1
18;165;153;-12;0.722710847854614;5;8;Lau & Maus (2019);Experiment 1;Orientation;1
18;48;33;-15;0.762872934341431;5;-63;Lau & Maus (2019);Experiment 1;Orientation;1
18;162;147;-15;0.812870025634766;5;66;Lau & Maus (2019);Experiment 1;Orientation;1
18;45;40;-5;1.20034599304199;5;-63;Lau & Maus (2019);Experiment 1;Orientation;1
18;39;28;-11;0.772767066955566;5;6;Lau & Maus (2019);Experiment 1;Orientation;1
18;98;102;4;3.26548600196838;5;-59;Lau & Maus (2019);Experiment 1;Orientation;1
18;178;6;8;1.47178077697754;5;-80;Lau & Maus (2019);Experiment 1;Orientation;1
18;159;135;-24;1.10298109054565;5;19;Lau & Maus (2019);Experiment 1;Orientation;1
18;85;70;-15;1.0431809425354;5;74;Lau & Maus (2019);Experiment 1;Orientation;1
18;158;6;28;1.30962300300598;5;-73;Lau & Maus (2019);Experiment 1;Orientation;1
18;45;40;-5;0.772763967514038;5;-67;Lau & Maus (2019);Experiment 1;Orientation;1
18;12;18;6;1.03274488449097;5;33;Lau & Maus (2019);Experiment 1;Orientation;1
18;18;19;1;0.892800092697144;5;-6;Lau & Maus (2019);Experiment 1;Orientation;1
18;83;88;5;1.15724802017212;5;-65;Lau & Maus (2019);Experiment 1;Orientation;1
18;26;10;-16;0.823335886001587;5;57;Lau & Maus (2019);Experiment 1;Orientation;1
18;166;152;-14;0.85289192199707;5;40;Lau & Maus (2019);Experiment 1;Orientation;1
18;91;85;-6;1.13283395767212;5;75;Lau & Maus (2019);Experiment 1;Orientation;1
18;33;10;-23;1.04604697227478;5;58;Lau & Maus (2019);Experiment 1;Orientation;1
18;9;25;16;1.98563194274902;5;24;Lau & Maus (2019);Experiment 1;Orientation;1
18;13;3;-10;0.853167057037354;5;-4;Lau & Maus (2019);Experiment 1;Orientation;1
18;3;7;4;1.20574021339417;5;10;Lau & Maus (2019);Experiment 1;Orientation;1
18;91;80;-11;1.70286011695862;5;-88;Lau & Maus (2019);Experiment 1;Orientation;1
18;117;104;-13;0.792436838150024;5;-26;Lau & Maus (2019);Experiment 1;Orientation;1
18;173;164;-9;0.822756052017212;5;-56;Lau & Maus (2019);Experiment 1;Orientation;1
18;80;88;8;2.9761381149292;5;-87;Lau & Maus (2019);Experiment 1;Orientation;1
18;121;109;-12;0.736125946044922;5;-41;Lau & Maus (2019);Experiment 1;Orientation;1
18;50;68;18;2.40992307662964;5;71;Lau & Maus (2019);Experiment 1;Orientation;1
18;89;78;-11;3.85684514045715;5;-39;Lau & Maus (2019);Experiment 1;Orientation;1
18;13;8;-5;1.04283905029297;5;76;Lau & Maus (2019);Experiment 1;Orientation;1
18;88;98;10;0.952786922454834;5;-75;Lau & Maus (2019);Experiment 1;Orientation;1
18;170;156;-14;2.54325389862061;5;-82;Lau & Maus (2019);Experiment 1;Orientation;1
18;112;172;60;0.682743072509766;5;58;Lau & Maus (2019);Experiment 1;Orientation;1
18;102;71;-31;4.17977905273438;5;10;Lau & Maus (2019);Experiment 1;Orientation;1
18;171;159;-12;0.622807025909424;5;-69;Lau & Maus (2019);Experiment 1;Orientation;1
18;39;48;9;2.31275796890259;5;-48;Lau & Maus (2019);Experiment 1;Orientation;1
