obs;theta;resp;error;delta;block;rt;cond;study;experiment;stimulus;expnum
4;150;158.857142857143;8.85714285714286;0;15;2.59407456414192;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;48.7142857142857;-26.2857142857143;75;15;1.86266810970847;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;1;16;-90;15;1.69639442654443;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;166.285714285714;16.2857142857143;15;15;1.43030921468744;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;65.2857142857143;-9.71428571428571;75;15;3.90756404332933;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;45;51.4285714285714;6.42857142857143;30;15;1.57999638523324;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;145.428571428571;-4.57142857142856;75;15;1.57978056807769;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;42.2857142857143;-17.7142857142857;90;15;1.41372819099342;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;54.7142857142857;-5.28571428571428;0;15;1.34721191128483;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;148.142857142857;-1.85714285714286;-90;15;1.96239351472468;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;176;-4;-30;15;1.92902181189856;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;35.8571428571429;5.85714285714286;-30;15;1.89588464735425;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;168.428571428571;3.42857142857144;45;15;2.02887789852684;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;45;38.8571428571429;-6.14285714285714;-60;15;1.38052865624195;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;143;-7;75;15;2.49448401064728;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;171.571428571429;-8.42857142857144;-30;15;2.47778798919171;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;127.428571428571;-7.57142857142856;45;15;1.21410633460619;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;69;-6;60;15;2.3780742425879;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;176.285714285714;-3.71428571428572;75;15;1.0811748758133;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;166.571428571429;1.57142857142856;15;15;2.39466741873184;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;172.571428571429;7.57142857142856;0;15;2.39465943622054;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;9;-6;-30;15;2.49444965537987;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;91.2857142857143;1.28571428571428;-75;15;1.29741745567298;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;30.4285714285714;0.428571428571431;60;15;1.44698036107002;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;12.5714285714286;-2.42857142857143;15;15;1.84599087003153;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;66.7142857142857;-8.28571428571429;-60;15;1.33051207725657;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;103.285714285714;-1.71428571428572;-30;15;1.57998516029329;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;31;1;75;15;2.02888366868137;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;80.5714285714286;-9.42857142857143;-60;15;2.52786173069035;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;1.28571428571429;1.28571428571429;90;15;1.53004762355704;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;45;42.4285714285714;-2.57142857142857;-45;15;2.31150500447256;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;167.714285714286;2.71428571428572;60;15;1.36385102500208;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;63.2857142857143;-11.7142857142857;90;15;2.09542478929507;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;45;46.2857142857143;1.28571428571428;30;15;2.17855594618595;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;76.8571428571429;1.85714285714286;-30;15;1.82933775658603;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;131.714285714286;-3.28571428571428;-60;15;1.8958288038848;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;45;46.8571428571429;1.85714285714286;90;15;1.56328988767928;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;127.857142857143;7.85714285714286;-75;15;2.11194519521086;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;156.428571428571;-8.57142857142856;NaN;16;2.47771488360013;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;126.142857142857;6.14285714285714;45;16;1.16423204052262;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;95.5714285714286;5.57142857142856;30;16;1.48015428968938;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;24;-6;60;16;1.53010123301647;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;142.428571428571;22.4285714285714;-90;16;1.54654844786273;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;91.2857142857143;1.28571428571428;30;16;3.02642042946536;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;144.714285714286;9.71428571428572;-45;16;1.59651244158158;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;140;20;15;16;1.76276222249726;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;177.571428571429;-2.42857142857144;-60;16;3.25919352463097;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;2.14285714285714;2.14285714285714;0;16;3.0263876474346;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;139.571428571429;4.57142857142856;45;16;2.57745247884304;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;153.714285714286;3.71428571428572;-15;16;2.49432665400673;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;18.8571428571429;3.85714285714286;-45;16;1.86255741954665;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;155.142857142857;20.1428571428571;60;16;2.77703004051;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;82.2857142857143;-7.71428571428571;45;16;1.74615211435594;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;146.714285714286;26.7142857142857;-30;16;1.79608611523872;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;143.714285714286;8.71428571428572;-15;16;1.7129867936892;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;38.2857142857143;8.28571428571428;-75;16;1.56334301293828;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;161.142857142857;-3.85714285714286;45;16;2.52759733470157;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;108.857142857143;3.85714285714286;60;16;1.43034161388641;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;137.285714285714;2.28571428571428;-30;16;2.04548232271918;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;71.4285714285714;-3.57142857142857;60;16;1.76278070177068;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;90.5714285714286;0.571428571428555;-15;16;2.34477016597521;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;89.4285714285714;-0.571428571428569;0;16;1.69633477387833;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;60;0;30;16;1.9123603887565;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;178.857142857143;-1.14285714285714;60;16;1.51339202336385;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;127.142857142857;7.14285714285714;60;16;1.33050338504836;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;157.571428571429;7.57142857142856;-30;16;1.8459228418651;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;166.142857142857;1.14285714285714;-15;16;2.11196246146574;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;179.714285714286;-0.285714285714278;-15;16;2.16180232749321;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;38.2857142857143;-21.7142857142857;-60;16;2.0454387072532;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;136.428571428571;1.42857142857144;-75;16;1.59657578667975;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;88.1428571428571;-1.85714285714286;45;16;2.11194569274085;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;73.2857142857143;13.2857142857143;30;16;1.57993716275087;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;106.857142857143;-13.1428571428571;-60;16;2.71050947392359;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;144.714285714286;-5.28571428571428;-30;16;1.39698272690293;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;175.857142857143;-4.14285714285714;-30;16;1.81259433942614;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;87.4285714285714;-2.57142857142857;-90;16;1.92914281506091;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;55.2857142857143;-4.71428571428572;30;16;2.16182467452018;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;120;0;-60;16;2.04536697443109;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;64.5714285714286;4.57142857142857;60;16;2.11193925575935;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;161.714285714286;-3.28571428571428;75;16;2.26157106275787;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;118.714285714286;-1.28571428571428;45;16;1.76275447342778;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;21;6;-75;16;1.79596933809808;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;153.428571428571;3.42857142857144;45;16;2.91001717824838;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;84.4285714285714;-5.57142857142857;60;16;1.94559419291909;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;4.57142857142857;4.57142857142857;90;16;2.09538644744316;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;105.571428571429;0.571428571428555;75;16;1.94569642029819;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;57.4285714285714;-2.57142857142857;45;16;2.36124207029934;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;52.2857142857143;-7.71428571428572;0;16;2.12860274096602;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;149.428571428571;-15.5714285714286;75;16;1.44685748394113;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;153.142857142857;18.1428571428571;30;16;1.94572704509483;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;8.85714285714286;-6.14285714285714;-60;16;2.01229624880943;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;29.2857142857143;-0.714285714285722;-15;16;1.79605937172892;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;134.571428571429;14.5714285714286;-90;16;1.87923441734165;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;155.285714285714;5.28571428571428;-30;16;2.21171648876043;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;20.2857142857143;5.28571428571428;-45;16;2.09531864416203;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;150.857142857143;0.857142857142861;45;16;1.87906991675845;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;23.2857142857143;-6.71428571428572;-60;16;1.44686974622891;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;177.428571428571;-2.57142857142856;30;16;1.76276616551331;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;174.428571428571;9.42857142857144;NaN;17;1.91243504991871;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;137.571428571429;17.5714285714286;45;17;1.79606202279683;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;55;-20;45;17;1.56333084157086;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;19.8571428571429;-10.1428571428571;45;17;1.82929685953422;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;131;11;-90;17;1.39703149866546;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;75;0;45;17;1.48017660866026;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;135.428571428571;0.428571428571445;-60;17;1.66302939850721;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;127.428571428571;7.42857142857144;15;17;1.53004164458252;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;137.285714285714;-12.7142857142857;-30;17;1.71293339980184;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;0.857142857142861;0.857142857142861;-30;17;1.99565849694773;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;134.142857142857;-0.857142857142861;45;17;1.34709648537682;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;136.571428571429;1.57142857142856;0;17;1.69638612828567;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;21.2857142857143;6.28571428571428;-60;17;1.51336890406674;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;138.714285714286;3.71428571428572;60;17;1.61314939311706;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;38.5714285714286;-21.4285714285714;75;17;2.26151442175615;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;133.857142857143;13.8571428571429;-60;17;1.72937097432441;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;145.142857142857;10.1428571428571;-15;17;1.59652678028215;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;55.1428571428571;-4.85714285714286;75;17;1.81266911505372;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;162.142857142857;-2.85714285714286;75;17;1.66306760063162;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;97;-8;60;17;1.67964062685496;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;64.4285714285714;4.42857142857143;45;17;1.79607548491913;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;78.5714285714286;3.57142857142857;-15;17;1.62976464186795;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;85;-5;-15;17;1.5964830693847;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;151.428571428571;1.42857142857144;-60;17;1.62976706738118;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;39;-21;90;17;1.97902651986806;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;2.71428571428571;2.71428571428571;60;17;1.86256332675111;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;88.7142857142857;-1.28571428571429;-90;17;1.61320623726351;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;61;1;30;17;1.28067106381059;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;127.142857142857;7.14285714285714;-60;17;1.51340995708597;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;46.1428571428571;16.1428571428571;90;17;2.16179581187316;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;60.1428571428571;0.142857142857139;-30;17;1.77946348325349;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;144.142857142857;9.14285714285714;-75;17;1.74627052116557;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;64.7142857142857;-10.2857142857143;60;17;1.54659659895697;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;149.428571428571;-0.571428571428555;-75;17;1.84578057043836;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;171.857142857143;6.85714285714286;-15;17;1.72956426569726;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;4.85714285714286;-10.1428571428571;-30;17;1.82934988636407;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;18.7142857142857;3.71428571428572;0;17;1.67965679502231;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;13.2857142857143;-1.71428571428571;0;17;1.46356736141024;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;0;0;15;17;1.41357936954591;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;178.857142857143;-1.14285714285714;0;17;2.2616109563096;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;171;6;15;17;2.71047782324604;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;47.2857142857143;-12.7142857142857;-75;17;2.44440555851907;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;175.714285714286;-4.28571428571428;60;17;1.92915788889513;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;88.7142857142857;-1.28571428571429;-90;17;2.37795674041263;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;12.4285714285714;-2.57142857142857;75;17;2.04547613038449;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;30.4285714285714;0.428571428571431;-15;17;2.1950757894665;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;50.5714285714286;-9.42857142857143;-30;17;1.62979280299623;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;166.714285714286;1.71428571428572;75;17;2.1118815956288;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;169.857142857143;4.85714285714286;0;17;1.48009252155316;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;164.285714285714;-0.714285714285722;0;17;1.72948847987573;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;177.714285714286;-17.2857142857143;-30;17;1.53002770882449;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;64.4285714285714;-10.5714285714286;-60;17;1.69627858631429;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;28.4285714285714;13.4285714285714;60;17;1.96222241551732;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;98.4285714285714;-6.57142857142856;-90;17;1.69633644510759;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;46.2857142857143;16.2857142857143;75;17;1.79601789664594;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;67.7142857142857;7.71428571428571;-30;17;1.34713602092233;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;20.5714285714286;5.57142857142857;45;17;1.21407255859231;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;50.2857142857143;-9.71428571428572;-45;17;1.76276050406159;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;117.714285714286;-2.28571428571428;-60;17;1.5799421473057;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;115.142857142857;10.1428571428571;15;17;1.33048654222512;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;165.142857142857;0.142857142857139;NaN;18;2.29484882796532;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;141.857142857143;21.8571428571429;45;18;3.42544281153823;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;104.428571428571;-0.571428571428555;15;18;2.0122639379988;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;40;10;75;18;1.57990063284524;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;117.142857142857;-2.85714285714286;-90;18;2.26157878359663;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;85.4285714285714;-4.57142857142857;30;18;1.69627304037567;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;124.428571428571;-10.5714285714286;-45;18;2.31144133786438;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;125.428571428571;5.42857142857144;15;18;1.74615216371603;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;14.5714285714286;-0.428571428571431;-75;18;2.51086254531401;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;0.571428571428569;0.571428571428569;15;18;2.37801458450849;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;150.571428571429;15.5714285714286;45;18;1.9957936713472;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;42.8571428571429;12.8571428571429;-75;18;1.929104850773;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;144.142857142857;-50.8571428571429;15;18;2.0953385689354;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;143.142857142857;8.14285714285714;60;18;2.76037626285688;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;176.428571428571;-3.57142857142856;-45;18;1.76284189842409;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;134.285714285714;14.2857142857143;60;18;2.17841297533596;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;124.571428571429;-10.4285714285714;-15;18;2.19515547665651;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;172.857142857143;7.85714285714286;-30;18;2.34467620385112;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;158.285714285714;8.28571428571428;15;18;2.41119182843249;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;165.714285714286;0.714285714285722;-15;18;2.16187368295505;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;95.4285714285714;-9.57142857142856;60;18;1.82934273208957;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;62.1428571428571;2.14285714285714;45;18;1.67960265802685;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;134.142857142857;-0.857142857142861;-75;18;1.69625807664124;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;2.71428571428571;2.71428571428571;-45;18;2.31149954797002;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;65.2857142857143;5.28571428571429;-60;18;2.26157484395662;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;126;6;-60;18;1.67970978253288;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;30.8571428571429;0.857142857142861;90;18;1.89578656552476;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;75;68.4285714285714;-6.57142857142857;-45;18;2.07868244111887;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;88.1428571428571;-1.85714285714286;-15;18;1.87923255172791;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;8.28571428571429;-6.71428571428571;75;18;1.6297839898034;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;54.1428571428571;-5.85714285714286;-45;18;1.84579981508432;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;1.85714285714286;1.85714285714286;60;18;1.5465900360723;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;60.8571428571429;0.857142857142861;-60;18;1.91241247375729;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;167.142857142857;2.14285714285714;75;18;1.86265721681411;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;99.7142857142857;-5.28571428571428;60;18;1.61314885536558;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;85.1428571428571;-4.85714285714286;15;18;1.61321916049928;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;104;-1;-15;18;1.29713552998146;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;74;14;45;18;1.99553150925203;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;92.8571428571429;2.85714285714286;-30;18;2.02886201068759;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;150;149.142857142857;-0.857142857142861;-60;18;1.61321306132595;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;6.42857142857143;6.42857142857143;-30;18;1.6963672930724;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;83;-7;-90;18;1.3305727247789;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;31.1428571428571;16.1428571428571;75;18;1.59654625505209;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;45;41;-4;-30;18;1.61314125231002;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;123.428571428571;3.42857142857144;-75;18;1.62986901632394;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;178.714285714286;-1.28571428571428;-60;18;1.08108701562742;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;178;-2;0;18;1.72964777357993;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;127.714285714286;7.71428571428572;60;18;1.21413464311627;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;156.428571428571;-8.57142857142856;-45;18;1.71289575204719;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;21.4285714285714;6.42857142857143;-30;18;1.54666267358698;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;125.857142857143;5.85714285714286;75;18;1.53001691235113;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;46.7142857142857;-13.2857142857143;60;18;2.07868164640968;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;41.2857142857143;11.2857142857143;30;18;1.5134441004484;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;23.7142857142857;8.71428571428572;15;18;1.71290522057097;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;109.142857142857;4.14285714285714;-90;18;1.86261479888344;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;30.5714285714286;15.5714285714286;90;18;2.02881919543142;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;48;-12;-45;18;1.28063730848953;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;56.4285714285714;-3.57142857142857;0;18;2.12856512458529;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;41.8571428571429;11.8571428571429;30;18;1.81267988326726;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;60;61.1428571428571;1.14285714285714;-30;18;1.84597320176545;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;174.142857142857;9.14285714285714;NaN;19;1.3637765746098;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;131.428571428571;11.4285714285714;45;19;2.51094314554939;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;165;160.571428571429;-4.42857142857144;-45;19;1.87921827440732;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;30;30.1428571428571;0.142857142857139;-45;19;2.26155252518947;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;138.857142857143;18.8571428571429;-90;19;2.29481175402179;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;1.42857142857143;1.42857142857143;-60;19;3.20926430536201;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;148.142857142857;13.1428571428571;45;19;2.24489058047766;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;136.285714285714;16.2857142857143;15;19;2.14518622250762;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;178.714285714286;-1.28571428571428;-60;19;1.31388414031244;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;2;2;0;19;1.87916826977744;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;133.714285714286;-1.28571428571428;45;19;1.94564601700404;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;90;89;-1;45;19;1.64639249668107;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;15;3.14285714285714;-11.8571428571429;75;19;1.86236777107115;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;136.857142857143;1.85714285714286;60;19;1.92899125709664;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;105;100.857142857143;-4.14285714285714;30;19;1.33045217383187;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;120;127.714285714286;7.71428571428572;-15;19;1.49676530819852;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;135;130.714285714286;-4.28571428571428;-15;19;2.1618510154949;1;Cicchini et al. (2018);Experiment 2;Orientation;1
4;0;3.42857142857143;3.42857142857143;-45;19;2.12856344896136;1;Cicchini et al. (2018);Experiment 2;Orientation;1
