obs;theta;resp;error;delta;block;rt;cond;study;experiment;stimulus;expnum
2;150;129.857142857143;-20.1428571428571;-75;5;1.71663948211699;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;37.2857142857143;-7.71428571428572;-75;5;1.39996898081699;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;127;22;-60;5;1.98330495135087;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;120;15;0;5;2.04998764079392;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;40.7142857142857;-19.2857142857143;45;5;1.83331465910123;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;129.285714285714;24.2857142857143;-45;5;1.78343079571823;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;62.1428571428571;2.14285714285714;45;5;1.55007816092802;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;113.857142857143;-6.14285714285714;-60;5;1.7499645759799;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;124.714285714286;4.71428571428572;0;5;2.11667517698515;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;20;5;-75;5;2.01664230463393;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;148.285714285714;28.2857142857143;75;5;2.53334490850466;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;144.428571428571;-20.5714285714286;-45;5;1.6666894748887;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;146.571428571429;-3.42857142857144;15;5;1.73331143743962;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;36;6;-60;5;1.76663938233105;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;123.571428571429;18.5714285714286;-75;5;1.58330204330377;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;60.5714285714286;-14.4285714285714;30;5;1.54995898796551;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;81.5714285714286;6.57142857142857;0;5;2.1166403944444;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;108.571428571429;-11.4285714285714;-45;5;1.51662391550417;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;47.2857142857143;-12.7142857142857;60;5;1.8833145593162;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;109.857142857143;-10.1428571428571;-60;5;1.63342995466701;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;136;-14;-30;5;2.04996654318893;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;25.7142857142857;10.7142857142857;-45;5;2.04999277264506;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;147.571428571429;-2.42857142857144;45;5;1.71662921841562;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;17.4285714285714;2.42857142857143;-45;5;1.39999150393669;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;50.1428571428571;-24.8571428571429;-60;5;2.18333306248496;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;86.2857142857143;-3.71428571428571;-15;5;1.73331286295252;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;139;19;-30;5;2.01666311713598;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;135.571428571429;-14.4285714285714;-30;5;2.6833554430541;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;71.1428571428571;-18.8571428571429;60;5;2.31666479924206;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;18.2857142857143;3.28571428571428;75;5;1.33329969120496;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;112.285714285714;-7.71428571428572;75;5;1.58331059638658;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;177.142857142857;-2.85714285714286;-60;5;1.63329937759227;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;6.14285714285714;6.14285714285714;0;5;1.66669346632807;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;37.7142857142857;-7.28571428571428;-45;5;1.63328084591194;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;96.5714285714286;6.57142857142856;-45;5;1.94998270851647;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;46.2857142857143;16.2857142857143;60;5;1.73332369685886;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;116;-4;-90;5;1.66664756478167;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;153.714285714286;-11.2857142857143;-45;5;1.69997579477422;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;143;23;45;5;1.21665958186168;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;99.4285714285714;-5.57142857142856;15;5;1.78330877172993;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;73.2857142857143;-1.71428571428571;30;5;1.6666415776217;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;120.571428571429;-14.4285714285714;-60;5;1.366658142093;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;54.8571428571429;39.8571428571429;-60;5;1.96663527685087;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;44.7142857142857;-15.2857142857143;-45;5;1.71670191962585;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;82.1428571428571;7.14285714285714;-15;5;1.86664402950555;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;22.5714285714286;7.57142857142857;60;5;1.63330365413458;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;10.4285714285714;10.4285714285714;15;5;1.94998755526467;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;122.857142857143;2.85714285714286;60;5;1.49995851754466;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;67;-8;45;5;1.66664899029456;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;50.7142857142857;-9.28571428571428;NaN;6;1.91664792115989;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;123.857142857143;-26.1428571428571;-90;6;1.86664802094492;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;146.714285714286;-18.2857142857143;-15;6;1.61662685206284;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;108.714285714286;3.71428571428572;60;6;2.04998593017808;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;36.7142857142857;21.7142857142857;90;6;1.76663681640457;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;80.5714285714286;-9.42857142857143;-75;6;1.56663550493249;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;33.5714285714286;18.5714285714286;75;6;1.61662143511057;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;31.1428571428571;-13.8571428571429;-30;6;1.58329748166034;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;26.2857142857143;-18.7142857142857;0;6;1.7999724590718;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;157.142857142857;-7.85714285714286;60;6;1.51663845574694;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;17.8571428571429;-57.1428571428571;90;6;1.90000960796351;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;48.2857142857143;-11.7142857142857;15;6;1.76664565459214;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;34.7142857142857;-10.2857142857143;15;6;2.09999923022224;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;127.714285714286;22.7142857142857;-60;6;1.49996707062928;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;119.142857142857;14.1428571428571;0;6;1.98332633406062;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;55.4285714285714;-4.57142857142857;45;6;1.46662430039396;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;112.714285714286;7.71428571428572;-45;6;1.48331535760371;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;135.571428571429;15.5714285714286;-15;6;1.73330801620614;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;135.857142857143;0.857142857142861;-15;6;2.06666415776272;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;51.1428571428571;6.14285714285714;90;6;1.39995130444549;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;110.571428571429;-39.4285714285714;75;6;1.86664773584198;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;35.4285714285714;5.42857142857143;-60;6;1.78333927772655;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;144.428571428571;-5.57142857142856;60;6;1.61664424333321;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;77.5714285714286;2.57142857142857;75;6;1.66664357334048;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;77.5714285714286;-12.4285714285714;-15;6;1.7166451841731;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;42.7142857142857;-17.2857142857143;30;6;1.38329816590522;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;120;15;-45;6;1.68330726068416;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;30.8571428571429;15.8571428571429;90;6;2.60002788305246;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;15.8571428571429;0.857142857142861;0;6;1.49997847473969;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;118.285714285714;13.2857142857143;-90;6;1.50006143965038;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;46.4285714285714;-13.5714285714286;45;6;1.56664348780942;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;147.571428571429;-17.4285714285714;75;6;2.06665788550163;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;47.8571428571429;-12.1428571428571;-75;6;1.83331123786775;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;50;-10;0;6;1.6832941459561;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;34;-11;15;6;1.81664355908651;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;44.5714285714286;14.5714285714286;15;6;1.84998233788247;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;88.4285714285714;-1.57142857142857;-60;6;1.51663275368992;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;19.2857142857143;19.2857142857143;90;6;1.8499868995259;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;117.428571428571;12.4285714285714;75;6;1.33329569976559;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;85.4285714285714;-4.57142857142857;15;6;1.4999645047028;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;122.285714285714;2.28571428571428;-30;6;1.48327487300776;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;135;-15;-30;6;1.9666426895219;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;44.8571428571429;-0.142857142857139;-75;6;1.58329035409042;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;73.2857142857143;-1.71428571428571;-30;6;1.5833516511866;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;51.2857142857143;6.28571428571428;30;6;1.53330584942523;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;21.7142857142857;21.7142857142857;45;6;1.4999636493958;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;109;4;75;6;1.43328723221384;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;121.857142857143;1.85714285714286;-15;6;1.79998357807926;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;133.857142857143;-1.14285714285714;-15;6;1.86665343789718;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;87.1428571428571;-2.85714285714286;45;6;1.56663379431484;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;173;-7;90;6;2.06665902591158;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;45.2857142857143;0.285714285714278;-45;6;1.71664461396722;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;61.5714285714286;1.57142857142857;-15;6;1.86664659543203;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;87.4285714285714;-2.57142857142857;-30;6;1.59999965787756;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;98.2857142857143;8.28571428571428;0;6;1.76664593969508;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;42.2857142857143;-2.71428571428572;45;6;1.54996754104832;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;136.571428571429;-13.4285714285714;75;6;2.05002327864167;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;149.142857142857;-0.857142857142861;0;6;1.58334053217732;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;144.428571428571;9.42857142857144;15;6;1.71668909000073;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;165.285714285714;0.285714285714278;-30;6;1.51661963896368;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;52.8571428571429;-7.14285714285714;NaN;7;2.44456776723382;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;151.857142857143;1.85714285714286;-90;7;1.3969382562791;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;156.714285714286;-8.28571428571428;-15;7;2.22834179271013;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;60;-15;90;7;1.67973004179657;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;157.285714285714;-7.71428571428572;-90;7;1.29719905433012;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;160.428571428571;25.4285714285714;30;7;1.82936743804021;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;106.142857142857;1.14285714285714;30;7;1.29735414337483;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;36.2857142857143;21.2857142857143;90;7;1.43024057222647;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;32.5714285714286;-27.4285714285714;-45;7;1.56338110860088;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;157.428571428571;-7.57142857142856;75;7;1.69632131868275;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;51.7142857142857;-23.2857142857143;90;7;1.34718541798065;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;145.714285714286;-4.28571428571428;-75;7;1.59659352037124;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;46.4285714285714;1.42857142857143;-75;7;1.51346316660056;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;130;25;-60;7;1.19753877021139;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;172.857142857143;-7.14285714285714;-75;7;1.26408897776855;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;50;-10;-60;7;1.34723791456781;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;116.714285714286;11.7142857142857;-45;7;1.5135112303833;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;26;11;90;7;1.4136769369652;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;178.571428571429;-1.42857142857144;15;7;1.16436916196835;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;41.7142857142857;11.7142857142857;-30;7;1.38048958877334;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;121;1;-90;7;1.11435082825483;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;38;8;90;7;1.16432103389525;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;18.1428571428571;3.14285714285714;15;7;2.42796800192446;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;146.857142857143;11.8571428571429;60;7;1.62984219938517;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;127.857142857143;-37.1428571428571;-30;7;1.08117921222583;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;142.285714285714;7.28571428571428;30;7;1.4137399297324;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;36.2857142857143;6.28571428571428;-75;7;1.61330288890167;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;46.1428571428571;-13.8571428571429;-30;7;1.86267388958368;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;16.5714285714286;1.57142857142857;45;7;1.48020587919746;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;70.1428571428571;10.1428571428571;-45;7;1.67976368244854;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;21;-9;30;7;1.8626070098544;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;110;5;-75;7;1.94570801148075;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;113.428571428571;-6.57142857142856;-15;7;1.3471818039543;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;67.7142857142857;-7.28571428571429;45;7;1.26407767849742;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;54;24;45;7;1.24746530491393;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;29.5714285714286;-0.428571428571431;0;7;1.38050240569282;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;62.2857142857143;-12.7142857142857;-45;7;1.67974600684829;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;48.7142857142857;-11.2857142857143;15;7;1.19760964121087;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;50.4285714285714;-9.57142857142857;0;7;1.38039333259803;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;154.714285714286;-10.2857142857143;75;7;1.19752297381638;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;10.2857142857143;-4.71428571428571;-30;7;1.33058757186518;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;55.5714285714286;-4.42857142857143;-45;7;1.09780996016343;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;122;2;-60;7;1.36391112880665;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;152.142857142857;32.1428571428571;0;7;1.26389494782779;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;14.4285714285714;-15.5714285714286;90;7;0.948185236542486;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;57;-18;-45;7;1.46359867724823;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;113.857142857143;-6.14285714285714;-45;7;3.82454753477941;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;147;12;-15;7;1.23075559912832;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;34.1428571428571;4.14285714285714;-75;7;2.0621412913606;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;6.85714285714286;6.85714285714286;30;7;1.72937393563916;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;156.142857142857;-8.85714285714286;15;7;1.21418011869537;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;2.57142857142857;2.57142857142857;-15;7;1.16434058867162;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;27.5714285714286;12.5714285714286;-15;7;1.34731170078157;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;17;-43;-45;7;1.23071454613819;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;176.142857142857;-3.85714285714286;60;7;1.29735454494948;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;154.571428571429;19.5714285714286;45;7;1.62991002653143;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;134.285714285714;-0.714285714285722;0;7;1.14767062687315;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;60.5714285714286;0.571428571428569;75;7;1.19744492342579;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;142.142857142857;-22.8571428571429;75;7;1.18091558758169;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;57.2857142857143;-2.71428571428572;-75;7;1.11440630437573;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;27.8571428571429;-2.14285714285714;NaN;8;1.97911872586701;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;151.285714285714;-13.7142857142857;45;8;1.43030676437775;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;37.2857142857143;-37.7142857142857;90;8;1.230827005842;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;123;18;-30;8;1.36386069483706;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;32.1428571428571;17.1428571428571;90;8;1.5633804386016;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;91.1428571428571;1.14285714285714;-75;8;1.04782774057821;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;131.714285714286;-33.2857142857143;-75;8;1.56335451235645;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;64.7142857142857;-10.2857142857143;90;8;1.03122857722337;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;178.142857142857;-1.85714285714286;75;8;1.59665108344052;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;149.571428571429;-0.428571428571445;30;8;2.11202987644356;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;132.857142857143;27.8571428571429;45;8;1.16426363019855;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;147.714285714286;27.7142857142857;-15;8;1.69638884413871;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;44.2857142857143;-0.714285714285722;75;8;1.43034065089887;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;108;3;-60;8;1.3804738165054;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;16;1;90;8;1.67976034982712;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;51;-9;-45;8;1.19756439389312;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;110.571428571429;5.57142857142856;-45;8;1.44697868725052;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;134.571428571429;-15.4285714285714;-45;8;1.36383144237334;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;85.7142857142857;-4.28571428571429;60;8;1.54664643868455;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;57.5714285714286;-2.42857142857143;30;8;1.36380801460473;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;124.714285714286;-25.2857142857143;-90;8;1.56328990872134;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;36.7142857142857;21.7142857142857;-45;8;1.23080429932452;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;34.7142857142857;-10.2857142857143;-30;8;1.14773189325933;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;144.857142857143;24.8571428571429;-75;8;1.49689078947995;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;156.714285714286;-8.28571428571428;-45;8;2.1286631054536;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;160.142857142857;-4.85714285714286;0;8;1.21423014541506;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;61.8571428571429;-13.1428571428571;90;8;1.33045171981212;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;45.2857142857143;15.2857142857143;45;8;1.44693436421221;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;0;12.4285714285714;12.4285714285714;30;8;1.79607315306203;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;45.5714285714286;0.571428571428569;-45;8;1.04781244639889;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;45;23.8571428571429;-21.1428571428571;0;8;1.79606425380916;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;43.2857142857143;-16.7142857142857;-15;8;1.26408592276857;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;85.2857142857143;10.2857142857143;-15;8;1.34721861689468;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;82.8571428571429;-7.14285714285714;-15;8;1.24746744584991;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;132.857142857143;-17.1428571428571;-60;8;1.23079723352566;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;53.8571428571429;-6.14285714285714;90;8;1.44687474111561;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;83.5714285714286;8.57142857142857;-15;8;1.1975475846848;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;129.714285714286;9.71428571428572;-45;8;1.36387415553327;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;126.857142857143;-23.1428571428571;-30;8;1.48011452364153;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;140;-10;0;8;1.57998961934936;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;41;26;-45;8;1.2807627816801;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;16.7142857142857;1.71428571428572;0;8;1.44696768053109;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;24.1428571428571;-5.85714285714286;-15;8;1.97900736742304;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;130.571428571429;-4.42857142857144;75;8;1.33056523604318;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;109.428571428571;-40.5714285714286;-15;8;1.29727418764378;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;70.4285714285714;-4.57142857142857;75;8;1.82932550177793;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;90.4285714285714;15.4285714285714;0;8;1.81279386556707;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;144.142857142857;9.14285714285714;-60;8;2.57757205460803;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;44;-16;75;8;1.1976010587241;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;22.8571428571429;7.85714285714286;45;8;1.67971267833491;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;120;129.857142857143;9.85714285714286;75;8;1.24744862990337;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;45.4285714285714;15.4285714285714;90;8;1.21414107436431;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;125.285714285714;-24.7142857142857;60;8;1.41374366753735;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;131;-19;0;8;1.26407399933669;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;19.5714285714286;-55.4285714285714;75;8;1.9457438387326;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;46.5714285714286;-13.4285714285714;15;8;1.21420966929873;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;30;40.5714285714286;10.5714285714286;30;8;2.09545582320425;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;161.142857142857;-3.85714285714286;45;8;1.4470223452372;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;137;2;30;8;1.1310872384056;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;90;96.4285714285714;6.42857142857144;45;8;1.34718691045418;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;39.4285714285714;-20.5714285714286;NaN;9;2.09542314489954;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;150;114;-36;-90;9;1.67970241099829;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;135;130;-5;15;9;1.39696655422449;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;105;137.571428571429;32.5714285714286;30;9;1.39716093466268;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;15;19.7142857142857;4.71428571428572;90;9;1.43033219577046;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;60;52.8571428571429;-7.14285714285714;-45;9;1.48024618209456;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;165;145.285714285714;-19.7142857142857;75;9;1.57990049364162;1;Cicchini et al. (2018);Experiment 2;Orientation;1
2;75;53.8571428571429;-21.1428571428571;90;9;1.69635383642162;1;Cicchini et al. (2018);Experiment 2;Orientation;1
