obs;theta;resp;error;rt;block;delta;trial;cond;study;experiment;stimulus;expnum
16;44;38.9453125;-5.0546875;9;3;-71;536;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;2;1.59375;-0.40625;9;3;42;537;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;120;139.7890625;19.7890625;9;3;62;538;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;43;32.15625;-10.84375;9;3;77;539;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;55;59.59375;4.59375;9;3;-12;540;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;107;42.25;-64.75;9;3;-52;541;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;7;10.6484375;3.6484375;9;3;-80;542;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;57;66.28125;9.28125;9;3;-50;543;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;11;4.8828125;-6.1171875;9;3;46;544;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;74;75.109375;1.109375;9;3;-63;545;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;4;67.40625;63.40625;9;3;70;546;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;166;167.984375;1.984375;9;3;18;547;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;174;179.4453125;5.4453125;9;3;-8;548;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;49;43.625;-5.375;9;3;-55;549;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;109;126.9765625;17.9765625;9;3;-60;550;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;59;51.59375;-7.40625;9;3;50;551;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;111;129.953125;18.953125;9;3;-52;552;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;147;136.6171875;-10.3828125;9;3;-36;553;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;137;142.0390625;5.0390625;9;3;10;554;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;69;65.7734375;-3.2265625;9;3;68;555;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;8;166.78125;-21.21875;9;3;61;556;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;58;25.5546875;-32.4453125;9;3;-50;557;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;115;90.8828125;-24.1171875;9;3;-57;558;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;173;175.2109375;2.2109375;9;3;-58;559;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;73;52.234375;-20.765625;9;3;-80;560;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;73;52.234375;-20.765625;9;3;0;561;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;52;49.5390625;-2.4609375;9;4;21;751;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;155;134.484375;-20.515625;9;4;77;752;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;154;155.7421875;1.7421875;9;4;1;753;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;163;12.453125;29.453125;9;4;-9;754;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;69;58.1875;-10.8125;9;4;-86;755;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;171;8.234375;17.234375;9;4;78;756;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;155;166.9453125;11.9453125;9;4;16;757;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;142;21.2109375;59.2109375;9;4;13;758;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;121;119.1953125;-1.8046875;9;4;21;759;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;16;37.4921875;21.4921875;9;4;-75;760;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;179;11.8515625;12.8515625;9;4;17;761;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;60;67.890625;7.890625;9;4;-61;762;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;60;66;6;9;4;0;763;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;113;53.390625;-59.609375;9;4;-53;764;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;1;121.7890625;-59.2109375;9;4;-68;765;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;14;33.8203125;19.8203125;9;4;-13;766;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;141;145.4765625;4.4765625;9;4;53;767;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;143;152.3359375;9.3359375;9;4;-2;768;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;8;141.359375;-46.640625;9;4;-45;769;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;76;77.921875;1.921875;9;4;-68;770;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;169;7.015625;18.015625;9;4;87;771;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;123;91.4609375;-31.5390625;9;4;46;772;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;136;174.3515625;38.3515625;9;4;-13;773;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;92;87.671875;-4.328125;9;4;44;774;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;138;130.515625;-7.484375;9;4;-46;775;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;140;144.8671875;4.8671875;9;4;-2;776;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;152;154.28125;2.28125;9;4;-12;777;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;148;136.75;-11.25;9;4;4;778;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;118;123.875;5.875;9;4;30;779;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;36;44.5625;8.5625;9;4;82;780;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;26;55.296875;29.296875;9;4;10;781;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;132;130.25;-1.75;9;4;74;782;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;140;142.0703125;2.0703125;9;4;-8;783;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;166;144.6328125;-21.3671875;9;4;-26;784;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;174;165.8515625;-8.1484375;9;4;-8;785;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;50;50.6171875;0.6171875;9;4;-56;786;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;98;141.7421875;43.7421875;9;4;-48;787;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;5;51.390625;46.390625;9;4;-87;788;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;106;88.234375;-17.765625;9;4;79;789;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;125;122;-3;9;4;-19;790;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;123;116.9765625;-6.0234375;9;4;2;791;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;65;51.921875;-13.078125;9;4;58;792;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;97;59.4921875;-37.5078125;9;4;-32;793;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;165;172.6953125;7.6953125;9;4;-68;794;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;71;65.390625;-5.609375;9;4;-86;795;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;90;74.6171875;-15.3828125;9;4;-19;796;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;169;6.3046875;17.3046875;9;4;-79;797;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;15;15.390625;0.390625;9;4;-26;798;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;85;87.96875;2.96875;9;4;-70;799;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;35;27.109375;-7.890625;9;4;50;800;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;178;85.359375;87.359375;9;4;37;801;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;55;48.3359375;-6.6640625;9;4;-57;802;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;65;76.734375;11.734375;9;4;-10;803;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;62;63.7578125;1.7578125;9;4;3;804;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;142;148.8984375;6.8984375;9;4;-80;805;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;3;173.2578125;-9.7421875;9;4;-41;806;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;21;6.53125;-14.46875;9;4;-18;807;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;39;14.78125;-24.21875;9;4;-18;808;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;99;140.5625;41.5625;9;4;-60;809;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;168;172.203125;4.203125;9;4;-69;810;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;168;172.203125;4.203125;9;4;0;811;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;69;0.6015625;-68.3984375;9;5;-81;1001;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;98;93.015625;-4.984375;9;5;-29;1002;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;115;127.2734375;12.2734375;9;5;-17;1003;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;3;1.2265625;-1.7734375;9;5;-68;1004;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;35;45.8046875;10.8046875;9;5;-32;1005;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;105;89.890625;-15.109375;9;5;-70;1006;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;142;154.3515625;12.3515625;9;5;-37;1007;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;30;30.765625;0.765625;9;5;-68;1008;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;62;53.625;-8.375;9;5;-32;1009;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;117;135.4765625;18.4765625;9;5;-55;1010;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;0;143.921875;-36.078125;9;5;-63;1011;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;164;154.9765625;-9.0234375;9;5;16;1012;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;30;33.2421875;3.2421875;9;5;-46;1013;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;76;62.8671875;-13.1328125;9;5;-46;1014;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;157;154;-3;9;5;-81;1015;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;130;158;28;9;5;27;1016;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;135;126.453125;-8.546875;9;5;-5;1017;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;18;147.1953125;-50.8046875;9;5;-63;1018;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;134;119.921875;-14.078125;9;5;64;1019;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;108;125.1953125;17.1953125;9;5;26;1020;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;9;113.03125;-75.96875;9;5;-81;1021;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;19;23.2734375;4.2734375;9;5;-10;1022;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;155;156.75;1.75;9;5;44;1023;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;54;42.0390625;-11.9609375;9;5;-79;1024;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;3;4.171875;1.171875;9;5;51;1025;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;3;170.3359375;-12.6640625;9;5;0;1026;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;145;128;-17;9;5;38;1027;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;34;29.4765625;-4.5234375;9;5;-69;1028;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;134;97.5390625;-36.4609375;9;5;80;1029;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;149;157.875;8.875;9;5;-15;1030;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;43;38.6171875;-4.3828125;9;5;-74;1031;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;179;143.2109375;-35.7890625;9;5;44;1032;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;17;176.796875;-20.203125;9;5;-18;1033;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;1;9.078125;8.078125;9;5;16;1034;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;86;96;10;9;5;-85;1035;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;11;3.7421875;-7.2578125;9;5;75;1036;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;20;8.3359375;-11.6640625;9;5;-9;1037;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;147;136.9140625;-10.0859375;9;5;53;1038;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;8;11.125;3.125;9;5;-41;1039;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;173;173.7578125;0.7578125;9;5;15;1040;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;39;178.1328125;-40.8671875;9;5;-46;1041;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;160;161.625;1.625;9;5;59;1042;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;130;138.6640625;8.6640625;9;5;30;1043;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;140;172.8125;32.8125;9;5;-10;1044;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;150;138.15625;-11.84375;9;5;-10;1045;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;125;146;21;9;5;25;1046;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;177;160.234375;-16.765625;9;5;-52;1047;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;88;48.0859375;-39.9140625;9;5;89;1048;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;132;156.1015625;24.1015625;9;5;-44;1049;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;0;142.3828125;-37.6171875;9;5;-48;1050;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;109;125.7421875;16.7421875;9;5;71;1051;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;41;33.40625;-7.59375;9;5;68;1052;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;34;46;12;9;5;7;1053;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;115;138.9921875;23.9921875;9;5;-81;1054;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;38;39.03125;1.03125;9;5;77;1055;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;173;9.625;16.625;9;5;45;1056;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;93;113.1953125;20.1953125;9;5;80;1057;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;125;116.9921875;-8.0078125;9;5;-32;1058;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;173;150.9609375;-22.0390625;9;5;-48;1059;0;Samaha et al. (2019);Experiment 1;Orientation;1
16;13;4.78125;-8.21875;9;5;-20;1060;1;Samaha et al. (2019);Experiment 1;Orientation;1
16;13;4.78125;-8.21875;9;5;0;1061;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;57;32.3984375;-24.6015625;9;1;-44;1;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;156;141.015625;-14.984375;9;1;81;2;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;128;122.3359375;-5.6640625;9;1;28;3;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;118;115.296875;-2.703125;9;1;10;4;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;94;120.0546875;26.0546875;9;1;24;5;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;151;152.15625;1.15625;9;1;-57;6;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;94;49.2578125;-44.7421875;9;1;57;7;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;114;131.34375;17.34375;9;1;-20;8;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;122;89.7421875;-32.2578125;9;1;-8;9;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;178;175.5703125;-2.4296875;9;1;-56;10;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;44;36;-8;9;1;-46;11;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;134;111.609375;-22.390625;9;1;-90;12;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;58;33.2265625;-24.7734375;9;1;76;13;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;107;126.3828125;19.3828125;9;1;-49;14;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;75;49.2421875;-25.7578125;9;1;32;15;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;84;73.2734375;-10.7265625;9;1;-9;16;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;13;34.0234375;21.0234375;9;1;71;17;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;119;79.09375;-39.90625;9;1;74;18;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;30;55.8515625;25.8515625;9;1;89;19;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;163;31.7421875;48.7421875;9;1;47;20;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;31;45.703125;14.703125;9;1;-48;21;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;174;74.0703125;80.0703125;9;1;37;22;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;56;85.5703125;29.5703125;9;1;-62;23;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;174;18.8671875;24.8671875;9;1;62;24;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;35;18.1328125;-16.8671875;9;1;-41;25;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;118;63.2265625;-54.7734375;9;1;-83;26;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;33;46.3359375;13.3359375;9;1;85;27;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;55;75.4609375;20.4609375;9;1;-22;28;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;8;30.6015625;22.6015625;9;1;47;29;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;2;24;22;9;1;6;30;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;4;170.0703125;-13.9296875;9;1;-2;31;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;36;35.1640625;-0.8359375;9;1;-32;32;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;1;177.625;-3.375;9;1;35;33;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;1;173.2265625;-7.7734375;9;1;0;34;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;9;18.25;9.25;9;1;-8;35;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;120;104.734375;-15.265625;9;1;69;36;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;67;61.359375;-5.640625;9;1;53;37;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;104;122;18;9;1;-37;38;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;168;74.765625;86.765625;9;1;-64;39;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;132;128.828125;-3.171875;9;1;36;40;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;119;147.59375;28.59375;9;1;13;41;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;148;122.0859375;-25.9140625;9;1;-29;42;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;41;55.59375;14.59375;9;1;-73;43;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;4;80.9296875;76.9296875;9;1;37;44;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;107;109.96875;2.96875;9;1;77;45;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;119;110;-9;9;1;-12;46;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;138;70.8828125;-67.1171875;9;1;-19;47;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;138;127.7421875;-10.2578125;9;1;0;48;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;65;65.421875;0.421875;9;1;73;49;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;62;53.390625;-8.609375;9;1;3;50;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;85;93.34375;8.34375;9;1;-23;51;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;4;67.1796875;63.1796875;9;1;81;52;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;138;116.6640625;-21.3359375;9;1;46;53;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;11;66;55;9;1;-53;54;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;66;63.390625;-2.609375;9;1;-55;55;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;94;91.2265625;-2.7734375;9;1;-28;56;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;161;151.2734375;-9.7265625;9;1;-67;57;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;56;49.2421875;-6.7578125;9;1;-75;58;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;104;118.0546875;14.0546875;9;1;-48;59;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;21;33.359375;12.359375;9;1;83;60;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;21;33.359375;12.359375;9;1;0;61;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;58;151.8359375;-86.1640625;9;2;-37;251;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;139;132.6015625;-6.3984375;9;2;-81;252;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;154;122.734375;-31.265625;9;2;-15;253;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;27;49.140625;22.140625;9;2;-53;254;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;167;137.5078125;-29.4921875;9;2;40;255;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;52;45.4921875;-6.5078125;9;2;-65;256;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;164;136.0234375;-27.9765625;9;2;68;257;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;59;50.453125;-8.546875;9;2;-75;258;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;161;54.1875;73.1875;9;2;78;259;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;131;127.96875;-3.03125;9;2;30;260;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;87;125.4609375;38.4609375;9;2;44;261;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;122;130.0546875;8.0546875;9;2;-35;262;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;93;70.3046875;-22.6953125;9;2;29;263;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;179;74;75;9;2;-86;264;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;149;124.21875;-24.78125;9;2;30;265;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;51;77.328125;26.328125;9;2;-82;266;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;24;116.171875;-87.828125;9;2;27;267;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;163;154.6171875;-8.3828125;9;2;41;268;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;172;139.34375;-32.65625;9;2;-9;269;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;76;37.375;-38.625;9;2;-84;270;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;34;41.7890625;7.7890625;9;2;42;271;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;121;124.0859375;3.0859375;9;2;-87;272;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;79;77.640625;-1.359375;9;2;42;273;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;79;87.046875;8.046875;9;2;0;274;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;144;82;-62;9;2;-65;275;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;47;31.078125;-15.921875;9;2;-83;276;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;54;42.6484375;-11.3515625;9;2;-7;277;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;0;45.7421875;45.7421875;9;2;54;278;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;156;137.984375;-18.015625;9;2;24;279;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;28;43.375;15.375;9;2;-52;280;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;89;130;41;9;2;-61;281;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;175;60.28125;65.28125;9;2;-86;282;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;35;25.109375;-9.890625;9;2;-40;283;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;79;69.5546875;-9.4453125;9;2;-44;284;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;18;33.609375;15.609375;9;2;61;285;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;115;33.2265625;-81.7734375;9;2;83;286;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;161;130.6796875;-30.3203125;9;2;-46;287;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;119;115.8046875;-3.1953125;9;2;42;288;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;142;144.9765625;2.9765625;9;2;-23;289;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;176;138.0859375;-37.9140625;9;2;-34;290;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;88;151.921875;63.921875;9;2;88;291;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;107;134.0859375;27.0859375;9;2;-19;292;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;120;107.3125;-12.6875;9;2;-13;293;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;17;48.9921875;31.9921875;9;2;-77;294;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;102;83.4921875;-18.5078125;9;2;-85;295;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;58;58.8828125;0.8828125;9;2;44;296;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;134;141.125;7.125;9;2;-76;297;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;168;146.234375;-21.765625;9;2;-34;298;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;120;132.9140625;12.9140625;9;2;48;299;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;109;112.8125;3.8125;9;2;11;300;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;26;103.921875;77.921875;9;2;83;301;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;106;134.6171875;28.6171875;9;2;-80;302;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;74;111.1796875;37.1796875;9;2;32;303;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;150;158.0859375;8.0859375;9;2;-76;304;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;157;166;9;9;2;-7;305;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;86;129.2265625;43.2265625;9;2;71;306;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;152;99.5703125;-52.4296875;9;2;-66;307;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;125;107.34375;-17.65625;9;2;27;308;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;123;118.1015625;-4.8984375;9;2;2;309;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;83;88.828125;5.828125;9;2;40;310;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;83;88.828125;5.828125;9;2;0;311;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;30;51.40625;21.40625;9;3;53;501;1;Samaha et al. (2019);Experiment 1;Orientation;1
17;35;29.703125;-5.296875;9;3;-5;502;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;83;51.8046875;-31.1953125;9;3;-48;503;0;Samaha et al. (2019);Experiment 1;Orientation;1
17;54;50.171875;-3.828125;9;3;29;504;1;Samaha et al. (2019);Experiment 1;Orientation;1
