obs;theta;resp;cond;rt;delta;error;study;experiment;stimulus;expnum
2;73;76;4;9;-22;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;109;110;4;9;-36;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;95;75.25;0.5;9;14;-19.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;19;26.5;0.5;9;76;7.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;51;47.5;4;9;-32;-3.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;150;153.75;0.5;9;81;3.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;160;168;0.5;9;-10;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;106;119;0.5;9;54;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;153;169.75;0.5;9;-47;16.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;40;20.75;4;9;-67;-19.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;16;16.25;0.5;9;24;0.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;131;139.75;0.5;9;65;8.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;76;78;0.5;9;55;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;63;68.25;4;9;13;5.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;27;39.5;0.5;9;36;12.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;80;72.25;0.5;9;-53;-7.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;76;75.75;0.5;9;4;-0.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;4;18.5;0.5;9;72;14.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;135;135.25;4;9;49;0.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;25;87;0.5;9;-70;62;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;9;25;4;9;16;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;151;146.75;0.5;9;38;-4.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;157;145;4;9;-6;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;106;100.25;0.5;9;51;-5.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;53;51;4;9;53;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;174;165;0.5;9;59;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;144;151;0.5;9;30;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;52;59;0.5;9;-88;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;65;59.75;0.5;9;-13;-5.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;136;132.5;4;9;-71;-3.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;42;44.5;0.5;9;-86;2.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;132;129;4;9;-90;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;32;44.5;4;9;-80;12.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;14;25.75;4;9;18;11.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;24;17.75;0.5;9;-10;-6.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;168;99;0.5;9;36;-69;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;81;82.5;4;9;87;1.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;17;175;0.5;9;64;-22;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;60;73;4;9;-43;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;79;93.5;0.5;9;-19;14.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;53;55.75;4;9;26;2.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;105;114.75;4;9;-52;9.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;69;48;0.5;9;36;-21;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;89;99;0.5;9;-20;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;120;127;4;9;-31;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;20;16;0.5;9;-80;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;166;157;4;9;34;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;114;151;4;9;52;37;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;24;28;4;9;90;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;77;59;4;9;-53;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;42;33;4;9;35;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;137;123.25;0.5;9;85;-13.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;63;72.25;0.5;9;74;9.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;135;145;4;9;-72;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;92;95.75;4;9;43;3.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;7;19.75;4;9;85;12.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;113;106.25;4;9;74;-6.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;28;33;0.5;9;85;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;31;41.5;4;9;-3;10.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;163;151.25;0.5;9;48;-11.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;44;54;0.5;9;-61;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;7;23;0.5;9;37;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;121;121;0.5;9;66;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;150;136;4;9;-29;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;173;157.75;4;9;-23;-15.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;66;69.5;4;9;-73;3.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;110;104.5;0.5;9;-44;-5.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;30;75.75;0.5;9;80;45.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;129;131.5;4;9;81;2.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;123;120;0.5;9;6;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;146;143;0.5;9;-23;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;84;75;4;9;62;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;1;11.5;4;9;83;10.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;93;98.25;4;9;88;5.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;14;38;0.5;9;79;24;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;165;150.5;4;9;29;-14.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;6;15;4;9;-21;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;162;159.5;0.5;9;24;-2.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;86;82.5;0.5;9;76;-3.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;10;18.5;4;9;76;8.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;25;34.25;4;9;-15;9.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;158;143.75;4;9;47;-14.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;90;90;4;9;68;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;142;131;0.5;9;-52;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;29;35;4;9;-67;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;21;34.25;0.5;9;8;13.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;128;123.75;4;9;73;-4.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;43;48.5;4;9;85;5.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;147;143;0.5;9;76;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;18;24;4;9;-51;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;120;102;0.5;9;78;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;179;23;0.5;9;-59;24;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;79;82;0.5;9;-80;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;63;63;4;9;16;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;165;166;4;9;78;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;110;100;4;9;55;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;171;160.5;0.5;9;-61;-10.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;77;70;4;9;-86;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;27;22;4;9;50;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;101;112;4;9;-74;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;146;140;0.5;9;-45;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;30;23;0.5;9;-64;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;96;101.25;4;9;-66;5.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;1;8.5;4;9;-85;7.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;61;66;4;9;-60;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;108;111;4;9;-47;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;173;167;0.5;9;-65;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;169;153;4;9;4;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;21;28;0.5;9;-32;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;110;115.5;4;9;-89;5.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;138;138.75;0.5;9;-28;0.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;150;146;4;9;-12;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;27;43.75;0.5;9;-57;16.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;175;154;0.5;9;32;-21;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;157;164;0.5;9;18;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;174;162.5;4;9;-17;-11.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;107;100;4;9;67;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;31;19.5;4;9;76;-11.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;3;13.75;0.5;9;28;10.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;62;56;4;9;-59;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;61;65;4;9;1;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;135;141;0.5;9;-74;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;26;22;0.5;9;-71;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;176;168;4;9;30;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;54;48;4;9;-58;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;175;170;0.5;9;59;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;110;117;0.5;9;65;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;135;120;0.5;9;-25;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;110;120;4;9;25;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;135;122;4;9;-25;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;45;75;0.5;9;90;30;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;27;26;0.5;9;18;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;108;107;4;9;-81;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;139;134;4;9;-31;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;65;44;0.5;9;74;-21;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;119;122;4;9;-54;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;38;51;4;9;81;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;29;44;4;9;9;15;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;93;53;0.5;9;-64;-40;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;119;112.5;4;9;-26;-6.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;131;125;4;9;-12;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;145;147;0.5;9;-14;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;55;51;4;9;90;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;10;16;4;9;45;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;109;101;4;9;81;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;11;17;4;9;-82;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;179;24;0.5;9;12;25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;68;69;4;9;-69;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;148;147;4;9;-80;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;79;67.5;4;9;69;-11.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;17;28;4;9;62;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;102;114.25;4;9;-85;12.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;32;38;0.5;9;70;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;15;10.75;0.5;9;17;-4.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;15;15;0.5;9;0;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;6;9.5;4;9;9;3.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;67;49;0.5;9;-61;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;52;61;4;9;15;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;47;49;4;9;5;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;136;131.25;0.5;9;-89;-4.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;176;7;0.5;9;-40;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;14;12.75;0.5;9;-18;-1.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;56;50;4;9;-42;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;21;28.5;4;9;35;7.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;167;143;0.5;9;34;-24;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;38;36;4;9;-51;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;105;125;0.5;9;-67;20;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;158;140;4;9;-53;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;33;123;0.5;9;-55;90;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;167;14;0.5;9;46;27;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;85;84;4;9;82;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;57;66;4;9;28;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;93;46;0.5;9;-36;-47;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;121;133;4;9;-28;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;118;123;4;9;3;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;20;27;4;9;-82;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;31;34;4;9;-11;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;149;148.5;4;9;62;-0.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;64;56;4;9;85;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;43;63;4;9;21;20;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;27;36;4;9;16;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;60;62.25;4;9;-33;2.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;18;23;0.5;9;42;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;94;98.75;0.5;9;-76;4.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;30;17;0.5;9;64;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;75;84;4;9;-45;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;127;131;4;9;-52;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;122;104;0.5;9;5;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;169;163;0.5;9;-47;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;38;165;0.5;9;-49;-53;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;125;135;4;9;-87;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;51;46;4;9;74;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;65;85;0.5;9;-14;20;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;58;63;0.5;9;7;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;146;145;4;9;-88;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;52;43;4;9;-86;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;133;127.5;4;9;-81;-5.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;105;100;0.5;9;28;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;167;159;4;9;-62;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;35;35;4;9;-48;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;107;100;0.5;9;-72;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;25;24;4;9;82;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;163;149;4;9;42;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;83;80;4;9;80;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;113;113.5;4;9;-30;0.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;151;130.5;4;9;-38;-20.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;142;132;0.5;9;9;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;21;30;4;9;-59;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;41;34;0.5;9;-20;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;80;75.5;4;9;-39;-4.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;144;76.75;0.5;9;-64;-67.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;86;98;0.5;9;58;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;128;114;0.5;9;-42;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;90;93;4;9;38;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;118;109;4;9;-28;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;19;19.75;0.5;9;-81;0.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;37;50;0.5;9;-18;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;36;50;4;9;1;14;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;152;149;0.5;9;64;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;75;63;4;9;77;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;61;52.75;4;9;14;-8.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;172;157.25;4;9;69;-14.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;107;137.75;0.5;9;65;30.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;97;111;4;9;10;14;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;93;101.75;0.5;9;4;8.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;1;17.5;0.5;9;-88;16.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;66;54;4;9;-65;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;173;164;0.5;9;73;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;51;32;4;9;-58;-19;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;151;145.25;0.5;9;80;-5.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;50;40;4;9;-79;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;4;15;4;9;46;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;123;121;4;9;61;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;167;148;0.5;9;-44;-19;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;159;144;4;9;8;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;177;51;0.5;9;-18;54;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;141;137;0.5;9;36;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;46;64;0.5;9;-85;18;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;58;100;0.5;9;-12;42;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;66;65;4;9;-8;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;61;38;0.5;9;5;-23;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;144;136;4;9;-83;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;15;24;4;9;-51;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;153;139;0.5;9;42;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;110;109;4;9;43;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;165;159;0.5;9;-55;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;85;78;4;9;80;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;169;41;0.5;9;-84;52;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;138;118;0.5;9;31;-20;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;65;74;4;9;73;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;83;79;4;9;-18;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;32;53;0.5;9;51;21;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;145;144;0.5;9;67;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;129;136;0.5;9;16;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;53;24;0.5;9;76;-29;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;96;109;4;9;-43;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;169;162;4;9;-73;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;167;167;0.5;9;2;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;154;144;4;9;13;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;43;68;0.5;9;-69;25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;80;107;0.5;9;-37;27;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;136;142;4;9;-56;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;11;17;4;9;-55;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;72;59;4;9;-61;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;105;117;0.5;9;-33;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;14;6;0.5;9;-89;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;3;179;4;9;11;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;158;125;0.5;9;25;-33;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;48;42;0.5;9;-70;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;164;148.25;0.5;9;64;-15.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;103;107.75;0.5;9;61;4.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;27;39.5;4;9;76;12.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;48;53;0.5;9;-21;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;160;140.75;4;9;68;-19.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;153;139;4;9;7;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;106;104.5;4;9;47;-1.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;57;46.5;4;9;49;-10.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;27;32;4;9;30;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;39;47.25;0.5;9;-12;8.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;135;125.75;0.5;9;84;-9.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;170;163.75;4;9;-35;-6.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;9;11;4;9;-19;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;118;105.75;4;9;71;-12.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;78;78.5;0.5;9;40;0.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;163;153;0.5;9;-85;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;64;67;4;9;-81;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;170;164;0.5;9;74;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;129;125;4;9;41;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;46;43;0.5;9;83;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;63;82;0.5;9;-17;19;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;178;178;4;9;65;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;31;48;4;9;-33;17;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;25;46;4;9;6;21;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;11;11;4;9;14;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;141;133.75;0.5;9;50;-7.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;132;125;0.5;9;9;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;131;124;0.5;9;1;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;107;104.75;4;9;24;-2.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;166;165;0.5;9;-59;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;44;52;0.5;9;-58;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;74;68.75;0.5;9;-30;-5.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;175;2;0.5;9;79;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;9;7;4;9;-14;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;142;125;4;9;47;-17;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;60;117;0.5;9;82;57;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;97;106.5;4;9;-37;9.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;101;109;0.5;9;-4;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;71;77;0.5;9;30;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;42;34.5;4;9;29;-7.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;25;15;0.5;9;17;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;63;62;0.5;9;-38;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;86;85;4;9;-23;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;82;98;0.5;9;4;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;143;27;0.5;9;-61;64;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;142;123;0.5;9;1;-19;Gallagher & Benton (2022);Experiment 1;Orientation;1
2;171;161;0.5;9;-29;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
