obs;theta;resp;cond;rt;delta;error;study;experiment;stimulus;expnum
9;7;176;4;9;-42;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;99;88;4;9;88;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;106;94.5;0.5;9;-7;-11.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;169;167;4;9;-63;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;138;163;0.5;9;31;25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;157;156.25;4;9;-19;-0.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;5;179.5;0.5;9;-28;-5.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;135;133.25;0.5;9;50;-1.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;74;125.25;0.5;9;61;51.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;21;44.75;4;9;53;23.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;96;109;4;9;-75;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;95;97.75;4;9;1;2.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;78;97.25;0.5;9;17;19.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;62;61;4;9;16;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;114;99.5;0.5;9;-52;-14.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;108;108.5;0.5;9;6;0.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;7;4.75;0.5;9;-79;-2.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;120;112.25;0.5;9;67;-7.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;93;105;0.5;9;27;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;69;85;0.5;9;24;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;30;46;4;9;39;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;172;23.25;0.5;9;38;31.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;122;107;4;9;50;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;107;113.25;4;9;15;6.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;42;57.25;0.5;9;65;15.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;57;63.75;4;9;-15;6.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;62;60.5;4;9;-5;-1.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;19;32.75;4;9;43;13.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;145;120;4;9;54;-25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;179;177.25;4;9;-34;-1.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;88;97.25;0.5;9;-89;9.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;153;125;0.5;9;-65;-28;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;133;112.25;4;9;20;-20.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;80;81;0.5;9;53;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;88;83;4;9;-8;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;113;106;4;9;-25;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;11;17.5;4;9;-78;6.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;145;78;0.5;9;46;-67;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;90;84.75;0.5;9;55;-5.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;73;115.25;4;9;17;42.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;81;79.75;4;9;-8;-1.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;87;81.25;4;9;-6;-5.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;62;72.75;4;9;25;10.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;119;111.25;4;9;-57;-7.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;164;170;0.5;9;-45;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;100;101.25;0.5;9;64;1.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;132;124.25;0.5;9;-32;-7.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;161;160.25;0.5;9;-29;-0.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;169;150;0.5;9;-8;-19;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;60;67;4;9;-71;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;60;92.75;0.5;9;0;32.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;59;68.25;4;9;1;9.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;61;73.5;4;9;-2;12.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;127;134;4;9;-66;7;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;83;85;0.5;9;44;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;2;24.5;0.5;9;81;22.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;34;19.25;0.5;9;-32;-14.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;133;129;4;9;81;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;116;93.75;4;9;17;-22.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;2;7.75;4;9;-66;5.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;149;151;4;9;33;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;142;128.75;4;9;7;-13.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;171;172;0.5;9;-29;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;166;161.75;0.5;9;5;-4.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;87;150.25;0.5;9;79;63.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;173;165.25;0.5;9;-86;-7.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;82;99.75;0.5;9;-89;17.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;100;91;4;9;-18;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;48;86;0.5;9;52;38;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;166;149;4;9;62;-17;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;79;84.75;0.5;9;87;5.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;164;160.5;4;9;-85;-3.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;97;96;4;9;67;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;167;107;0.5;9;-70;-60;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;163;158;4;9;4;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;37;66.25;0.5;9;-54;29.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;109;113;4;9;-72;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;168;144;4;9;-59;-24;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;40;35.25;4;9;-52;-4.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;38;51.5;4;9;2;13.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;109;159.25;0.5;9;-71;50.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;25;34;4;9;84;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;54;76.5;4;9;-29;22.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;146;130.25;4;9;88;-15.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;3;6.75;4;9;-37;3.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;168;178.75;0.5;9;15;10.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;30;16.25;0.5;9;-42;-13.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;150;169;0.5;9;60;19;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;25;31.25;4;9;-55;6.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;170;158;4;9;35;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;29;24.75;0.5;9;-39;-4.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;95;103;0.5;9;-66;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;9;25.5;4;9;86;16.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;135;120.75;4;9;54;-14.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;142;170;0.5;9;-7;28;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;106;106.75;4;9;36;0.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;80;85;4;9;26;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;102;93.25;4;9;-22;-8.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;18;13.25;0.5;9;84;-4.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;178;8;4;9;20;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;85;78.25;4;9;-87;-6.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;151;165.5;0.5;9;-66;14.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;137;163.5;0.5;9;14;26.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;91;93.5;0.5;9;46;2.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;26;10.25;4;9;65;-15.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;140;144.25;0.5;9;66;4.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;23;21.25;0.5;9;-63;-1.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;121;113;4;9;82;-8;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;179;178;0.5;9;-58;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;133;133.5;4;9;46;0.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;54;66.75;0.5;9;79;12.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;65;71.75;4;9;-11;6.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;128;112;0.5;9;-63;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;154;128;4;9;-26;-26;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;10;19.25;0.5;9;-36;9.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;127;135.75;0.5;9;63;8.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;158;157;4;9;-31;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;158;144.75;0.5;9;0;-13.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;27;28;4;9;-49;1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;139;118.25;0.5;9;68;-20.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;65;81;4;9;74;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;58;70;0.5;9;7;12;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;162;169.5;4;9;76;7.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;92;98.25;0.5;9;70;6.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;40;53.5;4;9;52;13.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;58;60.5;4;9;-18;2.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;94;92.25;0.5;9;-36;-1.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;154;159.75;4;9;-60;5.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;178;2.25;4;9;-24;4.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;149;162.5;4;9;29;13.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;176;167.75;4;9;-27;-8.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;87;96.25;0.5;9;89;9.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;86;129;4;9;1;43;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;131;128.5;0.5;9;-45;-2.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;150;130;4;9;-19;-20;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;166;161.5;4;9;-16;-4.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;82;86.75;0.5;9;84;4.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;85;78.75;4;9;-3;-6.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;177;176;4;9;88;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;156;172;0.5;9;21;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;111;109.5;4;9;45;-1.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;143;124.75;4;9;-32;-18.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;126;135;4;9;17;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;127;123.75;0.5;9;-1;-3.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;10;0;0.5;9;-63;-10;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;48;56.25;4;9;-38;8.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;4;14;4;9;44;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;135;138.5;4;9;49;3.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;20;83;0.5;9;-65;63;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;129;115;0.5;9;71;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;52;72.5;4;9;77;20.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;82;94.25;0.5;9;-30;12.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;166;148;4;9;-84;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;134;133.25;0.5;9;32;-0.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;53;67;4;9;81;14;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;79;80.75;0.5;9;-26;1.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;45;63.75;0.5;9;34;18.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;121;47;0.5;9;-76;-74;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;109;109.5;4;9;12;0.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;178;176;0.5;9;-69;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;37;13.5;4;9;-39;-23.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;178;9.5;0.5;9;39;11.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;102;96.25;4;9;76;-5.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;91;165.5;0.5;9;11;74.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;19;6.5;0.5;9;72;-12.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;100;108.5;0.5;9;-81;8.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;55;83;0.5;9;45;28;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;85;74.25;0.5;9;-30;-10.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;77;89.5;0.5;9;8;12.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;13;22.75;4;9;64;9.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;153;144.5;4;9;40;-8.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;118;127.75;4;9;35;9.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;9;14.25;0.5;9;-71;5.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;136;125;4;9;53;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;3;0.5;0.5;9;-47;-2.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;33;15;0.5;9;-30;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;85;87.75;4;9;-52;2.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;37;125;4;9;48;88;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;163;153.25;4;9;54;-9.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;131;126;4;9;32;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;73;82.5;4;9;58;9.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;43;59.75;4;9;30;16.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;176;169.5;4;9;47;-6.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;23;32;4;9;-27;9;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;165;147;4;9;38;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;111;127;0.5;9;54;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;168;167;0.5;9;-57;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;12;32;0.5;9;-24;20;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;67;43;0.5;9;-55;-24;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;19;21;0.5;9;48;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;126;115;4;9;73;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;143;135.75;4;9;-17;-7.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;170;25.75;0.5;9;-27;35.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;37;34.25;0.5;9;-47;-2.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;62;63.5;4;9;-25;1.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;133;126;4;9;-71;-7;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;98;97;4;9;35;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;75;75;4;9;23;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;175;166.5;0.5;9;80;-8.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;132;67;4;9;43;-65;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;148;69.75;0.5;9;-16;-78.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;19;56.5;0.5;9;-51;37.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;159;159.75;4;9;40;0.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;53;130;0.5;9;-74;77;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;75;68.75;0.5;9;-22;-6.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;100;110.75;4;9;-25;10.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;114;100.75;4;9;-14;-13.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;91;90;0.5;9;23;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;148;154;4;9;-57;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;97;94.5;4;9;51;-2.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;136;127.5;4;9;-39;-8.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;161;74.25;4;9;-25;-86.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;162;139;0.5;9;-1;-23;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;89;86.75;4;9;73;-2.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;93;86.75;0.5;9;-4;-6.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;122;102;0.5;9;-29;-20;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;8;11.5;0.5;9;-66;3.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;116;107.25;0.5;9;72;-8.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;94;99;4;9;22;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;92;91;4;9;2;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;66;85.5;0.5;9;26;19.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;89;80.5;0.5;9;-23;-8.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;46;54;4;9;43;8;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;173;171;4;9;53;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;46;46.75;4;9;-53;0.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;25;24;0.5;9;21;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;5;9.75;4;9;20;4.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;24;19;4;9;-19;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;138;128.25;0.5;9;66;-9.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;92;120.5;0.5;9;46;28.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;80;85.5;4;9;12;5.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;87;85;4;9;-7;-2;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;126;117;4;9;-39;-9;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;103;107;0.5;9;23;4;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;92;94.75;0.5;9;11;2.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;81;87;4;9;11;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;115;100.25;4;9;-34;-14.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;24;13.25;0.5;9;-89;-10.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;114;109.75;0.5;9;-90;-4.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;35;46.5;4;9;79;11.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;116;118.5;4;9;-81;2.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;105;112.25;0.5;9;11;7.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;118;99;4;9;-13;-19;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;4;11.25;0.5;9;-66;7.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;109;110.75;4;9;75;1.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;95;84;0.5;9;14;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;45;25.5;4;9;50;-19.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;43;37.75;4;9;2;-5.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;32;18.75;0.5;9;11;-13.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;179;0.25;0.5;9;33;1.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;1;0;0.5;9;-2;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;121;129.5;0.5;9;60;8.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;42;35.5;4;9;79;-6.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;173;33.5;0.5;9;49;40.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;143;32.75;4;9;30;69.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;19;31.75;4;9;-56;12.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;128;133;0.5;9;71;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;135;123;4;9;-7;-12;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;8;1.25;0.5;9;-53;-6.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;161;165.5;0.5;9;27;4.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;144;147.75;4;9;17;3.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;148;133.25;0.5;9;-4;-14.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;82;83.5;0.5;9;66;1.5;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;160;156.25;0.5;9;-78;-3.75;Gallagher & Benton (2022);Experiment 1;Orientation;1
9;93;91.75;0.5;9;67;-1.25;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;177;14;0.5;9;NaN;17;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;4;144;0.5;9;-7;-40;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;6;166;4;9;-2;-20;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;107;91;0.5;9;79;-16;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;145;95;0.5;9;-38;-50;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;174;73;0.5;9;-29;79;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;13;32;0.5;9;-19;19;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;53;22;4;9;-40;-31;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;84;99;4;9;-31;15;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;83;65;0.5;9;1;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;161;146;4;9;-78;-15;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;67;155;0.5;9;-86;88;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;90;100;4;9;-23;10;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;117;104;0.5;9;-27;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;82;79;0.5;9;35;-3;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;54;43;4;9;28;-11;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;22;40;4;9;32;18;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;57;51;4;9;-35;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;56;25;0.5;9;1;-31;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;168;138;4;9;68;-30;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;141;135;0.5;9;27;-6;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;112;111;4;9;29;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;8;24;0.5;9;-76;16;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;156;138;0.5;9;32;-18;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;67;80;0.5;9;89;13;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;89;85;4;9;-22;-4;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;136;141;4;9;-47;5;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;161;144;0.5;9;-25;-17;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;56;51;0.5;9;-75;-5;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;64;50;0.5;9;-8;-14;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;73;50;0.5;9;-9;-23;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;76;96;4;9;-3;20;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;76;57;4;9;0;-19;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;81;83;0.5;9;-5;2;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;100;99;0.5;9;-19;-1;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;159;159;4;9;-59;0;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;135;113;0.5;9;24;-22;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;45;32;0.5;9;90;-13;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;140;154;0.5;9;85;14;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;129;140;4;9;11;11;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;51;128;0.5;9;78;77;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;98;73;0.5;9;-47;-25;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;2;8;0.5;9;-84;6;Gallagher & Benton (2022);Experiment 1;Orientation;1
10;103;106;0.5;9;79;3;Gallagher & Benton (2022);Experiment 1;Orientation;1
