true_sid,run,trial,mdir,resp,err
S16,19,7,238.2,239.92,1.63999999999999
S16,19,8,113.02,109.746,-3.26400000000001
S16,19,9,322,335.64,13.68
S16,19,10,207,209.38,2.44
S16,19,11,299.4,297.66,-1.69999999999999
S16,19,12,272.8,264.02,-8.70000000000005
S16,19,13,189.14,189.95,0.805999999999983
S16,19,14,55.12,55.314,0.194000000000017
S16,19,15,65.26,63.654,-1.59999999999999
S16,19,16,127.94,134.774,6.84
S16,19,17,164.22,158.704,-5.52199999999999
S16,19,18,37.42,35.584,-1.84
S16,20,1,70.88,70.084,-0.795999999999992
S16,20,2,159.3,155.932,-3.36800000000002
S16,20,3,92.74,89.82,-2.91000000000003
S16,20,4,113.52,109.154,-4.37200000000001
S16,20,5,197.72,206.64,8.92399999999998
S16,20,6,335.2,339.22,4.12
S16,20,7,216.8,218.56,1.72
S16,20,8,305,301.16,-3.83999999999998
S16,20,9,295.6,309.48,13.86
S16,20,10,220.6,219.1,-1.56
S16,20,11,168.38,172.64,4.25199999999998
S16,20,12,267.6,266.24,-1.44
S16,20,13,28.28,38.266,9.97999999999999
S16,20,14,350,356.1,6.10000000000002
S16,20,15,250.2,252.5,2.25999999999999
S16,20,16,128.94,131.444,2.50199999999998
S16,20,17,45.64,50.874,5.244
S16,20,18,16.388,25.506,9.11799999999999
S16,21,1,217,222.56,5.5
S16,21,2,11.098,11.5366,0.439400000000006
S16,21,3,264.8,269.56,4.75999999999999
S16,21,4,224.2,225.54,1.38
S16,21,5,191.94,123.318,-68.62
S16,21,6,346.6,339.52,-7.04000000000002
S16,21,7,71.12,78.348,7.22
S16,21,8,242.2,247.96,5.68000000000001
S16,21,9,325.6,326.94,1.39999999999998
S16,21,10,316.6,329.02,12.38
S16,21,11,283.6,292.2,8.56
S16,21,12,25.76,29.836,4.08199999999999
S16,21,13,120.36,114.144,-6.21199999999999
S16,21,14,113.42,110.918,-2.50200000000001
S16,21,15,158.22,161.686,3.46200000000002
S16,21,16,178.96,182.914,3.95999999999998
S16,21,17,93.94,92.798,-1.15199999999999
S16,21,18,57.2,58.97,1.76599999999999
S16,22,1,55.3,53.752,-1.55199999999999
S16,22,2,115.12,119.086,3.95600000000002
S16,22,3,330.4,332.36,1.88
S16,22,4,83.16,85.27,2.108
S16,22,5,243.6,252.34,8.84
S16,22,6,143.42,147.166,3.74799999999999
S16,22,7,352,348.3,-3.71999999999997
S16,22,8,21.88,23.67,1.792
S16,22,9,319.2,306.44,-12.76
S16,22,10,127.4,115.546,-11.86
S16,22,11,176.64,179.104,2.46200000000002
S16,22,12,236.2,233.86,-2.27999999999997
S16,22,13,12.346,21.236,8.89019999999999
S16,22,14,283.6,281.8,-1.74000000000001
S16,22,15,279.8,277.2,-2.60000000000002
S16,22,16,76.6,75.418,-1.18599999999998
S16,22,17,218,222.76,4.79999999999998
S16,22,18,187.9,188.276,0.374000000000024
S16,23,1,150.58,146.438,-4.14800000000002
S16,23,2,338.6,338.78,0.159999999999968
S16,23,3,19.102,37.818,18.7158
S16,23,4,21.92,30.824,8.90000000000001
S16,23,5,179.6,186.374,6.76599999999999
S16,23,6,103.68,96.582,-7.09800000000001
S16,23,7,265.4,263.12,-2.27999999999997
S16,23,8,126.64,128.312,1.67000000000002
S16,23,9,353,358,4.94
S16,23,10,225.8,230.58,4.74000000000001
S16,23,11,53.62,53.096,-0.52800000000002
S16,23,12,195.12,201.12,6.00800000000001
S16,23,13,281.8,282.12,0.259999999999991
S16,23,14,300.2,292.8,-7.45999999999998
S16,23,15,76,75.72,-0.280000000000001
S16,23,16,98.04,97.738,-0.295999999999992
S16,23,17,245.2,239.2,-6.04000000000002
S16,23,18,211,206.28,-4.78
S16,24,1,54,65.25,11.248
S16,24,2,163.66,164.97,1.31200000000001
S16,24,3,122.28,123.546,1.268
S16,24,4,147.54,151.538,3.994
S16,24,5,314.6,319.78,5.25999999999999
S16,24,6,296.6,289.9,-6.68000000000001
S16,24,7,256.6,258.9,2.33999999999998
S16,24,8,32.12,43.374,11.258
S16,24,9,70.14,65.912,-4.22199999999998
S16,24,10,3.988,6.841,2.85380000000001
S16,24,11,274.6,274.48,-0.0399999999999636
S16,24,12,96.16,96.912,0.75
S16,24,13,109.98,111.596,1.61000000000001
S16,24,14,227.6,222.08,-5.53999999999999
S16,24,15,340.8,339.44,-1.30000000000001
S16,24,16,334.2,339.26,5.03999999999996
S16,24,17,209.4,214.76,5.29999999999998
S16,24,18,186.84,198.502,11.66
S16,25,1,33.98,47.09,13.116
S16,25,2,171.84,183.194,11.358
S16,25,3,86.9,86.246,-0.662000000000006
S16,25,4,279.6,273.92,-5.59999999999997
S16,25,5,251.2,263.2,12.04
S16,25,6,326.4,336.66,10.22
S16,25,7,352.4,351.94,-0.540000000000021
S16,25,8,199.08,224.58,25.496
S16,25,9,8.326,23.79,15.4632
S16,25,10,56.02,48.816,-7.202
S16,25,11,305,310.62,5.63999999999999
S16,25,12,156.24,136.092,-20.15
S16,25,13,225.4,227.34,1.90000000000001
S16,25,14,125.42,126.27,0.851999999999975
S16,25,15,74.64,78.998,4.358
S16,25,16,286.4,281.38,-5.01999999999998
S16,25,17,111.02,111.618,0.598000000000013
S16,25,18,219.6,211.88,-7.72
S16,26,1,55.46,63.994,8.542
S16,26,2,101.16,115.242,14.086
S16,26,3,295.2,305.82,10.72
S16,26,4,223.4,221.86,-1.57999999999998
S16,26,5,202.8,202.18,-0.680000000000007
S16,26,6,351.6,354.22,2.54000000000002
S16,26,7,328.4,332.4,3.95999999999998
S16,26,8,187.6,185.898,-1.71200000000002
S16,26,9,28.12,26.814,-1.316
S16,26,10,136.12,130.044,-6.08199999999999
S16,26,11,76.04,79.884,3.852
S16,26,12,247.4,255.1,7.72
S16,26,13,315,320.96,6.06
S16,26,14,2.034,1.43784,-0.596360000000004
S16,26,15,144.7,167.998,23.298
S16,26,16,162.4,173.884,11.49
S16,26,17,263.2,264.46,1.29999999999995
S16,26,18,89.3,88.726,-0.581999999999994
S16,27,1,187.64,196.752,9.11200000000002
S16,27,2,79.1,75.618,-3.47399999999999
S16,27,3,238.2,245.14,6.97999999999999
S16,27,4,330.4,334.46,4.03999999999996
S16,27,5,130.28,138.842,8.56
S16,27,6,147.6,149.792,2.19399999999999
S16,27,7,83.08,79.36,-3.72199999999998
S16,27,8,265.2,260.6,-4.53999999999996
S16,27,9,240.6,229.5,-11.02
S16,27,10,210.4,211.66,1.29999999999998
S16,27,11,105.9,108.552,2.65199999999999
S16,27,12,31.36,35.382,4.02199999999999
S16,27,13,319.4,317.58,-1.74000000000001
S16,27,14,14.444,22.7,8.2568
S16,27,15,340.2,336.86,-3.31999999999999
S16,27,16,56.38,70.008,13.634
S16,27,17,161.42,156.896,-4.518
S16,27,18,293.8,296.1,2.24000000000001
S16,28,1,205.8,205.76,0.0199999999999818
S16,28,2,170.14,160.258,-9.88199999999998
S16,28,3,34.86,44.926,10.066
S16,28,4,0.7124,3.029,2.31652
S16,28,5,100.26,95.448,-4.81200000000001
S16,28,6,242,236.76,-5.28
S16,28,7,304,307.82,3.74000000000001
S16,28,8,185.74,185.558,-0.183999999999998
S16,28,9,134.8,138.396,3.58999999999998
S16,28,10,264.4,264.48,0.100000000000023
S16,28,11,339,339.18,0.240000000000009
S16,28,12,52.88,61.854,8.982
S16,28,13,280.6,278.7,-1.81999999999999
S16,28,14,358,4.5908,6.6508
S16,28,15,73.24,73.914,0.668000000000006
S16,28,16,83.4,79.57,-3.82400000000001
S16,28,17,222.2,217.3,-4.91999999999999
S16,28,18,149.62,149.412,-0.198000000000008
S16,29,1,190.2,194.846,4.64000000000002
S16,29,2,263.2,259.42,-3.71999999999997
S16,29,3,79.02,76.696,-2.32999999999998
S16,29,4,219,208.62,-10.4
S16,29,5,80.44,80.584,0.138000000000005
S16,29,6,160.44,164.842,4.40400000000003
S16,29,7,282.6,287.76,5.12000000000001
S16,29,8,100.36,102.28,1.916
S16,29,9,227.8,225.04,-2.68000000000001
S16,29,10,125.26,130.788,5.536
S16,29,11,340.2,346.34,6.19999999999999
S16,29,12,326,331.74,5.74000000000001
S16,29,13,5.764,8.8972,3.13239999999999
S16,29,14,301.8,302.26,0.539999999999964
S16,29,15,243.6,240.5,-3
S16,29,16,50.14,58.676,8.54400000000001
S16,29,17,38.18,45.848,7.65800000000002
S16,29,18,145.06,151.462,6.404
S16,30,1,345.6,340.4,-5.22000000000003
S16,30,2,305.4,309.04,3.60000000000002
S16,30,3,262.8,251.48,-11.3
S16,30,4,44.84,44.646,-0.199999999999989
S16,30,5,141.4,139.276,-2.11999999999998
S16,30,6,67.92,72.788,4.86599999999999
S16,30,7,212.8,224.2,11.46
S16,30,8,85.76,83.876,-1.892
S16,30,9,240,240.18,0.159999999999997
S16,30,10,129.62,132.5,2.88200000000001
S16,30,11,292,305.34,13.26
S16,30,12,331.6,335.9,4.35999999999996
S16,30,13,171.16,174.616,3.45400000000001
S16,30,14,239.6,248.94,9.40000000000001
S16,30,15,27.76,24.636,-3.12600000000001
S16,30,16,2.374,18.6206,16.247
S16,30,17,188.56,191.514,2.946
S16,30,18,119.04,112.194,-6.846
S16,31,1,47.36,47.316,-0.0360000000000014
S16,31,2,63.52,56.948,-6.56399999999999
S16,31,3,328.6,323.08,-5.44
S16,31,4,204.6,205.24,0.700000000000017
S16,31,5,355,340.94,-13.98
S16,31,6,125.9,126.978,1.06799999999998
S16,31,7,25.36,25.716,0.349999999999994
S16,31,8,316,319.42,3.34000000000003
S16,31,9,16.18,23.466,7.28620000000001
S16,31,10,245.4,245.62,0.180000000000007
S16,31,11,93.06,85.53,-7.524
S16,31,12,275.8,276.34,0.519999999999982
S16,31,13,221.2,209,-12.2
S16,31,14,182.52,187.15,4.63400000000002
S16,31,15,149.5,150.71,1.202
S16,31,16,288,313.56,25.48
S16,31,17,174.54,169.758,-4.78799999999998
S16,31,18,107.36,105.154,-2.208
S16,32,1,36.52,36.86,0.346000000000004
S16,32,2,355.8,356.4,0.67999999999995
S16,32,3,5.544,2.9258,-2.6182
S16,32,4,311.8,309.56,-2.31999999999999
S16,32,5,69,76.168,7.16000000000003
S16,32,6,278.8,273.76,-5.04000000000002
S16,32,7,327.8,332.3,4.48000000000002
S16,32,8,240.6,245.16,4.62000000000001
S16,32,9,221,225.66,4.57999999999998
S16,32,10,189.68,200.6,10.924
S16,32,11,151.42,142.116,-9.30799999999999
S16,32,12,172.9,177.73,4.83599999999998
S16,32,13,206,202.38,-3.72
S16,32,14,127.98,113.806,-14.172
S16,32,15,90.8,88.93,-1.87
S16,32,16,45.96,55.266,9.30799999999999
S16,32,17,286,287.44,1.51999999999998
S16,32,18,106.7,103.206,-3.49799999999999
S16,33,1,92.42,90.078,-2.34199999999998
S16,33,2,40.26,35.326,-4.93600000000001
S16,33,3,181.8,191.222,9.422
S16,33,4,340.2,325.06,-15.2
S16,33,5,14.796,23.692,8.89519999999999
S16,33,6,252.6,255.88,3.38
S16,33,7,266.8,258.82,-7.92000000000002
S16,33,8,206,200.42,-5.62000000000001
S16,33,9,153.14,152.65,-0.489999999999981
S16,33,10,104.56,98.672,-5.88999999999999
S16,33,11,224.6,235.48,10.84
S16,33,12,134.7,136.962,2.25799999999998
S16,33,13,173.6,174.784,1.17399999999998
S16,33,14,321.6,327.24,5.72000000000003
S16,33,15,305.8,307.9,2.15999999999997
S16,33,16,282.8,279.66,-3.07999999999998
S16,33,17,66.52,62.728,-3.798
S16,33,18,20.54,26.126,5.58199999999999
S16,34,1,215,223.06,8.09999999999999
S16,34,2,83.92,89.042,5.118
S16,34,3,193.62,188.658,-4.97
S16,34,4,141.54,138.026,-3.506
S16,34,5,259,262.42,3.42000000000002
S16,34,6,327.4,333.7,6.24000000000001
S16,34,7,10.092,16.2134,6.12119999999999
S16,34,8,27.18,35.86,8.678
S16,34,9,166.56,150.258,-16.298
S16,34,10,77.34,73.78,-3.55799999999999
S16,34,11,264.2,264.1,-0.0399999999999636
S16,34,12,52.08,53.006,0.930000000000007
S16,34,13,103.64,110.328,6.68799999999999
S16,34,14,290.6,299,8.48000000000002
S16,34,15,356.6,354.64,-2.04000000000002
S16,34,16,305.8,309.28,3.5
S16,34,17,136.3,130.022,-6.28400000000002
S16,34,18,233,235.9,2.81999999999999
S16,35,1,78.94,82.914,3.98399999999998
S16,35,2,254,252.76,-1.32000000000002
S16,35,3,54.58,59.976,5.40199999999999
S16,35,4,90.98,105.764,14.79
S16,35,5,332.4,329.86,-2.5
S16,35,6,197.92,204.64,6.714
S16,35,7,108.22,110.528,2.31200000000001
S16,35,8,270.6,259.96,-10.66
S16,35,9,346.2,345.5,-0.759999999999991
S16,35,10,295.4,302.72,7.24000000000001
S16,35,11,226.4,223.76,-2.60000000000002
S16,35,12,164.6,167.502,2.89600000000002
S16,35,13,314.2,315.82,1.56
S16,35,14,11.152,31.208,20.0556
S16,35,15,120.34,116.244,-4.102
S16,35,16,21.94,36.2,14.268
S16,35,17,205.6,206.02,0.420000000000016
S16,35,18,152.54,150.026,-2.518
S16,36,1,38.34,41.652,3.31
S16,36,2,325.8,324.08,-1.69999999999999
S16,36,3,297,296.18,-0.800000000000011
S16,36,4,248.8,250.84,2
S16,36,5,354.6,352.74,-1.77999999999997
S16,36,6,237.6,255.08,17.52
S16,36,7,121.22,123.312,2.084
S16,36,8,210,205.32,-4.66
S16,36,9,10.888,32.184,21.2964
S16,36,10,101.34,97.47,-3.868
S16,36,11,150.92,130.188,-20.734
S16,36,12,60,64.378,4.37
S16,36,13,50.1,67.548,17.456
S16,36,14,315.4,329.56,14.12
S16,36,15,269.6,265.66,-4
S16,36,16,193.38,191.514,-1.85999999999999
S16,36,17,163.6,166.848,3.25
S16,36,18,82.66,82.65,0
S16,37,1,310.2,311.6,1.42000000000002
S16,37,2,170.46,165.83,-4.63
S16,37,3,93.74,82.818,-10.93
S16,37,4,46.26,54.98,8.714
S16,37,5,249.2,249.44,0.199999999999989
S16,37,6,285.4,287.94,2.48000000000002
S16,37,7,122.04,120.6,-1.44600000000003
S16,37,8,223.8,225.32,1.44
S16,37,9,348.2,355.98,7.80000000000001
S16,37,10,118.08,90.286,-27.796
S16,37,11,264.8,264.3,-0.439999999999998
S16,37,12,321.2,325.02,3.77999999999997
S16,37,13,156.1,147.158,-8.93400000000003
S16,37,14,193.78,195.598,1.82000000000002
S16,37,15,73.4,70.484,-2.90800000000002
S16,37,16,35.04,43.528,8.482
S16,37,17,215.4,217.16,1.74000000000001
S16,37,18,10.296,11.2958,1.00040000000001
S16,38,1,205.8,212.04,6.16
S16,38,2,95.36,103.166,7.80599999999998
S16,38,3,56.52,67.902,11.374
S16,38,4,298.2,308.5,10.32
S16,38,5,305.6,320.18,14.54
S16,38,6,101.2,97.53,-3.66199999999998
S16,38,7,179.14,182.372,3.23200000000003
S16,38,8,157.84,169.858,12.014
S16,38,9,193.44,202.44,8.99799999999999
S16,38,10,70.02,75.41,5.39400000000001
S16,38,11,224.2,226.56,2.36000000000001
S16,38,12,271.8,272.62,0.899999999999977
S16,38,13,136.34,141.76,5.422
S16,38,14,2.028,3.8394,1.81200000000001
S16,38,15,337.4,337.58,0.139999999999986
S16,38,16,242.4,256.96,14.56
S16,38,17,348.8,350.94,2.07999999999998
S16,38,18,24.66,22.936,-1.72800000000001
S16,39,1,184.2,184.234,0.0380000000000109
S16,39,2,14.542,11.7044,-2.83699999999999
S16,39,3,57.84,68.398,10.554
S16,39,4,286.2,282.8,-3.31999999999999
S16,39,5,75.24,84.336,9.09399999999999
S16,39,6,269.4,272.84,3.44
S16,39,7,28.42,23.808,-4.62200000000001
S16,39,8,151.52,156.818,5.29000000000002
S16,39,9,237.6,243.68,5.98000000000002
S16,39,10,95.08,91.588,-3.49200000000002
S16,39,11,101.54,95.192,-6.34200000000001
S16,39,12,134.42,121.032,-13.38
S16,39,13,203.8,214.42,10.7
S16,39,14,250.8,258.24,7.46000000000001
S16,39,15,169.44,160.912,-8.524
S16,39,16,308.4,319.38,11.02
S16,39,17,331,327.36,-3.63999999999999
S16,39,18,349.6,351.58,1.94
S16,40,1,116.18,118.61,2.42399999999998
S16,40,2,133.76,121.082,-12.682
S16,40,3,91.4,83.056,-8.35000000000002
S16,40,4,179.66,183.328,3.67600000000002
S16,40,5,155.26,158.426,3.172
S16,40,6,353.8,354.52,0.639999999999986
S16,40,7,64.42,68.504,4.08199999999999
S16,40,8,18.136,29.764,11.6282
S16,40,9,26.88,32.054,5.172
S16,40,10,183.52,194.458,10.932
S16,40,11,252.6,257.54,4.94000000000003
S16,40,12,335.8,332.74,-3.01999999999998
S16,40,13,229.8,224.06,-5.81999999999999
S16,40,14,277.8,274.9,-2.92000000000002
S16,40,15,215.6,214.04,-1.46000000000001
S16,40,16,289.4,293.72,4.34000000000003
S16,40,17,47.34,43.222,-4.12799999999999
S16,40,18,318,325.08,7.03999999999996
S16,41,1,241.8,242.6,0.759999999999991
S16,41,2,200.2,208.46,8.20000000000002
S16,41,3,27.72,32.334,4.606
S16,41,4,159.9,38.88,-121.022
S16,41,5,73,72.184,-0.812000000000012
S16,41,6,342.6,339.88,-2.72000000000003
S16,41,7,284.6,282.6,-1.95999999999998
S16,41,8,42.08,40.95,-1.13800000000001
S16,41,9,4.26,20.458,16.1972
S16,41,10,83.42,79.572,-3.846
S16,41,11,160.32,155.214,-5.112
S16,41,12,305.6,304,-1.68000000000001
S16,41,13,272.2,264.5,-7.69999999999999
S16,41,14,104.68,98.934,-5.74000000000001
S16,41,15,193.26,203,9.73400000000001
S16,41,16,230.6,233.26,2.73999999999998
S16,41,17,329.6,326.36,-3.21999999999997
S16,41,18,135.84,141.498,5.66199999999998
S16,42,1,196.06,198.75,2.68199999999999
S16,42,2,66.24,66.612,0.375999999999976
S16,42,3,243,243.16,0.0600000000000023
S16,42,4,160.74,155.96,-4.78199999999998
S16,42,5,49.86,62.292,12.44
S16,42,6,207.8,219.68,11.9
S16,42,7,240,240.1,0.120000000000005
S16,42,8,37.44,45.656,8.21799999999999
S16,42,9,295.2,300.68,5.54000000000002
S16,42,10,325,326.18,1.10000000000002
S16,42,11,152.14,144.01,-8.13800000000001
S16,42,12,105.84,108.804,2.96600000000001
S16,42,13,9.286,19.6652,10.3794
S16,42,14,127.28,125.696,-1.58199999999999
S16,42,15,268.4,272.82,4.45999999999998
S16,42,16,94.04,95.16,1.12599999999998
S16,42,17,315.6,320.7,5.01999999999998
S16,42,18,353,349.48,-3.5
S16,43,1,157.72,149.394,-8.328
S16,43,2,227,232.56,5.53999999999999
S16,43,3,25.88,32.858,6.96799999999999
S16,43,4,62.12,64.232,2.108
S16,43,5,178.52,178.39,-0.130000000000024
S16,43,6,120.02,121.564,1.55399999999997
S16,43,7,103.46,111.18,7.714
S16,43,8,207.8,206.6,-1.22
S16,43,9,299.2,298.1,-1.09999999999997
S16,43,10,349.2,354.24,5.01999999999998
S16,43,11,18.564,27.88,9.31559999999999
S16,43,12,49.9,61.4,11.492
S16,43,13,275.2,280.36,5.22000000000003
S16,43,14,180.54,179.408,-1.13800000000001
S16,43,15,248.8,248.02,-0.719999999999999
S16,43,16,324,327.22,3.16000000000003
S16,43,17,311.8,320.98,9.18000000000001
S16,43,18,92.44,89.248,-3.19200000000001
S17,1,1,268.2,267.58,-0.720000000000027
S17,1,2,42.08,46.528,4.458
S17,1,3,69.04,69.06,0.02800000000002
S17,1,4,289.4,303.36,13.88
S17,1,5,85.9,71.728,-14.17
S17,1,6,249,248.3,-0.619999999999976
S17,1,7,119.94,128.026,8.084
S17,1,8,176.04,177.632,1.59399999999999
S17,1,9,129.88,132.926,3.048
S17,1,10,307.6,316.28,8.65999999999997
S17,1,11,219,241.2,22.28
S17,1,12,325.8,319.2,-6.60000000000002
S17,1,13,237.6,229.88,-7.66
S17,1,14,12.69,17.4926,4.80199999999999
S17,1,15,156.04,168.67,12.62
S17,1,16,38.04,41.832,3.78399999999999
S17,1,17,193.88,210.56,16.676
S17,1,18,348.2,351.64,3.39999999999998
S17,2,1,354.6,356.1,1.58000000000004
S17,2,2,323.6,327.1,3.58000000000004
S17,2,3,169.22,174.046,4.83199999999999
S17,2,4,156.58,158.558,1.97
S17,2,5,40.86,41.19,0.340000000000003
S17,2,6,204.2,213.28,9.16
S17,2,7,234.6,236,1.44
S17,2,8,241,242.8,1.76000000000002
S17,2,9,100.7,117.916,17.224
S17,2,10,25.62,26.194,0.563999999999993
S17,2,11,132.56,129.812,-2.75199999999998
S17,2,12,17.484,9.868,-7.6164
S17,2,13,192,183.884,-8.11200000000002
S17,2,14,302,301.92,0
S17,2,15,73.1,61.802,-11.298
S17,2,16,89.74,76.212,-13.522
S17,2,17,266.4,264.38,-2.06
S17,2,18,295,297,2.10000000000002
S17,3,1,291.2,303.72,12.58
S17,3,2,206,219.58,13.56
S17,3,3,173.88,167.76,-6.13
S17,3,4,199.6,200.62,1.02199999999999
S17,3,5,226.8,228.86,2.12
S17,3,6,34.94,38.844,3.90800000000002
S17,3,7,60.08,50.096,-9.988
S17,3,8,351,351.3,0.220000000000027
S17,3,9,324,329.94,5.92000000000002
S17,3,10,133.04,139.26,6.22799999999998
S17,3,11,249.8,251.84,1.94
S17,3,12,159.48,164.632,5.148
S17,3,13,117.34,122.724,5.38600000000002
S17,3,14,18.576,12.3778,-6.1986
S17,3,15,98.46,102.41,3.958
S17,3,16,278.4,291.62,13.14
S17,3,17,315.2,317.32,2.12
S17,3,18,56.64,63.132,6.49199999999999
S17,4,1,275,286.22,11.14
S17,4,2,78,72.26,-5.74000000000001
S17,4,3,3.384,12.1496,8.7662
S17,4,4,21.46,30.678,9.22
S17,4,5,115.68,106.982,-8.708
S17,4,6,312.8,312.12,-0.620000000000005
S17,4,7,193.88,209.66,15.788
S17,4,8,348,345.54,-2.39999999999998
S17,4,9,248.2,244.74,-3.53999999999999
S17,4,10,130.92,134.378,3.464
S17,4,11,287.6,297.8,10.14
S17,4,12,327,328.38,1.33999999999998
S17,4,13,58.54,65.418,6.88200000000001
S17,4,14,157.08,154.73,-2.35400000000001
S17,4,15,92.92,103.362,10.444
S17,4,16,173.02,174.878,1.85799999999998
S17,4,17,201.2,204.06,2.84
S17,4,18,238,245.52,7.56
S17,5,1,130.16,132.996,2.846
S17,5,2,144.16,162.342,18.188
S17,5,3,346.6,341.98,-4.56
S17,5,4,297.4,302.22,4.72000000000003
S17,5,5,233.8,227.64,-6.24000000000001
S17,5,6,164.56,171.656,7.09999999999999
S17,5,7,115.48,117.302,1.828
S17,5,8,18.016,22.646,4.62960000000001
S17,5,9,79.3,70.448,-8.846
S17,5,10,312.4,306.3,-6.18000000000001
S17,5,11,195.56,209.82,14.262
S17,5,12,33.58,36.644,3.06399999999999
S17,5,13,267,259.38,-7.69999999999999
S17,5,14,200.8,207.9,7.14000000000002
S17,5,15,247,246.68,-0.259999999999991
S17,5,16,51.74,52.148,0.401999999999987
S17,5,17,326.6,319.54,-7.06
S17,5,18,92.94,82.892,-10.052
S17,6,1,107.62,113.2,5.58800000000002
S17,6,2,228.6,219.9,-8.63999999999999
S17,6,3,171.16,171.112,-0.0579999999999927
S17,6,4,31.34,22.79,-8.55799999999999
S17,6,5,136.26,123.188,-13.078
S17,6,6,188.58,192.062,3.49000000000001
S17,6,7,298,307.64,9.59999999999997
S17,6,8,359.8,1.54902,1.80901999999998
S17,6,9,332.4,346.96,14.64
S17,6,10,149.16,155.188,6.03
S17,6,11,303.4,317.2,13.78
S17,6,12,255,249.22,-5.68000000000001
S17,6,13,67.62,71.45,3.83800000000002
S17,6,14,209.8,225.1,15.2
S17,6,15,268.4,264.64,-3.80000000000001
S17,6,16,84.64,84.402,-0.242000000000019
S17,6,17,14.122,19.0564,4.93440000000001
S17,6,18,43.34,42.6,-0.744
S17,7,1,102.08,105.15,3.07600000000002
S17,7,2,210.2,214.38,4.25999999999999
S17,7,3,96.82,107.394,10.566
S17,7,4,331.2,328.76,-2.36000000000001
S17,7,5,195.16,208.26,13.108
S17,7,6,316.8,314.5,-2.19999999999999
S17,7,7,14.768,34.178,19.4104
S17,7,8,132.04,137.11,5.066
S17,7,9,349,344.5,-4.57999999999998
S17,7,10,280.8,271.14,-9.66000000000003
S17,7,11,255.2,265.54,10.28
S17,7,12,175.58,174.514,-1.06
S17,7,13,156.48,161.818,5.334
S17,7,14,49.68,18.9,-30.778
S17,7,15,32.02,42.904,10.888
S17,7,16,268.6,265.72,-2.88
S17,7,17,65.12,65.07,-0.0459999999999923
S17,7,18,236,247.64,11.72
S17,8,1,337.6,343.04,5.52000000000004
S17,8,2,349.8,351.28,1.44
S17,8,3,175.28,171.62,-3.65600000000001
S17,8,4,224.4,247.08,22.74
S17,8,5,133.1,134.496,1.398
S17,8,6,154.9,159.048,4.14000000000002
S17,8,7,206.4,209.48,3.11999999999998
S17,8,8,17.776,22.052,4.27699999999999
S17,8,9,78.12,74.81,-3.30599999999998
S17,8,10,267.6,270.38,2.83999999999998
S17,8,11,108.36,108.698,0.329999999999984
S17,8,12,40.16,39.286,-0.870000000000005
S17,8,13,319,299.18,-19.74
S17,8,14,96.68,99.726,3.04399999999998
S17,8,15,189.4,194.836,5.43400000000003
S17,8,16,33.82,39.276,5.45400000000001
S17,8,17,286,297.68,11.72
S17,8,18,259.8,242.54,-17.2
S17,9,1,81.9,74.86,-7.04599999999999
S17,9,2,51.8,51.522,-0.286000000000001
S17,9,3,19.918,33.752,13.8338
S17,9,4,235.6,244.08,8.40000000000001
S17,9,5,122.54,123.314,0.781999999999982
S17,9,6,345.4,346.94,1.45999999999998
S17,9,7,312.8,313.52,0.639999999999986
S17,9,8,272.4,272.92,0.460000000000036
S17,9,9,253.6,257.42,3.90000000000001
S17,9,10,331.6,343.04,11.44
S17,9,11,151.52,161.308,9.79399999999998
S17,9,12,196.5,197.162,0.665999999999997
S17,9,13,114.08,125.476,11.388
S17,9,14,75.92,58.75,-17.168
S17,9,15,297.2,300.5,3.22000000000003
S17,9,16,175.52,174.016,-1.50800000000001
S17,9,17,38.24,35.542,-2.69200000000001
S17,9,18,207.8,212.26,4.47999999999999
S17,10,1,201.4,215.42,14.1
S17,10,2,69.34,72.064,2.72
S17,10,3,12.676,16.02,3.3432
S17,10,4,338.6,349.68,11.1
S17,10,5,133.78,148.08,14.296
S17,10,6,270.6,268.16,-2.39999999999998
S17,10,7,54.7,60.272,5.56399999999999
S17,10,8,346.6,350.74,4.04000000000002
S17,10,9,102.44,103.54,1.096
S17,10,10,31.74,25.06,-6.68200000000002
S17,10,11,144.7,152.094,7.40199999999999
S17,10,12,288.4,302.18,13.7
S17,10,13,236,251.32,15.32
S17,10,14,317,334.08,17
S17,10,15,88.74,82.646,-6.09399999999999
S17,10,16,254.8,259.4,4.57999999999998
S17,10,17,180.46,177.462,-3.006
S17,10,18,161.62,169.594,7.97
S17,11,1,211.6,223.94,12.4
S17,11,2,131.78,130.116,-1.67399999999998
S17,11,3,296.2,308.42,12.16
S17,11,4,118.58,122.08,3.50799999999998
S17,11,5,49.82,48.392,-1.43199999999999
S17,11,6,89.84,79.214,-10.634
S17,11,7,243.4,249.64,6.23999999999998
S17,11,8,16.462,19.9494,3.48840000000001
S17,11,9,66.06,69.464,3.40600000000001
S17,11,10,20.2,22.606,2.41399999999999
S17,11,11,348.2,348.2,0.0799999999999841
S17,11,12,236.4,254.62,18.26
S17,11,13,191.5,208.74,17.248
S17,11,14,169.42,173.49,4.07000000000002
S17,11,15,269.6,274.34,4.79999999999996
S17,11,16,305,308.5,3.45999999999998
S17,11,17,328,335.64,7.62000000000001
S17,11,18,151.54,155.05,3.51000000000002
S17,12,1,165.68,169.564,3.88800000000001
S17,12,2,284.4,293.58,9.21999999999997
S17,12,3,97.1,98.092,0.990000000000009
