true_sid,run,trial,mdir,resp,err
S09,29,18,23.12,28.282,5.17000000000002
S09,30,1,24.46,29.164,4.71199999999999
S09,30,2,205.2,211.88,6.59999999999999
S09,30,3,142.54,136.106,-6.44200000000001
S09,30,4,0.4124,355.68,-4.73234000000002
S09,30,5,120.06,114.296,-5.76799999999997
S09,30,6,48.48,39.898,-8.57999999999998
S09,30,7,252.8,254.24,1.46000000000001
S09,30,8,190.68,192.234,1.55200000000002
S09,30,9,76.18,84.63,8.44399999999999
S09,30,10,333,342.38,9.36000000000001
S09,30,11,117.32,108.556,-8.76400000000001
S09,30,12,297.2,290.22,-7.03999999999996
S09,30,13,83.76,86.472,2.714
S09,30,14,279,283.66,4.76000000000005
S09,30,15,317.4,332.7,15.34
S09,30,16,227.4,213.94,-13.44
S09,30,17,167.88,156.932,-10.954
S09,30,18,358.6,356.78,-1.86000000000001
S09,31,1,52.12,57.108,4.97999999999999
S09,31,2,9.116,18.4946,9.3776
S09,31,3,232.2,234.04,1.79999999999998
S09,31,4,187.76,193.36,5.602
S09,31,5,282,289.54,7.48000000000002
S09,31,6,329,319.14,-9.84000000000003
S09,31,7,143.86,140.412,-3.44999999999999
S09,31,8,203,214.76,11.76
S09,31,9,279,278.24,-0.839999999999975
S09,31,10,73.2,75.49,2.286
S09,31,11,25.46,30.948,5.47999999999999
S09,31,12,128.84,123.688,-5.14800000000003
S09,31,13,166.5,147.81,-18.686
S09,31,14,112.34,121.388,9.05600000000001
S09,31,15,240.2,240.46,0.219999999999999
S09,31,16,341,335.7,-5.34000000000003
S09,31,17,92.76,97.202,4.434
S09,31,18,307,297.8,-9.09999999999997
S09,32,1,259,258.26,-0.78000000000003
S09,32,2,294.2,298.18,3.98000000000002
S09,32,3,342.4,334.42,-8.06
S09,32,4,209.6,217.68,8.04000000000002
S09,32,5,46.14,47.864,1.72800000000001
S09,32,6,80.4,80.278,-0.115999999999985
S09,32,7,324.8,325.36,0.5
S09,32,8,61.02,66.238,5.22
S09,32,9,116.56,109.084,-7.46800000000002
S09,32,10,190.86,197.036,6.17400000000001
S09,32,11,271.4,284.22,12.9
S09,32,12,169.24,167.776,-1.45999999999998
S09,32,13,139.06,148.222,9.15800000000002
S09,32,14,226.4,215.96,-10.38
S09,32,15,27.6,29.814,2.22
S09,32,16,7.948,18.3964,10.4482
S09,32,17,145.48,155.838,10.352
S09,32,18,307.4,311.98,4.5
S09,33,1,258.6,262.88,4.30000000000001
S09,33,2,359.6,352.94,-6.62000000000001
S09,33,3,132.48,145.124,12.636
S09,33,4,73.6,81.96,8.36399999999998
S09,33,5,192.54,193.698,1.154
S09,33,6,87.34,95.568,8.22
S09,33,7,29.08,37.152,8.072
S09,33,8,306.6,309.08,2.47999999999996
S09,33,9,207.2,199.538,-7.60199999999998
S09,33,10,273.4,278.58,5.13999999999999
S09,33,11,48.48,38.796,-9.68200000000002
S09,33,12,14.836,19.4508,4.61539999999999
S09,33,13,323.4,313.12,-10.28
S09,33,14,228.6,232.16,3.47999999999999
S09,33,15,115.52,119.07,3.55199999999999
S09,33,16,168.24,164.624,-3.61600000000001
S09,33,17,290,293.28,3.23999999999995
S09,33,18,155.32,147.032,-8.292
S09,34,1,126.26,119.662,-6.60199999999998
S09,34,2,333.2,332.96,-0.300000000000011
S09,34,3,92.64,84.356,-8.286
S09,34,4,27.08,36.782,9.69999999999999
S09,34,5,227.6,214.36,-13.3
S09,34,6,265.6,264.8,-0.819999999999993
S09,34,7,40.3,28.674,-11.634
S09,34,8,163.22,167.736,4.50799999999998
S09,34,9,2.396,352.58,-9.81560000000002
S09,34,10,190.66,186.526,-4.13
S09,34,11,244.8,246.24,1.36000000000001
S09,34,12,159.3,155.45,-3.85600000000002
S09,34,13,78.24,77.94,-0.292000000000002
S09,34,14,296.4,303.88,7.39999999999998
S09,34,15,344,349.88,5.77999999999997
S09,34,16,213.8,203.5,-10.34
S09,34,17,305,311.74,6.80000000000001
S09,34,18,116.78,115.338,-1.44999999999999
S09,35,1,179.66,178.316,-1.346
S09,35,2,231.4,233.18,1.86000000000001
S09,35,3,56.26,55.552,-0.710000000000008
S09,35,4,113.46,114.722,1.268
S09,35,5,350.4,350.64,0.279999999999973
S09,35,6,89.36,87.53,-1.82599999999999
S09,35,7,294,292.88,-1.12
S09,35,8,31.82,46.81,14.99
S09,35,9,273.8,276.68,2.81999999999999
S09,35,10,126,117.602,-8.38999999999999
S09,35,11,321.4,320.16,-1.17999999999995
S09,35,12,149.16,143.276,-5.87599999999998
S09,35,13,0.8548,346.36,-14.49482
S09,35,14,194.24,199.408,5.16
S09,35,15,209.8,202.96,-6.79999999999998
S09,35,16,240.4,241.32,0.95999999999998
S09,35,17,61.72,63.7,1.97200000000001
S09,35,18,313.6,317.92,4.38
S09,36,1,327,325.26,-1.80000000000001
S09,36,2,140.16,133.276,-6.88399999999999
S09,36,3,163.08,150.266,-12.816
S09,36,4,135.9,132.098,-3.80399999999997
S09,36,5,91.42,79.166,-12.262
S09,36,6,248,250.72,2.75999999999999
S09,36,7,303.8,308.62,4.75999999999999
S09,36,8,299,300.42,1.44
S09,36,9,268.8,264.72,-4.11999999999995
S09,36,10,24.5,21.45,-3.054
S09,36,11,114.28,122.968,8.68600000000001
S09,36,12,78.28,75.928,-2.34399999999999
S09,36,13,343.2,353.66,10.4
S09,36,14,1.7846,358.14,-3.64452000000006
S09,36,15,212.4,202.5,-9.91999999999999
S09,36,16,227.2,211.24,-15.92
S09,36,17,44.8,53.252,8.44800000000001
S09,36,18,190.68,198.578,7.904
S09,37,1,256.4,251.96,-4.37999999999997
S09,37,2,33.74,38.012,4.27000000000001
S09,37,3,328,331.46,3.44
S09,37,4,286.8,287.94,1.21999999999997
S09,37,5,185.72,185.698,-0.0300000000000011
S09,37,6,141.16,135.18,-5.988
S09,37,7,344.6,344.06,-0.600000000000023
S09,37,8,58.62,56.238,-2.38999999999999
S09,37,9,0.574,357.34,-3.23396000000002
S09,37,10,226,237.98,12.02
S09,37,11,308.4,301.86,-6.5
S09,37,12,61.36,69.378,8.02600000000001
S09,37,13,173.32,168.948,-4.37199999999999
S09,37,14,122.3,112.772,-9.518
S09,37,15,80.22,80.086,-0.135999999999996
S09,37,16,115.14,119.478,4.32999999999998
S09,37,17,218.6,207.02,-11.56
S09,37,18,270,265.28,-4.70000000000005
S09,38,1,102.7,105.616,2.91200000000001
S09,38,2,121.74,124.986,3.244
S09,38,3,97.6,98.154,0.550000000000011
S09,38,4,290.2,292.2,1.92000000000002
S09,38,5,15.548,24.376,8.8288
S09,38,6,267.2,266.8,-0.399999999999977
S09,38,7,219,221.42,2.41999999999999
S09,38,8,155.6,149.906,-5.696
S09,38,9,198.48,202.04,3.554
S09,38,10,352.2,348.5,-3.69999999999999
S09,38,11,33.66,28.908,-4.75399999999999
S09,38,12,70.62,73.598,2.97
S09,38,13,238.4,245.18,6.80000000000001
S09,38,14,339.8,331.7,-8.10000000000002
S09,38,15,53.12,59.022,5.91200000000001
S09,38,16,161.48,154.61,-6.874
S09,38,17,257,254.64,-2.42000000000002
S09,38,18,301.2,296.66,-4.56
S09,39,1,132.98,123.43,-9.55599999999998
S09,39,2,81.32,71.666,-9.64600000000002
S09,39,3,205.8,203.88,-1.90000000000001
S09,39,4,234.6,237.24,2.58000000000001
S09,39,5,298.4,298.46,0.0799999999999841
S09,39,6,183.78,188.392,4.61599999999999
S09,39,7,106.28,102.436,-3.85199999999998
S09,39,8,147.42,137.966,-9.44799999999998
S09,39,9,305,316.38,11.34
S09,39,10,168.06,169.112,1.05199999999999
S09,39,11,342.8,347.52,4.79999999999996
S09,39,12,250.4,238.22,-12.18
S09,39,13,26.62,18.5024,-8.11160000000001
S09,39,14,50.12,48.654,-1.47199999999998
S09,39,15,61.38,62.492,1.114
S09,39,16,261.2,252.98,-8.18000000000004
S09,39,17,14.004,13.984,-0.0198000000000036
S09,39,18,324,317.58,-6.36000000000001
S09,40,1,240.4,239.52,-0.819999999999993
S09,40,2,296.4,294.84,-1.62
S09,40,3,276.6,279.42,2.78000000000003
S09,40,4,10.612,16.5954,5.9836
S09,40,5,136.3,132.414,-3.88800000000001
S09,40,6,161.68,167.04,5.36599999999999
S09,40,7,356.6,348.62,-7.94
S09,40,8,317.4,319.08,1.65999999999997
S09,40,9,231.4,220.68,-10.7
S09,40,10,331.4,331.48,0.100000000000023
S09,40,11,180.8,190.622,9.83200000000002
S09,40,12,78.4,79.126,0.734000000000009
S09,40,13,205.8,213.46,7.59999999999999
S09,40,14,47.7,43.47,-4.23599999999999
S09,40,15,117.14,115.036,-2.10599999999999
S09,40,16,87.54,84.726,-2.80799999999999
S09,40,17,158.22,154.12,-4.09799999999999
S09,40,18,27.3,39.994,12.696
S09,41,1,154.04,156.074,2.03
S09,41,2,80.96,79.966,-0.98599999999999
S09,41,3,28.64,27.296,-1.35399999999999
S09,41,4,335.4,343.44,8.12000000000001
S09,41,5,40.02,18.366,-21.654
S09,41,6,79,81.372,2.38200000000001
S09,41,7,123.28,123.49,0.216000000000008
S09,41,8,215.2,204.14,-11.04
S09,41,9,300.8,296.06,-4.80000000000001
S09,41,10,4.312,13.994,9.68119999999999
S09,41,11,237,244.4,7.48000000000002
S09,41,12,249.2,260.28,11.16
S09,41,13,280.6,282.52,2
S09,41,14,267.2,268.66,1.5
S09,41,15,163.7,155.152,-8.542
S09,41,16,111.6,106.796,-4.80000000000001
S09,41,17,199.56,212.76,13.202
S09,41,18,341,340.26,-0.740000000000009
S09,42,1,52.3,56.692,4.386
S09,42,2,229.8,230.66,0.900000000000006
S09,42,3,204.2,209.36,5.10000000000002
S09,42,4,344.4,344.14,-0.199999999999989
S09,42,5,328.8,334.4,5.65999999999997
S09,42,6,69.12,73.718,4.59800000000001
S09,42,7,132.44,120.532,-11.918
S09,42,8,265.8,273.4,7.56
S09,42,9,256.8,250.88,-5.89999999999998
S09,42,10,38,42.25,4.25200000000001
S09,42,11,178.66,162.432,-16.222
S09,42,12,12.554,18.552,5.99719999999999
S09,42,13,194.76,198.752,3.98600000000002
S09,42,14,291.2,299.98,8.86000000000001
S09,42,15,85.88,78.772,-7.118
S09,42,16,302.2,302.58,0.359999999999957
S09,42,17,112.46,128.796,16.326
S09,42,18,156.54,158.856,2.30599999999998
S10,1,1,230,222.18,-7.84
S10,1,2,121.46,113.23,-8.22399999999999
S10,1,3,61.26,68.528,7.262
S10,1,4,321,322.38,1.36000000000001
S10,1,5,32.58,36.138,3.56200000000001
S10,1,6,53.76,51.988,-1.774
S10,1,7,186.14,184.258,-1.88199999999998
S10,1,8,112.18,113.906,1.72800000000001
S10,1,9,353,345.48,-7.53999999999996
S10,1,10,149.52,147.432,-2.09
S10,1,11,260.8,253.86,-6.94
S10,1,12,88.58,85.698,-2.88600000000002
S10,1,13,216.4,215.64,-0.680000000000007
S10,1,14,8.106,11.6494,3.54419999999999
S10,1,15,169.12,158.146,-10.976
S10,1,16,247.4,246,-1.47999999999999
S10,1,17,305.4,298.6,-6.77999999999997
S10,1,18,290.4,295.98,5.54000000000002
S10,2,1,311.8,312.12,0.399999999999977
S10,2,2,336.4,329.1,-7.31999999999999
S10,2,3,40.72,36.118,-4.61000000000001
S10,2,4,354.2,352.46,-1.80000000000001
S10,2,5,218.2,215.4,-2.81999999999999
S10,2,6,125.96,121.558,-4.39599999999999
S10,2,7,86.22,87.596,1.376
S10,2,8,292.4,275.4,-17.1
S10,2,9,115.94,99.034,-16.902
S10,2,10,243.4,243.44,0.0600000000000023
S10,2,11,24.26,30.172,5.91399999999999
S10,2,12,187.34,181.82,-5.524
S10,2,13,150.04,154.026,3.982
S10,2,14,169.6,162.824,-6.774
S10,2,15,238.8,236.42,-2.42000000000002
S10,2,16,278,272.86,-5.03999999999996
S10,2,17,8.36,7.155,-1.20480000000001
S10,2,18,67.26,66.156,-1.11000000000001
S10,3,1,296.2,296.4,0.199999999999989
S10,3,2,32.98,31.436,-1.53999999999999
S10,3,3,129.24,124.522,-4.714
S10,3,4,341.4,328.94,-12.4
S10,3,5,51.94,47.962,-3.97999999999999
S10,3,6,266,265.86,-0.139999999999986
S10,3,7,12.738,6.2386,-6.4992
S10,3,8,304.6,310,5.38
S10,3,9,147.68,131.854,-15.826
S10,3,10,202.2,202.58,0.480000000000018
S10,3,11,160.8,146.7,-14.106
S10,3,12,119.94,118.136,-1.80799999999999
S10,3,13,225,234.88,9.88
S10,3,14,336.2,321.18,-15.04
S10,3,15,251.6,245.02,-6.59999999999999
S10,3,16,89.72,83.082,-6.64800000000003
S10,3,17,61.44,67.506,6.06999999999999
S10,3,18,183.76,176.104,-7.65599999999998
S10,4,1,156.12,149.43,-6.68000000000001
S10,4,2,274.6,271.44,-3.10000000000002
S10,4,3,248.2,250.42,2.13999999999999
S10,4,4,282,279.06,-2.94
S10,4,5,352.8,340.8,-12.08
S10,4,6,69.2,69.978,0.780000000000001
S10,4,7,24.72,36.366,11.644
S10,4,8,11.444,17.872,6.4288
S10,4,9,93.58,93.312,-0.262
S10,4,10,134.06,118.67,-15.388
S10,4,11,328.8,321.56,-7.30000000000001
S10,4,12,213.2,220,6.88
S10,4,13,117.32,115.472,-1.84
S10,4,14,239.8,228.92,-10.84
S10,4,15,196.28,206.28,9.99799999999999
S10,4,16,42.64,37.576,-5.05799999999999
S10,4,17,172.82,164.05,-8.768
S10,4,18,307,303.2,-3.75999999999999
S10,5,1,74.22,92.72,18.498
S10,5,2,244,232.56,-11.48
S10,5,3,307.6,303.58,-3.96000000000004
S10,5,4,160.9,165.826,4.93000000000001
S10,5,5,348.4,334.36,-13.96
S10,5,6,99.56,96.994,-2.56200000000001
S10,5,7,262.8,263.04,0.28000000000003
S10,5,8,207.6,209.76,2.22
S10,5,9,54.1,44.376,-9.71600000000001
S10,5,10,228,215.9,-12.18
S10,5,11,11.192,19.9492,8.75720000000001
S10,5,12,25.68,28.986,3.30199999999999
S10,5,13,287.6,289.8,2.13999999999999
S10,5,14,329,320.28,-8.76000000000005
S10,5,15,114.76,107.142,-7.618
S10,5,16,130.84,113.972,-16.876
S10,5,17,144.92,131.284,-13.646
S10,5,18,197.02,200.88,3.864
S10,6,1,34.68,36.068,1.38999999999999
S10,6,2,292.2,299.64,7.5
S10,6,3,16.856,14.905,-1.9504
S10,6,4,203.8,201.14,-2.62
S10,6,5,153.42,147.482,-5.94399999999999
S10,6,6,60.64,59.842,-0.800000000000011
S10,6,7,337,335.7,-1.36000000000001
S10,6,8,56.96,68.31,11.348
S10,6,9,165.24,143.812,-21.434
S10,6,10,266.2,261.54,-4.68000000000001
S10,6,11,356.6,341.76,-14.92
S10,6,12,97.08,96.23,-0.841999999999985
S10,6,13,239,230.08,-9.01999999999998
S10,6,14,259.2,253.92,-5.34
S10,6,15,109.9,101.218,-8.67599999999999
S10,6,16,131.52,128.58,-2.93599999999998
S10,6,17,180.22,172.03,-8.18799999999999
S10,6,18,305.4,311.48,6.16000000000003
S10,7,1,70.8,79.108,8.298
S10,7,2,271,268.92,-2.15999999999997
S10,7,3,333.8,326.42,-7.41999999999996
S10,7,4,257.6,255.9,-1.73999999999998
S10,7,5,290.8,293.08,2.35999999999996
S10,7,6,210.2,216.38,6.16
S10,7,7,182.14,184.092,1.94200000000001
S10,7,8,32.18,32.718,0.538000000000011
S10,7,9,147.9,131.842,-16.052
S10,7,10,48.46,43.818,-4.63999999999999
S10,7,11,224.4,232.06,7.59999999999999
S10,7,12,174.64,167.326,-7.31999999999999
S10,7,13,113.6,105.96,-7.63999999999999
S10,7,14,355.6,352.52,-3.02000000000004
S10,7,15,90.02,91.59,1.56999999999999
S10,7,16,18.83,31.614,12.7842
S10,7,17,313.8,309.62,-4.25999999999999
S10,7,18,138.76,139.646,0.881999999999977
S10,8,1,351.2,353.36,2.18000000000001
S10,8,2,320.6,325.26,4.68000000000001
S10,8,3,265.4,265.54,0.140000000000043
S10,8,4,283.4,276.04,-7.44
S10,8,5,203.4,214.28,10.94
S10,8,6,102.12,102.232,0.111999999999995
S10,8,7,228.6,220.7,-7.94
S10,8,8,185.2,195.972,10.776
S10,8,9,33.3,28.552,-4.756
S10,8,10,244.4,235.28,-9.19999999999999
S10,8,11,15.066,21.614,6.54840000000002
S10,8,12,75.54,80.742,5.20400000000001
S10,8,13,96.02,92.792,-3.22199999999998
S10,8,14,311.6,301.1,-10.5
S10,8,15,55.22,44.524,-10.696
S10,8,16,178.28,169.486,-8.78400000000002
S10,8,17,158.74,150.968,-7.77800000000002
S10,8,18,133.86,131.926,-1.94000000000003
S10,9,1,266.2,266.54,0.360000000000014
S10,9,2,115.38,107.958,-7.422
S10,9,3,247.6,228.48,-19.12
S10,9,4,287.8,298.32,10.48
S10,9,5,183.08,188.336,5.262
S10,9,6,208.4,200.2,-8.26000000000002
S10,9,7,170.56,151.066,-19.504
S10,9,8,230,226.34,-3.69999999999999
S10,9,9,10.414,12.7426,2.32900000000001
S10,9,10,323.4,331.98,8.5
S10,9,11,141.04,138.48,-2.55800000000002
S10,9,12,84.16,86.52,2.368
S10,9,13,300.4,300.22,-0.119999999999948
S10,9,14,32.52,34.332,1.816
S10,9,15,127.52,119.368,-8.15199999999999
S10,9,16,46.08,41.7,-4.37600000000001
S10,9,17,77.14,80.596,3.46199999999999
S10,9,18,351.6,353.08,1.51999999999998
S10,10,1,189.46,192.444,2.988
S10,10,2,10.57,14.4428,3.87260000000001
S10,10,3,54.58,48.976,-5.606
S10,10,4,263.8,263.38,-0.519999999999982
S10,10,5,231.6,236.88,5.29999999999998
S10,10,6,69.06,67.044,-2.00800000000001
S10,10,7,316.2,315.12,-1.10000000000002
S10,10,8,321.8,321.42,-0.439999999999998
S10,10,9,142.62,133.706,-8.90600000000001
S10,10,10,343.2,335.92,-7.31999999999999
S10,10,11,123.64,118.912,-4.726
S10,10,12,171.9,162.26,-9.63400000000001
S10,10,13,207.8,208.1,0.259999999999991
S10,10,14,289.4,285.52,-3.86000000000001
S10,10,15,32.98,32.242,-0.728000000000009
S10,10,16,251,249.16,-1.81999999999999
S10,10,17,108.28,103.996,-4.292
S10,10,18,88.74,89.576,0.834000000000003
S10,11,1,251.6,251.78,0.180000000000007
S10,11,2,346.6,337.34,-9.26000000000005
S10,11,3,77.22,82.156,4.93400000000003
S10,11,4,221.4,217.32,-4.14000000000002
S10,11,5,134.16,136.732,2.57400000000001
S10,11,6,208.4,203.14,-5.34
S10,11,7,36.16,36.004,-0.147999999999996
S10,11,8,15.468,17.9458,2.47880000000001
S10,11,9,335.2,328.38,-6.81999999999999
S10,11,10,269,271.24,2.30000000000001
S10,11,11,197.34,199.31,1.96799999999999
S10,11,12,302.4,297.34,-5.16000000000003
S10,11,13,144.14,132.584,-11.554
S10,11,14,291.2,299.1,7.82000000000005
S10,11,15,91.92,91.002,-0.918000000000006
S10,11,16,52.6,48.898,-3.69799999999998
S10,11,17,101.82,93.758,-8.06200000000001
S10,11,18,173.52,151.928,-21.586
S10,12,1,150.3,141.454,-8.852
S10,12,2,343,330.08,-13
S10,12,3,222,220.2,-1.88000000000002
S10,12,4,283.4,275.88,-7.5
S10,12,5,164.66,156.61,-8.05999999999997
S10,12,6,14.612,19.925,5.31280000000001
S10,12,7,47.38,49.836,2.46199999999999
S10,12,8,113.02,97.016,-16
S10,12,9,271.8,273.62,1.74000000000001
S10,12,10,133.96,130.344,-3.62600000000001
S10,12,11,96.62,92.668,-3.95400000000001
S10,12,12,68.34,77.082,8.75
S10,12,13,249.8,241.1,-8.72
S10,12,14,36.12,31.958,-4.15800000000002
S10,12,15,186.44,183.91,-2.52000000000001
S10,12,16,318.6,314.7,-3.86000000000001
S10,12,17,330,326.74,-3.21999999999997
S10,12,18,208.8,210.76,2.03999999999999
S10,13,1,190.3,201,10.694
S10,13,2,62.44,62.146,-0.301999999999993
S10,13,3,210.2,225.14,14.94
S10,13,4,346.2,329.3,-17
S10,13,5,100.28,94.304,-5.97399999999999
S10,13,6,269.2,270.08,0.779999999999973
S10,13,7,229.4,231.08,1.72
S10,13,8,175.52,156.592,-18.934
S10,13,9,93.62,89.202,-4.422
S10,13,10,53.56,53.074,-0.492000000000019
S10,13,11,245.2,238.72,-6.53999999999999
S10,13,12,338.8,324.8,-14.02
S10,13,13,292.2,299.1,6.88
S10,13,14,123.12,121.746,-1.37400000000002
S10,13,15,6.292,8.612,2.31979999999999
S10,13,16,314.8,313.82,-1.07999999999998
S10,13,17,144.28,138.782,-5.494
S10,13,18,22.34,35.638,13.302
S10,14,1,106.54,105.544,-0.996000000000009
S10,14,2,155.86,140.156,-15.708
S10,14,3,216.6,212.7,-3.80000000000001
S10,14,4,126.66,124.138,-2.51599999999999
S10,14,5,301.2,302.24,1.07999999999998
S10,14,6,244.4,240.54,-3.88
S10,14,7,36.98,35.768,-1.208
S10,14,8,324.8,332.44,7.66000000000003
S10,14,9,180.7,184.422,3.72
S10,14,10,291,276.34,-14.66
S10,14,11,2.968,1.07506,-1.89374000000001
S10,14,12,54.34,61.82,7.482
S10,14,13,65.28,74.542,9.25200000000001
S10,14,14,222.8,221.58,-1.22
S10,14,15,167.28,161.876,-5.40199999999999
S10,14,16,94.5,91.324,-3.17400000000001
S10,14,17,265.2,263.72,-1.39999999999998
S10,14,18,357.4,352.44,-5.04000000000002
S10,15,1,5.4,7.0036,1.6026
S10,15,2,283.2,277.36,-5.83999999999998
S10,15,3,302.4,294.18,-8.31999999999999
S10,15,4,154.5,141.87,-12.628
S10,15,5,248.4,240.1,-8.30000000000001
S10,15,6,176.14,171.498,-4.63400000000002
S10,15,7,74.8,81.702,6.89999999999998
S10,15,8,58.22,55.776,-2.43799999999999
S10,15,9,209,208.16,-0.740000000000009
S10,15,10,277.6,273.18,-4.39999999999998
S10,15,11,197.68,204.06,6.38
S10,15,12,119.28,120.632,1.36000000000001
S10,15,13,128.14,122.826,-5.30799999999999
S10,15,14,86.92,88.736,1.81200000000001
S10,15,15,26.68,39.718,13.04
S10,15,16,224.2,218.98,-5.24000000000001
S10,15,17,346.8,335.62,-11.12
S10,15,18,321,320.62,-0.45999999999998
S10,16,1,83.64,84.62,0.990000000000009
S10,16,2,326.2,322.24,-4.03999999999996
S10,16,3,71.58,76.088,4.5
S10,16,4,163.04,141.934,-21.104
S10,16,5,191.68,205.3,13.618
S10,16,6,219.8,221.5,1.69999999999999
S10,16,7,289,280.04,-9
S10,16,8,314.6,295.26,-19.34
S10,16,9,2.336,359.42,-2.91599999999994
S10,16,10,273.8,275.8,1.94
S10,16,11,229.2,231.76,2.47999999999999
S10,16,12,38.72,37.91,-0.806000000000012
S10,16,13,113.66,105.19,-8.46800000000002
S10,16,14,55.54,64.814,9.28399999999999
S10,16,15,126.62,118.654,-7.958
S10,16,16,145.92,131.6,-14.314
S10,16,17,349.4,339.48,-9.81999999999999
S10,16,18,252.6,253.68,1
S10,17,1,290.4,292.84,2.47999999999996
S10,17,2,263,262.02,-0.920000000000016
S10,17,3,156.14,140.77,-15.364
S10,17,4,89.76,86.9,-2.85399999999999
S10,17,5,101.78,93.256,-8.53199999999998
S10,17,6,126.3,110.6,-15.694
S10,17,7,19.248,21.64,2.3912
S10,17,8,243.4,219.2,-24.12
S10,17,9,190.06,191.98,1.91799999999998
S10,17,10,24.24,23.446,-0.800000000000011
S10,17,11,357.6,356.8,-0.839999999999975
S10,17,12,219,212.42,-6.54000000000002
S10,17,13,67.44,78.582,11.136
S10,17,14,228.6,224.62,-4.01999999999998
S10,17,15,307,299.52,-7.54000000000002
S10,17,16,46.74,41.556,-5.18600000000001
S10,17,17,163.46,149.76,-13.704
S10,17,18,331.8,328.3,-3.39999999999998
S10,18,1,69.08,79.67,10.59
S10,18,2,334.6,327.18,-7.5
S10,18,3,260.4,265.56,5.07999999999998
S10,18,4,16.912,23.142,6.23079999999999
S10,18,5,342.6,327.96,-14.6
S10,18,6,45.22,44.142,-1.07999999999998
S10,18,7,123.76,114.112,-9.63999999999999
S10,18,8,39.74,46.304,6.55600000000001
S10,18,9,177.6,148.23,-29.362
S10,18,10,87.16,91.316,4.15199999999999
S10,18,11,192.64,192.222,-0.421999999999997
S10,18,12,101.22,97.232,-3.982
S10,18,13,218.2,219.48,1.31999999999999
S10,18,14,285.6,289.18,3.48000000000002
S10,18,15,257.6,238.12,-19.44
S10,18,16,152.82,136.146,-16.668
S10,18,17,308,315.36,7.30000000000001
S10,18,18,228,227.24,-0.859999999999985
S10,19,1,213.4,218,4.62000000000001
S10,19,2,79.18,80.684,1.506
S10,19,3,181.9,164.64,-17.262
S10,19,4,333.8,330.4,-3.5
S10,19,5,28.58,35.56,6.98400000000001
S10,19,6,290.4,284.86,-5.51999999999998
S10,19,7,357.6,356.08,-1.44
S10,19,8,278.4,273.7,-4.62000000000001
S10,19,9,143.06,127.832,-15.23
S10,19,10,237,223.14,-13.9
S10,19,11,94.9,90.124,-4.774
S10,19,12,242,234.62,-7.34
S10,19,13,307.4,305.92,-1.45999999999998
S10,19,14,177.98,171.818,-6.154
S10,19,15,100.1,92.72,-7.38999999999999
S10,19,16,8.524,10.4736,1.9496
S10,19,17,132.28,115.058,-17.218
S10,19,18,49,45.612,-3.38800000000001
S10,20,1,140.1,128.292,-11.812
S10,20,2,256.2,257.86,1.56
S10,20,3,65.5,66.806,1.298
S10,20,4,199.18,202.66,3.47800000000001
S10,20,5,218.2,217.36,-0.799999999999983
S10,20,6,111.24,113.284,2.04400000000001
S10,20,7,335,325.06,-9.98000000000002
S10,20,8,127.24,125.308,-1.94200000000001
S10,20,9,18.532,23.044,4.51220000000001
S10,20,10,273.6,273.02,-0.600000000000023
S10,20,11,283.2,279.1,-4.07999999999998
S10,20,12,315.4,315.5,0.0799999999999841
S10,20,13,359,355.3,-3.63999999999999
S10,20,14,53.46,61.498,8.03999999999999
S10,20,15,235.8,225.92,-9.84
S10,20,16,95.34,93.612,-1.726
S10,20,17,178.9,174.394,-4.50799999999998
S10,20,18,21.74,36.302,14.572
S10,21,1,142.92,131.534,-11.382
S10,21,2,296.2,292,-4.16000000000003
S10,21,3,57.1,64.84,7.738
S10,21,4,120.14,108.704,-11.44
S10,21,5,114.04,104.646,-9.386
S10,21,6,268.6,268.48,-0.0199999999999818
S10,21,7,169.46,157.402,-12.058
S10,21,8,335.8,329.92,-5.80000000000001
S10,21,9,356.2,353.34,-2.86000000000001
S10,21,10,61.98,53.264,-8.714
S10,21,11,210.2,215.64,5.51999999999998
S10,21,12,250.8,233.52,-17.3
S10,21,13,30.62,29.018,-1.60599999999999
S10,21,14,88.18,88.616,0.430000000000007
S10,21,15,311,302.28,-8.64000000000004
S10,21,16,193.98,189.938,-4.042
S10,21,17,13.294,20.598,7.30439999999999
S10,21,18,237.2,232.32,-4.96000000000001
S10,22,1,205.4,206.5,1.16
S10,22,2,29.04,32.582,3.53399999999999
S10,22,3,8.858,20.608,11.7496
S10,22,4,52.54,46.764,-5.76999999999998
S10,22,5,127.12,123.246,-3.88200000000001
S10,22,6,247,233.18,-13.88
S10,22,7,317.6,311.42,-6.07999999999998
S10,22,8,272.8,271.3,-1.39999999999998
S10,22,9,197.1,187.17,-9.93400000000003
S10,22,10,168.98,158.378,-10.596
S10,22,11,117.68,111.772,-5.91
S10,22,12,144.02,133.824,-10.186
S10,22,13,225.2,215.6,-9.59999999999999
S10,22,14,89.1,87.828,-1.26999999999998
S10,22,15,358,350.12,-7.95999999999998
S10,22,16,290.8,283.16,-7.73999999999995
S10,22,17,324.2,318.36,-5.91999999999996
S10,22,18,76.54,74.858,-1.678
S10,23,1,272.8,270.7,-2.13999999999999
S10,23,2,22.68,22.016,-0.653999999999996
S10,23,3,348,344.88,-3.16000000000003
S10,23,4,158.86,143.65,-15.216
S10,23,5,48.32,52.638,4.31399999999999
S10,23,6,307.4,310.1,2.68000000000001
