Orientation,Phase,DotCoherence,DotRandomWalk,DotSpeed,MatchOri,MatchStart,MatchEnd,Response,trialN,V11,mod_date,situation,fname,folder,dotCoherenceConditions.1,dotCoherenceConditions.2,dotCoherenceConditions.3,dotCoherenceConditionsMain,dotCoherenceConditionsTraining.1,dotCoherenceConditionsTraining.2,dotCoherenceConditionsTraining.3,dotSpeedConditions,dotType,dotOrtGabor,dotsDirSD,dotContr,dotRandomWalkConditions,dotDensity,dotLifeLimit,dotLifeSD,dotLifeRange,dotUseRange,dotContrTextures,dotCounterBalanceSNTextures,dotSD,dotSize,dotSF,dotRandomColors,dotN,dotSpeed,dotRandomWalk,dotCoherence,dotSpeedPix,dotCoherenceConditions,dotCoherenceConditionsTraining,exp_date,subject_id,run,Orientation_sin,Orientation_cos,Response_sin,Response_cos,MatchOri_sin,MatchOri_cos,error,abs_error,prevAbsError,prevOri,prevDotSpeed,DotSpeedf,prevDotSpeedf,ori_shift,ori_response_shift,totN,DotRandomWalkf,DotCoherencef,prevCoherencef,prevCoherence,dir_error,n_speeds,blunt_error,dist_to_nearest_cardinal,resp_dist_to_nearest_cardinal,OrientationG,Ori_2_Card,OrientationG_180,Ori_2_Card_180,error_180,abs_error_180,response_plus_180,Ori_recoded,Response_recoded,ori_stocker,speed_diff,coh_diff,prevOri_recoded
-94.5475,,0.18,0,7,157.103,0.33862,3.61626,-89.6309,15,,2019-05-06T13:38:45Z,BLab2,d060519P04_run005.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,5,0.996851946099861,-0.0792855444385615,0.999979250323605,0.0064419657125068,-0.38907571645178,-0.921205778785356,4.91660000000002,4.91660000000002,3.35800000000003,84.183,7,7,7,-178.7305,177.9115,18,Fixed,0.18,0.18,0.18,-4.91660000000002,1,FALSE,-4.54749999999999,0.369100000000017,-90,-4.54749999999999,90,-4.54749999999999,4.9166,4.9166,90.3691,-94.5475,-89.6309,0.0792855444385614,7->7,0.18->0.18,84.183
-40.2449,,0.18,0,7,-141.956,0.486874,3.33197,-178.147,16,,2019-05-06T13:38:45Z,BLab2,d060519P04_run005.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,5,0.646056040393667,0.763289979412056,0.0323353135674524,-0.999477077024028,0.616266442542725,-0.787537727220566,-137.9021,137.9021,4.91660000000002,-94.5475,7,7,7,54.3026,49.386,18,Fixed,0.18,0.18,0.18,-137.9021,1,TRUE,-40.2449,1.85300000000001,0,-40.2449,0,-40.2449,42.0979,42.0979,1.85300000000001,-40.2449,-178.147,0.763289979412056,7->7,0.18->0.18,-94.5475
-135.572,,0.18,0,7,-159.771,0.434991,3.84789,2.856,17,,2019-05-06T13:38:45Z,BLab2,d060519P04_run005.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,5,0.700012414171554,-0.714130674320683,-0.0498259638259798,0.998757915277177,0.345773168752817,-0.938318131430186,138.428,138.428,137.9021,-40.2449,7,7,7,-95.3271,42.575,18,Fixed,0.18,0.18,0.18,-138.428,1,TRUE,44.428,2.856,-180,44.428,0,44.428,-41.572,-41.572,182.856,-135.572,2.856,0.714130674320683,7->7,0.18->0.18,-40.2449
-28.1016,,0.18,0,7,-34.2356,0.629988,3.39924,-24.0683,18,,2019-05-06T13:38:45Z,BLab2,d060519P04_run005.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,5,0.471036514664926,0.88211371254069,0.407825354717964,0.913059954246799,0.562597165259666,0.826731171325836,4.0333,4.0333,138.428,-135.572,7,7,7,107.4704,-30.9576,18,Fixed,0.18,0.18,0.18,4.0333,1,FALSE,-28.1016,-24.0683,0,-28.1016,0,-28.1016,4.0333,4.0333,155.9317,-28.1016,-24.0683,0.88211371254069,7->7,0.18->0.18,-135.572
22.242,,0.18,0,7,97.6530000000001,0.464369,2.68428,9.60399999999997,1,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,-0.378519383828633,0.925593364316098,-0.166837581818674,0.985984392012823,-0.991092775790414,-0.133173232205471,-12.6380000000001,12.6380000000001,,,,7,,,,18,Fixed,0.18,,,,1,FALSE,22.242,9.60399999999997,0,22.242,0,22.242,-12.6380000000001,-12.6380000000001,189.604,22.242,9.60399999999997,0.925593364316098,,,
-57.0737,,0.18,0,7,92.592,0.480185,3.84643,-80.8579,2,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,0.83937044728743,0.543559796361449,0.987297328249174,0.158883559980392,-0.998976893920983,-0.045223505082933,-23.7842,23.7842,12.6380000000001,22.242,7,7,7,-79.3157,-66.6777,18,Fixed,0.18,0.18,0.18,23.7842,1,FALSE,32.9263,9.1421,-90,32.9263,90,32.9263,-23.7842,-23.7842,99.1421,-57.0737,-80.8579,0.543559796361449,7->7,0.18->0.18,22.242
-120.733,,0.18,0,7,-71.4463,0.41291,3.71203,-114.992,3,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,0.859558077383059,-0.511038072559706,0.906366786843161,-0.422491713182168,0.948025847545532,0.318193325488728,5.74100000000001,5.74100000000001,23.7842,-57.0737,7,7,7,-63.6593,-39.8751,18,Fixed,0.18,0.18,0.18,-5.74100000000001,1,FALSE,-30.733,-24.992,-90,-30.733,90,-30.733,5.74100000000001,5.74100000000001,65.008,-120.733,-114.992,0.511038072559706,7->7,0.18->0.18,-57.0737
79.933,,0.18,0,7,147.22,0.369111,4.2487,79.751,4,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,-0.984604020658408,0.17479966391071,-0.984043803197164,0.177926370696593,-0.541414764189681,-0.840755644118689,-0.182000000000073,0.182000000000073,5.74100000000001,-120.733,7,7,7,-159.334,-165.075,18,Fixed,0.18,0.18,0.18,0.182000000000073,1,FALSE,-10.067,-10.249,90,-10.067,90,-10.067,-0.182000000000059,-0.182000000000059,259.751,79.933,79.751,0.17479966391071,7->7,0.18->0.18,-120.733
-162.448,,0.18,0,7,17.209,0.510233,4.44319,-167.06,5,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,0.301571241589929,-0.953443646077684,0.223930573241348,-0.974605098677306,-0.295858101169507,0.955231900625379,-4.612,4.612,0.182000000000073,79.933,7,7,7,117.619,117.801,18,Fixed,0.18,0.18,0.18,-4.612,1,FALSE,17.552,12.94,-180,17.552,0,17.552,-4.612,-4.612,12.94,-162.448,-167.06,0.953443646077684,7->7,0.18->0.18,79.933
-61.2127,,0.18,0,7,-152.12,0.361305,1.3929,-68.7986,6,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,0.876413442500769,0.481559422920942,0.932314964782025,0.361647350942173,0.467621293357704,-0.883928914561838,-7.58589999999998,7.58589999999998,4.612,-162.448,7,7,7,101.2353,105.8473,18,Fixed,0.18,0.18,0.18,-7.58589999999998,1,FALSE,28.7873,21.2014,-90,28.7873,90,28.7873,-7.5859,-7.5859,111.2014,-61.2127,-68.7986,0.481559422920942,7->7,0.18->0.18,-162.448
175.255,,0.18,0,7,82.516,0.50828,3.76525,179.703,7,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,-0.0827212404508522,-0.996572725082456,-0.00518360466444204,-0.999986565031092,-0.99148127250491,0.130249323499372,4.44800000000001,4.44800000000001,7.58589999999998,-61.2127,7,7,7,-123.5323,-115.9464,18,Fixed,0.18,0.18,0.18,-4.44800000000001,1,FALSE,-4.74499999999998,-0.296999999999969,-180,-4.74500000000001,0,-4.74500000000001,4.44800000000001,4.44800000000001,359.703,-184.745,-180.297,0.996572725082456,7->7,0.18->0.18,-61.2127
157.363,,0.18,0,7,6.55900000000008,0.373593,2.45678,160.24,8,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,-0.384891425633849,-0.922961857539922,-0.338080979058797,-0.941117023328473,-0.114226278482234,0.993454758559291,2.87700000000004,2.87700000000004,4.44800000000001,175.255,7,7,7,-17.892,-22.34,18,Fixed,0.18,0.18,0.18,-2.87700000000004,1,FALSE,-22.637,-19.76,-180,-22.6369999999999,0,-22.637,2.87700000000004,2.87700000000004,340.24,-202.637,-199.76,0.922961857539922,7->7,0.18->0.18,-184.745
-141.12,,0.18,0,7,18.455,0.439374,3.90578,82.641,9,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,0.627691361290701,-0.778462301567023,-0.991763072672851,0.12808593866036,-0.316559746959833,0.948572573188118,-136.239,136.239,2.87700000000004,157.363,7,7,7,61.517,58.64,18,Fixed,0.18,0.18,0.18,-136.239,1,TRUE,38.88,-7.35899999999995,-180,38.88,0,38.88,43.7610000000001,43.7610000000001,262.641,-141.12,82.641,0.778462301567024,7->7,0.18->0.18,-202.637
12.112,,0.18,0,7,-173.897,0.409518,2.62552,20.88,10,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,-0.209823344747103,0.977739312904589,-0.35641187871325,0.934328942456612,0.106316134603553,-0.994332378796426,8.76799999999994,8.76799999999994,136.239,-141.12,7,7,7,153.232,-70.529,18,Fixed,0.18,0.18,0.18,8.76799999999994,1,FALSE,12.112,20.88,0,12.1120000000001,0,12.1120000000001,8.76799999999994,8.76799999999994,200.88,12.112,20.88,0.977739312904589,7->7,0.18->0.18,-141.12
51.358,,0.18,0,7,-162.735,0.526297,2.38728,48.5930000000001,11,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,-0.781062934856535,0.624452313466205,-0.75003026954646,0.661403503743414,0.29679158844719,-0.954942277327271,-2.76499999999996,2.76499999999996,8.76799999999994,12.112,7,7,7,39.246,30.478,18,Fixed,0.18,0.18,0.18,-2.76499999999996,1,FALSE,-38.642,-41.407,90,-38.642,90,-38.642,-2.76499999999996,-2.76499999999996,228.593,51.358,48.5930000000001,0.624452313466205,7->7,0.18->0.18,12.112
132.801,,0.18,0,7,-79.7624,0.486038,2.04195,122.942,12,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,-0.73371800590329,-0.679454110159987,-0.839221471319558,-0.543789777465738,0.984079185290069,0.177730574406417,-9.85899999999998,9.85899999999998,2.76499999999996,51.358,7,7,7,81.443,84.208,18,Fixed,0.18,0.18,0.18,-9.85899999999998,1,FALSE,42.801,32.942,90,42.801,90,42.801,-9.85899999999998,-9.85899999999998,302.942,132.801,122.942,0.679454110159987,7->7,0.18->0.18,51.358
-95.1676,,0.18,0,7,-134.313,0.401794,3.47019,-86.1124,13,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,0.995935490900348,-0.0900694063768766,0.997698975396206,0.0677993694171276,0.71553424988144,-0.698577652982548,9.05520000000001,9.05520000000001,9.85899999999998,132.801,7,7,7,132.0314,141.8904,18,Fixed,0.18,0.18,0.18,9.05520000000001,1,FALSE,-5.16759999999999,3.88760000000002,-90,-5.16759999999999,90,-5.16759999999999,9.05520000000001,9.05520000000001,93.8876,-95.1676,-86.1124,0.0900694063768766,7->7,0.18->0.18,132.801
-16.6506,,0.18,0,7,-42.5736,0.550912,1.61707,-23.8187,14,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,0.28653458562803,0.958069898931687,0.403843896252124,0.914827911390937,0.676536728652683,0.736408891027211,-7.16810000000001,7.16810000000001,9.05520000000001,-95.1676,7,7,7,78.517,69.4618,18,Fixed,0.18,0.18,0.18,-7.16810000000001,1,FALSE,-16.6506,-23.8187,0,-16.6506,0,-16.6506,-7.16810000000001,-7.16810000000001,156.1813,-16.6506,-23.8187,0.958069898931687,7->7,0.18->0.18,-95.1676
98.567,,0.18,0,7,99.13,0.454392,2.09948,97.0590000000001,15,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,-0.988842343217987,-0.148965835879109,-0.992420131172178,-0.122891347312154,-0.987330860031782,-0.158675054211118,-1.50799999999998,1.50799999999998,7.16810000000001,-16.6506,7,7,7,115.2176,122.3857,18,Fixed,0.18,0.18,0.18,-1.50799999999998,1,FALSE,8.56700000000004,7.05900000000003,90,8.56700000000004,90,8.56700000000004,-1.508,-1.508,277.059,98.567,97.0590000000001,0.148965835879109,7->7,0.18->0.18,-16.6506
-28.366,,0.18,0,7,78.008,0.402299,3.32245,-22.6892,16,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,0.475102131387159,0.879930659058643,0.385732141136547,0.922610814641913,-0.978176621147431,0.207775113621905,5.67680000000001,5.67680000000001,1.50799999999998,98.567,7,7,7,-126.933,-125.425,18,Fixed,0.18,0.18,0.18,-5.67680000000001,1,FALSE,-28.366,-22.6892,0,-28.366,0,-28.366,5.6768,5.6768,157.3108,-28.366,-22.6892,0.879930659058643,7->7,0.18->0.18,98.567
-108.095,,0.18,0,7,85.914,0.447254,2.6143,-100.141,17,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,0.950542839641481,-0.310593480302324,0.984377438124362,-0.17607117683402,-0.997458223276007,0.0712537214401518,7.95400000000001,7.95400000000001,5.67680000000001,-28.366,7,7,7,-79.729,-85.4058,18,Fixed,0.18,0.18,0.18,-7.95400000000001,1,FALSE,-18.095,-10.141,-90,-18.095,90,-18.095,7.95399999999999,7.95399999999999,79.859,-108.095,-100.141,0.310593480302324,7->7,0.18->0.18,-28.366
114.607,,0.18,0,7,102.923,0.570794,3.33067,102.106,18,,2019-05-06T13:44:34Z,BLab2,d060519P04_run006.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,6,-0.909185243968386,-0.416391873299835,-0.977761280192774,-0.209720954975386,-0.974671497315509,-0.223641392234853,-12.501,12.501,7.95400000000001,-108.095,7,7,7,-137.298,-145.252,18,Fixed,0.18,0.18,0.18,12.501,1,FALSE,24.607,12.1060000000001,90,24.607,90,24.607,-12.501,-12.501,282.106,114.607,102.106,0.416391873299835,7->7,0.18->0.18,-108.095
-128.183,,0.18,0,7,159.425,0.412591,3.43624,-124.911,1,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,0.786040344046033,-0.618175199706357,0.820042016637351,-0.572303320756875,-0.351433181902486,-0.936212966508099,3.27199999999999,3.27199999999999,,,,7,,,,18,Fixed,0.18,,,,1,FALSE,-38.183,-34.911,-90,-38.183,90,-38.183,3.27199999999999,3.27199999999999,55.089,-128.183,-124.911,0.618175199706357,,,
178.91,,0.18,0,7,-8.48076,0.432414,2.91155,178.86,2,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,-0.0190229413472845,-0.999819047479341,-0.0198954407082776,-0.999802066130603,0.147477289941977,0.989065442198528,-0.049999999999983,0.049999999999983,3.27199999999999,-128.183,7,7,7,-52.907,-56.179,18,Fixed,0.18,0.18,0.18,0.049999999999983,1,FALSE,-1.08999999999998,-1.13999999999996,-180,-1.08999999999992,0,-1.08999999999998,-0.049999999999983,-0.049999999999983,358.86,-181.09,-181.14,0.999819047479341,7->7,0.18->0.18,-128.183
-6.56401,,0.18,0,7,73.3630000000001,0.468641,3.61016,-2.68268,3,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,0.114313146718537,0.993444766701857,0.0468044931163427,0.99890406917988,-0.958137885159628,0.286307165509065,3.88132999999999,3.88132999999999,0.049999999999983,178.91,7,7,7,174.52599,174.57599,18,Fixed,0.18,0.18,0.18,3.88132999999999,1,FALSE,-6.56401,-2.68268,0,-6.56401,0,-6.56401,3.88133000000001,3.88133000000001,177.31732,-6.56401,-2.68268,0.993444766701857,7->7,0.18->0.18,-181.09
-23.6946,,0.18,0,7,152.904,0.528718,3.19263,-20.1178,4,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,0.401861475704616,0.915700471958221,0.343951425099772,0.938987442499545,-0.455482757545495,-0.890244605475794,3.57679999999999,3.57679999999999,3.88132999999999,-6.56401,7,7,7,-17.13059,-21.01192,18,Fixed,0.18,0.18,0.18,-3.57679999999999,1,FALSE,-23.6946,-20.1178,0,-23.6946,0,-23.6946,3.57679999999999,3.57679999999999,159.8822,-23.6946,-20.1178,0.915700471958221,7->7,0.18->0.18,-6.56401
-173.085,,0.18,0,7,22.803,0.391581,3.21271,-167.638,5,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,0.120396737979004,-0.992725856157688,0.214087526402145,-0.976814481382729,-0.387563854562627,0.92184286005618,5.44699999999997,5.44699999999997,3.57679999999999,-23.6946,7,7,7,-149.3904,-152.9672,18,Fixed,0.18,0.18,0.18,-5.44699999999997,1,FALSE,6.91500000000002,12.362,-180,6.91500000000002,0,6.91500000000002,5.44699999999997,5.44699999999997,12.362,-173.085,-167.638,0.992725856157688,7->7,0.18->0.18,-23.6946
26.675,,0.18,0,7,101.541,0.390629,2.99034,30.5760000000001,6,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,-0.448929149052032,0.893567355676906,-0.50868082432565,0.860955178254581,-0.979781789039954,-0.200069102726203,3.90100000000004,3.90100000000004,5.44699999999997,-173.085,7,7,7,-160.24,-165.687,18,Fixed,0.18,0.18,0.18,-3.90100000000004,1,FALSE,26.675,30.5760000000001,0,26.675,0,26.675,3.90100000000004,3.90100000000004,210.576,26.675,30.5760000000001,0.893567355676906,7->7,0.18->0.18,-173.085
-66.281,,0.18,0,7,109.707,0.581146,3.74099,-74.9011,7,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,0.915529252065371,0.402251399764653,0.965477632028826,0.260485972850769,-0.94142935383076,-0.337210278232734,-8.62009999999998,8.62009999999998,3.90100000000004,26.675,7,7,7,-92.956,-96.8570000000001,18,Fixed,0.18,0.18,0.18,8.62009999999998,1,FALSE,23.719,15.0989,-90,23.719,90,23.719,-8.62009999999999,-8.62009999999999,105.0989,-66.281,-74.9011,0.402251399764653,7->7,0.18->0.18,26.675
144.819,,0.18,0,7,145.206,0.48837,4.18809,134.033,8,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,-0.576161308970631,-0.817336005596994,-0.718939586548611,-0.695072565199716,-0.570627574011204,-0.821208969616192,-10.786,10.786,8.62009999999998,-66.281,7,7,7,-148.9,-140.2799,18,Fixed,0.18,0.18,0.18,10.786,1,FALSE,-35.181,44.033,-180,-35.181,0,-35.181,-10.786,-10.786,314.033,-215.181,134.033,0.817336005596993,7->7,0.18->0.18,-66.281
-119.21,,0.18,0,7,-53.9712,0.520737,3.47717,-139.075,9,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,0.872836916401482,-0.488012005351049,0.65507055467266,-0.755567712651125,0.808721439090638,0.588191834315274,-19.865,19.865,10.786,144.819,7,7,7,95.971,106.757,18,Fixed,0.18,0.18,0.18,-19.865,1,FALSE,-29.21,40.925,-90,-29.21,90,-29.21,-19.865,-19.865,40.925,-119.21,-139.075,0.488012005351048,7->7,0.18->0.18,-215.181
-153.309,,0.18,0,7,9.28300000000005,0.409639,0.652807,19.223,10,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,0.449178662623698,-0.893441956169278,-0.329245717203076,0.94424427861832,-0.16131100800892,0.986903621786417,172.532,172.532,19.865,-119.21,7,7,7,-34.099,-14.234,18,Fixed,0.18,0.18,0.18,-172.532,1,TRUE,26.691,19.223,-180,26.691,0,26.691,-7.46800000000002,-7.46800000000002,199.223,-153.309,19.223,0.893441956169278,7->7,0.18->0.18,-119.21
19.044,,0.18,0,7,163.277,0.509391,3.71839,23.049,11,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,-0.326294164526071,0.945268278424825,-0.391518211688793,0.920170359181391,-0.287744991278622,-0.957707063769536,4.00499999999997,4.00499999999997,172.532,-153.309,7,7,7,172.353,-0.179000000000002,18,Fixed,0.18,0.18,0.18,4.00499999999997,1,FALSE,19.044,23.049,0,19.044,0,19.044,4.00499999999998,4.00499999999998,203.049,19.044,23.049,0.945268278424825,7->7,0.18->0.18,-153.309
104.368,,0.18,0,7,-109.236,0.401735,2.32168,99.898,12,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,-0.968721904692313,-0.248148889518566,-0.985115327012369,-0.171894713372205,0.944169550830379,-0.329459950957261,-4.46999999999997,4.46999999999997,4.00499999999997,19.044,7,7,7,85.324,81.3190000000001,18,Fixed,0.18,0.18,0.18,-4.46999999999997,1,FALSE,14.368,9.89800000000002,90,14.368,90,14.368,-4.46999999999997,-4.46999999999997,279.898,104.368,99.898,0.248148889518566,7->7,0.18->0.18,19.044
61.162,,0.18,0,7,23.875,0.405607,2.33352,87.584,13,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,-0.875986976201584,0.482334756704518,-0.999111097253639,0.0421546598210717,-0.404742629682946,0.914430644563782,26.422,26.422,4.46999999999997,104.368,7,7,7,-43.206,-38.7360000000001,18,Fixed,0.18,0.18,0.18,-26.422,1,FALSE,-28.838,-2.416,90,-28.838,90,-28.838,26.422,26.422,267.584,61.162,87.584,0.482334756704518,7->7,0.18->0.18,104.368
59.243,,0.18,0,7,-151.804,0.465191,3.18164,69.271,14,,2019-05-06T13:50:20Z,BLab2,d060519P04_run007.dat,PilotData,,,,18,70,40,18,7,Gaussian,0,0,1,0,3,12,1,4,1,0,1,0.03125,0.1,10,0,530,7,Fixed,0.18,2.60689981033718,18,,2019-05-06,2,7,-0.859343938853186,0.5113980785614,-0.935265001319402,0.353948269252752,0.472489237129736,-0.881336440184201,10.028,10.028,26.422,61.162,7,7,7,-1.91899999999998,-28.341,18,Fixed,0.18,0.18,0.18,-10.028,1,FALSE,-30.757,-20.729,90,-30.757,90,-30.757,10.028,10.028,249.271,59.243,69.271,0.5113980785614,7->7,0.18->0.18,61.162
