delta;theta;resp;error;rt;obs;block;range;mindelta;study;experiment;stimulus
60;246.003129999745;254.810514578405;8.80738457865948;2.44211518900011;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
20;226.003129999745;230.417981417966;4.41485141822062;2.25878219599963;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-140;6.00312999974523;25.0053441520589;19.0022141523137;1.62466022599983;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
110;256.003129999745;257.217109461227;1.21397946148227;2.50831593299972;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
130;126.003129999745;106.216222039047;-19.7869079606986;1.24144415699993;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
150;336.003129999745;344.008584611151;8.00545461140592;1.40864670600058;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-50;26.0031299997452;13.0969467694778;-12.9061832302675;1.99187596299998;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
140;246.003129999745;244.389679339698;-1.61345066004702;2.57585553199988;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
0;246.003129999745;253.515196232981;7.51206623323623;2.68343248200017;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-30;276.003129999745;279.511311147013;3.50818114726809;3.18438131699986;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
40;236.003129999745;237.333584013557;1.33045401381204;1.80013996700018;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
40;196.003129999745;186.488811568985;-9.51431843075986;2.24228657500043;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
170;26.0031299997452;19.1239057677103;-6.87922423203491;2.75069817700023;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-170;196.003129999745;185.288529782198;-10.7146002175475;2.72522036099963;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
80;116.003129999745;105.148236336742;-10.854893663003;2.32463257900054;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
20;96.0031299997452;91.522672839815;-4.48045715993018;2.10033291200034;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-60;156.003129999745;131.603872234637;-24.3992577651078;1.70825286099989;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
110;46.0031299997452;15.2892487240473;-30.7138812756979;1.59093281700007;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-90;136.003129999745;128.61437918242;-7.38875081732522;1.20031866800036;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
130;6.00312999974523;11.4824729223689;5.47934292262362;1.77519235799991;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
170;196.003129999745;195.853433452489;-0.149696547255985;2.62513549300002;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-110;306.003129999745;302.287558015715;-3.71557198403013;3.30911524900057;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-100;46.0031299997452;32.6571636119683;-13.3459663877769;2.11669135899956;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
110;296.003129999745;276.347191448188;-19.6559385515569;1.95855717399991;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-150;86.0031299997452;82.4655845801583;-3.53754541958698;2.61625761699997;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
160;286.003129999745;276.630833706494;-9.372296293251;2.0496566060001;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-10;296.003129999745;297.423397745649;1.42026774590414;3.14215002499986;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
120;176.003129999745;175.77507065092;-0.228059348824956;2.0427732499993;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
70;106.003129999745;88.9352521599047;-17.0678778398405;1.96751838599994;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
70;36.0031299997452;20.8657943392037;-15.1373356605415;2.9256322300007;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-20;56.0031299997452;75.9847991489274;19.9816691491822;2.19153224599995;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
30;26.0031299997452;12.6762910910898;-13.3268389086554;1.96746699200048;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
130;256.003129999745;255.271451151526;-0.731678848219076;2.88418394300061;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
90;166.003129999745;171.302557812993;5.29942781324777;1.95858295599919;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-80;246.003129999745;249.058762620926;3.05563262118073;1.50064420099989;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
120;126.003129999745;106.039774565511;-19.963355434234;2.32482445799997;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
170;316.003129999745;313.744551549733;-2.25857845001184;1.53316890399947;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-90;46.0031299997452;40.8009432080282;-5.20218679171706;2.04967162999947;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
60;346.003129999745;359.08892851385;13.0857985141052;1.96666052300043;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
90;256.003129999745;263.98759282722;7.98446282747506;1.67550773899984;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-20;276.003129999745;292.528327183472;16.525197183727;1.4672762830005;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-150;66.0031299997452;72.3884587907449;6.38532879099972;1.65805630100022;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
60;6.00312999974523;10.1474788049722;4.144348805227;1.91723335799998;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
50;316.003129999745;285.224372468171;-30.7787575315739;2.44246539199958;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
10;306.003129999745;297.491623276056;-8.51150672368942;2.66588730399963;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-20;326.003129999745;330.372267038676;4.36913703893094;1.6909592410002;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
100;226.003129999745;221.01640117855;-4.98672882119476;1.75006224699973;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
40;186.003129999745;186.631526158998;0.628396159252503;2.5923537610006;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-140;326.003129999745;323.537182733424;-2.46594726632122;2.31671709799957;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
80;246.003129999745;242.867356774311;-3.13577322543392;3.92587091000041;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
160;86.0031299997452;90.1253573613294;4.12222736158422;1.50871120700049;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-170;256.003129999745;82.6987416064308;-173.304388393314;2.14229461499963;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-160;56.0031299997452;70.8133269204951;14.8101969207499;2.61731218200021;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-170;226.003129999745;223.82762658096;-2.17550341878533;1.7338014879997;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
50;176.003129999745;170.696706006721;-5.30642399302457;1.68376553399958;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-100;276.003129999745;273.914004419904;-2.08912557984092;1.94108575099926;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-90;6.00312999974523;4.15347499948852;-1.84965500025671;2.9928699990005;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
50;316.003129999745;339.478732980636;23.4756029808906;2.08263315699969;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
70;246.003129999745;254.562157036837;8.55902703709216;3.53337144899979;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-100;346.003129999745;353.198728711044;7.19559871129871;2.12542644099995;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-110;96.0031299997452;90.0430008812162;-5.96012911852905;1.65810022700043;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
160;296.003129999745;275.187952472635;-20.8151775271099;2.14196785399963;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-180;116.003129999745;101.709199735867;-14.2939302638783;1.51578214800065;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
30;86.0031299997452;89.233002086982;3.22987208723676;2.21707867899931;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
0;86.0031299997452;91.6513203049752;5.64819030523002;1.59970039599921;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-40;126.003129999745;118.108394552834;-7.89473544691111;1.39167706100034;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-160;286.003129999745;281.402221247071;-4.60090875267446;1.24103486700005;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-80;6.00312999974523;7.50754796120828;1.50441796146306;1.62529244100006;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-10;16.0031299997452;4.53038944784335;-11.4727405519019;1.57498319600018;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-160;176.003129999745;183.081301565122;7.07817156537646;3.16748713600009;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
150;26.0031299997452;5.19278612708496;-20.8103438726603;1.78390785099964;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-30;56.0031299997452;39.2926347644059;-16.7104952353393;2.56649068600018;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-40;96.0031299997452;91.4251532752927;-4.57797672445255;2.97484659899965;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-120;216.003129999745;197.102895502104;-18.9002344976417;2.00940012899991;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-140;356.003129999745;349.798008163465;-6.20512183628011;2.08329565900021;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-50;46.0031299997452;30.7328923736999;-15.2702376260453;2.85119234299964;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
10;36.0031299997452;48.3920454760458;12.3889154763006;0.992127520999929;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-50;86.0031299997452;89.3957549996853;3.39262499994004;2.40021373200034;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
-120;206.003129999745;204.924517805554;-1.07861219419161;1.90062843000032;1;1;350;-180;Moon et al. (2023);Experiment 1;Motion
0;133.755320497952;114.9398550914;-18.8154654065513;2.3504587919997;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
30;103.755320497952;107.725265859954;3.96994536200275;1.48286982199988;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-30;133.755320497952;102.426512092028;-31.3288084059232;1.85765339699992;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
60;73.7553204979517;47.7469031211295;-26.0084173768222;1.21675352999955;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
60;13.7553204979517;18.0264755818905;4.27115508393883;1.48257231400021;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-130;143.755320497952;137.778854853902;-5.97646564404931;1.19250994199956;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-10;153.755320497952;158.695860358264;4.94053986031261;1.0079145969994;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
80;73.7553204979517;60.2361503481367;-13.519170149815;1.37481440099964;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-30;103.755320497952;91.3383489890849;-12.4169715088667;1.66756384899963;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-170;273.755320497952;271.681961606898;-2.07335889105411;1.14169649300038;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
60;213.755320497952;213.829186993541;0.0738664955889305;1.65922555499947;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-60;273.755320497952;271.931959695815;-1.82336080213673;1.48382197999945;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
10;263.755320497952;264.622142240514;0.866821742562195;1.10006545799934;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
150;113.755320497952;108.770992725772;-4.98432777217914;1.40849927499949;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-160;273.755320497952;270.584014081331;-3.17130641662021;1.42443983499925;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
50;223.755320497952;210.548671932663;-13.2066485652888;2.18339065500004;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-120;343.755320497952;357.691537097684;13.9362165997322;1.6753188749999;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
160;183.755320497952;177.886123940129;-5.86919655782279;1.00010433599982;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-160;343.755320497952;349.339231480791;5.58391098283909;2.10789614300029;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
130;213.755320497952;193.225072381557;-20.5302481163945;1.41686133599978;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-150;3.75532049795163;358.002842757648;-5.75247774030407;2.0498003620005;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-140;143.755320497952;120.018886166509;-23.7364343314424;1.91631571500056;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-150;293.755320497952;280.621573228163;-13.1337472697882;1.49137529600011;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
20;273.755320497952;270.46846919051;-3.28685130744179;2.20837610600029;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
50;223.755320497952;201.380494876943;-22.3748256210087;2.17508648400053;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-90;313.755320497952;309.798928952051;-3.95639154590054;1.17520734300069;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-110;63.7553204979516;56.5515556550178;-7.20376484293387;1.81772780600022;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
10;53.7553204979516;56.8140087793857;3.05868828143412;2.54203429300014;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-140;193.755320497952;188.613530126274;-5.14179037167722;1.97514325999964;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
170;23.7553204979516;19.9996062343097;-3.75571426364195;1.10023182199984;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-110;133.755320497952;128.829128692605;-4.92619180534678;1.46692397000061;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-110;243.755320497952;245.507931975516;1.7526114775647;1.36557834999985;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-80;323.755320497952;325.480721857096;1.72540135914431;1.48291248300029;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
140;183.755320497952;179.473380817579;-4.28193968037309;1.07502200399995;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
90;93.7553204979516;90.4623371533029;-3.29298334464873;1.11684538000009;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-70;163.755320497952;172.82585015628;9.0705296583287;1.79979875900062;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-100;263.755320497952;270.357057368113;6.60173687016174;1.25000126499981;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
110;153.755320497952;163.739386500125;9.98406600217345;1.64142759100014;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
170;343.755320497952;358.385015134873;14.6296946369213;1.41688086700015;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-170;153.755320497952;154.199450919331;0.444130421379185;1.37490400300067;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
20;133.755320497952;147.679476859079;13.9241563611271;1.56591724600003;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
90;43.7553204979516;31.3963705118426;-12.3589499861091;1.45728618800058;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-170;213.755320497952;216.99821024427;3.24288974631833;1.46667900400007;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
160;53.7553204979516;62.515987495814;8.76066699786237;1.2335771930002;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-120;173.755320497952;163.130767296262;-10.6245532016898;1.44979316900026;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
40;133.755320497952;126.58321449913;-7.17210599882156;1.14970635700047;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
120;13.7553204979516;11.8549919587431;-1.90032853920856;1.12539705299969;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
30;343.755320497952;333.182831679218;-10.5724888187332;1.57476228399992;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-20;3.75532049795163;1.88037504741367;-1.87494545053796;1.48278908500015;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-20;23.7553204979516;10.2070184463731;-13.5483020515785;1.55860147400017;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
120;263.755320497952;269.829257400534;6.07393690258198;0.949984898999901;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
150;113.755320497952;98.375732466736;-15.3795880312157;1.24898260800001;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-60;173.755320497952;190.652469411943;16.8971489139909;2.14150035400053;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
110;63.7553204979516;76.3790446312522;12.6237241333005;1.61711097900024;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
140;283.755320497952;272.535090177997;-11.2202303199543;1.3412453560004;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-130;53.7553204979516;50.4689303136299;-3.28639018432175;1.52511304299969;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
20;33.7553204979516;23.5302762686288;-10.2250442293228;2.09145107299992;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-80;113.755320497952;103.984699048589;-9.77062144936299;1.30009716899986;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-10;123.755320497952;104.536327646079;-19.2189928518726;1.49182909299998;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
140;343.755320497952;338.929754323727;-4.82556617422478;3.5672277069998;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-180;163.755320497952;160.238369406528;-3.51695109142412;3.15907744700053;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
100;63.7553204979516;66.9553982435313;3.20007774557963;3.16687496499981;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-100;163.755320497952;158.89759515188;-4.85772534607156;1.27392010399944;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
80;83.7553204979516;78.7680146994274;-4.98730579852422;2.14084634000028;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
100;343.755320497952;338.194874412312;-5.56044608564002;2.09199070000068;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-70;53.7553204979516;56.5328841739342;2.77756367598258;1.40069614800086;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-100;153.755320497952;151.910631557166;-1.84468894078609;1.17536386599932;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
70;83.7553204979516;88.7671117888684;5.01179129091682;2.06699480200041;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-180;263.755320497952;259.918186923042;-3.83713357490939;1.82432696999967;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
50;213.755320497952;204.112800253169;-9.64252024478216;1.94971147399974;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-40;253.755320497952;270.964250855391;17.2089303574394;1.78395086900036;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
100;153.755320497952;154.97029961688;1.21497911892828;1.23374580800009;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-20;173.755320497952;165.505637284848;-8.24968321310391;1.3498092610007;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
0;173.755320497952;178.506503894913;4.75118339696172;0.907556242999817;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
30;143.755320497952;151.148581962216;7.3932614642645;1.50027702700027;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
0;143.755320497952;154.02937275755;10.2740522595988;1.1420109010005;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-40;183.755320497952;189.779989166307;6.02466866835573;1.46693204800067;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
130;53.7553204979516;36.8397419752005;-16.9155785227511;1.40833708500031;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
130;283.755320497952;275.559698530452;-8.19562196749945;1.19990218600014;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
160;123.755320497952;94.5906773532562;-29.1646431446954;1.54957215300055;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
70;53.7553204979516;27.9067838830833;-25.8485366148683;1.71693136300019;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-80;133.755320497952;105.318511648983;-28.4368088489682;1.34097524300068;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
170;323.755320497952;306.595206726354;-17.1601137715977;1.53411168599996;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
0;323.755320497952;321.745715244003;-2.00960525394868;1.87510111699976;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-140;103.755320497952;91.2667038691743;-12.4886166287773;1.44143402999998;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-150;253.755320497952;255.18058224821;1.42526175025833;2.1333508430007;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
110;143.755320497952;124.780602863355;-18.9747176345967;1.59132804100045;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-90;233.755320497952;245.42821647391;11.6728959759583;1.85899484899983;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-160;33.7553204979516;28.1038336591345;-5.65148683881711;1.48328091999974;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-180;213.755320497952;207.102216448828;-6.65310404912321;1.08366183199996;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
70;143.755320497952;135.223050660721;-8.53226983723022;1.06726391200027;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-90;233.755320497952;235.031446813371;1.27612631541962;1.24209889800022;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
120;113.755320497952;128.958333202111;15.2030127041591;1.23368185400068;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-40;153.755320497952;158.142564944042;4.38724444608991;0.941570908000358;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-60;213.755320497952;205.571238906549;-8.18408159140253;1.25812513799974;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-50;263.755320497952;270.288720556678;6.53340005872599;1.12510513699999;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-120;23.7553204979516;15.4583920839848;-8.29692841396679;1.6584522889998;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-30;53.7553204979516;59.0597523208306;5.30443182287893;1.9172593000003;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
40;13.7553204979516;21.0660975011654;7.31077700321381;1.9586205960004;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
10;3.75532049795163;1.81489603506487;-1.94042446288676;2.43352742699972;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
150;213.755320497952;198.152484484491;-15.602836013461;1.68373980100023;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
40;173.755320497952;177.11926309623;3.36394259827827;1.2498141369997;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-130;303.755320497952;308.765370108288;5.0100496103359;1.03311981200022;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
80;223.755320497952;198.797031595855;-24.9582889020968;1.46751128799951;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
90;133.755320497952;114.614264314194;-19.1410561837578;1.77510873899973;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-10;143.755320497952;137.135463442377;-6.61985705557498;1.50865783999961;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-50;193.755320497952;197.013960228577;3.25863973062539;1.42594183799974;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-50;243.755320497952;255.37415958092;11.6188390829685;1.22517328100002;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
-70;313.755320497952;328.413461619287;14.6581411213355;2.2086046280001;1;2;350;-180;Moon et al. (2023);Experiment 1;Motion
