delta;theta;resp;error;rt;obs;block;range;mindelta;study;experiment;stimulus
-160;101.055901625513;89.7903115715192;-11.2655900539941;0.464430576999803;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-110;211.055901625513;214.234252760721;3.17835113520798;1.2914978179997;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-170;21.0559016255133;15.8403832531892;-5.21551837232411;1.1416599690001;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
150;231.055901625513;221.69168708737;-9.3642145381435;0.774086487000204;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-110;341.055901625513;346.443877524404;5.38797589889066;0.791600365999329;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-150;131.055901625513;139.34833402345;8.29243239793627;0.508009543000298;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
160;331.055901625513;338.053812875902;6.9979112503882;0.474738239000544;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
70;261.055901625513;264.088165700889;3.03226407537613;0.841826378000405;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-140;41.0559016255133;42.8720405204946;1.81613889498123;0.81735325200043;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-90;131.055901625513;127.90942953754;-3.14647208797302;0.721350892000373;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
30;101.055901625513;89.4155501871652;-11.6403514383481;1.06356531999973;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-30;131.055901625513;127.595240885822;-3.46066073969145;0.798209423999651;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
0;131.055901625513;127.267023407163;-3.7888782183504;0.924618811999608;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-110;241.055901625513;252.461673048471;11.4057714229579;0.83364390800034;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
170;71.0559016255133;68.7057697749653;-2.35013185054801;1.04977739799961;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-10;81.0559016255133;71.8172868648148;-9.23861476069851;0.833271262999915;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
20;61.0559016255133;70.4599740638488;9.40407243833549;0.850605420000647;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
80;341.055901625513;350.558590995306;9.50268936979313;0.600130997000633;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
150;191.055901625513;177.196311401405;-13.8595902241085;0.752814074000526;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
60;131.055901625513;116.624672154011;-14.4312294715021;0.999929276999865;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-20;151.055901625513;137.787085382938;-13.2688162425758;0.962460349999674;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
120;31.0559016255133;10.5417730202322;-20.5141286052811;0.696774734999963;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
50;341.055901625513;350.209550627582;9.15364900206839;0.714585310000075;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-40;21.0559016255133;9.2443269135726;-11.8115747119407;1.09642513499966;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
50;331.055901625513;328.930284041197;-2.12561758431627;0.974479210000027;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-50;21.0559016255133;11.0127130189833;-10.04318860653;1.08324630100014;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
150;231.055901625513;230.269794951505;-0.786106674008209;0.808202008999615;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
140;91.0559016255133;91.4342882538673;0.378386628353979;0.883799296000689;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-160;251.055901625513;264.072259599248;13.0163579737342;0.508051191999584;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
10;241.055901625513;259.167058794148;18.1111571686347;0.983564748999925;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-40;281.055901625513;274.815304233965;-6.24059739154836;1.06058975100041;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-130;51.0559016255133;56.7146709003736;5.65876927486024;1.04492901499998;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
90;321.055901625513;306.995219466896;-14.0606821586173;0.787386287999652;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
80;241.055901625513;252.035958365878;10.9800567403646;0.962879859999703;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-130;11.0559016255133;359.651432202391;-11.4044694231228;0.605562376000307;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-120;131.055901625513;136.870160915171;5.81425928965734;0.516824895999889;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
100;31.0559016255133;17.5156645940485;-13.5402370314649;0.849642830999983;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-140;171.055901625513;163.517416345124;-7.53848528038904;0.800179060000119;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-80;251.055901625513;248.261096653048;-2.79480497246584;0.691742053999405;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-70;321.055901625513;312.824566995156;-8.23133463035742;1.14234688800025;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-180;141.055901625513;137.64285866309;-3.41304296242311;0.692500628999369;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
170;331.055901625513;316.476260772931;-14.579640852582;0.550376635000248;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-70;41.0559016255133;30.0956526715403;-10.9602489539731;0.67737632599983;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
0;41.0559016255133;39.0729551561012;-1.98294646941213;0.603052128999479;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
20;21.0559016255133;26.6190328504748;5.56313122496146;1.21979614300017;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-20;41.0559016255133;36.6484480232429;-4.40745360227043;0.630113406999953;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
80;321.055901625513;311.820210379208;-9.23569124630495;0.613302468000256;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
110;211.055901625513;237.147954015919;26.0920523904053;0.94789076699999;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
100;111.055901625513;106.075752822467;-4.98014880304585;0.633621070000117;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
140;331.055901625513;315.862205081345;-15.1936965441688;1.35048596200068;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-90;61.0559016255133;64.8779023567327;3.8220007312194;0.942765540000437;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-20;81.0559016255133;79.6722792813374;-1.38362234417593;0.983594906999315;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-50;131.055901625513;116.293530450856;-14.7623711746576;0.734488381000119;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-60;191.055901625513;194.253021036161;3.19711941064799;0.566373999999996;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-60;251.055901625513;253.461778890766;2.40587726525303;0.794956736999666;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
70;181.055901625513;186.239477664126;5.18357603861247;0.744458002000101;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-150;331.055901625513;295.536238343505;-35.5196632820088;1.21337014000073;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-130;101.055901625513;2.69203557312342;-98.3638660523899;11.7890037279994;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-120;221.055901625513;238.551929860842;17.4960282353287;0.583638621000318;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
70;151.055901625513;132.25914493821;-18.7967566873033;0.574973143000534;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-170;321.055901625513;323.117635975881;2.06173435036783;0.742308034999951;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
40;281.055901625513;279.440707806116;-1.61519381939723;0.549414827999499;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
130;151.055901625513;146.084174245548;-4.97172737996561;0.692652764999366;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
120;31.0559016255133;8.10070698466007;-22.9551946408533;1.13554663499963;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-60;91.0559016255133;87.0780767639155;-3.97782486159782;0.791583612000068;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-30;121.055901625513;106.431648083141;-14.6242535423721;0.540969301000587;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-50;171.055901625513;155.161466748911;-15.894434876602;0.871201824000309;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
60;111.055901625513;108.999373875533;-2.05652774998059;0.74125431199991;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
40;71.0559016255133;79.1696684588439;8.11376683333057;1.1223073379997;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
130;301.055901625513;282.508459967479;-18.5474416580344;0.608227321999948;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
120;181.055901625513;170.0639491562;-10.9919524693138;0.833611287999702;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-70;251.055901625513;259.789429125844;8.73352750033109;1.00929986100073;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-100;351.055901625513;345.110980745317;-5.94492088019592;0.966989839000234;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
0;351.055901625513;345.087381823903;-5.9685198016104;0.983261714999571;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-180;171.055901625513;170.495897254297;-0.560004371215882;0.616323069999453;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-30;201.055901625513;183.066580184275;-17.9893214412387;0.509922252999786;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-10;211.055901625513;227.495410188337;16.4395085628233;0.777837268999974;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
90;121.055901625513;112.834728081137;-8.2211735443759;0.503761072000088;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
90;31.0559016255133;37.2340608322162;6.17815920670283;0.62516226400021;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-170;201.055901625513;211.201339488376;10.1454378628628;0.67217952899955;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
170;31.0559016255133;28.6004323851983;-2.45546924031504;0.725467449999996;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
110;281.055901625513;278.71599942701;-2.33990219850301;0.641329205999682;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
60;221.055901625513;247.067960396353;26.0120587708393;1.1506023639995;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-10;231.055901625513;244.396395279778;13.3404936542644;0.591582477999509;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
140;91.0559016255133;85.0274547479666;-6.02844687754678;0.808667930999945;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
30;61.0559016255133;80.5352021350138;19.4793005095004;1.18265558499934;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
160;261.055901625513;254.603294390218;-6.45260723529532;1.24240504400041;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-150;51.0559016255133;61.2902060045378;10.2343043790245;1.1521121349997;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
10;41.0559016255133;61.3379879806908;20.2820863551775;0.941430347999813;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
50;351.055901625513;5.74899057056688;14.6930889450535;1.16565198199987;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-80;71.0559016255133;76.8999585966393;5.84405697112591;0.628836941000372;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
130;301.055901625513;295.884128996212;-5.17177262930085;0.722359372000028;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
100;201.055901625513;193.522693332267;-7.53320829324591;0.933577083000273;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
40;161.055901625513;160.741444308033;-0.314457317480418;0.839409662999969;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
-160;321.055901625513;321.250147568984;0.194245943470946;0.849951531000443;2;10;350;-180;Moon et al. (2023);Experiment 3;Motion
0;8.96273630031432;6.93725895111136;-2.02547734920296;0.916476654000689;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
110;258.962736300314;258.262937099871;-0.699799200442897;1.04175108500021;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-50;308.962736300314;293.186784416053;-15.7759518842612;0.717229846999544;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
160;148.962736300314;138.525631987312;-10.4371043130022;0.64917116200013;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-40;188.962736300314;182.395849835679;-6.5668864646353;0.710870545999569;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
50;138.962736300314;138.281109243149;-0.681627057165684;0.852787423000336;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-130;268.962736300314;265.780199797472;-3.18253650284231;0.879110807999496;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
150;118.962736300314;116.167184359656;-2.7955519406587;0.579353455999808;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-150;268.962736300314;270.029154284531;1.06641798421629;1.32238126500033;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-80;348.962736300314;343.845671072661;-5.11706522765337;0.908906405999915;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-50;38.9627363003143;49.582700130197;10.6199638298827;0.616226275999907;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-90;128.962736300314;117.669037375145;-11.2936989251697;0.725611486999696;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
170;318.962736300314;300.921241638235;-18.0414946620793;1.18322718099989;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
140;178.962736300314;177.423619086567;-1.53911721374706;0.99321732899989;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
120;58.9627363003143;72.3092527049773;13.346516404663;1.25973100200008;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-40;98.9627363003143;90.2380034764407;-8.72473282387362;1.30305237899938;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
70;28.9627363003143;36.9291005707612;7.96636427044694;1.0331546389998;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
90;298.962736300314;283.879778056694;-15.0829582436199;0.920616784999766;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-180;118.962736300314;99.6131042149782;-19.3496320853361;1.11344203999943;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-60;178.962736300314;172.158583545145;-6.8041527551689;0.729586835000191;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
140;38.9627363003143;19.3400730811053;-19.622663219209;1.26390829899992;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-110;148.962736300314;143.856877608663;-5.10585869165166;0.739933572999689;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-30;178.962736300314;181.694757765192;2.7320214648775;1.14119247899998;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-10;188.962736300314;190.624354533269;1.66161823295474;1.11636154900043;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
170;18.9627363003143;20.9256235786336;1.96288727831925;1.00911779800026;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-30;48.9627363003143;46.1379818588065;-2.82475444150776;0.882721866999418;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
150;258.962736300314;254.04707503789;-4.91566126242458;0.735874033000073;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-90;348.962736300314;353.038118995977;4.0753826956626;0.774646717999531;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
110;238.962736300314;245.705375823792;6.74263952347778;0.891871279000043;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
160;78.9627363003143;81.805964225494;2.84322792517973;0.60454254600063;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-180;258.962736300314;263.036704124755;4.07396782444118;0.52982336399964;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
10;248.962736300314;260.375245832538;11.4125095322242;0.930001123000693;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
140;108.962736300314;98.5927314823389;-10.3700048179754;0.638822105999679;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-160;268.962736300314;265.736794059061;-3.22594224125373;1.10008837799978;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
60;208.962736300314;229.089364950199;20.1266286498844;0.674472659999992;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-100;308.962736300314;301.102927673483;-7.85980862683084;0.56657335699947;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-30;338.962736300314;338.582104274736;-0.380632025578223;0.708394890999443;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
10;328.962736300314;303.854177454535;-25.1085588457792;0.825544389999777;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-70;38.9627363003143;26.8851748783239;-12.0775614219904;1.34357024899964;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-140;178.962736300314;167.785120511872;-11.1776157884421;0.577482595999754;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
120;58.9627363003143;53.463326483084;-5.4994098172303;0.678119490999961;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-100;158.962736300314;154.547202433084;-4.41553386723072;0.695936217000053;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
40;118.962736300314;118.552616831634;-0.410119468680705;0.679818337999677;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-170;288.962736300314;282.309466536746;-6.65326976356869;0.488204429999314;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
10;278.962736300314;277.868338542045;-1.09439775826911;0.557643321999421;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
30;248.962736300314;262.67720072881;13.7144644284957;0.549735194000277;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
50;198.962736300314;192.598591670595;-6.36414462971888;0.525129686000582;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
50;148.962736300314;148.124199308889;-0.83853699142557;0.482489706000706;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
100;48.9627363003143;61.2332422506998;12.2705059503855;0.63327820700033;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
30;18.9627363003143;26.6004467456766;7.63771044536233;0.816967044999728;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
20;358.962736300314;15.6560345692392;16.6932982689249;0.910185390000152;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
90;268.962736300314;265.190563943717;-3.77217235659697;0.552489634000267;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
30;238.962736300314;231.218286766357;-7.74444953395761;0.516189865999877;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-20;258.962736300314;252.190183658675;-6.77255264163955;0.437580386000263;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-120;18.9627363003143;22.8022958574076;3.83955955709328;0.879789264000465;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-10;28.9627363003143;32.0243112969386;3.06157499662432;0.738825051000276;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
20;8.9627363003143;8.93971774505604;-0.0230185552582629;0.500230081999689;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
0;8.9627363003143;15.8114871147957;6.84875081448137;0.514619784999923;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-50;58.9627363003143;63.0789145485181;4.11617824820375;0.550750663000144;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
0;58.9627363003143;66.730741813626;7.76800551331166;0.917624155999874;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
80;338.962736300314;345.331631161789;6.3688948614747;0.49255254199943;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
60;278.962736300314;275.279306879875;-3.68342942043955;1.05897145099971;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-120;38.9627363003143;57.5056567886731;18.5429204883588;0.60015879599996;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
20;18.9627363003143;21.8249105599814;2.86217425966707;0.418417179000244;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
130;248.962736300314;261.306315771426;12.3435794711115;1.34253310500026;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
80;168.962736300314;168.156992256842;-0.805744043472117;0.667163901999629;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
40;128.962736300314;119.354547221941;-9.60818907837356;0.695118075999744;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-70;198.962736300314;192.07655941608;-6.88617688423403;0.554722865999793;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
70;128.962736300314;121.530203190881;-7.43253310943321;0.532803421999233;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-60;188.962736300314;178.139381053046;-10.8233552472683;0.481575173000238;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
90;98.9627363003143;112.649185792696;13.6864494923818;0.583127478999813;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
130;328.962736300314;334.803442024541;5.84070572422706;0.575871189999816;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-130;98.9627363003143;92.0272357695122;-6.93550053080207;0.916875320999679;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-120;218.962736300314;229.228809346056;10.2660730457418;1.216301165;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-110;328.962736300314;315.066127854886;-13.8966084454281;0.917223890000059;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-160;128.962736300314;120.619802846345;-8.34293345396976;0.583781041999828;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-80;208.962736300314;197.679701738696;-11.283034561618;0.510857915999622;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-150;358.962736300314;356.475981873464;-2.48675442685078;0.636332189000314;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
0;358.962736300314;357.671280922748;-1.29145537756614;0.749663677999706;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-130;128.962736300314;116.688406638131;-12.2743296621833;1.08838592499978;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-20;148.962736300314;141.764942215224;-7.19779408508998;0.716494254000281;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
130;18.9627363003143;8.81584640175646;-10.1468898985578;1.22306349900009;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
160;218.962736300314;207.682898761706;-11.2798375386078;1.25836657499985;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
60;158.962736300314;162.772553317071;3.80981701675637;0.565889050999431;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-60;218.962736300314;215.931017223521;-3.03171907679322;1.28437213899997;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-80;298.962736300314;302.35406662816;3.39133032784531;0.742501435999657;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-90;28.9627363003143;24.4299843726712;-4.53275192764311;0.609189105000041;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-140;168.962736300314;180.451631562504;11.4888952621893;0.685333708000144;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
110;58.9627363003143;49.6995085348655;-9.26322776544877;0.933055561000401;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-20;78.9627363003143;75.7083940531933;-3.25434224712096;1.03751448100047;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
100;338.962736300314;341.708312101815;2.74557580150048;0.803448946999197;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-10;348.962736300314;351.794431690971;2.83169539065625;1.10459109700059;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-70;58.9627363003143;67.0524476360548;8.08971133574046;1.12502294200021;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-140;198.962736300314;193.182737663642;-5.77999863667253;0.525205309000739;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
80;118.962736300314;104.515284577556;-14.4474517227582;0.591370778000055;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
120;358.962736300314;359.187912024863;0.225175724548421;0.558204257999932;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-180;178.962736300314;178.11156544146;-0.85117085885463;0.575116379000065;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-160;338.962736300314;346.561334063187;7.59859776287317;1.25082091100012;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-40;18.9627363003143;15.2383129903665;-3.7244233099478;1.20859513399955;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
40;338.962736300314;345.10490956818;6.14217326786536;0.491283991999808;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
170;168.962736300314;165.858357759498;-3.10437854081653;0.691488962999756;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
150;18.9627363003143;355.873268269083;-23.0894680312311;1.13234604699937;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-100;118.962736300314;108.421795653356;-10.5409406469583;1.72917668400078;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-110;228.962736300314;255.233356697897;26.2706203975832;0.563237315999686;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
70;158.962736300314;155.994997741545;-2.9677385587697;0.789209671000208;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-170;328.962736300314;332.221825422126;3.25908912181188;0.466429393999533;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
100;228.962736300314;246.75307230741;17.7903360070961;0.633018479999919;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-150;18.9627363003143;13.321271439087;-5.64146486122733;0.742041978999623;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
-170;188.962736300314;194.834086982085;5.8713506817702;0.732765303000633;2;11;350;-180;Moon et al. (2023);Experiment 3;Motion
0;0.643271053371803;353.594795896575;-7.0484751567966;1.21220492600014;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
170;190.643271053372;187.070190978712;-3.57308007465943;1.40471770900012;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
20;170.643271053372;163.310510490595;-7.33276056277694;1.49125267299996;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
-170;340.643271053372;343.299410428847;2.65613937547516;1.04261688099996;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
-60;40.6432710533718;28.6373233009914;-12.0059477523804;1.15861248300007;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
30;10.6432710533718;18.8088958484439;8.16562479507207;1.60838980400013;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
-50;60.6432710533718;61.0108361636484;0.367565110276637;1.28343595900014;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
-40;100.643271053372;93.1589182983509;-7.48435275502092;1.10769376500002;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
0;100.643271053372;95.1432569616219;-5.50001409174993;0.799789340000189;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
-100;200.643271053372;193.89400707993;-6.7492639734418;1.18656135299989;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
-130;330.643271053372;341.510070014298;10.8667989609266;1.25884878299985;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
-40;10.6432710533718;12.1443447368887;1.5010736835169;1.27074687899994;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
-120;130.643271053372;113.917308489739;-16.725962563633;0.88316404499983;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
-100;230.643271053372;239.535390228698;8.89211917532606;0.672805776000132;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
0;230.643271053372;234.545210941448;3.90193988807647;1.28339970199977;2;12;350;-180;Moon et al. (2023);Experiment 3;Motion
