delta;theta;resp;error;rt;obs;block;range;mindelta;study;experiment;stimulus
-50;272.766345224195;279.64882042883;6.88247520463528;0.766457424000691;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;302.766345224195;309.742441410655;6.97609618645998;1.95923885500088;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
110;192.766345224195;213.164388266977;20.3980430427818;1.17474059099914;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
60;132.766345224195;125.67962078408;-7.08672444011458;1.19121708100101;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
160;332.766345224195;318.142825470542;-14.6235197536533;1.04231764900032;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-60;32.766345224195;29.9593752112808;-2.80697001291421;1.09989311500067;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
130;262.766345224195;268.329714571721;5.56336934752562;1.00896515299974;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
20;242.766345224195;233.640883149883;-9.1254620743124;0.725095560999762;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
90;152.766345224195;145.578355746839;-7.18798947735584;1.3347682019994;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;222.766345224195;235.472173652874;12.705828428679;0.918144187000507;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
150;72.766345224195;64.9113357068256;-7.85500951736941;1.17720232300053;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
180;252.766345224195;248.811101995652;-3.95524322854328;1.21714453400091;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-90;342.766345224195;328.196629215932;-14.5697160082635;1.16759412800093;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
50;292.766345224195;290.057418105328;-2.70892711886677;1.407832167999;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
150;142.766345224195;129.959737045379;-12.8066081788162;1.0583314760006;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;172.766345224195;177.444708254766;4.67836303057081;1.01681544200073;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
110;62.766345224195;60.1415661314501;-2.62477909274495;2.13354330000038;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
80;342.766345224195;345.544033263544;2.77768803934873;1.22402451500056;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-110;92.766345224195;69.3922353151726;-23.3741099090224;1.57604463700045;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
160;292.766345224195;297.260609513776;4.494264289581;1.0925214179988;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-10;302.766345224195;295.249541238676;-7.51680398551861;0.87422539399995;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
30;272.766345224195;265.195013404116;-7.57133182007942;1.41857475100005;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-140;52.766345224195;58.8630286729502;6.09668344875519;1.16213919300026;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
130;282.766345224195;265.824927946633;-16.9414172775623;1.43348976299967;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-180;102.766345224195;95.7756306831002;-6.99071454109483;2.2667308709988;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
70;32.766345224195;37.949883135954;5.18353791175898;1.53331502699984;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-10;42.766345224195;42.736581333019;-0.0297638911760387;1.15840432600089;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-180;222.766345224195;221.957895318862;-0.808449905333049;2.05871372100046;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-150;12.766345224195;10.3773309049322;-2.38901431926286;1.99137847199927;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-140;152.766345224195;151.665614691264;-1.10073053293121;1.62555021899971;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
0;152.766345224195;147.611640327994;-5.15470489620111;1.75218423400111;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
60;92.766345224195;103.404208970922;10.6378637467271;2.68638214800012;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
40;52.766345224195;83.7788083173558;31.0124630931608;1.12809499600007;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
140;272.766345224195;273.97191711014;1.20557188594512;1.1336893280004;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-90;2.76634522419505;1.37055084254955;-1.3957943816455;1.65836307399877;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-110;112.766345224195;133.787758152567;21.0214129283723;1.69120420599938;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
90;22.766345224195;36.7623513831312;13.9960061589361;1.57517999999982;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
100;282.766345224195;252.790763057248;-29.975582166947;1.49229100900084;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
170;112.766345224195;85.1411347842686;-27.6252104399265;1.89149053399888;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-60;172.766345224195;177.621555024528;4.85520980033289;1.49153215600018;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
0;172.766345224195;154.470707084086;-18.2956381401089;1.35774151000078;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
50;122.766345224195;129.217959993146;6.45161476895058;1.49365276900062;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-20;142.766345224195;157.792388318842;15.0260430946465;2.75956251199932;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-10;152.766345224195;180;27.233654775805;1.26992582400089;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-100;252.766345224195;239.868747359157;-12.8975978650385;1.57589493900014;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
160;92.766345224195;99.5722420338687;6.80589680967363;1.15032747399891;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-80;172.766345224195;155.166292454464;-17.6000527697307;1.24240992100022;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-170;342.766345224195;336.38546681682;-6.38087840737518;1.03325543899882;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-170;152.766345224195;147.936555995641;-4.82978922855401;1.45897202600099;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
60;92.766345224195;99.6620441190501;6.89569889485507;1.88388478500019;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-150;242.766345224195;241.288197924258;-1.47814729993735;1.92512735199853;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-120;2.76634522419499;12.8293686599716;10.0630234357767;1.88567654500002;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;32.766345224195;26.0243403989547;-6.74200482524027;1.01833855899895;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
30;2.76634522419499;9.81169422233039;7.0453489981354;1.30318884100052;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-120;122.766345224195;133.816158676206;11.0498134520109;0.883204368999941;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-160;282.766345224195;295.00042601941;12.234080795215;1.12546731100156;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
20;262.766345224195;244.3620205264;-18.4043246977949;0.858043755000836;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
140;122.766345224195;126.770437046628;4.00409182243288;1.35034628699941;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-50;172.766345224195;167.11835838193;-5.64798684226488;0.974964875000296;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
170;2.76634522419499;357.137217726267;-5.62912749792821;1.01586933399994;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-180;182.766345224195;169.022529324265;-13.7438158999302;0.98301577500024;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-60;242.766345224195;221.83415733617;-20.9321878880248;1.51720927399947;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
130;112.766345224195;120.093378224177;7.32703299998236;1.05902417300058;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
100;12.766345224195;34.3639282674732;21.5975830432782;1.78381759200056;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
90;282.766345224195;293.584797293935;10.8184520697404;1.50035043400021;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;352.766345224195;3.45545411286524;10.6891088886703;0.850443417999486;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
-40;32.766345224195;19.4337646906245;-13.3325805335705;0.975582013001258;1;1;360;-180;Moon et al. (2023);Experiment 2;Motion
0;114.947385267211;130.103252859053;15.1558675918415;0.874214116000076;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-180;294.947385267211;298.173161936389;3.22577666917749;1.51674219399865;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-100;34.9473852672111;26.3913842792308;-8.55600098798036;0.933686239000963;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-40;74.9473852672111;72.7439193344148;-2.20346593279632;1.05809346699971;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
20;54.9473852672111;64.2954341147465;9.3480488475354;1.01645504599946;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-40;94.9473852672111;111.760961183526;16.8135759163153;0.966195015000267;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
140;314.947385267211;306.54998999705;-8.39739527016138;0.817621331998453;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
120;194.947385267211;225.907728808598;30.9603435413865;0.85969107299934;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
30;164.947385267211;161.964997321309;-2.9823879459021;1.36651353600064;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-170;334.947385267211;325.397603987375;-9.54978127983577;1.10815606700089;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
20;314.947385267211;325.924125010666;10.9767397434546;2.34474453500115;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-180;134.947385267211;136.174428072768;1.22704280555712;1.34081972299828;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
70;64.9473852672111;60.3448545261317;-4.60253074107946;0.916444423999565;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
90;334.947385267211;322.622867709985;-12.3245175572266;1.4003378260004;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
110;224.947385267211;213.535378227683;-11.4120070395279;1.34990825499881;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
50;174.947385267211;162.549342450124;-12.3980428170868;0.867297834000055;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
150;24.9473852672111;42.9780823263597;18.0306970591486;1.38412707600037;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
30;354.947385267211;352.623347017216;-2.32403824999483;1.25982186700094;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;64.9473852672111;67.7875904882061;2.840205220995;1.72533461500097;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-170;234.947385267211;226.442765241085;-8.50462002612605;1.00208999099959;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
180;54.9473852672111;59.412652667561;4.46526740034986;0.72029963299974;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
110;304.947385267211;306.561415242654;1.61402997544309;1.11943048399917;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
80;224.947385267211;229.793327863996;4.84594259678465;0.924942867999562;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
140;84.9473852672111;86.2975752600019;1.35018999279079;0.975114709999616;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
100;344.947385267211;331.922508956689;-13.0248763105221;0.850678245000381;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-150;134.947385267211;146.019544954217;11.072159687006;0.915793808999297;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
40;94.9473852672111;100.302490363022;5.35510509581097;1.4588091200003;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-10;104.947385267211;107.418817461128;2.47143219391694;1.13405636900097;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
150;314.947385267211;308.568311183506;-6.37907408370478;0.950459921999936;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
60;254.947385267211;245.584731170997;-9.36265409621387;1.47518167199996;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
0;254.947385267211;250.14293915919;-4.80444610802112;0.792933923999954;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
160;94.9473852672111;86.8271538167186;-8.12023145049255;1.1077279730016;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-160;254.947385267211;248.667693764899;-6.27969150231255;1.01141970299977;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
150;104.947385267211;112.204944966146;7.25755969893507;1.11570005999965;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-90;194.947385267211;218.296365376622;23.3489801094105;1.24199103200044;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-80;274.947385267211;284.748517790005;9.80113252279409;1.52533586199934;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
0;274.947385267211;266.699800772528;-8.24758449468271;1.09987154199916;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
40;234.947385267211;245.282683437621;10.3352981704099;1.10815436600024;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;264.947385267211;253.323738828864;-11.6236464383473;1.07539026699851;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-40;304.947385267211;307.113026693681;2.16564142646939;1.94958445399971;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;14.9473852672111;15.2581202107041;0.310734943492974;1.72567678199994;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-110;124.947385267211;126.719130855615;1.771745588404;1.51652106899928;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
120;4.94738526721113;9.1423888503469;4.19500358313577;0.858590021000055;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-80;84.9473852672111;69.0754982550788;-15.8718870121323;2.23737988399989;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
130;314.947385267211;317.562085399365;2.61470013215359;1.0337565610007;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
160;154.947385267211;145.745136802829;-9.20224846438254;1.07527430400114;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
110;44.9473852672111;50.3558250428552;5.40843977564406;1.17247153199969;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-60;104.947385267211;123.729103724437;18.781718457226;0.932621472000392;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
10;94.9473852672111;103.286980783698;8.33959551648644;1.29949650099843;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-140;234.947385267211;228.73139699916;-6.21598826805069;0.875018681001166;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
80;154.947385267211;160.235805804439;5.28842053722815;0.900021511999512;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-150;304.947385267211;314.88879418415;9.94140891693877;0.858307252001396;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
0;304.947385267211;314.167002127063;9.2196168598515;1.11113176200161;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-110;54.9473852672111;50.6594818401625;-4.28790342704866;1.14974912900107;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
10;44.9473852672111;48.8712562319856;3.9238709647745;1.18309363800108;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
120;284.947385267211;256.675900850901;-28.2714844163106;0.915544274999775;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
170;114.947385267211;151.293604459412;36.3462191922007;1.30762539100033;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-10;124.947385267211;137.957300615164;13.0099153479529;1.53347322199988;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-50;174.947385267211;173.38819412608;-1.55919114113104;1.41682508899976;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-20;194.947385267211;197.744327826314;2.79694255910283;1.65848724399984;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;224.947385267211;220.752154652844;-4.19523061436664;1.71671983200031;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-10;234.947385267211;231.936485006494;-3.01090026071682;1.12633307100077;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-120;354.947385267211;334.593119678479;-20.3542655887319;1.6420118900005;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
30;324.947385267211;314.108606140935;-10.8387791262762;1.28537111399964;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
170;154.947385267211;155.663565280115;0.716180012904147;0.811199218000183;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
60;94.9473852672111;100.506720577231;5.55933531001966;1.77437384199948;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-130;224.947385267211;238.106041497619;13.1586562304081;1.82497295099893;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
100;124.947385267211;137.618528453305;12.6711431860943;1.27462463399934;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
90;34.9473852672111;32.6244669222984;-2.32291834491269;1.33323975800158;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
10;24.9473852672111;34.5684181984589;9.6210329312478;1.34947842899965;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
50;334.947385267211;322.429210899686;-12.5181743675248;1.53379683700041;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-90;64.9473852672111;47.8529493895731;-17.0944358776381;1.79990377600006;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-120;184.947385267211;202.328111596333;17.3807263291217;1.76000973999908;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
160;24.9473852672111;27.094134466459;2.14674919924784;2.01665527200021;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-100;124.947385267211;137.382683324601;12.4352980573904;1.78304101699905;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
20;104.947385267211;106.223931677038;1.27654640982641;1.44410306600003;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
180;284.947385267211;286.822575058881;1.8751897916697;1.55795458300054;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-110;34.9473852672111;0;-34.9473852672111;1.60804832500071;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-20;54.9473852672111;44.9518927237204;-9.99549254349071;1.50795977400048;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-120;174.947385267211;183.208521043612;8.26113577640075;1.24151567700028;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-180;354.947385267211;349.542700912531;-5.40468435467966;1.57474794100017;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
90;264.947385267211;268.344370702883;3.39698543567215;1.33278678600254;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
80;184.947385267211;199.690683267625;14.7432980004138;1.69169041900022;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-160;344.947385267211;326.320718576964;-18.6266666902474;1.08410488200025;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-140;124.947385267211;123.418763687876;-1.52862157933521;1.40150146700034;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
50;74.9473852672111;72.6665575036661;-2.28082776354501;1.20304322599986;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
130;304.947385267211;300.263592993843;-4.68379227336766;1.15827524899942;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-90;34.9473852672111;32.9406015306646;-2.0067837365465;1.61732679700071;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-150;184.947385267211;199.502782560701;14.5553972934897;1.96628799699829;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-130;314.947385267211;311.038611578711;-3.9087736885001;2.1259042620004;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
70;244.947385267211;241.13232360158;-3.81506166563071;1.0241803980025;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-60;304.947385267211;297.926175253086;-7.02121001412507;1.60008644700065;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
170;134.947385267211;135.498774853379;0.551389586167943;1.40813458099728;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
70;64.9473852672111;68.8997147392731;3.95232947206193;1.36794257599831;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-70;134.947385267211;122.61156284833;-12.3358224188816;1.72713981599736;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-130;264.947385267211;233.84585245382;-31.1015328133912;1.457800502998;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
180;84.9473852672111;69.6511413018824;-15.2962439653287;1.7537465020032;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-170;254.947385267211;249.933154514799;-5.01423075241243;0.933874668000499;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-100;354.947385267211;327.235650296575;-27.7117349706365;1.14173573500011;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-140;134.947385267211;141.48360208358;6.53621681636906;1.10561120599959;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-60;194.947385267211;202.517471351371;7.57008608416032;1.33297000200037;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
140;54.9473852672111;51.4343687035477;-3.51301656366341;1.04914524199921;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-80;134.947385267211;136.832202652657;1.88481738544573;1.17525530799685;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-20;154.947385267211;139.870733044583;-15.0766522226279;0.882769668998662;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
60;94.9473852672111;107.167374122621;12.21998885541;1.30917548800062;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
100;354.947385267211;326.215045258544;-28.7323400086673;0.817858586000511;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
-30;24.9473852672111;33.1190746833712;8.17168941616008;1.31996512000114;1;2;360;-180;Moon et al. (2023);Experiment 2;Motion
