delta;theta;resp;error;rt;obs;block;cond;study;experiment;stimulus;expnum;stimtype;studynum;code;obsid;outliers_q;outliers_sd;outliers_rt;error_iqr;errorsd;theta_cent;stim_bias_peak;error_ori_deb;error_ori_deb_sd_deb;sd_bias_peak;error_norm;error_iqr_norm;error_ori_deb_norm;error_ori_deb_sd_deb_norm;bin;codenum
-29;176;171;-4.99999999999999;2.67796969413757;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-4.99999999999999;-4.99999999999999;86;5.62156225409993;-2.3247682302084;1.16899450177475;9.5566066401796;-0.462104457243473;-0.514956830361656;-0.282487972419286;0.124952017553622;NaN;1
17;18;21.5;3.5;3.32810997962952;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;3.5;3.5;-72;5.62156225409993;1.96264134540184;0.363036104138052;9.5566066401796;0.362875130217837;0.443539459727558;0.238485095866578;0.010722930857562;NaN;1
10;132;137;4.99999999999999;2.70809459686279;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;4.99999999999999;4.99999999999999;42;5.62156225409993;1.42044238657369;0.36625949337405;9.5566066401796;0.508459763299244;0.612685863860948;0.172601244505842;0.0111797842256435;1;1
50;22;41;19;3.55798268318176;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;19;19;-68;5.62156225409993;17.925225198417;8.4576331031006;9.5566066401796;1.86724967205905;2.1913856357726;2.17813563333408;1.15797621970655;2;1
-35;177;162.5;-14.5;2.27817034721375;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-14.5;-14.5;87;5.62156225409993;-12.3149493410826;-6.32487156481988;9.5566066401796;-1.38414046675906;-1.58621738987313;-1.49641801905422;-0.937159226798185;NaN;1
22;94;94.5;0.499999999999994;3.43810772895813;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;0.499999999999994;0.499999999999994;4;5.62156225409993;1.34641775130528;0.0723742736531128;9.5566066401796;0.0717058640550212;0.105246651460776;0.163606339614107;-0.0304727878433755;NaN;1
-16;135;127;-7.99999999999999;2.26811242103577;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-7.99999999999999;-7.99999999999999;45;5.62156225409993;-9.57365692153867;-10.2354338705754;9.5566066401796;-0.753273723406287;-0.853249638628436;-1.16331722761064;-1.49140614818314;NaN;1
-6;37;38;1;2.7179856300354;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;1;1;-53;5.62156225409993;-3.07071353890643;-3.39983348631373;9.5566066401796;0.120234075082158;0.161628786171907;-0.373129514682143;-0.522591391487199;1;1
-57;32;29;-3;6.347900390625;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-3;-3;-58;5.62156225409993;-6.17015214385404;-0.676195290768598;9.5566066401796;-0.267991613134929;-0.289428291517135;-0.749749478673661;-0.136568112270908;NaN;1
40;42;46.5;4.5;4.1680953502655;2;3;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;4.5;4.5;-48;5.62156225409993;1.15599424928206;-3.4807696766181;9.5566066401796;0.459931552272109;0.556303729149818;0.140467538813007;-0.534062538293581;2;1
67;43;50;7;2.03866362571716;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;7;7;-47;5.62156225409993;3.99845542957308;2.30367880894168;9.5566066401796;0.702572607407788;0.83821440270547;0.485861580708083;0.285771673352353;NaN;1
41;113;126.5;13.5;1.53844404220581;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;13.5;13.5;23;5.62156225409993;12.178904837493;6.92080832241372;9.5566066401796;1.33343935076055;1.57118215395016;1.47988693630867;0.940160893723846;2;1
65;1;5.5;4.5;2.45878553390503;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;4.5;4.5;-89;5.62156225409993;4.49932776650573;1.74784065475044;9.5566066401796;0.459931552272109;0.556303729149818;0.546723738519113;0.206992315893868;NaN;1
6;57;55;-2;3.72809362411499;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-2;-2;-33;5.62156225409993;0.61014865191543;0.12005846390424;9.5566066401796;-0.170935191080657;-0.176664022094874;0.0741405759568985;-0.0237144718828999;1;1
-78;47;31.5;-15.5;6.80784678459167;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-15.5;-15.5;-43;5.62156225409993;-16.7332916488152;-13.4725785500005;9.5566066401796;-1.48119688881333;-1.69898165929539;-2.03330102689447;-1.95020908555315;NaN;1
13;179;179.5;0.499999999999994;4.38809990882874;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;0.499999999999994;0.499999999999994;89;5.62156225409993;1.61034270127777;0.195019442558584;9.5566066401796;0.0717058640550212;0.105246651460776;0.195676471603956;-0.0130901962941884;NaN;1
-62;13;11.5;-1.5;7.36776208877563;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-1.5;-1.5;-77;5.62156225409993;-4.06897932310977;1.42580231288728;9.5566066401796;-0.122406980053522;-0.120281887383744;-0.494431102363369;0.161349580760131;NaN;1
77;13;19.5;6.5;3.76791524887085;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;6.5;6.5;-77;5.62156225409993;3.93102067689023;2.50133433430005;9.5566066401796;0.654044396380652;0.781832267994339;0.477667427713197;0.313785538842584;NaN;1
9;66;63.5;-2.49999999999999;2.32781934738159;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-2.49999999999999;-2.49999999999999;-24;5.62156225409993;1.63671881949878;0.724623774472915;9.5566066401796;-0.219463402107793;-0.233046156806004;0.198881494822927;0.061971021905465;1;1
-7;28;24;-4;3.09775495529175;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-4;-4;-62;5.62156225409993;-5.96237229226572;-6.38207142192078;9.5566066401796;-0.365048035189202;-0.402192560939396;-0.724501667635094;-0.945266205340676;1;1
-64;56;33.5;-22.5;2.78809952735901;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-22.5;-22.5;-34;5.62156225409993;-20.1252417189748;-14.5022320099367;9.5566066401796;-2.16059184319323;-2.48833154525122;-2.44546473655637;-2.09614264079228;NaN;1
70;28;42.5;14.5;2.84807872772217;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;14.5;14.5;-62;5.62156225409993;12.5376277077343;11.8244223817877;9.5566066401796;1.43049577281483;1.68394642337242;1.52347618316697;1.63515378312698;NaN;1
8;129;121;-7.99999999999999;4.08810424804688;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-7.99999999999999;-7.99999999999999;39;5.62156225409993;-13.0250431630727;-13.7924342996106;9.5566066401796;-0.753273723406287;-0.853249638628436;-1.58270316412586;-1.99554248025389;1;1
-58;114;93.5;-20.5;2.17804479598999;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-20.5;-20.5;24;5.62156225409993;-22.1729740078853;-16.7307543889639;9.5566066401796;-1.96647899908469;-2.2628030064067;-2.6942894300614;-2.41199278489953;NaN;1
-39;48;32;-16;3.49794673919678;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-16;-16;-42;5.62156225409993;-16.7462634887485;-9.71715407401186;9.5566066401796;-1.52972509984046;-1.75536379400652;-2.03487726521091;-1.41794996485151;NaN;1
-81;97;95;-1.99999999999999;3.58803462982178;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-1.99999999999999;-1.99999999999999;7;5.62156225409993;-2.05776217781841;-0.585786985671012;9.5566066401796;-0.170935191080657;-0.176664022094874;-0.250043448538054;-0.123754475548071;3;1
76;47;51;4;3.5380961894989;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;4;4;-43;5.62156225409993;2.76670835118482;1.64203514855511;9.5566066401796;0.411403341244973;0.499921594438688;0.336189140167166;0.191996422339627;NaN;1
-34;178;176.5;-1.49999999999998;2.20813655853271;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-1.49999999999998;-1.49999999999998;88;5.62156225409993;0.159188035423917;5.79131506539443;9.5566066401796;-0.12240698005352;-0.120281887383743;0.0193433069051707;0.78007696934636;NaN;1
22;49;59.5;10.5;3.19814491271973;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;10.5;10.5;-41;5.62156225409993;10.2366745119942;8.96263103434199;9.5566066401796;1.04227008459774;1.23288934568338;1.24388203074772;1.2295499543289;NaN;1
-77;102;95;-7;7.62779593467712;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-7;-7;12;5.62156225409993;-7.4707526415355;-3.69545006882463;9.5566066401796;-0.656217301352017;-0.740485369206177;-0.907788457675286;-0.564489350899805;NaN;1
-78;12;17;5;2.0181245803833;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;5;5;-78;5.62156225409993;2.29080363887389;5.55151673768858;9.5566066401796;0.508459763299245;0.612685863860949;0.27836085625542;0.746090172949173;NaN;1
75;48;44;-4;3.09808135032654;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-4;-4;-42;5.62156225409993;-4.74626348874849;-5.61518656741502;9.5566066401796;-0.365048035189202;-0.402192560939396;-0.57672947009606;-0.836575041146465;NaN;1
31;33;27.5;-5.5;3.35784149169922;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-5.5;-5.5;-57;5.62156225409993;-8.9441535468946;-9.90473411669554;9.5566066401796;-0.510632668270609;-0.571338965072787;-1.08682481446442;-1.44453582464401;NaN;1
-24;78;67;-11;2.04816365242004;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-11;-11;-12;5.62156225409993;-4.39107412695063;-3.06275446356627;9.5566066401796;-1.0444429895691;-1.19154244689522;-0.533569588033244;-0.47481692939865;NaN;1
1;170;170;0;2.27783250808716;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;0;0;80;5.62156225409993;4.39981832321414;4.34213741738978;9.5566066401796;0.0231776530278858;0.0488645167496463;0.534632115575051;0.57468393705422;1;1
41;94;95;1;1.85807538032532;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;1;1;4;5.62156225409993;1.84641775130528;-3.41167876377401;9.5566066401796;0.120234075082158;0.161628786171907;0.224362497743893;-0.524270231524001;2;1
-47;32;19.5;-12.5;1.99815773963928;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-12.5;-12.5;-58;5.62156225409993;-15.670152143854;-8.6719030347472;9.5566066401796;-1.19002762265051;-1.36068885102861;-1.90411648313958;-1.26980575302442;2;1
-38;148;145;-2.99999999999999;3.21789145469666;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-2.99999999999999;-2.99999999999999;58;5.62156225409993;1.14846733843876;7.98326833650259;9.5566066401796;-0.267991613134929;-0.289428291517134;0.139552926442158;1.09074414642811;NaN;1
55;167;167.5;0.500000000000021;1.98811531066895;2;4;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;0.500000000000021;0.500000000000021;77;5.62156225409993;4.91079291615566;-3.96128952103744;9.5566066401796;0.0717058640550238;0.105246651460779;0.596721821913166;-0.602166975356717;NaN;1
-80;136;132.5;-3.50000000000001;1.95833659172058;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-3.50000000000001;-3.50000000000001;46;5.62156225409993;-4.3537006874736;-2.25398203681543;9.5566066401796;-0.316519824162067;-0.345810426228267;-0.529028254835803;-0.360189008250852;3;1
2;76;70;-6.00000000000001;2.87801647186279;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-6.00000000000001;-6.00000000000001;-14;5.62156225409993;0.431787136400338;0.32929306225846;9.5566066401796;-0.559160879297746;-0.627721099783918;0.0524674550750924;0.00594050428622149;1;1
70;97;79.5;-17.5;4.37816882133484;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-17.5;-17.5;7;5.62156225409993;-17.5577621778184;-18.270967503765;9.5566066401796;-1.67530973292187;-1.92451019813991;-2.1334843505614;-2.63028834201132;NaN;1
-50;55;40.5;-14.5;2.93793845176697;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-14.5;-14.5;-35;5.62156225409993;-12.3951039885833;-5.90293333879391;9.5566066401796;-1.38414046675906;-1.58621738987313;-1.506157795931;-0.877357606339322;2;1
-77;101;109.5;8.50000000000001;2.27797245979309;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;8.50000000000001;8.50000000000001;11;5.62156225409993;8.02561126884952;11.8009138415604;9.5566066401796;0.848157240489197;1.00736080683886;0.975210614676818;1.63182190013203;NaN;1
-3;13;13;-0;2.4180543422699;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-0;-0;-77;5.62156225409993;-2.56897932310977;-2.67568832659374;9.5566066401796;0.0231776530278858;0.0488645167496463;-0.312162627974012;-0.419957756211804;1;1
59;85;84.5;-0.500000000000006;5.64802551269531;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-0.500000000000006;-0.500000000000006;-5;5.62156225409993;4.69387338524132;-2.07418315480949;9.5566066401796;-0.0253505579992507;-0.00751761796148471;0.570363427269825;-0.334705978182879;NaN;1
70;129;152;23;2.45814061164856;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;1;0;0;NaN;23;39;5.62156225409993;NaN;NaN;9.5566066401796;2.25547536027614;NaN;NaN;NaN;NaN;1
-57;85;81.5;-3.5;3.43813633918762;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-3.5;-3.5;-5;5.62156225409993;1.69387338524132;7.18783023832677;9.5566066401796;-0.316519824162065;-0.345810426228265;0.205826478491114;0.978006109645683;NaN;1
-80;163;157;-6.00000000000001;2.62802171707153;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-6.00000000000001;-6.00000000000001;73;5.62156225409993;-2.06875938120047;0.0309592694576986;9.5566066401796;-0.559160879297746;-0.627721099783918;-0.251379744193385;-0.0363425673737182;3;1
86;171;172.5;1.50000000000001;2.87813472747803;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;1.50000000000001;1.50000000000001;81;5.62156225409993;5.77782727533898;1.85740848319789;9.5566066401796;0.168762286109294;0.218010920883038;0.702077175174165;0.222521446195782;3;1
8;77;85;8;3.4981164932251;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;8;8;-13;5.62156225409993;14.5478875186928;13.7804963821549;9.5566066401796;0.79962902946206;0.95097867212773;1.76774750908006;1.91238961468733;1;1
-55;28;19.5;-8.5;3.53793239593506;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-8.5;-8.5;-62;5.62156225409993;-10.4623722922657;-4.78158459311931;9.5566066401796;-0.801801934433425;-0.909631773339568;-1.27130709080316;-0.718428009648252;NaN;1
-34;95;80;-15;4.04787755012512;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-15;-15;5;5.62156225409993;-14.5125827205232;-8.88045569055266;9.5566066401796;-1.43266867778619;-1.64259952458426;-1.76345754127939;-1.29936407696589;NaN;1
16;102;101;-1;3.42815685272217;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-1;-1;12;5.62156225409993;-1.4707526415355;-3.06377121679126;9.5566066401796;-0.073878769026386;-0.0638997526726143;-0.178714560117861;-0.474961034593938;NaN;1
57;26;36;10;2.82783246040344;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;10;10;-64;5.62156225409993;8.53090062666841;0.571596681136798;9.5566066401796;0.993741873570604;1.17650721097225;1.0366094949267;0.0402823774756852;NaN;1
9;3;8;5;4.54810214042664;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;5;5;-87;5.62156225409993;3.9650931651714;3.05299812014554;9.5566066401796;0.508459763299245;0.612685863860948;0.48180765468497;0.391973259952261;1;1
-4;132;135;3;3.40795636177063;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;3;3;42;5.62156225409993;-0.57955761342631;-0.747877805009441;9.5566066401796;0.314346919190701;0.387157325016427;-0.0704233880132999;-0.146727728645424;1;1
5;146;142;-4;1.47804975509644;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-4;-4;56;5.62156225409993;0.0133896416499244;-0.353378955107155;9.5566066401796;-0.365048035189202;-0.402192560939396;0.00162700637076796;-0.0908151114940643;1;1
-57;143;124.5;-18.5;2.67813277244568;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-18.5;-18.5;53;5.62156225409993;-15.2290213835863;-9.73506453050082;9.5566066401796;-1.77236615497614;-2.03727446756218;-1.8505136626861;-1.42048842724987;NaN;1
-82;150;152.5;2.5;2.62815141677856;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;2.5;2.5;60;5.62156225409993;6.57217187531176;7.39966475012257;9.5566066401796;0.265818708163565;0.330775190305297;0.79859982742514;1.00802957349207;3;1
81;116;125.5;9.5;2.29797768592834;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;9.5;9.5;26;5.62156225409993;7.00010805770218;4.15785162148245;9.5566066401796;0.945213662543468;1.12012507626112;0.850599344158678;0.548564973322;3;1
-55;142;135.5;-6.5;3.0481264591217;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-6.5;-6.5;52;5.62156225409993;-3.63411388039956;2.04667381874685;9.5566066401796;-0.607689090324881;-0.684103234495047;-0.441589595158407;0.249346163806984;NaN;1
-51;177;173;-4.00000000000001;1.9081826210022;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-4.00000000000001;-4.00000000000001;87;5.62156225409993;-1.81494934108258;4.49487182088005;9.5566066401796;-0.365048035189202;-0.402192560939396;-0.220538698328726;0.596331098333164;NaN;1
66;175;174.5;-0.499999999999994;3.31813836097717;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-0.499999999999994;-0.499999999999994;85;5.62156225409993;2.61860524770162;0.429758843941703;9.5566066401796;-0.0253505579992495;-0.00751761796148329;0.318192789017692;0.0201795946903093;NaN;1
25;18;16.5;-1.5;4.05797028541565;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-1.5;-1.5;-72;5.62156225409993;-3.03735865459816;-3.99015712365533;9.5566066401796;-0.122406980053522;-0.120281887383744;-0.369076485431276;-0.606258402273807;NaN;1
14;119;121.5;2.5;2.82797789573669;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;2.5;2.5;29;5.62156225409993;-1.370951911912;-2.87022619944454;9.5566066401796;0.265818708163565;0.330775190305297;-0.166587542296915;-0.447529754479583;NaN;1
-66;45;33.5;-11.5;3.32813858985901;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-11.5;-11.5;-45;5.62156225409993;-13.6759157534602;-7.92519012682121;9.5566066401796;-1.09297120059624;-1.24792458160635;-1.66179220017371;-1.16397357391113;NaN;1
-40;176;170.5;-5.49999999999999;2.82814788818359;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-5.49999999999999;-5.49999999999999;86;5.62156225409993;-2.82476823020839;4.35185692647164;9.5566066401796;-0.510632668270608;-0.571338965072785;-0.343244130549071;0.576061490348299;2;1
76;170;168;-2;2.85813879966736;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-2;-2;80;5.62156225409993;2.39981832321414;1.27514512058443;9.5566066401796;-0.170935191080658;-0.176664022094875;0.29160748305591;0.1399968241769;NaN;1
9;121;119;-2;3.6479606628418;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-2;-2;31;5.62156225409993;-6.69999865893271;-7.61209370395857;9.5566066401796;-0.170935191080658;-0.176664022094875;-0.814132355982932;-1.11959818364747;1;1
64;1;7.5;6.5;2.3280885219574;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;6.5;6.5;-89;5.62156225409993;6.49932776650573;3.12904574644866;9.5566066401796;0.654044396380652;0.781832267994339;0.789748371038254;0.402751546925239;NaN;1
8;173;174.5;1.50000000000001;2.52780365943909;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;1.50000000000001;1.50000000000001;83;5.62156225409993;5.33075870537204;4.56336756883421;9.5566066401796;0.168762286109294;0.218010920883038;0.647752837710628;0.606039051937606;1;1
-13;87;85;-1.99999999999999;5.39790177345276;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-1.99999999999999;-1.99999999999999;-3;5.62156225409993;2.26916032612512;1.47509776633771;9.5566066401796;-0.170935191080657;-0.176664022094874;0.275730927191786;0.168336262259353;NaN;1
77;52;59;7;4.08808922767639;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;7;7;-38;5.62156225409993;8.06939817679593;6.63971183420576;9.5566066401796;0.702572607407789;0.83821440270547;0.980531263283231;0.900320878140386;NaN;1
20;61;67;6.00000000000001;4.95804452896118;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;6.00000000000001;6.00000000000001;-29;5.62156225409993;9.31183416209294;7.84791636596314;9.5566066401796;0.605516185353517;0.72545013328321;1.13150253766091;1.07156061037642;NaN;1
24;21;19;-2;2.26845955848694;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-2;-2;-69;5.62156225409993;-3.11858403621691;-4.17356164810892;9.5566066401796;-0.170935191080658;-0.176664022094874;-0.378946369690838;-0.632252462743543;NaN;1
-27;98;87;-11;11.3278727531433;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;1;NaN;NaN;8;5.62156225409993;NaN;NaN;9.5566066401796;-1.0444429895691;NaN;NaN;NaN;NaN;1
-6;96;89.5;-6.5;5.39772963523865;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-6.5;-6.5;6;5.62156225409993;-6.31485654478741;-6.64397649219471;9.5566066401796;-0.607689090324881;-0.684103234495047;-0.767332845604028;-0.982386206901779;1;1
-4;65;72;7;2.47822833061218;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;7;7;-25;5.62156225409993;10.946107203401;10.7777870118179;9.5566066401796;0.702572607407788;0.83821440270547;1.33008684031083;1.48681336907333;1;1
-55;154;143.5;-10.5;2.27796268463135;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-10.5;-10.5;64;5.62156225409993;-6.83892837571478;-1.15814067656838;9.5566066401796;-0.995914778541969;-1.13516031218409;-0.831014027666408;-0.20487459238045;NaN;1
-69;129;131.5;2.50000000000002;3.52813959121704;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;2.50000000000002;2.50000000000002;39;5.62156225409993;-2.52504316307273;3.2717547914044;9.5566066401796;0.265818708163567;0.3307751903053;-0.306823843400361;0.422977806638348;NaN;1
-74;28;14;-14;3.95805644989014;2;5;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-14;-14;-62;5.62156225409993;-15.9623722922657;-10.9823989538536;9.5566066401796;-1.33561225573192;-1.529835255162;-1.9396248302308;-1.59727406829778;NaN;1
-41;134;130.5;-3.50000000000001;1.82557320594788;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-3.50000000000001;-3.50000000000001;44;5.62156225409993;-5.77938279765959;1.49758424833911;9.5566066401796;-0.316519824162067;-0.345810426228267;-0.702266190294335;0.171523288177266;2;1
-34;71;52.5;-18.5;2.01641607284546;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-18.5;-18.5;-19;5.62156225409993;-13.1704647730268;-7.53833774305632;9.5566066401796;-1.77236615497614;-2.03727446756217;-1.60037368078557;-1.10914469612633;NaN;1
68;171;156;-15;1.83308410644531;2;33;1;Abreo et al. (2023);Experiment 1;Orientation;1;1;1;01 Abreo et al. (2023);2;0;0;0;-15;-15;81;5.62156225409993;-10.722172724661;-12.0016524544359;9.5566066401796;-1.43266867778619;-1.64259952458426;-1.30287604310876;-1.74173362951666;NaN;1
