width_pix,height_pix,backgroundColorOffset_1,backgroundColorOffset_2,backgroundColorOffset_3,backgroundColorOffset_4,contrastPreMultiplicator,radius_deg,freq_cpd,response_circ_deg,feedback_aspect_ratio,target_raw_sec,mask_raw_sec,fixation_deg,fixation_full_rgb_1,fixation_full_rgb_2,fixation_full_rgb_3,fixation_dim_rgb_1,fixation_dim_rgb_2,fixation_dim_rgb_3,phase_deg,noise_contrast,feedback_raw_sec,prepared,tex,tex_noise,tex_mask,aperture,tex_response,target_sec,mask_sec,feedback_sec,radius_pix,aperture_rect_1,aperture_rect_2,aperture_rect_3,aperture_rect_4,freq_cpp,response_circ_rect_1,response_circ_rect_2,response_circ_rect_3,response_circ_rect_4,feedback_sigma,fixation_rgb_1,fixation_rgb_2,fixation_rgb_3,fixation_pix,flip_now_slack,last_vbl,onset,fliptime,missed,beam,orientation,contrast,contrast_db,response,phase,AutoListeners__
256,256,0.5,0.5,0.5,0,0.5,2,1.5,6,10,0.2,5,0.08,1,1,1,0.8,0.8,0.8,0,0.5,0.5,1,11,14,15,13,12,0.194999858133961,4.99499985813396,0.494999858133961,81.5326047837955,0,0,163,163,0.0367950957528619,838,418,1082,662,48.8,1,1,1,3.26130419135182,0.00500014186603948,613626.297583021,613626.297583021,613626.297637352,0.199657753342763,0,111,0.1,0,-62.3540246362613,isi,
