savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,4,1227890870,94274.5379219957,91647.0853679187,21-Feb-2020 12:25:51,cf37422
