subject,session,block,section,trial,isi_raw_sec,orientation,contrast_db,contrast,response,rt,target_on,mask_on,isi_on,target_onset,mask_onset,isi_onset,target_fliptime,mask_fliptime,isi_fliptime,target_missed,mask_missed,isi_missed,target_beam,mask_beam,isi_beam,seed,date,isi_sec
14,1,1,1,1,0,60,-20,0.1,61.3523835431911,1.40912802284583,949081.599113954,949081.809281784,949083.050094192,949081.599113954,949081.809281784,949083.050094192,949081.599197264,949081.809355436,949083.050159391,0.00945535965729505,0.00953232520259917,1.23030531115364,0,0,0,12312019,20-Feb-2020 14:21:24,0
14,1,1,1,2,0.48,90,-20,0.1,-68.4841152905049,1.20975460018963,949083.530396004,949083.730497184,949084.751178945,949083.530396004,949083.730497184,949084.751178945,949083.530466335,949083.730548196,949084.751261048,0.00948383007198572,-0.000534326070919633,1.01017466501798,0,0,0,12312019,20-Feb-2020 14:21:24,0.474996620805468
14,1,1,1,3,0.34,177,-20,0.1,-1.40862873533847,2.53063506842591,949085.091388591,949085.291515126,949087.633021815,949085.091388591,949085.291515126,949087.633021815,949085.091451074,949085.291563724,949087.63308792,0.00948628119658679,-0.000508970697410405,2.33099959301762,0,0,0,12312019,20-Feb-2020 14:21:24,0.334996620805468
14,1,1,1,4,0.3,3,-20,0.1,12.8881851257657,1.91871367825661,949087.93321026,949088.133267671,949089.86443345,949087.93321026,949088.133267671,949089.86443345,949087.933336734,949088.133338002,949089.864495631,0.00949211290571839,-0.000578094040974975,1.72065868228674,0,0,0,12312019,20-Feb-2020 14:21:24,0.294996620805468
14,1,1,1,5,0.5,110,-20,0.1,-56.0489056716547,1.12708732089959,949090.364754466,949090.564806142,949091.505495909,949090.364754466,949090.564806142,949091.505495909,949090.364820872,949090.564858362,949091.505566541,0.00948951696045697,-0.000583829241804779,0.930182670010254,0,0,0,12312019,20-Feb-2020 14:21:24,0.494996620805468
14,1,1,1,6,0.3,66,-20,0.1,52.6604753344663,1.12003432621714,949091.805664129,949092.005785532,949092.936411062,949091.805664129,949092.005785532,949092.936411062,949091.805727517,949092.00584228,949092.936473847,0.00947188911959529,-0.000514102284796536,0.920118433656171,0,0,0,12312019,20-Feb-2020 14:21:24,0.294996620805468
14,1,1,1,7,0.48,68,-20,0.1,57.3807569288072,1.96496473357547,949093.41668601,949093.616805603,949095.388002397,949093.41668601,949093.616805603,949095.388002397,949093.416750606,949093.616859633,949095.388255493,0.00945696560665965,-0.000515913241542876,1.76068969804328,0,0,20,12312019,20-Feb-2020 14:21:24,0.474996620805468
14,1,1,1,8,0.36,102,-20,0.1,-57.2091197584962,1.59137304604519,949095.748178872,949095.948303294,949097.349214092,949095.748178872,949095.948303294,949097.349214092,949095.748240449,949095.94836638,949097.349276876,0.0094395934138447,-0.000511083635501564,1.39040370169096,0,0,0,12312019,20-Feb-2020 14:21:24,0.354996620805468
14,1,1,1,9,0.38,135,-20,0.1,-57.1187603347252,1.45598579372745,949097.729488708,949097.929582643,949099.200407858,949097.729488708,949097.929582643,949099.200407858,949097.72955119,949097.929634863,949099.200500224,0.00952421757392585,-0.000541570479981601,1.26031811861321,0,0,0,12312019,20-Feb-2020 14:21:24,0.374996620805468
14,1,1,1,10,0.5,33,-20,0.1,41.7480543996361,1.46261408738792,949099.700766605,949099.900826431,949101.171654363,949099.700766605,949099.900826431,949101.171654363,949099.700889156,949099.900911854,949101.171720769,0.00952724809758365,-0.00057567935436964,1.26032083516475,0,0,0,12312019,20-Feb-2020 14:21:24,0.494996620805468
14,1,1,1,11,0.46,9,-20,0.1,26.565051177078,1.91930167924147,949101.631968062,949101.832076788,949103.563196082,949101.631968062,949101.832076788,949103.563196082,949101.632033865,949101.83213595,949103.563260677,0.00950923375785351,-0.000526779913343489,1.72061219764873,0,0,0,12312019,20-Feb-2020 14:21:24,0.454996620805468
14,1,1,1,12,0.36,98,-20,0.1,-73.5295715603914,1.55377568851691,949103.923401991,949104.123536072,949105.484416009,949103.923401991,949104.123536072,949105.484416009,949103.92347051,949104.123611232,949105.484483925,0.00946902751456946,-0.000501424539834261,1.35037284065038,0,0,0,12312019,20-Feb-2020 14:21:24,0.354996620805468
14,1,1,1,13,0.34,113,-20,0.1,-69.6108352197183,1.62043442658614,949105.824630786,949106.024736192,949107.455663721,949105.824630786,949106.024736192,949107.455663721,949105.824694778,949106.02479958,949107.455730732,0.0094914126675576,-0.000530100194737315,1.42042043316178,0,0,0,12312019,20-Feb-2020 14:21:24,0.334996620805468
14,1,1,1,14,0.44,174,-20,0.1,2.86240522611175,1.37697752343956,949107.895995646,949108.096085959,949109.286844623,949107.895995646,949108.096085959,949109.286844623,949107.896059034,949108.096142405,949109.286913444,0.00954097614157945,-0.000545192626304924,1.18025156704243,0,0,0,12312019,20-Feb-2020 14:21:24,0.434996620805468
14,1,1,1,15,0.48,36,-20,0.1,43.069412558833,1.94387487287167,949109.767135267,949109.967255463,949111.718408751,949109.767135267,949109.967255463,949111.718408751,949109.767201371,949109.96731221,949111.718478478,0.00947266176808625,-0.000515309628099203,1.74064619175624,0,0,0,12312019,20-Feb-2020 14:21:24,0.474996620805468
14,1,1,1,16,0.38,142,-20,0.1,-38.2110254255612,1.4101884169504,949112.098637184,949112.298732025,949113.519548169,949112.098637184,949112.298732025,949113.519548169,949112.098702987,949112.298786357,949113.519612463,0.00947803468443453,-0.00054066488519311,1.21030904806685,0,0,0,12312019,20-Feb-2020 14:21:24,0.374996620805468
14,1,1,1,17,0.3,122,-20,0.1,-53.7974107099911,1.57098166295327,949113.819756535,949114.019852583,949115.400763194,949113.819756535,949114.019852583,949115.400763194,949113.819834412,949114.019908425,949115.400847108,0.00951203494332731,-0.000539457541890442,1.37040351459291,0,0,0,12312019,20-Feb-2020 14:21:24,0.294996620805468
14,1,1,1,18,0.4,45,-20,0.1,50.4403320310055,1.72763928119093,949115.800988494,949116.001097522,949117.542149084,949115.800988494,949116.001097522,949117.542149084,949115.801053995,949116.001152156,949117.542216094,0.00946138461586088,-0.000526478048413992,1.53054446587339,0,0,0,12312019,20-Feb-2020 14:21:24,0.394996620805468
14,1,1,1,19,0.46,5,-20,0.1,24.6768631703371,1.39215628267266,949118.002392754,949118.202527741,949119.403307476,949118.002392754,949118.202527741,949119.403307476,949118.00246882,949118.20258147,949119.40337177,0.00943920481950045,-0.000500519061461091,1.1902726390399,0,0,0,12312019,20-Feb-2020 14:21:24,0.454996620805468
14,1,1,1,20,0.46,116,-20,0.1,-60.0183606311507,1.51281543553341,949119.86359582,949120.063702131,949121.384574147,949119.86359582,949120.063702131,949121.384574147,949119.863657397,949120.063757973,949121.384643271,0.0094838785007596,-0.000529194716364145,1.31036492018029,0,0,0,12312019,20-Feb-2020 14:21:24,0.454996620805468
