savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,5,1252647007,343269.942784294,339198.591367915,24-Feb-2020 09:11:52,cf37422
