savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,6,1252983867,259882.549589523,257427.98692234,24-Feb-2020 10:08:01,cf37422
