subject,session,block,section,trial,isi_raw_sec,orientation,contrast_db,contrast,response,rt,target_on,mask_on,isi_on,target_onset,mask_onset,isi_onset,target_fliptime,mask_fliptime,isi_fliptime,target_missed,mask_missed,isi_missed,target_beam,mask_beam,isi_beam,seed,date,isi_sec
12,1,1,1,1,0,130,-20,0.1,-47.0700306530411,1.97985233552754,11578488.3614756,11578488.57161,11578490.3827764,11578488.3614756,11578488.57161,11578490.3827764,11578488.3615405,11578488.5716728,11578490.3828416,0.00949210487306118,0.00989743880927563,1.80068016052246,0,0,0,12312019,20-Feb-2020 14:21:24,0
12,1,1,1,2,0.46,169,-20,0.1,-20.5560452195835,1.65222026593983,11578490.8430642,11578491.0431524,11578492.5041293,11578490.8430642,11578491.0431524,11578492.5041293,11578490.8431264,11578491.0432022,11578492.5041942,0.000392090529203415,-0.000148775056004524,1.45049075037241,0,0,0,12312019,20-Feb-2020 14:21:24,0.45500656073913
12,1,1,1,3,0.42,148,-20,0.1,-29.3841571259513,1.81881559640169,11578492.9243757,11578493.1245007,11578494.7555557,11578492.9243757,11578493.1245007,11578494.7555557,11578492.9244376,11578493.124555,11578494.7556242,0.00029812753200531,-0.000111948698759079,1.6205688379705,0,0,0,12312019,20-Feb-2020 14:21:24,0.41500656073913
12,1,1,1,4,0.46,173,-20,0.1,-11.0295312239805,2.23122892715037,11578495.2158233,11578495.4159462,11578497.4573007,11578495.2158233,11578495.4159462,11578497.4573007,11578495.2158855,11578495.415999,11578497.4573653,0.000371865928173065,-0.000114060938358307,2.03086830303073,0,0,0,12312019,20-Feb-2020 14:21:24,0.45500656073913
12,1,1,1,5,0.3,73,-20,0.1,-122.106255955118,1.4115249812603,11578497.7574737,11578497.9575977,11578499.1783754,11578497.7574737,11578497.9575977,11578499.1783754,11578497.7575316,11578497.9576557,11578499.17844,6.72619789838791e-05,-0.000112853944301605,1.21029140613973,0,0,0,12312019,20-Feb-2020 14:21:24,0.29500656073913
12,1,1,1,6,0.4,60,-20,0.1,-127.158296784897,2.13027598336339,11578499.5786253,11578499.778763,11578501.7200124,11578499.5786253,11578499.778763,11578501.7200124,11578499.5786872,11578499.7788251,11578501.7200758,0.000275446102023125,-9.92696732282639e-05,1.93076325953007,0,0,0,12312019,20-Feb-2020 14:21:24,0.39500656073913
12,1,1,1,7,0.38,34,-20,0.1,-136.674837990529,1.79854175634682,11578502.1002545,11578502.3003432,11578503.9114091,11578502.1002545,11578502.3003432,11578503.9114091,11578502.1003157,11578502.3003951,11578503.9114728,0.000241298228502274,-0.000148171558976173,1.60057964548469,0,0,0,12312019,20-Feb-2020 14:21:24,0.37500656073913
12,1,1,1,8,0.46,138,-20,0.1,-39.1175544099047,1.54304006509483,11578504.3716945,11578504.5718071,11578505.9226847,11578504.3716945,11578504.5718071,11578505.9226847,11578504.371757,11578504.5718596,11578505.9227532,0.000389672815799713,-0.000124324113130569,1.34039141051471,0,0,0,12312019,20-Feb-2020 14:21:24,0.45500656073913
12,1,1,1,9,0.3,25,-20,0.1,-144.462322208026,1.84977557323873,11578506.2228794,11578506.4230014,11578508.0840755,11578506.2228794,11578506.4230014,11578508.0840755,11578506.2229636,11578506.423053,11578508.0841428,8.89934599399567e-05,-0.000114966183900833,1.65058794431388,0,0,0,12312019,20-Feb-2020 14:21:24,0.29500656073913
12,1,1,1,10,0.32,30,-20,0.1,-141.044092162241,2.90618915855885,11578508.4042718,11578508.6044013,11578511.326115,11578508.4042718,11578508.6044013,11578511.326115,11578508.4043424,11578508.604455,11578511.3261898,0.000116806477308273,-0.000107420608401299,2.71122744865716,0,0,0,12312019,20-Feb-2020 14:21:24,0.31500656073913
12,1,1,1,11,0.34,96,-20,0.1,-86.6050764578817,1.8480613604188,11578511.6663496,11578511.8664625,11578513.5275642,11578511.6663496,11578511.8664625,11578513.5275642,11578511.6664118,11578511.8665162,11578513.5276263,0.000181443989276886,-0.000124022364616394,1.65061541460454,0,0,0,12312019,20-Feb-2020 14:21:24,0.33500656073913
12,1,1,1,12,0.3,92,-20,0.1,-96.7661748225531,1.36068326979876,11578513.8277296,11578514.0278373,11578515.1986408,11578513.8277296,11578514.0278373,11578515.1986408,11578513.8277905,11578514.0278886,11578515.1987087,5.97145408391953e-05,-0.000129153952002525,1.16031721420586,0,0,0,12312019,20-Feb-2020 14:21:24,0.29500656073913
12,1,1,1,13,0.42,179,-20,0.1,-6.70983680775693,1.44745826162398,11578515.6188799,11578515.8189717,11578517.0798122,11578515.6188799,11578515.8189717,11578517.0798122,11578515.6189584,11578515.8190257,11578517.0798789,0.000290883705019951,-0.00014515221118927,1.25035431236029,0,0,0,12312019,20-Feb-2020 14:21:24,0.41500656073913
12,1,1,1,14,0.36,125,-20,0.1,-45,1.63421936705709,11578517.4400391,11578517.6401459,11578519.0810782,11578517.4400391,11578517.6401459,11578519.0810782,11578517.4401024,11578517.6401984,11578519.0811397,0.000199900940060616,-0.000130059197545052,1.4304460156709,0,0,0,12312019,20-Feb-2020 14:21:24,0.35500656073913
12,1,1,1,15,0.36,39,-20,0.1,-143.695502877425,1.18888070620596,11578519.4413186,11578519.6414258,11578520.6420753,11578519.4413186,11578519.6414258,11578520.6420753,11578519.4413811,11578519.6414786,11578520.6421384,0.000213483348488808,-0.000129757449030876,0.990163361653686,0,0,0,12312019,20-Feb-2020 14:21:24,0.35500656073913
12,1,1,1,16,0.34,145,-20,0.1,-38.5092283655243,1.48583442158997,11578520.9822949,11578521.1824132,11578522.483262,11578520.9822949,11578521.1824132,11578522.483262,11578520.9823749,11578521.1824682,11578522.4833209,0.000166352838277817,-0.000118589028716087,1.29036258161068,0,0,0,12312019,20-Feb-2020 14:21:24,0.33500656073913
12,1,1,1,17,0.3,4,-20,0.1,-155.596028311148,2.21858467906713,11578522.7834468,11578522.9835603,11578525.0148982,11578522.7834468,11578522.9835603,11578525.0148982,11578522.7835084,11578522.9836143,11578525.0149619,7.90338963270187e-05,-0.000123418867588043,2.02085167169571,0,0,0,12312019,20-Feb-2020 14:21:24,0.29500656073913
12,1,1,1,18,0.5,104,-20,0.1,-55.1246716553978,1.95663876645267,11578525.5151889,11578525.7153002,11578527.4864559,11578525.5151889,11578525.7153002,11578527.4864559,11578525.5152519,11578525.7153612,11578527.4865441,0.000447412952780724,-0.000125531107187271,1.76066947542131,0,0,0,12312019,20-Feb-2020 14:21:24,0.49500656073913
12,1,1,1,19,0.36,2,-20,0.1,-171.936753834303,1.54714916646481,11578527.8466789,11578528.0467706,11578529.4076818,11578527.8466789,11578528.0467706,11578529.4076818,11578527.8467402,11578528.0468265,11578529.4077515,0.000195976346731186,-0.00014515221118927,1.35042494721711,0,0,0,12312019,20-Feb-2020 14:21:24,0.35500656073913
12,1,1,1,20,0.3,71,-20,0.1,-119.100477411543,1.73604858480394,11578529.7078647,11578529.9080163,11578531.4590107,11578529.7078647,11578529.9080163,11578531.4590107,11578529.7079251,11578529.9080691,11578531.4590732,7.7221542596817e-05,-8.53855162858963e-05,1.54050822556019,0,0,0,12312019,20-Feb-2020 14:21:24,0.29500656073913
12,1,1,1,21,0.3,177,-20,0.1,-5.80672690553158,1.59854930266738,11578531.7591752,11578531.9592836,11578533.3702043,11578531.7591752,11578531.9592836,11578533.3702043,11578531.7592356,11578531.9593373,11578533.3702674,5.8809295296669e-05,-0.000128550454974175,1.40043445304036,0,0,0,12312019,20-Feb-2020 14:21:24,0.29500656073913
12,1,1,1,22,0.3,112,-20,0.1,-61.2738693346956,2.53322205133736,11578533.6703818,11578533.8705146,11578536.2120173,11578533.6703818,11578533.8705146,11578536.2120173,11578533.6704409,11578533.8705653,11578536.21209,7.17882066965103e-05,-0.00010409951210022,2.33101651258767,0,0,0,12312019,20-Feb-2020 14:21:24,0.29500656073913
12,1,1,1,23,0.46,35,-20,0.1,-150.668160421753,2.45515546761453,11578536.6722955,11578536.8724214,11578539.13389,11578536.6722955,11578536.8724214,11578539.13389,11578536.6723577,11578536.8724763,11578539.1339595,0.000382430851459503,-0.000111043453216553,2.25098246522248,0,0,0,12312019,20-Feb-2020 14:21:24,0.45500656073913
12,1,1,1,24,0.44,110,-20,0.1,-72.1649850573319,1.54721376113594,11578539.5741664,11578539.7742542,11578541.1351684,11578539.5741664,11578539.7742542,11578541.1351684,11578539.5742418,11578539.7743067,11578541.1352312,0.000354316085577011,-0.0001490768045187,1.35042796470225,0,0,0,12312019,20-Feb-2020 14:21:24,0.43500656073913
12,1,1,1,25,0.44,29,-20,0.1,-143.317649244106,1.66577701084316,11578541.5754429,11578541.7755313,11578543.2565189,11578541.5754429,11578541.7755313,11578543.2565189,11578541.5755057,11578541.7755932,11578543.2565832,0.000352503731846809,-0.000148473307490349,1.47050137445331,0,0,0,12312019,20-Feb-2020 14:21:24,0.43500656073913
12,1,1,1,26,0.36,12,-20,0.1,-143.226722464108,3.02447289228439,11578543.6167428,11578543.8168587,11578546.6487131,11578543.6167428,11578543.8168587,11578546.6487131,11578543.6168032,11578543.816932,11578546.6492027,0.000196883454918861,-0.00012100487947464,2.82136818952858,0,0,45,12312019,20-Feb-2020 14:21:24,0.35500656073913
12,1,1,1,27,0.44,86,-20,0.1,-93.8460300900474,1.34216077066958,11578547.0889474,11578547.2890546,11578548.4398184,11578547.0889474,11578547.2890546,11578548.4398184,11578547.0890325,11578547.2891077,11578548.4398839,0.000312309712171555,-0.000129757449030876,1.14027761109173,0,0,0,12312019,20-Feb-2020 14:21:24,0.43500656073913
12,1,1,1,28,0.3,128,-20,0.1,-37.2664019009771,1.83300109580159,11578548.7400167,11578548.9401317,11578550.5811877,11578548.7400167,11578548.9401317,11578550.5811877,11578548.7400961,11578548.9401846,11578550.5812541,9.26163047552109e-05,-0.000121910125017166,1.63056977465749,0,0,0,12312019,20-Feb-2020 14:21:24,0.29500656073913
12,1,1,1,29,0.46,163,-20,0.1,-16.0111774788085,1.35347174294293,11578551.0415139,11578551.2415752,11578552.4023508,11578551.0415139,11578551.2415752,11578552.4023508,11578551.0415767,11578551.2416265,11578552.4024166,0.000430423766374588,-0.000175638124346733,1.15028941258788,0,0,0,12312019,20-Feb-2020 14:21:24,0.45500656073913
12,1,1,1,30,0.44,144,-20,0.1,-35.8160807491557,1.68027069978416,11578552.8426377,11578553.042727,11578554.5337047,11578552.8426377,11578553.042727,11578554.5337047,11578552.8426996,11578553.0427874,11578554.5337645,0.000364881008863449,-0.000147566199302673,1.48049144260585,0,0,0,12312019,20-Feb-2020 14:21:24,0.43500656073913
