savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,3,1227368623,89229.5714552635,86424.805924926,21-Feb-2020 10:58:49,cf37422
