savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,9,1288376937,613646.403110434,611338.315751267,28-Feb-2020 12:26:52,cf37422
