subject,session,block,section,trial,isi_raw_sec,orientation,contrast_db,contrast,response,rt,target_on,mask_on,isi_on,target_onset,mask_onset,isi_onset,target_fliptime,mask_fliptime,isi_fliptime,target_missed,mask_missed,isi_missed,target_beam,mask_beam,isi_beam,seed,date,isi_sec
5,1,1,1,1,0,93,-20,0.1,-1.42026554639905,1.18314483389258,339236.86421793,339237.074365537,339239.90616402,339236.86421793,339237.074365537,339239.90616402,339236.864280111,339237.074424096,339239.906228616,0.00952538923593238,0.00991558324312791,2.82131251710234,0,0,0,12312019,20-Feb-2020 14:21:24,0
5,1,1,1,2,0.42,47,-20,0.1,10.0910572388889,1.58880521979881,339240.326441727,339240.52652057,339241.927454912,339240.326441727,339240.52652057,339241.927454912,339240.326511152,339240.526573997,339241.92751981,0.000339721911586821,-0.000153180852066725,1.39044837583788,0,0,0,12312019,20-Feb-2020 14:21:24,0.415006682700993
5,1,1,1,3,0.42,148,-20,0.1,9.54038180484264,4.77325766190188,339242.34770998,339242.547843156,339247.130768667,339242.34770998,339242.547843156,339247.130768667,339242.347776387,339242.547890848,339247.130836884,0.000317083264235407,-9.88480751402676e-05,4.57243954436854,0,0,0,12312019,20-Feb-2020 14:21:24,0.415006682700993
5,1,1,1,4,0.5,74,-20,0.1,80.5376777919744,1.27979313710239,339247.631093908,339247.831185429,339248.921924744,339247.631093908,339247.831185429,339248.921924744,339247.631180539,339247.831237347,339248.921990245,0.000494180247187614,-0.000140503223519772,1.08025334839476,0,0,0,12312019,20-Feb-2020 14:21:24,0.495006682700993
5,1,1,1,5,0.44,88,-20,0.1,0.477453777309577,2.52654079382773,339249.362200525,339249.562306836,339251.903828014,339249.362200525,339249.562306836,339251.903828014,339249.362266328,339249.562357546,339251.903906193,0.000364526931662112,-0.000125712598673999,2.33103521179874,0,0,0,12312019,20-Feb-2020 14:21:24,0.435006682700993
5,1,1,1,6,0.46,177,-20,0.1,28.3007557660064,1.9084562586504,339252.364113339,339252.564229913,339254.285341115,339252.364113339,339252.564229913,339254.285341115,339252.364179746,339252.564291792,339254.285411747,0.000400802178774029,-0.000115449831355363,1.71062523499131,0,0,0,12312019,20-Feb-2020 14:21:24,0.455006682700993
5,1,1,1,7,0.5,34,-20,0.1,33.5589561312326,1.7268342510215,339254.785677223,339254.985739162,339256.526778047,339254.785677223,339254.985739162,339256.526778047,339254.785739706,339254.985793495,339256.526849283,0.000505046802572906,-0.000170084356795996,1.53055291809142,0,0,0,12312019,20-Feb-2020 14:21:24,0.495006682700993
5,1,1,1,8,0.46,66,-20,0.1,26.565051177078,1.66337027860573,339256.987066391,339257.187177833,339258.658125659,339256.987066391,339257.187177833,339258.658125659,339256.987136118,339257.187230355,339258.658189953,0.000403820653446019,-0.000120581185910851,1.46046185941668,0,0,0,12312019,20-Feb-2020 14:21:24,0.455006682700993
5,1,1,1,9,0.38,169,-20,0.1,-11.7881832991076,2.55793727526907,339259.038360129,339259.238497832,339261.610017027,339259.038360129,339259.238497832,339261.610017027,339259.038422913,339259.238548845,339261.61008766,0.000243023503571749,-9.43203922361135e-05,2.36103322869167,0,0,0,12312019,20-Feb-2020 14:21:24,0.375006682700993
5,1,1,1,10,0.42,100,-20,0.1,-12.7396467924821,8.25360867555719,339262.030272397,339262.230413119,339270.295570764,339262.030272397,339262.230413119,339270.295570764,339262.030338804,339262.230473791,339270.295641698,0.000317385129164904,-9.13019175641239e-05,8.05467167863389,0,0,0,12312019,20-Feb-2020 14:21:24,0.415006682700993
5,1,1,1,11,0.36,127,-20,0.1,1.89338584574627,1.65802665258525,339270.655790558,339270.855929469,339272.326853449,339270.655790558,339270.855929469,339272.326853449,339270.655857267,339270.855981085,339272.326918648,0.000201616843696684,-9.31129907257855e-05,1.46043801336782,0,0,0,12312019,20-Feb-2020 14:21:24,0.355006682700993
5,1,1,1,12,0.48,143,-20,0.1,17.8188889145228,1.75252186966827,339272.80716492,339273.00725795,339274.568248424,339272.80716492,339273.00725795,339274.568248424,339272.807234647,339273.007312283,339274.568310906,0.00045367912389338,-0.000138994015287608,1.55050450761337,0,0,0,12312019,20-Feb-2020 14:21:24,0.475006682700993
5,1,1,1,13,0.3,103,-20,0.1,13.3487271132874,2.52908356650732,339274.868469468,339275.068589664,339277.410142838,339274.868469468,339275.068589664,339277.410142838,339274.868546137,339275.068645204,339277.41021347,0.000122674100566655,-0.000111827626824379,2.33106720779324,0,0,0,12312019,20-Feb-2020 14:21:24,0.295006682700993
5,1,1,1,14,0.5,117,-20,0.1,30.7246934707906,1.60906077089021,339277.91040771,339278.110551752,339279.531460322,339277.91040771,339278.110551752,339279.531460322,339277.910474418,339278.110604576,339279.531522805,0.000433810520917177,-8.79815779626369e-05,1.41042260400718,0,0,0,12312019,20-Feb-2020 14:21:24,0.495006682700993
5,1,1,1,15,0.36,107,-20,0.1,23.3852210572138,2.1396792375599,339279.891673476,339280.091791257,339282.043090399,339279.891673476,339280.091791257,339282.043090399,339279.891762219,339280.091847703,339282.043158616,0.00019497616449371,-0.000114242371637374,1.94081317499513,0,0,0,12312019,20-Feb-2020 14:21:24,0.355006682700993
5,1,1,1,16,0.38,72,-20,0.1,25.9188855710464,2.88384201360168,339282.423258462,339282.623413371,339285.315176133,339282.423258462,339282.623413371,339285.315176133,339282.423336641,339282.623464685,339285.315241936,0.000176616827957332,-7.71150225773454e-05,2.68127679632744,0,0,0,12312019,20-Feb-2020 14:21:24,0.375006682700993
5,1,1,1,17,0.38,54,-20,0.1,22.8097111038775,2.12383188359672,339285.695394605,339285.89551782,339287.826754593,339285.695394605,339285.89551782,339287.826754593,339285.695460106,339285.895578491,339287.826825829,0.000227025535423309,-0.000108809093944728,1.92075080703944,0,0,0,12312019,20-Feb-2020 14:21:24,0.375006682700993
5,1,1,1,18,0.32,41,-20,0.1,30.5608392673715,1.46199318487197,339288.146953185,339288.347083041,339289.617903426,339288.146953185,339288.347083041,339289.617903426,339288.147017479,339288.347135562,339289.617961381,0.000126953353174031,-0.000102168414741755,1.26033441891195,0,0,0,12312019,20-Feb-2020 14:21:24,0.315006682700993
5,1,1,1,19,0.34,139,-20,0.1,48.0848123304976,1.44683102727868,339289.958070209,339290.158228438,339291.419049787,339289.958070209,339290.158228438,339291.419049787,339289.958129372,339290.158280356,339291.419109553,0.000121875375043601,-7.37946829758585e-05,1.25033538189018,0,0,0,12312019,20-Feb-2020 14:21:24,0.335006682700993
5,1,1,1,20,0.32,106,-20,0.1,15.8801387770753,2.23153327929322,339291.739254718,339291.939360727,339293.980678972,339291.739254718,339291.939360727,339293.980678972,339291.739315691,339291.939413852,339293.980745077,0.000133292167447507,-0.000126014463603497,2.03083227894967,0,0,0,12312019,20-Feb-2020 14:21:24,0.315006682700993
5,1,1,1,21,0.42,162,-20,0.1,0.469627019689648,1.40569781512022,339294.40097479,339294.6010156,339295.821862835,339294.40097479,339294.6010156,339295.821862835,339294.401047837,339294.601069027,339295.821928939,0.000357832876034081,-0.000191213795915246,1.21036126837134,0,0,0,12312019,20-Feb-2020 14:21:24,0.415006682700993
5,1,1,1,22,0.38,81,-20,0.1,7.86907555179051,2.05248362547718,339296.202091569,339296.402210558,339298.263444111,339296.202091569,339296.402210558,339298.263444111,339296.202173672,339296.402263382,339298.263512932,0.000237288360949606,-0.000113034970127046,1.85074758628616,0,0,0,12312019,20-Feb-2020 14:21:24,0.375006682700993
5,1,1,1,23,0.4,107,-20,0.1,11.0171116187892,1.64880789420567,339298.663673335,339298.863783872,339300.324724812,339298.663673335,339298.863783872,339300.324724812,339298.66373793,339298.86383579,339300.324792728,0.000264508184045553,-0.000121486722491682,1.45045497425599,0,0,0,12312019,20-Feb-2020 14:21:24,0.395006682700993
5,1,1,1,24,0.4,68,-20,0.1,3.75172907052598,1.94131730962545,339300.724995993,339300.925108039,339302.676196128,339300.724995993,339300.925108039,339302.676196128,339300.725078699,339300.925159655,339302.67626012,0.000306465139146894,-0.000119977514259517,1.74060212244513,0,0,0,12312019,20-Feb-2020 14:21:24,0.395006682700993
5,1,1,1,25,0.38,94,-20,0.1,-6.76617482255306,4.14166932541411,339303.056505155,339303.256571923,339307.209142753,339303.056505155,339303.256571923,339307.209142753,339303.05656643,339303.256624445,339307.209234515,0.000317580124828964,-0.000165254808962345,3.94208486319985,0,0,0,12312019,20-Feb-2020 14:21:24,0.375006682700993
5,1,1,1,26,0.38,40,-20,0.1,5.80672690553158,4.64852325094398,339307.589369979,339307.78947961,339312.252359022,339307.589369979,339307.78947961,339312.252359022,339307.589432763,339307.789532735,339312.252426335,0.000235779152717441,-0.000122392317280173,4.45239344605943,0,0,0,12312019,20-Feb-2020 14:21:24,0.375006682700993
5,1,1,1,27,0.48,29,-20,0.1,1.46880071438582,2.47906755341683,339312.732687397,339312.93277107,339315.224256917,339312.732687397,339312.93277107,339315.224256917,339312.732754106,339312.932824799,339315.22432272,0.000470582628622651,-0.000148351304233074,2.28099988040049,0,0,0,12312019,20-Feb-2020 14:21:24,0.475006682700993
5,1,1,1,28,0.48,111,-20,0.1,-47.4590439901046,1.70107056648703,339315.704555107,339315.904683453,339317.415666366,339315.704555107,339315.904683453,339317.415666366,339315.70462091,339315.904741408,339317.415734281,0.000440397765487432,-0.00010367768118158,1.50049694633344,0,0,0,12312019,20-Feb-2020 14:21:24,0.475006682700993
5,1,1,1,29,0.5,23,-20,0.1,-166.970805192056,1.99184344679816,339317.915967761,339318.116079808,339319.917252731,339317.915967761,339318.116079808,339319.917252731,339317.916029942,339318.11613414,339319.917317628,0.000470334198325872,-0.000119977514259517,1.79068695701426,0,0,0,12312019,20-Feb-2020 14:21:24,0.495006682700993
5,1,1,1,30,0.4,6,-20,0.1,7.93275831417206,1.22392759978538,339320.317506706,339320.517614527,339321.548281742,339320.317506706,339320.517614527,339321.548281742,339320.317573113,339320.517666746,339321.548340904,0.000289259769488126,-0.000124203390441835,1.02018124883762,0,0,0,12312019,20-Feb-2020 14:21:24,0.395006682700993
5,1,1,1,31,0.48,172,-20,0.1,-9.22392228210534,1.60681833757553,339322.028579932,339322.228667529,339323.64963345,339322.028579932,339322.228667529,339323.64963345,339322.028649659,339322.22872005,339323.649693518,0.000440397765487432,-0.000144427234772593,1.41047995525878,0,0,0,12312019,20-Feb-2020 14:21:24,0.475006682700993
5,1,1,1,32,0.4,165,-20,0.1,-12.3690615259255,2.13536219875095,339324.049913988,339324.24999917,339326.191293558,339324.049913988,339324.24999917,339326.191293558,339324.049974056,339324.250050484,339326.191528377,0.000315822428092361,-0.000146842037793249,1.93080842134077,0,0,15,12312019,20-Feb-2020 14:21:24,0.395006682700993
5,1,1,1,33,0.48,142,-20,0.1,-32.6192430711928,2.17954287445173,339326.671564563,339326.871670874,339328.862945638,339326.671564563,339326.871670874,339328.862945638,339326.67164576,339326.871730338,339328.863009026,0.000413212808780372,-0.000125712598673999,1.98078879766399,0,0,0,12312019,20-Feb-2020 14:21:24,0.475006682700993
5,1,1,1,34,0.32,150,-20,0.1,-26.3421115258805,1.32586308330065,339329.183166567,339329.383280424,339330.524032734,339329.183166567,339329.383280424,339330.524032734,339329.183225126,339329.383333248,339330.524090387,0.000149290193803608,-0.000118166441097856,1.1302663430688,0,0,0,12312019,20-Feb-2020 14:21:24,0.315006682700993
5,1,1,1,35,0.3,5,-20,0.1,21.7098827598712,1.30277407931862,339330.824212726,339331.024335639,339332.135041334,339330.824212726,339331.024335639,339332.135041334,339330.824275209,339331.024386047,339332.135101402,8.16226238384843e-05,-0.000109110958874226,1.10021972854156,0,0,0,12312019,20-Feb-2020 14:21:24,0.295006682700993
5,1,1,1,36,0.3,151,-20,0.1,-14.1621680553128,1.52775905479211,339332.435246379,339332.63538529,339333.97623395,339332.435246379,339332.63538529,339333.97623395,339332.435305542,339332.635436303,339333.976302167,0.000106676132418215,-9.31129907257855e-05,1.3303626931156,0,0,0,12312019,20-Feb-2020 14:21:24,0.295006682700993
5,1,1,1,37,0.32,32,-20,0.1,35.3624618870691,1.92431991244666,339334.296431334,339334.496543079,339336.227703424,339334.296431334,339334.496543079,339336.227703424,339334.296490497,339334.496596506,339336.22782024,0.000125745951663703,-0.000120279320981354,1.72067437891383,0,0,0,12312019,20-Feb-2020 14:21:24,0.315006682700993
5,1,1,1,38,0.4,131,-20,0.1,-44.6350636642694,1.54278930451255,339336.627925102,339336.828040166,339338.178906578,339336.627925102,339336.828040166,339338.178906578,339336.628000564,339336.828093895,339338.178972682,0.000256962026469409,-0.000116959039587528,1.34038044483168,0,0,0,12312019,20-Feb-2020 14:21:24,0.395006682700993
