savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,9,1288993691,705211.128114814,702650.949986402,28-Feb-2020 14:09:39,cf37422
