savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,11,1289096981,621055.820251749,618538.336023662,28-Feb-2020 14:26:52,cf37422
