savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,15,1313711774,866735.447547494,864672.099723874,02-Mar-2020 10:49:20,cf37422
