savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,2,1220588265,21176.164085207,18611.0357264998,20-Feb-2020 16:08:32,901cb89
