savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,14,1313635366,952321.202400964,949057.877839754,02-Mar-2020 10:36:36,cf37422
