savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,1,1686476880,4676404.10774215,4673520.0007676,14-Apr-2020 14:12:26,cf37422
