savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,12,1289160025,11581723.2331396,11578463.7689362,28-Feb-2020 14:37:22,cf37422
