savedir,subject,seed,exp_end,exp_start,datetaken,version
C:\Users\lab\Experiments\psadil\serialdependence_maskedclick\events,16,1314451942,959660.565242615,957223.322843692,02-Mar-2020 12:52:42,cf37422
