trial,file,orientation,response,separations,error
78,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,4,-59,37,63
79,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,89,-80,85,-11
80,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,23,50,-66,-27
81,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-58,-64,-81,6
82,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,41,53,-81,-12
83,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,6,-1,-35,7
84,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-84,-87,-90,3
85,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-50,-35,34,-15
86,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,52,52,-78,0
87,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-81,-57,47,-24
88,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-89,-86,-8,-3
89,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-25,-26,64,1
90,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-28,-35,-3,7
91,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-36,-41,-8,5
92,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,7,-11,43,18
93,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,32,36,25,-4
94,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,5,-13,-27,18
95,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-72,-46,-77,-26
96,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-47,-35,25,-12
97,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,23,-64,70,87
98,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-52,-38,-75,-14
99,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,70,63,-58,7
100,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,2,-6,-68,8
101,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,49,45,47,4
102,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-60,-53,71,-7
103,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,45,71,-75,-26
104,C:\Users\admin\Box\desktop\deidentified\S4_left_2.txt,-14,-32,-59,18
1,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,45,60,-10,-15
2,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,45,45,0,0
3,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,29,36,-16,-7
4,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,56,57,27,-1
5,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-46,-37,78,-9
6,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-4,-16,42,12
7,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-53,-46,-49,-7
8,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-2,-20,51,18
9,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-87,-82,-85,-5
10,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,26,28,-67,-2
11,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,28,32,2,-4
12,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,83,77,55,6
13,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,46,63,-37,-17
14,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,25,38,-21,-13
15,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,14,27,-11,-13
16,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-53,-52,-67,-1
17,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-4,-6,49,2
18,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,29,37,33,-8
19,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-83,-85,68,2
20,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,70,80,-27,-10
21,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,65,75,-5,-10
22,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-19,-16,-84,-3
23,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-37,-28,-18,-9
24,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,25,24,62,1
25,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-4,-14,-29,10
26,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-39,-30,-35,-9
27,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-52,-48,-13,-4
28,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-12,-24,40,12
29,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,44,61,56,-17
30,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-34,-32,-78,-2
31,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,78,71,-68,7
32,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,55,71,-23,-16
33,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-41,-42,84,1
34,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-80,-78,-39,-2
35,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-20,-20,60,0
36,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-88,-83,-68,-5
37,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-13,-14,75,1
38,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-47,-43,-34,-4
39,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,72,70,-61,2
40,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,67,66,-5,1
41,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,67,69,0,-2
42,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,72,70,5,2
43,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-59,-67,49,8
44,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,24,25,83,-1
45,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,1,-15,-23,16
46,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-36,-29,-37,-7
47,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-9,-11,27,2
48,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-60,-70,-51,10
49,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-74,-72,-14,-2
50,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,0,-8,74,8
51,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-83,-80,-83,-3
52,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,82,86,-15,-4
53,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,76,80,-6,-4
54,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,18,18,-58,0
55,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-89,82,73,9
56,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-71,-74,18,3
57,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,29,28,-80,1
58,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-45,-42,-74,-3
59,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-21,-26,24,5
60,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,42,38,63,4
61,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,11,27,-31,-16
62,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,61,64,50,-3
63,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-1,7,-62,-8
64,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,39,54,40,-15
65,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,85,86,46,-1
66,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,66,73,-19,-7
67,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,69,73,3,-4
68,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-63,-70,48,7
69,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,69,73,-48,-4
70,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-59,-66,52,7
71,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-6,-8,53,2
72,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,29,19,35,10
73,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,59,57,30,2
74,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,65,64,6,1
75,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,87,85,22,2
76,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,2,8,-85,-6
77,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-57,-63,-59,6
78,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,50,51,-73,-1
79,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-22,-25,-72,3
80,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-21,-23,1,2
81,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,65,59,86,6
82,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,83,76,18,7
83,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-52,-60,45,8
84,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,5,19,57,-14
85,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-11,-8,-16,-3
86,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-19,-16,-8,-3
87,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,88,89,-73,-1
88,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-15,-13,77,-2
89,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,83,81,-82,2
90,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,73,75,-10,-2
91,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,6,14,-67,-8
92,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-82,-82,-88,0
93,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,13,15,-85,-2
94,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-53,-52,-66,-1
95,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-58,-55,-5,-3
96,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,37,49,-85,-12
97,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-21,-19,-58,-2
98,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,16,27,37,-11
99,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,11,19,-5,-8
100,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,42,54,31,-12
101,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-33,-47,-75,14
102,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-50,-47,-17,-3
103,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,-45,-44,5,-1
104,C:\Users\admin\Box\desktop\deidentified\S4_left_3.txt,55,60,-80,-5
1,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-70,-71,-83,1
2,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,26,29,-84,-3
3,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-5,-9,-31,4
4,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-5,-14,0,9
5,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-21,-16,-16,-5
6,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-29,-24,-8,-5
7,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-8,-21,21,13
8,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,31,33,39,-2
9,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-26,-22,-57,-4
10,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,15,22,41,-7
11,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-84,-86,81,2
12,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-62,-75,22,13
13,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,57,74,-61,-17
14,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,43,44,-14,-1
15,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-71,-71,66,0
16,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-36,-43,35,7
17,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,84,81,-60,3
18,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,71,77,-13,-6
19,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,58,75,-13,-17
20,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,77,80,19,-3
21,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,83,80,6,3
22,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,57,70,-26,-13
23,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-64,-64,59,0
24,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-81,-69,-17,-12
25,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-2,-10,79,8
26,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,55,41,57,14
27,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,4,9,-51,-5
28,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,83,81,79,2
29,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,71,80,-12,-9
30,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,29,42,-42,-13
31,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,80,77,51,3
32,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-35,-44,65,9
33,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,21,33,56,-12
34,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,57,54,36,3
35,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,6,18,-51,-12
36,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-11,-10,-17,-1
37,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-43,-37,-32,-6
38,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,5,11,48,-6
39,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-13,-21,-18,8
40,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-44,-42,-31,-2
41,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-54,-51,-10,-3
42,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,6,15,60,-9
43,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,52,54,46,-2
44,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,21,30,-31,-9
45,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-35,-33,-56,-2
46,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-4,4,31,-8
47,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-52,-56,-48,4
48,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,58,71,-70,-13
49,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-79,-78,43,-1
50,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,76,81,-25,-5
51,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-75,-82,29,7
52,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,11,11,86,0
53,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,74,76,63,-2
54,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,64,70,-10,-6
55,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-69,-75,47,6
56,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-63,-68,6,5
57,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,82,74,-35,8
58,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,39,59,-43,-20
59,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,4,16,-35,-12
60,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,47,43,43,4
61,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-50,-46,83,-4
62,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-20,-20,30,0
63,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-22,-23,-2,1
64,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,39,37,61,2
65,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-64,-58,77,-6
66,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-84,-83,-20,-1
67,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-57,-74,27,17
68,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,43,43,-80,0
69,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,65,58,22,7
70,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-33,-41,82,8
71,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,88,-85,-59,-7
72,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,13,18,-75,-5
73,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-63,-73,-76,10
74,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-58,-69,5,11
75,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,34,32,-88,2
76,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-33,-29,-67,-4
77,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,77,77,-70,0
78,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-38,-35,65,-3
79,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-65,-41,-27,-24
80,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,69,70,-46,-1
81,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-49,-45,62,-4
82,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-13,-14,36,1
83,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,12,17,25,-5
84,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,2,9,-10,-7
85,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,67,79,65,-12
86,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,18,54,-49,-36
87,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,65,67,47,-2
88,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-47,-42,68,-5
89,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-60,-47,-13,-13
90,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-85,-87,-25,2
91,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,90,-88,-5,-2
92,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-80,-84,10,4
93,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-25,-12,55,-13
94,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,10,20,35,-10
95,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-30,-26,-40,-4
96,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,25,25,55,0
97,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,71,66,46,5
98,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-28,-26,81,-2
99,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,74,73,-78,1
100,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-59,-71,47,12
101,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-16,-21,43,5
102,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-29,-24,-13,-5
103,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,-45,-33,-16,-12
104,C:\Users\admin\Box\desktop\deidentified\S4_left_4.txt,13,22,58,-9
1,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,54,69,82,-15
2,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,17,10,-37,7
3,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-79,-78,84,-1
4,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-56,-56,23,0
5,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,86,75,-38,11
6,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-33,-53,61,20
7,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,31,58,64,-27
8,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,54,58,23,-4
9,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-1,-4,-55,3
10,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,50,61,51,-11
11,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-14,-3,-64,-11
12,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,62,66,76,-4
13,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-30,-46,88,16
14,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,2,3,32,-1
15,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-50,-71,-52,21
16,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,78,86,-52,-8
17,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-43,-72,59,29
18,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,35,58,78,-23
19,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-63,-58,82,-5
20,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-58,-68,5,10
21,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-36,-64,22,28
22,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,44,54,80,-10
23,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,88,77,44,11
24,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,87,71,-1,16
25,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-81,-85,12,4
26,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,1,-3,82,4
27,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-44,-62,-45,18
28,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-24,-29,20,5
29,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-3,-3,21,0
30,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-51,-62,-48,11
31,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-76,-62,-25,-14
32,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-9,71,67,-80
33,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,45,60,54,-15
34,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,17,-55,-28,72
35,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,61,60,44,1
36,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,26,61,-35,-35
37,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,59,58,33,1
38,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,37,57,-22,-20
39,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-17,54,-54,-71
40,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-52,-50,-35,-2
41,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,24,49,76,-25
42,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,11,62,-13,-51
43,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-43,67,-54,70
44,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-28,-49,15,21
45,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-55,-60,-27,5
46,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-6,-32,49,26
47,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,36,61,42,-25
48,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,59,60,23,-1
49,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-23,64,-82,-87
50,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-66,-59,-43,-7
51,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-82,-65,-16,-17
52,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-6,-39,76,33
53,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-78,40,-72,62
54,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,51,73,-51,-22
55,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-60,-72,69,12
56,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,84,83,-36,1
57,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-40,-58,56,18
58,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-8,82,32,-90
59,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,60,56,68,4
60,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-34,-35,86,1
61,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,79,77,-67,2
62,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-2,60,-81,-62
63,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-30,-64,-28,34
64,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-38,-49,-8,11
65,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-39,-53,-1,14
66,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,70,59,-71,11
67,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-77,-68,33,-9
68,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-48,-71,29,23
69,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,17,28,65,-11
70,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-81,-76,82,-5
71,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,59,53,-40,6
72,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-51,-52,70,1
73,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-61,-60,-10,-1
74,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,22,68,83,-46
75,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-75,-80,83,5
76,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-54,-53,21,-1
77,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-12,-20,42,8
78,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,89,78,-79,11
79,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,49,64,-40,-15
80,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,69,65,20,4
81,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-54,-66,57,12
82,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,44,70,-82,-26
83,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,60,63,16,-3
84,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,82,65,22,17
85,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-51,-68,47,17
86,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,-14,-29,37,15
87,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,59,62,73,-3
88,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,58,53,-1,5
89,C:\Users\admin\Box\desktop\deidentified\S4_right_1.txt,63,59,5,4
