nStim;nBlock;nTrial;inducer;target;resp;rt;bar_start;t1;t2;ISI1;ISI2;block;delta_targ;delta_ind;obs;error;errorc;error_out_after;error_removed;block_start_index;rtc;outsubj
1;3;65;NaN;127;126;2.0821275000053;44;0.249975290673319;0;2.00809767172905;0;3;-75;NaN;12;-1;0.620209059233449;0;0;0;2.0821275000053;0
1;3;66;NaN;78;55;1.31694180000341;28;0.249983636051184;0;1.99975626007654;0;3;49;NaN;12;-23;-21.3797909407666;0;0;0;1.31694180000341;0
1;3;67;NaN;136;123;2.3738716999942;55;0.249984377529472;0;2.00809586976538;0;3;-58;NaN;12;-13;-11.3797909407666;0;0;0;2.3738716999942;0
2;3;68;8;119;119;0.967243899998721;168;0.24997470388189;0.249968726333464;1.9997717620281;1.99975432443898;3;17;69;12;0;1.62020905923345;0;0;0;0.967243899998721;0
2;3;69;52;15;22;1.16648889999487;132;0.249971105426084;0.249973254656652;1.99976631510071;1.99975979226292;3;-76;37;12;7;8.62020905923345;0;0;0;1.16648889999487;0
1;3;70;NaN;78;55;1.45852759998525;85;0.249976162420353;0;1.99976013565902;0;3;-63;NaN;12;-23;-21.3797909407666;0;0;0;1.45852759998525;0
2;3;71;55;123;138;1.00043960000039;121;0.249981734115863;0.249968782940414;1.99975829030154;2.00810417367029;3;-45;-68;12;15;16.6202090592334;0;0;0;1.00043960000039;0
2;3;72;148;2;9;1.09224739999627;9;0.249973358528223;0.249972371704644;2.00809727556771;1.99975426396122;3;-59;-34;12;7;8.62020905923345;0;0;0;1.09224739999627;0
2;3;73;57;139;129;1.43298929999582;1;0.249983760470059;0.249968660442391;1.99975314884796;1.999759362021;3;43;-82;12;-10;-8.37979094076655;0;0;0;1.43298929999582;0
2;3;74;109;40;47;1.10777130001225;154;0.249977907747962;0.249962056579534;2.00809781899443;2.00810822832864;3;-81;69;12;7;8.62020905923345;0;0;0;1.10777130001225;0
1;3;75;NaN;11;26;2.21510569998645;101;0.249974505801219;0;2.00810223023291;0;3;29;NaN;12;15;16.6202090592334;0;0;0;2.21510569998645;0
1;3;76;NaN;41;48;1.5163501999923;165;0.249975220940541;0;2.0081004453823;0;3;-30;NaN;12;7;8.62020905923345;0;0;0;1.5163501999923;0
2;3;77;79;33;26;1.43267479998758;172;0.24998621706618;0.249966415110976;2.00809053023113;2.00810664147139;3;8;46;12;-7;-5.37979094076655;0;0;0;1.43267479998758;0
2;3;78;26;85;74;1.75058249998256;117;0.249982317036483;0.249968271702528;1.99975826396258;1.99976739031263;3;-52;-59;12;-11;-9.37979094076655;0;0;0;1.75058249998256;0
2;3;79;161;78;63;2.01718789999723;155;0.249972951161908;0.249971086799633;1.99976383178728;1.99975787714357;3;7;83;12;-15;-13.3797909407666;0;0;0;2.01718789999723;0
1;3;80;NaN;76;78;1.12520720000612;45;0.249979734129738;0;1.99975625268416;0;3;2;NaN;12;2;3.62020905923345;0;0;0;1.12520720000612;0
2;3;81;179;91;81;1.50855800000136;127;0.249972043384332;0.24997030387749;2.00809654343175;2.00810492827441;3;-15;88;12;-10;-8.37979094076655;0;0;0;1.50855800000136;0
1;3;82;NaN;169;146;1.92535419997876;52;0.249969207361573;0;1.99976123563829;0;3;-78;NaN;12;-23;-21.3797909407666;0;0;0;1.92535419997876;0
1;3;83;NaN;140;148;1.43307130000903;120;0.249986177514074;0;2.00809885660419;0;3;29;NaN;12;8;9.62020905923345;0;0;0;1.43307130000903;0
2;3;84;129;153;151;1.45061149998219;68;0.249983805813827;0.249973439524183;1.99975784885464;1.99975879225531;3;-13;-24;12;-2;-0.379790940766551;0;0;0;1.45061149998219;0
1;3;85;NaN;5;8;1.87513329999638;137;0.249977390718414;0;1.99976159032667;0;3;-32;NaN;12;3;4.62020905923345;0;0;0;1.87513329999638;0
1;3;86;NaN;25;22;1.15723150002304;22;0.249975332175381;0;2.00810295852716;0;3;-20;NaN;12;-3;-1.37979094076655;0;0;0;1.15723150002304;0
1;3;87;NaN;118;130;1.80852620000951;12;0.249978437990649;0;1.99975489222561;0;3;87;NaN;12;12;13.6202090592334;0;0;0;1.80852620000951;0
2;3;88;154;55;62;1.43394250000711;15;0.249979218991939;0.249967847310472;1.99976327907643;1.99976633177721;3;63;-81;12;7;8.62020905923345;0;0;0;1.43394250000711;0
2;3;89;173;140;124;1.49226110000745;169;0.249992449214915;0.249969615106238;1.99974442250095;1.9997571054264;3;-85;33;12;-16;-14.3797909407666;0;0;0;1.49226110000745;0
2;3;90;104;162;143;1.75833470001817;27;0.249977277504513;0.24996907170862;2.00809660390951;2.00809007557109;3;-22;-58;12;-19;-17.3797909407666;0;0;0;1.75833470001817;0
2;4;91;116;41;38;1.00015069998335;44;0.249972970166709;0.249968741467455;1.99976074881852;2.0081035492185;4;-59;75;12;-3;NaN;0;0;1;1.00015069998335;0
1;4;92;NaN;150;142;1.84995919998619;53;0.249976260500262;0;2.00809832636151;0;4;71;NaN;12;-8;-6.37979094076655;0;0;0;1.84995919998619;0
1;4;93;NaN;155;158;1.37518580001779;128;0.24998201901326;0;1.99975591860129;0;4;-5;NaN;12;3;4.62020905923345;0;0;0;1.37518580001779;0
1;4;94;NaN;19;48;1.58262540001306;178;0.249979736079695;0;1.99976007521036;0;4;-44;NaN;12;29;NaN;0;1;0;NaN;0
2;4;95;27;32;39;1.99129829998128;103;0.249973109719576;0.249974286823999;1.99976395076374;1.99975669223932;4;-13;-5;12;7;8.62020905923345;0;0;0;1.99129829998128;0
1;4;96;NaN;24;46;1.51689110000734;5;0.249977892643074;0;1.99976146200788;0;4;8;NaN;12;22;23.6202090592334;0;0;0;1.51689110000734;0
2;4;97;1;146;134;1.04971680001472;1;0.249975920945872;0.249970169767039;2.00810135656502;1.99975925078616;4;58;35;12;-12;-10.3797909407666;0;0;0;1.04971680001472;0
1;4;98;NaN;138;132;1.57388519999222;158;0.249973290687194;0;2.00809973219293;0;4;8;NaN;12;-6;-4.37979094076655;0;0;0;1.57388519999222;0
1;4;99;NaN;118;124;1.3906558000017;94;0.249980732158292;0;1.99975659421762;0;4;20;NaN;12;6;7.62020905923345;0;0;0;1.3906558000017;0
2;4;100;92;65;64;2.58252380002523;90;0.249983679474099;0.249977799976477;1.99975667713443;2.00810206978349;4;53;27;12;-1;0.620209059233449;0;0;0;2.58252380002523;0
2;4;101;50;29;39;1.14972219997435;91;0.249974039936205;0.249977726343786;1.99975771669415;1.9997545205697;4;36;21;12;10;11.6202090592334;0;0;0;1.14972219997435;0
2;4;102;144;29;51;1.78360779999639;11;0.249981318978826;0.249972269783029;1.99976163567044;2.00809965463122;4;0;-65;12;22;23.6202090592334;0;0;0;1.78360779999639;0
2;4;103;67;135;127;1.00858470000094;140;0.249977626779582;0.24997256975621;1.99976383172907;2.00809433218092;4;74;-68;12;-8;-6.37979094076655;0;0;0;1.00858470000094;0
1;4;104;NaN;169;154;1.7251377000066;168;0.249981747299898;0;1.99976572050946;0;4;-34;NaN;12;-15;-13.3797909407666;0;0;0;1.7251377000066;0
1;4;105;NaN;86;76;2.22482910001418;53;0.249973107798724;0;2.00810152827762;0;4;83;NaN;12;-10;-8.37979094076655;0;0;0;2.22482910001418;0
2;4;106;84;30;42;1.89969230000861;121;0.249982547276886;0.249967484880472;1.99975256589823;1.99975663566147;4;56;54;12;12;13.6202090592334;0;0;0;1.89969230000861;0
1;4;107;NaN;125;116;1.16699109997717;129;0.249977549246978;0;1.99975580343744;0;4;85;NaN;12;-9;-7.37979094076655;0;0;0;1.16699109997717;0
1;4;108;NaN;52;45;1.91553170001134;114;0.249980762397172;0;2.00809509804822;0;4;73;NaN;12;-7;-5.37979094076655;0;0;0;1.91553170001134;0
1;4;109;NaN;51;42;1.50769009999931;106;0.249978536070557;0;1.99975954685942;0;4;1;NaN;12;-9;-7.37979094076655;0;0;0;1.50769009999931;0
2;4;110;142;130;121;1.1086529000022;142;0.249980594584486;0.249972224410158;1.99975716197514;2.00809623411624;4;-79;12;12;-9;-7.37979094076655;0;0;0;1.1086529000022;0
2;4;111;63;43;43;1.35022649998427;121;0.24997212481685;0.249971969780745;1.99976320928545;2.00809151705471;4;87;20;12;0;1.62020905923345;0;0;0;1.35022649998427;0
2;4;112;72;171;178;1.24200779999956;145;0.249974966282025;0.249967126379488;2.00809758488322;2.00809896975989;4;52;81;12;7;8.62020905923345;0;0;0;1.24200779999956;0
2;4;113;116;127;136;1.15769940000609;78;0.249977822881192;0.249975415121298;1.99975843756692;2.00809381317231;4;44;-11;12;9;10.6202090592334;0;0;0;1.15769940000609;0
1;4;114;NaN;57;56;1.45748690000619;44;0.249975279439241;0;2.00809991318965;0;4;70;NaN;12;-1;0.620209059233449;0;0;0;1.45748690000619;0
1;4;115;NaN;5;10;1.42479180000373;1;0.249978590698447;0;2.00810488878051;0;4;52;NaN;12;5;6.62020905923345;0;0;0;1.42479180000373;0
1;4;116;NaN;12;5;1.84098079998512;77;0.249980147316819;0;1.99976362052257;0;4;-7;NaN;12;-7;-5.37979094076655;0;0;0;1.84098079998512;0
1;4;117;NaN;39;21;1.77451349998591;45;0.249974777514581;0;1.99975619421457;0;4;-27;NaN;12;-18;-16.3797909407666;0;0;0;1.77451349998591;0
2;4;118;75;35;21;1.26602009998169;73;0.249977709696395;0.24997170001734;1.99975842054118;1.99975930544315;4;4;40;12;-14;-12.3797909407666;0;0;0;1.26602009998169;0
2;4;119;65;68;66;1.64133000001311;156;0.249971051176544;0.249972201942001;1.99976327709737;2.00810099806404;4;-33;-3;12;-2;-0.379790940766551;0;0;0;1.64133000001311;0
2;4;120;156;79;77;1.35904000001028;31;0.249976509687258;0.249969926371705;1.99975564883789;1.99976213564514;4;-11;77;12;-2;-0.379790940766551;0;0;0;1.35904000001028;0
1;5;121;NaN;86;81;2.10706270000082;104;0.249967527895933;0;2.00810405894299;0;5;-7;NaN;12;-5;NaN;0;0;1;2.10706270000082;0
1;5;122;NaN;105;112;1.24134189999313;114;0.249975279439241;0;1.999766003486;0;5;-19;NaN;12;7;8.62020905923345;0;0;0;1.24134189999313;0
1;5;123;NaN;48;65;1.44860520001384;150;0.24998537558713;0;2.00809397557168;0;5;57;NaN;12;17;18.6202090592334;0;0;0;1.44860520001384;0
1;5;124;NaN;47;48;1.21699600000284;21;0.249966030241922;0;1.99976233369671;0;5;1;NaN;12;1;2.62020905923345;0;0;0;1.21699600000284;0
1;5;125;NaN;34;51;1.72582910000347;140;0.24997682479443;0;1.99976276201778;0;5;13;NaN;12;17;18.6202090592334;0;0;0;1.72582910000347;0
1;5;126;NaN;26;44;1.04196279999451;40;0.24997445117333;0;1.99976216396317;0;5;8;NaN;12;18;19.6202090592334;0;0;0;1.04196279999451;0
2;5;127;85;175;170;1.54233110000496;164;0.249979766318575;0.249968843447277;1.99975963562611;1.99976377515122;5;31;-90;12;-5;-3.37979094076655;0;0;0;1.54233110000496;0
1;5;128;NaN;145;163;1.38315389998024;146;0.249977105821017;0;2.00810161512345;0;5;30;NaN;12;18;19.6202090592334;0;0;0;1.38315389998024;0
2;5;129;75;180;178;1.18394970000372;130;0.249972766265273;0.24997018877184;1.99975786200957;1.99976311859791;5;-35;75;12;-2;-0.379790940766551;0;0;0;1.18394970000372;0
1;5;130;NaN;129;144;1.33362390002003;122;0.249978537962306;0;1.99976317325491;0;5;51;NaN;12;15;16.6202090592334;0;0;0;1.33362390002003;0
2;5;131;121;30;34;1.07477820001077;162;0.249972588761011;0.249963615089655;2.00810961512616;1.99976640735986;5;-81;-89;12;4;5.62020905923345;0;0;0;1.07477820001077;0
1;5;132;NaN;28;37;1.7076609999931;140;0.249973315105308;0;1.999768699985;0;5;2;NaN;12;9;10.6202090592334;0;0;0;1.7076609999931;0
2;5;133;92;48;28;1.10020220000297;52;0.249978652689606;0.249970498029143;1.99976154882461;2.00809624730027;5;-20;44;12;-20;-18.3797909407666;0;0;0;1.10020220000297;0
2;5;134;73;156;136;1.1673923000053;176;0.249975577549776;0.249972843419528;1.99976520735072;1.99976056200103;5;72;-83;12;-20;-18.3797909407666;0;0;0;1.1673923000053;0
1;5;135;NaN;151;132;1.38356469999417;168;0.249983988760505;0;1.99975753563922;0;5;5;NaN;12;-19;-17.3797909407666;0;0;0;1.38356469999417;0
1;5;136;NaN;68;38;1.54072520000045;126;0.249976449209498;0;1.99975747716962;0;5;83;NaN;12;-30;-28.3797909407666;0;0;0;1.54072520000045;0
1;5;137;NaN;40;41;1.50858460000018;88;0.24997436630656;0;1.99975316200289;0;5;28;NaN;12;1;2.62020905923345;0;0;0;1.50858460000018;0
2;5;138;69;82;74;1.01591849999386;44;0.249973875586875;0.249969971686369;2.0081024565734;2.0080964321678;5;-42;-13;12;-8;-6.37979094076655;0;0;0;1.01591849999386;0
2;5;139;60;64;60;0.600614199996926;60;0.249977177532855;0.249966147268424;1.99976416202844;1.99976664691349;5;18;-4;12;-4;-2.37979094076655;0;0;0;0.600614199996926;0
2;5;140;133;65;57;2.49960409998312;101;0.249956092622597;0.249973513156874;1.99976133176824;1.99975686395192;5;-1;68;12;-8;-6.37979094076655;0;0;0;2.49960409998312;0
2;5;141;24;80;73;1.24210569998831;33;0.249975715123583;0.249969271710142;2.00809698877856;1.99975847519818;5;-15;-56;12;-7;-5.37979094076655;0;0;0;1.24210569998831;0
2;5;142;125;30;47;2.25796240000636;4;0.249975211598212;0.249965951166814;1.99975787711446;1.99976095423335;5;50;-85;12;17;18.6202090592334;0;0;0;2.25796240000636;0
1;5;143;NaN;177;11;1.50856660000863;134;0.249983292655088;0;1.99975706200348;0;5;33;NaN;12;14;15.6202090592334;0;0;0;1.50856660000863;0
2;5;144;147;139;131;1.45034059998579;38;0.24997666629497;0.249967413168633;1.99975914688548;2.0080989736598;5;38;8;12;-8;-6.37979094076655;0;0;0;1.45034059998579;0
2;5;145;55;116;118;2.10761140001705;9;0.249980705819326;0.24996472831117;1.99975329029257;2.00809641898377;5;23;-61;12;2;3.62020905923345;0;0;0;2.10761140001705;0
1;5;146;NaN;156;160;1.41648310000892;124;0.249978049221681;0;2.00810154533247;0;5;-40;NaN;12;4;5.62020905923345;0;0;0;1.41648310000892;0
1;5;147;NaN;62;51;1.54192899999907;155;0.249968669755617;0;1.99976831319509;0;5;-86;NaN;12;-11;-9.37979094076655;0;0;0;1.54192899999907;0
2;5;148;3;65;61;1.50805279999622;150;0.249980020918883;0.249973356578266;1.99976044689538;1.99976262054406;5;-3;-62;12;-4;-2.37979094076655;0;0;0;1.50805279999622;0
2;5;149;60;112;127;1.41608990001259;109;0.249981564324116;0.249972215126036;2.00809400388971;1.99976994883036;5;-47;-52;12;15;16.6202090592334;0;0;0;1.41608990001259;0
2;5;150;176;102;102;1.5743005000113;60;0.249977537983796;0.249969820550177;2.00809774533263;2.00809087749803;5;10;74;12;0;1.62020905923345;0;0;0;1.5743005000113;0
2;6;151;95;158;117;1.94927189999726;160;0.249981801927788;0.24997091316618;2.00809510389809;2.00809713217313;6;-56;-63;12;-41;NaN;0;1;1;NaN;0
1;6;152;NaN;123;114;1.41564160000416;7;0.249977996543748;0;2.0081103790435;0;6;35;NaN;12;-9;-7.37979094076655;0;0;0;1.41564160000416;0
1;6;153;NaN;115;120;1.20819520001533;93;0.249981981411111;0;2.00809659610968;0;6;8;NaN;12;5;6.62020905923345;0;0;0;1.20819520001533;0
1;6;154;NaN;18;13;1.20854570000665;42;0.249971379089402;0;1.99976557557238;0;6;-83;NaN;12;-5;-3.37979094076655;0;0;0;1.20854570000665;0
2;6;155;165;148;140;1.24194340000395;42;0.249974460486555;0.249971071723849;1.99975834882935;2.00809437362477;6;50;17;12;-8;-6.37979094076655;0;0;0;1.24194340000395;0
2;6;156;177;43;40;1.31526770000346;160;0.249975030252244;0.249968113173964;1.99976233372581;2.00810113025364;6;-75;-46;12;-3;-1.37979094076655;0;0;0;1.31526770000346;0
2;6;157;98;41;47;1.14979440000025;134;0.249972437974066;0.249976307328325;1.9997583903023;1.99975902249571;6;2;57;12;6;7.62020905923345;0;0;0;1.14979440000025;0
2;6;158;40;55;48;1.40030069998465;0;0.249976734106895;0.249970656615915;1.99975860540872;2.00809668679722;6;-14;-15;12;-7;-5.37979094076655;0;0;0;1.40030069998465;0
2;6;159;138;176;178;1.49107330001425;69;0.249970405828208;0.24997336047818;1.99976389031508;1.99975671662833;6;59;-38;12;2;3.62020905923345;0;0;0;1.49107330001425;0
1;6;160;NaN;130;130;1.3086467999965;154;0.249967194598867;0;1.99976414689445;0;6;46;NaN;12;0;1.62020905923345;0;0;0;1.3086467999965;0
1;6;161;NaN;65;55;1.83367439999711;38;0.249973771715304;0;1.99976130540017;0;6;65;NaN;12;-10;-8.37979094076655;0;0;0;1.83367439999711;0
1;6;162;NaN;116;111;2.0411718999967;66;0.249969475582475;0;1.99976317907567;0;6;-51;NaN;12;-5;-3.37979094076655;0;0;0;2.0411718999967;0
1;6;163;NaN;67;64;1.52401379999355;4;0.249983064306434;0;2.00810065466794;0;6;49;NaN;12;-3;-1.37979094076655;0;0;0;1.52401379999355;0
2;6;164;112;98;96;0.982325099990703;115;0.249979287618771;0.249971513170749;2.00808908877661;2.00809933216078;6;-31;14;12;-2;-0.379790940766551;0;0;0;0.982325099990703;0
1;6;165;NaN;142;159;1.45740149999619;120;0.249975419021212;0;1.99976570735453;0;6;-44;NaN;12;17;18.6202090592334;0;0;0;1.45740149999619;0
1;6;166;NaN;92;96;1.51608840000699;3;0.249969907774357;0;1.99976193369366;0;6;50;NaN;12;4;5.62020905923345;0;0;0;1.51608840000699;0
2;6;167;58;15;14;2.13297080001212;96;0.249975351151079;0.249967530224239;1.9997636488406;1.99976110737771;6;77;43;12;-1;0.620209059233449;0;0;0;2.13297080001212;0
2;6;168;171;92;100;1.75850359999458;118;0.249983992660418;0.249972201942001;1.99975077711861;2.00809233024484;6;-77;79;12;8;9.62020905923345;0;0;0;1.75850359999458;0
2;6;169;106;70;67;1.30055750001338;19;0.249980651191436;0.24996172831743;2.00809182826197;1.99976600735681;6;22;36;12;-3;-1.37979094076655;0;0;0;1.30055750001338;0
1;6;170;NaN;180;178;1.40864039998269;159;0.249978337989887;0;1.99976395076374;0;6;70;NaN;12;-2;-0.379790940766551;0;0;0;1.40864039998269;0
1;6;171;NaN;81;67;1.39156180000282;86;0.249966622883221;0;2.00810011319118;0;6;-81;NaN;12;-14;-12.3797909407666;0;0;0;1.39156180000282;0
1;6;172;NaN;145;145;1.7667475999915;89;0.249975579470629;0;1.99976333367522;0;6;-64;NaN;12;0;1.62020905923345;0;0;0;1.7667475999915;0
2;6;173;33;117;103;1.82460649998393;36;0.2499796624179;0.249970499979099;1.99975849417388;1.99975847714813;6;28;-84;12;-14;-12.3797909407666;0;0;0;1.82460649998393;0
1;6;174;NaN;54;49;1.66651870001806;129;0.249976194580086;0;2.00809705854044;0;6;63;NaN;12;-5;-3.37979094076655;0;0;0;1.66651870001806;0
2;6;175;7;128;122;1.18315770002664;3;0.24998111705645;0.24996845854912;2.00809960192419;1.99976201663958;6;-74;59;12;-6;-4.37979094076655;0;0;0;1.18315770002664;0
1;6;176;NaN;101;109;2.03215680000721;25;0.249975739512593;0;1.99976612831233;0;6;27;NaN;12;8;9.62020905923345;0;0;0;2.03215680000721;0
2;6;177;17;173;167;1.32503340000403;90;0.24997310191975;0.249969056574628;1.99975667713443;1.99976224882994;6;-72;24;12;-6;-4.37979094076655;0;0;0;1.32503340000403;0
2;6;178;136;127;114;1.69986309998785;35;0.249975332582835;0.249965541472193;1.99975996548892;1.99976174885524;6;46;9;12;-13;-11.3797909407666;0;0;0;1.69986309998785;0
2;6;179;154;143;124;1.84915339999134;62;0.249965547292959;0.249969469761709;2.00809894729173;2.00810576044023;6;-16;11;12;-19;-17.3797909407666;0;0;0;1.84915339999134;0
1;6;180;NaN;107;108;1.27529569997569;113;0.249986872513546;0;1.99975981860189;0;6;36;NaN;12;1;2.62020905923345;0;0;0;1.27529569997569;0
2;7;181;121;90;90;2.1161155999871;177;0.24997727945447;0.24996945852763;1.99976334688836;1.99975677521434;7;17;31;12;0;NaN;0;0;1;2.1161155999871;0
1;7;182;NaN;142;122;1.65756659998442;45;0.249983122892445;0;1.99975540541345;0;7;-52;NaN;12;-20;-18.3797909407666;0;0;0;1.65756659998442;0
2;7;183;90;97;99;1.34232630001497;147;0.249973328289343;0.249968128278852;1.99976371318917;1.9997634186002;7;45;-7;12;2;3.62020905923345;0;0;0;1.34232630001497;0
1;7;184;NaN;72;74;2.05025980001665;47;0.24998498140485;0;1.99975717515917;0;7;25;NaN;12;2;3.62020905923345;0;0;0;2.05025980001665;0
1;7;185;NaN;44;62;1.74059329999727;159;0.249982420937158;0;1.99975391858607;0;7;28;NaN;12;18;19.6202090592334;0;0;0;1.74059329999727;0
1;7;186;NaN;23;13;1.01661839999724;38;0.249981417058734;0;2.00809995853342;0;7;21;NaN;12;-10;-8.37979094076655;0;0;0;1.01661839999724;0
2;7;187;4;18;32;1.27511709998362;108;0.249976742285071;0.249970013188431;1.99975306587294;2.00809990195557;7;5;-14;12;14;15.6202090592334;0;0;0;1.27511709998362;0
1;7;188;NaN;17;23;1.59096130001126;165;0.2499770228751;0;1.99977056006901;0;7;1;NaN;12;6;7.62020905923345;0;0;0;1.59096130001126;0
1;7;189;NaN;72;68;1.74146319998545;60;0.24998417365714;0;2.00809818875859;0;7;-55;NaN;12;-4;-2.37979094076655;0;0;0;1.74146319998545;0
2;7;190;39;28;38;1.04236299998593;75;0.249975092621753;0.249972115125274;1.99976231859182;1.99975930349319;7;44;11;12;10;11.6202090592334;0;0;0;1.04236299998593;0
1;7;191;NaN;157;165;1.54863570001908;138;0.249981153116096;0;1.99975780153181;0;7;51;NaN;12;8;9.62020905923345;0;0;0;1.54863570001908;0
2;7;192;43;94;112;1.11588070000289;33;0.249983401910868;0.249971658544382;1.99975307908608;1.99975939418073;7;63;-51;12;18;19.6202090592334;0;0;0;1.11588070000289;0
1;7;193;NaN;131;124;1.49105340000824;56;0.249976332153892;0;1.99975619421457;0;7;-37;NaN;12;-7;-5.37979094076655;0;0;0;1.49105340000824;0
1;7;194;NaN;94;94;1.17537009998341;127;0.249974969745381;0;1.99976605660049;0;7;37;NaN;12;0;1.62020905923345;0;0;0;1.17537009998341;0
1;7;195;NaN;170;163;1.23317779999343;136;0.249978783336701;0;2.00810362634365;0;7;-76;NaN;12;-7;-5.37979094076655;0;0;0;1.23317779999343;0
2;7;196;45;29;36;1.18401370002539;18;0.249975411599735;0.249976613180479;1.99976019418682;1.99975944883772;7;-39;16;12;7;8.62020905923345;0;0;0;1.18401370002539;0
1;7;197;NaN;112;121;1.7236010999768;76;0.249977207771735;0;2.00810043024831;0;7;-83;NaN;12;9;10.6202090592334;0;0;0;1.7236010999768;0
2;7;198;89;35;29;1.30067090000375;75;0.249981622881023;0.249968156567775;1.99975610541878;1.99976256201626;7;77;54;12;-6;-4.37979094076655;0;0;0;1.30067090000375;0
1;7;199;NaN;74;83;1.6920484000002;156;0.249973962403601;0;1.99976297907415;0;7;-39;NaN;12;9;10.6202090592334;0;0;0;1.6920484000002;0
2;7;200;40;170;157;1.08398419999867;43;0.249978094594553;0.249970671720803;1.99975979028386;1.99976071857964;7;84;50;12;-13;-11.3797909407666;0;0;0;1.08398419999867;0
2;7;201;133;83;81;0.892373199982103;62;0.249976390681695;0.249969817057718;2.00809912831755;1.9997601317591;7;87;50;12;-2;-0.379790940766551;0;0;0;0.892373199982103;0
2;7;202;179;169;156;1.02564320000238;8;0.249982703913702;0.249969326338032;1.99975499417633;1.99976324883755;7;-86;10;12;-13;-11.3797909407666;0;0;0;1.02564320000238;0
2;7;203;107;12;4;1.06687509999028;24;0.249977390718414;0.249972632183926;2.00810097172507;1.99976004884229;7;-23;-85;12;-8;-6.37979094076655;0;0;0;1.06687509999028;0
1;7;204;NaN;73;69;1.54156579999835;25;0.249983892630553;0;2.008092258533;0;7;-61;NaN;12;-4;-2.37979094076655;0;0;0;1.54156579999835;0
2;7;205;60;101;102;1.01732569999876;138;0.249976547318511;0.24996758683119;2.00810334339621;1.9997596317844;7;-28;-41;12;1;2.62020905923345;0;0;0;1.01732569999876;0
2;7;206;30;130;114;1.25867300000391;157;0.249979788786732;0.249967734096572;2.00809674727498;2.00810005271342;7;-29;80;12;-16;-14.3797909407666;0;0;0;1.25867300000391;0
2;7;207;95;30;26;1.9586294000037;96;0.249979537999025;0.249971913173795;2.00809332827339;2.00810111316969;7;-80;65;12;-4;-2.37979094076655;0;0;0;1.9586294000037;0
1;7;208;NaN;85;81;2.59187840000959;77;0.249970250762999;0;1.99976640194654;0;7;-55;NaN;12;-4;-2.37979094076655;0;0;0;2.59187840000959;0
2;7;209;1;107;129;0.950828000000911;96;0.249978620937327;0.249976458522724;1.99975983565673;1.9997591903084;7;-22;74;12;22;23.6202090592334;0;0;0;0.950828000000911;0
1;7;210;NaN;122;120;1.07466420001583;78;0.249976637976943;0;2.00809649805888;0;7;-15;NaN;12;-2;-0.379790940766551;0;0;0;1.07466420001583;0
1;8;211;NaN;77;68;1.64057410001988;27;0.249974464357365;0;2.00810530001763;0;8;45;NaN;12;-9;NaN;0;0;1;1.64057410001988;0
2;8;212;163;157;147;1.49218820000533;94;0.249982534092851;0.249973900004989;1.999752650765;1.99976135269389;8;-80;6;12;-10;-8.37979094076655;0;0;0;1.49218820000533;0
2;8;213;84;133;135;0.900356400001328;155;0.249969531752868;0.249972758552758;1.99977238685824;2.00809888486401;8;24;-49;12;2;3.62020905923345;0;0;0;0.900356400001328;0
1;8;214;NaN;18;30;1.64088930000435;149;0.249968007730786;0;1.99976527522085;0;8;-65;NaN;12;12;13.6202090592334;0;0;0;1.64088930000435;0
1;8;215;NaN;46;46;1.7658545000013;116;0.249950770899886;0;1.99976815155242;0;8;-28;NaN;12;0;1.62020905923345;0;0;0;1.7658545000013;0
1;8;216;NaN;35;40;1.68317099998239;106;0.249982658511726;0;2.00809531705454;0;8;11;NaN;12;5;6.62020905923345;0;0;0;1.68317099998239;0
1;8;217;NaN;43;48;1.18229979998432;91;0.249964177521178;0;1.9997661205125;0;8;-8;NaN;12;5;6.62020905923345;0;0;0;1.18229979998432;0
1;8;218;NaN;91;62;1.58304600001429;136;0.249976792634698;0;1.99976551858708;0;8;-48;NaN;12;-29;-27.3797909407666;0;0;0;1.58304600001429;0
2;8;219;141;87;74;1.51723649998894;39;0.249976737977704;0.249976341467118;1.99975777717191;1.99975856393576;8;4;54;12;-13;-11.3797909407666;0;0;0;1.51723649998894;0
2;8;220;22;119;116;0.808564200007822;122;0.249975130194798;0.249977709288942;2.00809882834437;2.00809896047576;8;-32;83;12;-3;-1.37979094076655;0;0;0;0.808564200007822;0
1;8;221;NaN;167;150;1.37527920000139;102;0.249978339939844;0;1.99975603175699;0;8;-48;NaN;12;-17;-15.3797909407666;0;0;0;1.37527920000139;0
1;8;222;NaN;38;39;0.98360030000913;39;0.249976215098286;0;1.9997637658671;0;8;-51;NaN;12;1;2.62020905923345;0;0;0;0.98360030000913;0
1;8;223;NaN;119;139;1.39976359999855;114;0.249972182937199;0;2.00814557558624;0;8;-81;NaN;12;20;21.6202090592334;0;0;0;1.39976359999855;0
2;8;224;177;153;134;1.50014369998826;13;0.249971849203575;0.249971056589857;2.00809936434962;2.00810191899654;8;-34;24;12;-19;-17.3797909407666;0;0;0;1.50014369998826;0
2;8;225;57;19;21;1.38307490001898;50;0.249981579458108;0.249970529839629;1.99976012055413;1.99976353024249;8;-46;38;12;2;3.62020905923345;0;0;0;1.38307490001898;0
1;8;226;NaN;36;37;1.36593989998801;80;0.249978547304636;0;1.99976103755762;0;8;-17;NaN;12;1;2.62020905923345;0;0;0;1.36593989998801;0
