Participant No.,Stimulus Orientation,Participant Response,Noise Level (Concentration of von Mises)
13,90,27,0.5
13,79,159,0.5
13,32,156,0.5
13,155,53,4
13,62,177,0.5
13,80,139,0.5
13,126,33,4
13,137,48,4
13,141,2,4
13,55,152,0.5
13,123,28,0.5
13,80,154,0.5
13,128,99,0.5
13,4,89,4
13,3,142,0.5
13,67,174,4
13,84,166,0.5
13,49,142,0.5
13,61,154,4
13,71,11,0.5
13,130,39,0.5
13,104,34,0.5
13,16,130,0.5
13,161,86,4
13,110,135,0.5
13,36,152,4
13,137,37,0.5
13,99,8,4
13,27,98,4
13,125,54,4
13,165,87,4
13,138,46,4
13,172,74,4
13,50,42,0.5
13,70,175,0.5
13,155,45,4
13,141,54,0.5
13,97,60,4
13,15,101,4
13,3,171,0.5
13,161,138,0.5
13,22,140,0.5
13,51,133,4
13,37,154,4
13,131,58,0.5
13,85,42,0.5
13,18,146,0.5
13,129,48,4
13,37,142,4
13,63,124,4
13,122,176,4
13,16,101,0.5
13,142,47,4
13,135,51,0.5
13,42,86,0.5
13,33,132,4
13,98,0,4
13,97,171,4
13,138,51,4
13,85,53,0.5
13,142,45,4
13,175,73,4
13,42,138,4
13,179,129,4
13,91,160,0.5
13,180,38,0.5
13,155,52,4
13,72,148,4
13,137,34,4
13,6,13,4
13,24,153,0.5
13,36,148,4
13,17,145,4
13,125,18,0.5
13,58,150,4
13,140,44,4
13,179,92,4
13,17,142,0.5
13,99,45,4
13,152,137,4
13,2,106,0.5
13,30,86,4
13,172,130,0.5
13,138,32,4
13,146,50,4
13,129,65,0.5
13,159,58,0.5
13,13,157,0.5
13,60,179,0.5
13,48,126,0.5
13,2,147,0.5
13,95,52,0.5
13,157,69,0.5
13,29,101,4
13,133,46,0.5
13,46,128,0.5
13,19,129,4
13,100,42,4
13,7,18,4
13,92,12,4
13,34,131,4
13,163,61,4
13,141,50,0.5
13,149,128,0.5
13,97,147,0.5
13,2,95,4
13,60,115,0.5
13,116,17,0.5
13,118,72,0.5
13,57,136,0.5
13,54,145,0.5
13,60,151,0.5
13,83,19,0.5
13,113,33,0.5
13,53,147,4
13,82,51,0.5
13,58,119,0.5
13,26,158,4
13,4,110,0.5
13,111,55,0.5
13,110,5,0.5
13,127,44,0.5
13,116,132,0.5
13,67,46,0.5
13,180,128,0.5
13,77,9,0.5
13,72,51,0.5
13,98,22,4
13,174,11,4
13,27,135,4
13,88,146,4
13,62,70,0.5
13,99,36,4
13,51,33,0.5
13,166,53,0.5
13,41,121,4
13,146,46,0.5
13,44,142,4
13,125,35,4
13,100,135,4
13,35,136,0.5
13,35,53,4
13,120,49,0.5
13,164,114,0.5
13,97,162,4
13,145,48,4
13,169,93,4
13,69,175,0.5
13,5,90.75,4
13,17,105.25,0.5
13,121,49,4
13,7,141,4
13,139,61,4
13,98,25,4
13,98,36,0.5
13,162,61,0.5
13,91,1,4
13,105,42,0.5
13,107,35,4
13,132,39,4
13,35,158,4
13,148,40,4
13,180,146,0.5
13,14,48,0.5
13,34,171,0.5
13,49,21,4
13,159,141,0.5
13,178,88,4
13,17,38,0.5
13,76,165,4
13,149,68,4
13,48,135,0.5
13,104,131,0.5
13,136,27,0.5
13,121,26,0.5
13,128,40,0.5
13,58,162,4
13,144,29,4
13,10,100,4
13,14,53,0.5
13,143,176,4
13,24,91,0.5
13,59,130,4
13,18,86,0.5
13,29,117,0.5
13,93,110,4
13,175,63,0.5
13,126,72,4
13,10,53,4
13,100,177,0.5
13,64,72,4
13,112,59,4
13,129,89,0.5
13,85,55,4
13,7,154,0.5
13,4,72,0.5
13,159,81,0.5
13,32,65,0.5
13,109,42,4
13,36,116,0.5
13,161,12,0.5
13,64,148,4
13,108,48,0.5
13,177,152,0.5
13,84,157,0.5
13,20,43,0.5
13,54,157,4
13,4,129,4
13,165,129,4
13,141,45,0.5
13,146,44,0.5
13,79,39,0.5
13,47,63,0.5
13,133,51,0.5
13,118,42,4
13,172,66,0.5
13,90,145,0.5
13,88,156,4
13,125,39,0.5
13,20,54,0.5
13,172,150,0.5
13,46,47,4
13,16,103,4
13,4,103,4
13,67,157,0.5
13,9,47,4
13,159,60,4
13,154,54,4
13,7,124,4
13,27,108,0.5
13,173,35,4
13,2,100,4
13,79,151,4
13,127,28,0.5
13,52,124,4
13,4,57,0.5
13,109,26,0.5
13,26,60,0.5
13,32,148,0.5
13,33,142,0.5
13,120,57,4
13,13,103,0.5
13,165,75,4
13,58,168,0.5
13,106,60,0.5
13,157,56,4
13,68,156,0.5
13,14,107,4
13,36,141,4
13,70,143,4
13,75,142,0.5
13,123,140,4
13,32,59,0.5
13,123,33,4
13,60,146,0.5
13,178,54,0.5
13,149,44,4
13,121,132,0.5
13,93,45,0.5
13,44,137,0.5
13,36,114,4
13,127,50,0.5
13,113,1.25,0.5
13,74,173,4
13,34,153,0.5
13,29,119,4
13,143,152,4
13,60,151,4
13,175,71,4
13,174,90,0.5
13,50,122,4
13,22,145,4
13,126,135,0.5
13,107,43,4
13,164,65,4
13,26,95,4
13,47,122,0.5
13,17,91,0.5
13,58,149,0.5
13,75,143,0.5
13,155,39,0.5
13,154,38,0.5
13,146,42,4
13,106,25,0.5
13,118,40,4
13,52,3,4
13,143,41,0.5
13,163,18,0.5
13,15,45,0.5
13,159,49,4
13,3,108,4
13,133,82,4
13,100,127,4
13,41,8,4
13,116,48,0.5
13,69,171,0.5
13,155,56,0.5
13,94,150,4
13,93,162,0.5
13,88,85,4
13,41,63,4
13,71,50,0.5
13,78,164,0.5
13,48,57,4
13,119,48,4
13,152,61,4
13,29,103,0.5
13,14,39,4
13,105,59,4
13,105,29,0.5
13,77,172,4
13,100,128,0.5
13,123,135,0.5
13,119,58,0.5
13,23,127,0.5
14,172,84,0.5
14,25,157,0.5
14,96,55,0.5
14,16,1,4
14,105,126,4
14,74,51,4
14,4,160,0.5
14,33,46,0.5
14,40,10,0.5
14,137,147,0.5
14,26,0,0.5
14,120,134,0.5
14,177,10,4
14,11,124,0.5
14,171,162,4
14,161,20,4
14,73,55,4
14,153,169,4
14,85,89,4
14,108,94,4
14,22,171,0.5
14,151,127,0.5
14,175,10,0.5
14,149,138,4
14,135,126,4
14,42,15,0.5
14,20,12,4
14,69,72,4
14,79,115,0.5
14,126,127,0.5
14,15,175,0.5
14,70,65,4
14,19,3,4
14,9,164,4
14,39,34,4
14,141,145,4
14,161,126,0.5
14,138,137,4
14,113,127,0.5
14,179,162,4
14,49,45,0.5
14,159,124,0.5
14,173,159,4
14,27,1,0.5
14,49,169,0.5
14,50,28,4
14,177,1,4
14,179,11,0.5
14,117,101,4
14,73,47,0.5
14,116,8,0.5
14,150,95,0.5
14,163,163,4
14,33,34,0.5
14,148,150,4
14,177,179,4
14,17,52,4
14,155,166,0.5
14,93,109,0.5
14,6,7,4
14,2,170,4
14,16,27,0.5
14,70,57,0.5
14,25,143,4
14,173,123,4
14,58,35,4
14,39,24,0.5
14,147,17,0.5
14,73,102,4
14,21,16,0.5
14,25,82,4
14,143,159,4
14,115,65,0.5
14,112,57,0.5
14,1,12,4
14,1,156,0.5
14,52,100,0.5
14,177,177,0.5
14,110,99,4
14,136,23,0.5
14,163,143,4
14,66,51,4
14,50,168,0.5
14,1,148,0.5
14,136,118,0.5
14,83,103,4
14,154,143,4
14,86,50,0.5
14,69,52,0.5
14,170,149,4
14,64,40,4
14,50,57,4
14,165,156,4
14,5,9,4
14,74,54,4
14,58,171,4
14,151,14,4
14,168,172,4
14,166,170,4
14,101,80,0.5
14,100,129,4
14,173,173,4
14,36,37,4
14,118,135,4
14,90,75,0.5
14,120,135,0.5
14,95,100,4
14,80,84,4
14,78,113,0.5
14,97,153,0.5
14,36,2,0.5
14,109,130,0.5
14,59,101,0.5
14,17,160,4
14,72,59,0.5
14,69,56,4
14,74,136,0.5
14,32,46,0.5
14,36,160,0.5
14,36,166,0.5
14,139,137,4
14,161,4,4
14,135,150,4
14,119,152,0.5
14,161,166,4
14,132,150,4
14,1,179,0.5
14,69,128,0.5
14,64,122,4
14,178,16,4
14,137,146,0.5
14,154,160,0.5
14,111,95,0.5
14,80,69,4
14,42,34,0.5
14,25,31,4
14,122,154,0.5
14,64,28,0.5
14,16,17,4
14,177,168,0.5
14,58,55,0.5
14,92,154,0.5
14,5,51,4
14,26,29,4
14,36,44,4
14,168,179,0.5
14,153,150,4
14,38,72,4
14,115,162,4
14,87,171,4
14,20,1,4
14,161,134,0.5
14,34,153,4
14,43,35,4
14,78,109,0.5
14,114,151,0.5
14,163,0,4
14,137,141,4
14,60,77,0.5
14,177,106,0.5
14,55,54,0.5
14,38,128,4
14,102,66,0.5
14,155,148,0.5
14,72,110,0.5
14,146,155,0.5
14,146,176,4
14,37,27,4
14,178,7,0.5
14,69,84,4
14,120,162,4
14,10,154,0.5
14,144,178,4
14,134,8,0.5
14,45,51,0.5
14,33,34,4
14,160,162,0.5
14,45,2,0.5
14,54,42,4
14,18,171,4
14,19,37,4
14,82,94,0.5
14,107,133,4
14,145,146,4
14,131,91,4
14,70,98,0.5
14,52,45,4
14,58,147,0.5
14,80,121,0.5
14,49,137,4
14,60,75,0.5
14,72,116,0.5
14,176,179,4
14,55,46,0.5
14,64,50,4
14,74,46,4
14,174,131,4
14,25,16,4
14,88,80,0.5
14,97,65,4
14,72,149,0.5
14,137,130,0.5
14,74,168,0.5
14,52,162,0.5
14,31,103,0.5
14,155,171,4
14,112,130,4
14,101,133,4
14,149,58,0.5
14,69,59,4
14,28,0,4
14,99,108,0.5
14,32,173,0.5
14,6,130,0.5
14,164,152,4
14,2,15,0.5
14,68,175,0.5
14,64,44,0.5
14,155,157,4
14,172,5,4
14,130,146,4
14,120,129,4
14,174,175,0.5
14,91,59,0.5
14,61,52,0.5
14,12,31,4
14,119,178,0.5
14,129,160,0.5
14,54,72,4
14,86,33,0.5
14,1,27,4
14,164,7,0.5
14,71,72,0.5
14,58,77,0.5
14,79,36,0.5
14,48,70,4
14,128,127,4
14,109,165,0.5
14,164,157,0.5
14,174,172,4
14,47,83,4
14,68,70,0.5
14,62,6,0.5
14,10,27,4
14,26,30,0.5
14,9,38,4
14,128,141,4
14,114,115,4
14,2,157,0.5
14,159,153,0.5
14,160,159,0.5
14,141,91,0.5
14,88,99,4
14,15,1,0.5
14,92,74,4
14,166,163,4
14,76,75,0.5
14,72,61,4
14,119,128,0.5
14,150,157,4
14,153,141,4
14,3,23,0.5
14,2,22,4
14,50,29,4
14,67,74,4
14,146,41,4
14,108,115,4
14,44,78,4
14,100,98,0.5
14,59,74,0.5
14,7,13,0.5
14,25,34,0.5
14,60,139,0.5
14,8,164,0.5
14,169,150,4
14,79,94,4
14,120,54,0.5
14,145,61,0.5
14,45,65,4
14,84,18,0.5
14,26,90,0.5
14,101,95,4
14,22,50,4
14,76,15,4
14,68,47,0.5
14,33,38,4
14,112,105,4
14,140,165,0.5
14,178,112,4
14,145,37,0.5
14,7,24,0.5
14,4,156,0.5
14,96,108,4
14,39,179,4
14,163,11,0.5
14,112,76,0.5
14,104,176,0.5
14,155,146,4
14,10,47,4
14,98,106,4
14,59,71,0.5
14,22,8,4
14,56,58,4
14,9,37,4
14,45,151,4
14,141,137,4
14,169,12,0.5
14,177,162,0.5
14,64,16,0.5
14,160,146,4
14,89,80,0.5
14,122,112,4
14,2,11,4
14,99,91,0.5
14,42,61,4
14,78,105,0.5
14,55,43,0.5
14,85,57,0.5
14,75,41,0.5
14,179,179,4
14,16,34,4
14,107,105,0.5
14,95,81,0.5
14,174,173,0.5
14,48,101,0.5
14,96,109,4
14,154,174,0.5
14,10,20,0.5
14,80,91,4
14,17,46,0.5
14,35,69,4
14,172,174,4
14,35,65,4
14,53,87,0.5
14,42,136,0.5
14,18,21,4
14,177,15,4
14,167,172,4
14,35,52,4
14,122,138,4
14,149,145,4
14,147,129,0.5
14,134,178,4
14,6,0,4
14,26,86,4
14,22,35,0.5
14,143,152,4
14,35,28,4
14,57,27,0.5
14,62,22,4
14,151,175,0.5
14,39,171,4
14,159,154,4
14,99,91,4
14,151,141,0.5
14,131,152,0.5
14,128,127,4
14,60,67,4
14,38,44,4
14,89,145,0.5
14,7,107,0.5
14,61,33,4
14,91,109,0.5
14,171,175,0.5
14,84,111,4
14,168,136,0.5
14,50,47,4
14,109,121,4
14,106,96,4
14,132,147,4
14,81,0,0.5
14,89,86,0.5
14,136,120,4
14,144,39,0.5
14,135,155,4
14,155,162,4
14,9,35,0.5
14,26,33,0.5
14,43,27,0.5
14,65,109,0.5
14,100,108,0.5
14,109,39,4
14,137,156,0.5
14,37,19,0.5
14,37,30,4
14,46,33,0.5
14,20,163,0.5
14,163,5,4
14,54,50,4
14,43,39,0.5
14,102,100,4
14,94,91,4
14,67,53,0.5
14,41,47,4
14,8,169,4
14,79,94,4
14,166,173,0.5
14,40,25,0.5
14,160,174,0.5
14,153,135,0.5
14,142,152,4
14,104,24,0.5
14,132,4,4
14,28,121,0.5
14,147,123,4
14,12,147,0.5
14,145,7,4
14,111,130,0.5
14,67,30,0.5
14,46,62,0.5
14,67,35,0.5
14,36,31,0.5
14,137,142,0.5
14,41,22,4
14,142,0,4
14,163,110,0.5
14,158,146,4
14,112,135,0.5
14,129,135,4
14,101,144,0.5
14,101,107,0.5
14,36,34,0.5
14,16,42,4
14,30,53,4
14,44,30,4
14,157,88,0.5
14,28,178,0.5
14,89,93,4
14,40,47,4
14,34,17,4
14,89,90,0.5
14,154,139,4
14,67,116,4
14,12,155,4
14,30,64,4
14,24,87,0.5
14,74,76,4
14,48,42,4
14,24,15,4
14,11,168,4
14,167,154,0.5
14,13,6,0.5
14,76,172,0.5
14,111,110,4
14,81,83,4
14,97,87,4
14,129,178,0.5
14,140,141,0.5
14,1,167,4
14,65,29,4
14,151,124,0.5
14,166,89,4
14,54,139,4
14,46,27,4
14,95,54,4
14,174,160,4
14,177,17,4
14,2,144,4
14,104,64,0.5
14,115,116,0.5
14,168,168,0.5
14,110,36,0.5
14,136,164,0.5
14,114,132,4
14,26,29,4
14,107,105,4
14,16,170,0.5
14,34,34,0.5
14,20,2,4
14,132,137,0.5
14,20,15,0.5
14,18,114,4
14,53,55,4
14,44,91,0.5
14,1,166,4
14,72,51,4
14,21,24,4
14,71,80,0.5
14,34,9,0.5
14,11,48,0.5
14,135,47,4
14,2,34,4
14,56,4,0.5
14,95,98,0.5
14,164,142,4
14,67,29,0.5
14,61,41,0.5
14,176,7,0.5
14,170,1,4
14,80,47,0.5
14,84,131,4
14,32,43,4
14,155,151,4
14,21,34,0.5
14,76,70,4
14,159,126,0.5
14,105,115,0.5
14,38,50,0.5
14,32,50,0.5
14,108,143,0.5
14,42,41,0.5
14,49,56,4
14,54,23,4
14,119,131,4
14,100,121,0.5
14,97,25,4
14,144,178,4
14,36,35,0.5
14,15,11,4
14,116,53,0.5
14,81,82,0.5
14,28,0,0.5
14,75,136,0.5
14,110,176,0.5
14,119,122,4
14,17,20,4
14,67,129,4
14,66,123,0.5
14,14,1,0.5
14,161,138,4
14,72,58,4
14,129,117,4
14,78,75,0.5
14,19,17,0.5
14,130,112,0.5
14,172,0,4
14,14,2,4
14,74,80,4
14,135,139,0.5
14,97,87,4
14,87,66,4
14,167,84,0.5
14,136,159,0.5
14,140,108,0.5
14,87,70,4
14,168,172,0.5
14,27,43,4
14,12,171,4
14,29,179,4
14,134,3,4
14,34,45,4
14,106,121,4
14,77,95,0.5
14,54,18,4
14,128,92,4
14,58,36,0.5
14,131,128,4
14,173,11,0.5
14,124,140,4
14,37,44,0.5
14,29,12,4
14,127,123,4
14,41,43,4
14,60,44,0.5
14,129,162,4
14,142,151,4
14,178,178,0.5
14,8,31,0.5
14,116,102,4
14,44,20,0.5
14,16,163,0.5
14,125,42,0.5
14,169,78,4
14,96,114,0.5
14,117,122,4
14,146,90,4
14,83,63,4
14,115,126,4
14,42,62,4
14,173,5,4
14,178,2,4
14,123,20,0.5
14,54,67,0.5
14,79,64,4
14,16,18,0.5
14,127,132,4
14,32,159,0.5
14,87,67,4
14,170,158,4
14,39,161,0.5
14,122,158,0.5
14,7,20,4
14,118,79,0.5
14,124,124,0.5
14,85,78,4
14,121,135,4
14,153,146,0.5
14,79,88,0.5
14,95,55,0.5
14,46,69,0.5
14,178,17,4
14,24,43,0.5
14,131,110,4
14,41,10,0.5
14,17,8,4
14,63,25,4
14,134,131,0.5
14,6,166,0.5
14,36,47,0.5
14,145,137,0.5
14,16,168,0.5
14,39,47,4
14,11,134,0.5
14,101,157,4
14,125,126,4
14,86,146,4
14,166,40,0.5
14,86,97,0.5
14,135,122,4
14,155,139,0.5
14,1,171,0.5
14,159,155,4
14,6,178,0.5
14,165,178,0.5
14,154,176,0.5
14,139,126,4
14,153,111,0.5
14,122,136,0.5
14,82,107,0.5
14,103,79,0.5
14,15,127,0.5
14,53,116,4
14,13,176,0.5
14,119,53,0.5
14,145,81,4
14,143,156,4
14,98,79,0.5
14,70,173,0.5
14,166,126,0.5
14,14,18,0.5
14,64,70,0.5
14,20,38,4
14,168,4,0.5
14,122,76,4
14,179,179,4
14,72,95,0.5
14,50,150,0.5
14,164,145,0.5
14,57,11,0.5
14,164,173,0.5
14,157,157,0.5
14,20,84,0.5
14,87,84,4
14,68,30,0.5
14,41,19,0.5
14,47,29,4
14,62,83,4
14,70,107,0.5
14,138,123,0.5
14,172,174,4
14,75,66,4
14,12,134,0.5
14,65,6,4
14,93,105,4
14,163,148,4
14,70,88,0.5
14,139,142,0.5
14,87,83,0.5
14,120,131,4
14,160,127,0.5
14,56,39,0.5
14,25,36,0.5
14,150,154,4
14,18,22,0.5
14,97,110,0.5
14,28,64,4
14,171,0,0.5
14,152,71,4
14,84,45,0.5
14,64,70,0.5
14,137,141,4
14,144,107,0.5
14,138,140,0.5
14,19,16,4
14,53,23,0.5
14,12,8,0.5
14,46,57,4
14,42,46,4
14,73,70,4
14,59,86,4
14,93,113,4
14,32,36,0.5
14,112,85,0.5
14,5,16,4
14,105,108,4
14,12,42,4
14,54,37,0.5
14,100,108,0.5
14,98,81,4
14,123,26,4
14,37,148,0.5
14,23,23,4
14,101,143,0.5
14,85,98,4
14,98,141,0.5
14,65,61,4
14,40,40,0.5
14,84,67,4
14,85,67,0.5
14,12,20,4
14,175,115,0.5
14,50,93,4
14,105,28,0.5
14,41,31,4
14,153,158,4
14,108,88,0.5
14,144,149,4
14,179,171,0.5
14,18,11,4
14,26,14,4
14,153,156,4
14,116,150,0.5
14,86,40,0.5
14,120,129,0.5
14,45,35,4
14,111,130,4
14,90,88,4
14,88,26,0.5
14,82,65,4
14,170,14,0.5
14,133,113,0.5
14,78,87,4
14,152,31,0.5
14,154,148,0.5
14,109,113,4
14,179,143,4
14,114,141,0.5
14,124,133,4
14,150,149,0.5
14,23,36,4
14,179,169,0.5
14,180,10,0.5
14,58,67,0.5
14,73,55,4
14,37,33,4
14,14,3,0.5
14,175,13,0.5
14,180,15,0.5
14,26,20,4
14,145,178,0.5
14,5,179,4
14,159,9,0.5
14,87,87,0.5
14,144,140,0.5
14,168,47,4
14,180,12,0.5
14,135,122,4
14,25,168,0.5
14,95,120,4
14,47,45,4
14,106,99,0.5
14,15,42,4
14,2,97,4
14,26,7,0.5
14,92,172,0.5
14,71,62,4
14,79,102,4
14,138,19,4
14,128,141,4
14,137,139,0.5
14,138,146,0.5
14,37,40,4
14,79,106,4
14,100,124,0.5
14,18,9,0.5
14,122,138,4
14,117,156,0.5
14,152,21,0.5
14,59,131,4
14,146,131,4
14,91,91,0.5
14,138,153,4
14,69,75,0.5
14,55,29,4
14,61,55,4
14,131,141,0.5
14,19,33,4
14,139,131,4
14,114,131,0.5
14,79,62,0.5
14,67,80,4
14,123,127,4
14,26,44,0.5
14,125,110,0.5
14,49,154,4
14,46,60,0.5
14,36,29,4
14,87,91,4
14,117,145,0.5
14,38,62,0.5
14,57,72,0.5
14,171,141,4
14,127,125,4
14,157,137,0.5
14,162,176,0.5
14,19,3,0.5
14,28,41,4
14,88,88,0.5
14,111,123,4
14,122,100,0.5
14,176,3,4
14,124,132,4
14,82,15,4
14,109,123,4
14,163,55,4
14,155,170,0.5
14,19,30,0.5
14,64,24,4
14,126,143,4
14,29,46,0.5
14,122,160,0.5
14,135,139,0.5
14,136,138,4
14,153,140,4
14,55,31,4
14,128,152,0.5
14,23,28,0.5
14,145,131,4
14,14,150,0.5
14,148,147,4
14,152,157,0.5
15,32,148,0.5
15,81,90.5,4
15,100,103,0.5
15,53,50,4
15,37,40,4
15,73,86,0.5
15,172,162,4
15,25,40.5,4
15,96,90.75,4
15,16,31,0.5
15,105,118,4
15,74,105,0.5
15,4,4,4
15,33,56,0.5
15,40,38,0.5
15,137,129,0.5
15,26,46,4
15,120,130,4
15,177,2,4
15,11,24,4
15,171,154,0.5
15,161,136,0.5
15,73,87,0.5
15,153,141,0.5
15,85,73,4
15,108,130,4
15,22,1,0.5
15,151,135,4
15,175,174,0.5
15,149,134,4
15,135,134,4
15,42,59,0.5
15,20,64,0.5
15,69,54,0.5
15,79,63,0.5
15,126,123,0.5
15,15,31,0.5
15,70,57,4
15,19,67,0.5
15,9,26,4
15,39,24,0.5
15,141,147,4
15,161,138,0.5
15,138,123,0.5
15,113,119,4
15,179,0,0.5
15,49,51,4
15,159,124,4
15,173,11,0.5
15,27,29,4
15,49,57,4
15,50,144,0.5
15,177,167,0.5
15,179,163,4
15,117,123,4
15,73,63,4
15,116,122,0.5
15,150,151,0.5
15,163,159,4
15,33,46,0.5
15,148,130,0.5
15,177,167,0.5
15,17,84,0.5
15,155,144,4
15,93,79,0.5
15,6,5,0.5
15,2,98,0.5
15,16,69,0.5
15,70,57,0.5
15,25,53,0.5
15,173,177,0.5
15,58,69,4
15,39,40,0.5
15,147,127,0.5
15,73,68,0.5
15,21,38,4
15,25,36,4
15,143,131,0.5
15,115,127,4
15,112,131,4
15,1,168,0.5
15,1,16,4
15,52,48,4
15,177,169,4
15,110,117,0.5
15,136,139,4
15,163,147,4
15,66,63,0.5
15,50,50,0.5
15,1,90,4
15,136,134,0.5
15,83,81,0.5
15,154,145,0.5
15,86,60,0.5
15,69,84,0.5
15,170,135,0.5
15,64,58,4
15,50,39,4
15,165,0,0.5
15,5,13,0.5
15,74,40,0.5
15,58,47,4
15,151,122,0.5
15,168,88,0.5
15,166,150,4
15,101,124,4
15,100,129,0.5
15,173,171,4
15,36,29,0.5
15,118,129,0.5
15,90,93.75,4
15,120,127,0.5
15,95,88,4
15,80,84,4
15,78,81,0.5
15,97,53,0.5
15,36,30,0.5
15,109,130,4
15,59,55,4
15,17,44,0.5
15,72,63,4
15,69,54,0.5
15,74,134,0.5
15,32,34,4
15,36,36,0.5
15,36,28,0.5
15,139,133,0.5
15,161,124,0.5
15,135,130,4
15,119,130,0.5
15,161,144,4
15,132,124,4
15,1,173,0.5
15,69,38,4
15,64,52,4
15,178,136,0.5
15,137,142,0.5
15,154,136,0.5
15,111,137,0.5
15,80,53,0.5
15,42,52,0.5
15,25,35,4
15,122,122,4
15,64,50,4
15,16,23,4
15,177,170,4
15,58,49,4
15,92,102,4
15,5,11,4
15,26,27,4
15,36,24,4
15,168,147,0.5
15,153,138,0.5
15,38,38,4
15,115,126,4
15,87,123,0.5
15,20,5,0.5
15,161,136,0.5
15,34,47,4
15,43,47,4
15,78,81,4
15,114,139,0.5
15,163,166,4
15,137,135,4
15,60,47,4
15,177,156,4
15,55,42,0.5
15,38,54,0.5
15,102,120,4
15,155,146,4
15,72,60,4
15,146,119,0.5
15,146,134,0.5
15,37,37,4
15,178,17,0.5
15,69,64,4
15,120,126.25,4
15,10,174,0.5
15,144,140,0.5
15,134,118,0.5
15,45,43,0.5
15,33,34,0.5
15,160,136,4
15,45,44,0.5
15,54,64,0.5
15,18,39,4
15,19,27,4
15,82,68,4
15,107,119,4
15,145,132,4
15,131,127,4
15,70,60,0.5
15,52,45,0.5
15,58,53,0.5
15,80,79,0.5
15,49,55,4
15,60,59,0.5
15,72,56,4
15,176,171,0.5
15,55,54,4
15,64,42,4
15,74,128,0.5
15,174,165,0.5
15,25,64,0.5
15,88,100,4
15,97,129,0.5
15,72,69,4
15,137,138,4
15,74,78,4
15,52,56,4
15,31,57,4
15,155,139,0.5
15,112,132,4
15,101,109,4
15,149,112,4
15,69,61,4
15,28,32,0.5
15,99,128,0.5
15,32,17,4
15,6,0,4
15,164,148,4
15,2,1,4
15,68,61,0.5
15,64,58,0.5
15,155,141,4
15,172,151,0.5
15,130,138,0.5
15,120,139,0.5
15,174,161,4
15,91,93,0.5
15,61,66,0.5
15,12,11,0.5
15,119,138,4
15,129,148,4
15,54,70,0.5
15,86,97,4
15,1,25,0.5
15,164,129,4
15,71,70,4
15,58,67,0.5
15,79,72,4
15,48,120,0.5
15,128,133,4
15,109,113,0.5
15,164,177,0.5
15,174,42,0.5
15,47,63,0.5
15,68,72,0.5
15,62,60,0.5
15,10,3,0.5
15,26,56,0.5
15,9,12,4
15,128,113,0.5
15,114,95,0.5
15,2,5,4
15,159,65,0.5
15,160,9,0.5
15,141,139,4
15,88,89,4
15,15,27,4
15,92,88,4
15,166,11,0.5
15,76,87,0.5
15,72,59,4
15,119,126,4
15,150,153,0.5
15,153,153,0.5
15,3,173,0.5
15,2,130,0.5
15,50,31,4
15,67,54,4
15,146,125,0.5
15,108,107,4
15,44,46,0.5
15,100,130,0.5
15,59,46,4
15,7,177,0.5
15,25,2,0.5
15,60,59,0.5
15,8,170,4
15,169,38,0.5
15,79,148,4
15,120,124,4
15,145,133,0.5
15,45,45,0.5
15,84,94,4
15,26,20,0.5
15,101,111,4
15,22,38,4
15,76,69,4
15,68,55,4
15,33,60,0.5
15,112,123,4
15,140,53,0.5
15,178,174,4
15,145,147,0.5
15,7,10,4
15,4,0,4
15,96,94,0.5
15,39,45,0.5
15,163,117,0.5
15,112,114,4
15,104,112,4
15,155,134,0.5
15,10,15,4
15,98,134,4
15,59,27,0.5
15,22,42,4
15,56,58,4
15,9,29,4
15,45,47,4
15,141,137,4
15,169,38,0.5
15,177,94,0.5
15,64,42,0.5
15,160,144,4
15,89,62,0.5
15,122,128,4
15,2,155,0.5
15,99,95,0.5
15,42,59,0.5
15,78,81,4
15,55,137,0.5
15,85,63,4
15,75,57,0.5
15,179,5,0.5
15,16,20,4
15,107,41,0.5
15,95,89,4
15,174,7,0.5
15,48,127,0.5
15,96,117,0.5
15,154,148,4
15,10,14,0.5
15,80,63,4
15,17,18,4
15,35,47,4
15,172,148,4
15,35,39,0.5
15,53,49,4
15,42,44,0.5
15,18,37,0.5
15,177,163,4
15,167,168,4
15,35,160,0.5
15,122,146,0.5
15,149,137,0.5
15,147,129,0.5
15,134,134,4
15,6,0,0.5
15,26,18,4
15,22,41,0.5
15,143,144,0.5
15,35,44,0.5
15,57,49,0.5
15,62,70,4
15,151,135,4
15,39,25,4
15,159,126,0.5
15,99,119,4
15,151,141,0.5
15,131,122,0.5
15,128,123,4
15,60,67,4
15,38,40,4
15,89,83,4
15,7,177,0.5
15,61,37,4
15,91,85,0.5
15,171,5,0.5
15,84,73,4
15,168,140,0.5
15,50,53,0.5
15,109,115,4
15,106,106,4
15,132,61,0.5
15,81,76,4
15,89,126,0.5
15,136,78,0.5
15,144,145,0.5
15,135,141,4
15,155,124,0.5
15,9,161,0.5
15,26,41,0.5
15,43,39,4
15,65,51,0.5
15,100,72,0.5
15,109,121,4
15,137,126,4
15,37,103,0.5
15,37,30,0.5
15,46,71,0.5
15,20,25,4
15,163,141,4
15,54,58,0.5
15,43,41,0.5
15,102,104,4
15,94,91,0.5
15,67,25,0.5
15,41,39,0.5
15,8,9,0.5
15,79,50,4
15,166,147,0.5
15,40,39,0.5
15,160,16,0.5
15,153,131,0.5
15,142,142,4
15,104,126,4
